Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
FH. GRAFFARD (S)	111	189	55	108	1348881,00	442919,00	1791800,00	126164,00	7136,94	12152	2
A. FABRE (S)	94	159	24	103	894111,00	301150,00	1195261,00	93795,00	5623,34	9512	2
C. ESCUDER	118	403	45	230	813630,00	417355,00	1230985,00	128901,00	2018,93	6895	3
P. COTTIER	52	167	24	109	567792,00	311108,00	878900,00	102111,00	3399,95	10919	3
J. REYNIER (S)	59	144	26	85	553293,00	246048,00	799341,00	77549,00	3842,31	9378	2
HA. PANTALL (S)	98	251	24	141	520363,00	189423,00	709786,00	58121,00	2073,16	5310	3
Y. BARBEROT (S)	49	141	19	86	483992,00	276622,00	760614,00	73165,00	3432,57	9877	3
JC. ROUGET (S)	42	96	18	63	467943,00	253124,00	721067,00	74915,00	4874,41	11142	2
C. FERLAND (S)	43	88	15	47	462469,00	249097,00	711566,00	65262,00	5255,33	10755	2
M. BOUTIN (S)	44	254	22	136	431121,00	204826,00	635947,00	72768,00	1697,33	9798	6
C. BOUTIN (S)	26	156	18	93	368265,00	169728,00	537993,00	63183,00	2360,67	14164	6
N. PERRET (S)	53	179	15	116	364421,00	178351,00	542772,00	60232,00	2035,87	6876	3
MME M. SCANDELLA-LACAILLE	53	204	22	128	357716,00	191890,00	549606,00	64116,00	1753,51	6749	4
C&Y. LERNER (S)	45	99	9	60	350344,00	204983,00	555327,00	55889,00	3538,83	7785	2
M. BARATTI (S)	46	93	13	57	297280,00	164637,00	461917,00	47181,00	3196,56	6463	2
G. MOSSE (S)	34	96	9	54	289229,00	123776,00	413005,00	42875,00	3012,80	8507	3
A. FOUASSIER	65	170	20	96	287712,00	125950,00	413662,00	51502,00	1692,42	4426	3
P&J. BRANDT (S)	24	56	12	33	287630,00	144717,00	432347,00	49381,00	5136,25	11985	2
M. PITART	55	138	16	75	284904,00	161671,00	446575,00	53146,00	2064,52	5180	3
S. WATTEL (S)	46	94	10	50	276613,00	163059,00	439672,00	50651,00	2942,69	6013	2
R. FRADET (S)	23	98	12	56	260775,00	147154,00	407929,00	49090,00	2660,97	11338	4
M. DELCHER SANCHEZ	28	65	9	38	237862,00	74551,00	312413,00	21305,00	3659,42	8495	2
N. CAULLERY	42	126	11	60	233187,00	87490,00	320677,00	34722,00	1850,69	5552	3
MME S. GAVILAN	45	133	13	68	224610,00	120393,00	345003,00	41060,00	1688,80	4991	3
G. BIETOLINI	39	83	11	38	206166,00	117541,00	323707,00	34202,00	2483,93	5286	2
FR. MONFORT (S)	48	136	11	81	202374,00	96353,00	298727,00	31163,00	1488,04	4216	3
D. ARTU (S)	22	96	12	45	201169,00	100628,00	301797,00	37442,00	2095,51	9144	4
J. PARIZE	30	170	9	78	194139,00	75205,00	269344,00	29124,00	1141,99	6471	6
F. FORESI	37	160	9	77	188768,00	84012,00	272780,00	31272,00	1179,80	5102	4
F. CHAPPET (S)	34	81	6	46	185934,00	104166,00	290100,00	32854,00	2295,48	5469	2
ED. MONFORT (S)	39	99	9	61	182652,00	87792,00	270444,00	27044,00	1844,97	4683	3
HF. DEVIN (S)	29	52	7	40	181455,00	88035,00	269490,00	22756,00	3489,52	6257	2
J. ANDREU (S)	23	86	13	54	181448,00	107701,00	289149,00	33719,00	2109,86	7889	4
P. GROUALLE (S)	21	52	6	35	180967,00	100997,00	281964,00	30414,00	3480,13	8617	2
M. DELZANGLES	31	69	6	42	173829,00	114134,00	287963,00	34492,00	2519,26	5607	2
P. DECOUZ (S)	29	65	6	46	171605,00	86528,00	258133,00	30208,00	2640,08	5917	2
RC. MONTENEGRO	40	134	9	70	169688,00	45344,00	215032,00	18186,00	1266,33	4242	3
M. BRASME (S)	41	115	10	51	169413,00	83229,00	252642,00	29910,00	1473,16	4132	3
A. MURPHY (S)	42	89	9	51	166048,00	56775,00	222823,00	14773,00	1865,71	3954	2
A. BOTTI (S)	32	88	6	51	157913,00	71365,00	229278,00	23175,00	1794,47	4935	3
CHR. HEAD (S)	25	47	6	30	157511,00	91102,00	248613,00	19594,00	3351,30	6300	2
L. BAUDRON (S)	24	64	8	36	152132,00	66337,00	218469,00	23834,00	2377,06	6339	3
TIM. DONWORTH (S)	29	52	7	28	152132,00	76089,00	228221,00	25334,00	2925,62	5246	2
MME Y. VOLLMER	40	123	8	57	151458,00	68562,00	220020,00	24581,00	1231,37	3786	3
CH. GOURDAIN (S)	27	98	8	59	151073,00	72124,00	223197,00	28755,00	1541,56	5595	4
J. BOISNARD (S)	37	102	9	49	148821,00	77271,00	226092,00	25765,00	1459,03	4022	3
CH. PLISSON (S)	26	121	7	47	148778,00	68187,00	216965,00	26803,00	1229,57	5722	5
P. OLAVE VALDIVIELSO	14	30	6	17	147806,00	88824,00	236630,00	20685,00	4926,87	10558	2
E. LIBAUD (S)	30	70	6	39	145052,00	75232,00	220284,00	26996,00	2072,17	4835	2
JUL. PHELIPPON	17	74	7	38	142709,00	69893,00	212602,00	26927,00	1928,50	8395	4
M. GUARNIERI	27	92	6	39	140487,00	66920,00	207407,00	24334,00	1527,03	5203	3
D. MELE (S)	17	29	8	15	135231,00	44330,00	179561,00	24958,00	4663,14	7955	2
CLEMENT & HERMANS (S)	29	52	7	27	134853,00	73936,00	208789,00	20449,00	2593,33	4650	2
L. GADBIN (S)	35	77	5	53	134836,00	70459,00	205295,00	22135,00	1751,12	3852	2
D. GUILLEMIN (S)	21	42	8	26	129952,00	34028,00	163980,00	25093,00	3094,10	6188	2
S. KOBAYASHI (S)	24	55	4	28	128958,00	92113,00	221071,00	28325,00	2344,69	5373	2
Y. BONNEFOY (S)	24	110	2	65	126126,00	53791,00	179917,00	19832,00	1146,60	5255	5
D. WATRIGANT (S)	24	51	8	27	122770,00	61083,00	183853,00	23398,00	2407,25	5115	2
D&P. PROD'HOMME (S)	16	63	4	28	120056,00	59320,00	179376,00	21276,00	1905,65	7504	4
G. PANNIER	16	53	6	29	118387,00	61231,00	179618,00	21569,00	2233,72	7399	3
A. BARON	24	68	9	34	117912,00	52765,00	170677,00	21218,00	1734,00	4913	3
X. BLANCHET (S)	24	54	5	29	117306,00	52780,00	170086,00	19701,00	2172,33	4888	2
E. MIKHALIDES (S)	13	48	8	25	115511,00	64192,00	179703,00	18717,00	2406,48	8885	4
G. HERNON (S)	24	46	5	24	113173,00	53167,00	166340,00	17930,00	2460,28	4716	2
P. SOGORB	28	84	7	47	112150,00	43752,00	155902,00	13766,00	1335,12	4005	3
X. THOMAS-DEMEAULTE (S)	32	45	7	28	111382,00	47942,00	159324,00	21092,00	2475,16	3481	1
JP. GAUVIN (S)	14	48	6	25	111129,00	56044,00	167173,00	21220,00	2315,19	7938	3
T. POCHE	28	90	8	37	109627,00	48269,00	157896,00	20164,00	1218,08	3915	3
T. SPEICHER	15	40	7	21	107902,00	57755,00	165657,00	20471,00	2697,55	7193	3
MME A. KARKOSA	28	40	5	24	106896,00	40812,00	147708,00	13883,00	2672,40	3818	1
S. LABATE (S)	25	91	5	51	103846,00	48772,00	152618,00	18206,00	1141,16	4154	4
K. TAVARES (S)	17	30	7	18	103801,00	58615,00	162416,00	21418,00	3460,03	6106	2
F. BRESSON (S)	17	44	6	22	103514,00	49688,00	153202,00	18897,00	2352,59	6089	3
N. PAYSAN	22	57	8	33	100106,00	35337,00	135443,00	17821,00	1756,25	4550	3
F. ROHAUT (S)	28	47	4	35	100012,00	42180,00	142192,00	15117,00	2127,91	3572	2
M. SEROR (S)	22	43	6	23	98113,00	54245,00	152358,00	19425,00	2281,70	4460	2
R. CHOTARD	16	65	7	35	96553,00	52876,00	149429,00	19186,00	1485,43	6035	4
MME V. HEAD	26	46	4	26	96494,00	58226,00	154720,00	15769,00	2097,70	3711	2
M. KREBS (S)	17	78	3	49	95158,00	44933,00	140091,00	16584,00	1219,97	5598	5
C. LOTOUX (S)	12	37	7	19	94153,00	42805,00	136958,00	17626,00	2544,68	7846	3
S. CERULIS	18	46	5	20	87525,00	35871,00	123396,00	12995,00	1902,72	4862	3
MME C. COURTADE	22	39	2	24	87512,00	2716,00	90228,00	15849,00	2243,90	3978	2
A. COUETIL (S)	36	75	4	40	86872,00	28660,00	115532,00	15551,00	1158,29	2413	2
MME L. DUPELIN LALUNG	13	52	14	31	86720,00	47996,00	134716,00	16107,00	1667,69	6671	4
S. RICHTER	11	35	5	21	86021,00	30685,00	116706,00	11402,00	2457,74	7820	3
M. RULEC (S)	15	37	1	20	85497,00	37239,00	122736,00	15333,00	2310,73	5700	2
N. BELLANGER (S)	17	43	4	21	84536,00	37689,00	122225,00	14611,00	1965,95	4973	3
M. CESANDRI (S)	16	49	4	21	84042,00	39819,00	123861,00	16089,00	1715,14	5253	3
L. BERNHARDT	18	70	7	30	83495,00	41918,00	125413,00	14609,00	1192,79	4639	4
H. GHABRI	14	42	4	20	81894,00	37152,00	119046,00	12126,00	1949,86	5850	3
B. AUDOUIN (S)	14	57	6	30	81061,00	39689,00	120750,00	15658,00	1422,12	5790	4
D. CHENU	17	78	4	42	80885,00	42790,00	123675,00	16181,00	1036,99	4758	5
FX. WEISSMEIER	21	63	4	37	80876,00	21807,00	102683,00	7645,00	1283,75	3851	3
MME C. BARANDE BARBE	11	45	2	14	80416,00	37496,00	117912,00	15299,00	1787,02	7311	4
M. GEISLER	15	36	5	21	80344,00	36402,00	116746,00	14916,00	2231,78	5356	2
MME V. DISSAUX	10	38	6	16	79592,00	39728,00	119320,00	14793,00	2094,53	7959	4
C. TOLAINI	27	36	8	20	78362,00	5086,00	83448,00	12950,00	2176,72	2902	1
MME A. BUDKA	19	54	4	20	73043,00	35129,00	108172,00	13509,00	1352,65	3844	3
P.DE CHEVIGNY	17	39	3	23	72885,00	39868,00	112753,00	14083,00	1868,85	4287	2
JPH. DUBOIS	15	39	4	22	72768,00	39783,00	112551,00	13847,00	1865,85	4851	3
TJ. MARTINS NOVAIS	34	87	3	34	72301,00	31658,00	103959,00	9372,00	831,05	2126	3
S. JESUS	13	51	3	21	71557,00	24002,00	95559,00	9684,00	1403,08	5504	4
MME A. THIBAUT	17	63	9	42	70930,00	40350,00	111280,00	13866,00	1125,87	4172	4
D. SMAGA	2	10	2	6	67848,00	30527,00	98375,00	12786,00	6784,80	33924	5
B. LEGROS (S)	12	74	5	31	65839,00	26257,00	92096,00	11741,00	889,72	5487	6
MME M. DESVAUX	9	32	5	13	65650,00	28633,00	94283,00	12357,00	2051,56	7294	4
P. MONFORT (S)	5	20	2	14	64813,00	30029,00	94842,00	12295,00	3240,65	12963	4
J. LEROY	18	62	2	32	63560,00	34555,00	98115,00	12694,00	1025,16	3531	3
M. ALONSO ROLDAN	21	70	1	36	62313,00	35495,00	97808,00	12384,00	890,19	2967	3
D. BONILLA (S)	7	30	2	21	61834,00	28943,00	90777,00	11660,00	2061,13	8833	4
M. JUSTUM	19	69	2	34	61737,00	28434,00	90171,00	11475,00	894,74	3249	4
PE. DUBOIS (S)	8	19	2	11	61458,00	10157,00	71615,00	2822,00	3234,63	7682	2
MME S. LANSLOTS	7	26	4	11	61064,00	26634,00	87698,00	10277,00	2348,62	8723	4
F. BOUALEM	9	42	5	14	60546,00	27239,00	87785,00	10263,00	1441,57	6727	5
MME I. JANACKOVA KOPLIKOVA	14	43	4	25	59887,00	8586,00	68473,00	3493,00	1392,72	4278	3
V. DEVILLARS	10	48	3	21	58759,00	26429,00	85188,00	10397,00	1224,15	5876	5
S. ZULIANI (S)	11	20	4	11	58121,00	9225,00	67346,00	10614,00	2906,05	5284	2
KR. BURKE	7	7	1	3	57280,00	0,00	57280,00	0,00	8182,86	8183	1
S. GOUYETTE (S)	19	57	6	21	57275,00	20948,00	78223,00	10709,00	1004,82	3014	3
W. HICKST	11	17	4	7	56963,00	1356,00	58319,00	1421,00	3350,76	5178	2
MME S. JAFFRELOT-BEDON	15	46	3	23	56874,00	23363,00	80237,00	10577,00	1236,39	3792	3
V. LUKA	24	42	3	25	55852,00	9866,00	65718,00	4304,00	1329,81	2327	2
T. FOURCY (S)	25	32	2	23	55805,00	15568,00	71373,00	9194,00	1743,91	2232	1
P. ADDA (S)	11	38	2	21	55665,00	30649,00	86314,00	11119,00	1464,87	5060	3
MME C. WHITFIELD	12	26	4	14	55020,00	21490,00	76510,00	7972,00	2116,15	4585	2
F. MONNIER (S)	15	49	3	22	53966,00	26409,00	80375,00	10435,00	1101,35	3598	3
FX. BELVISI	7	21	3	8	53842,00	24226,00	78068,00	10143,00	2563,90	7692	3
R. AVIAL LOPEZ	10	44	1	26	53564,00	23913,00	77477,00	8883,00	1217,36	5356	4
JV. TOUX	11	30	3	13	52490,00	4266,00	56756,00	1784,00	1749,67	4772	3
O. TRIGODET (S)	10	24	2	19	52489,00	32166,00	84655,00	10918,00	2187,04	5249	2
S. GOUVAZE (S)	17	27	3	15	50351,00	23164,00	73515,00	7262,00	1864,85	2962	2
