Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
FANTASTIC STAR	4	H	PUR SANG	4	1	3	14720,00	6622,00	21342,00	3680,00	315
GALLIUS	4	H	PUR SANG	8	1	3	14719,00	6621,00	21340,00	1839,88	340
SUNDARA	3	F	PUR SANG	3	1	2	14694,00	0,00	14694,00	4898,00	370
SUN PROJECT	5	H	PUR SANG	7	1	3	14693,00	6610,00	21303,00	2099,00	240
YOGUI	4	H	PUR SANG	6	1	5	14684,00	6605,00	21289,00	2447,33	315
HENDRIXX	3	H	PUR SANG	5	1	2	14684,00	11011,00	25695,00	2936,80	380
WINDJANA	8	F	PUR SANG	13	1	8	14670,00	6596,00	21266,00	1128,46	245
JEZQAZGAN	3	H	PUR SANG	5	1	4	14660,00	10994,00	25654,00	2932,00	330
DSCHINGIS NECKARA	3	F	PUR SANG	5	2	3	14640,00	10978,00	25618,00	2928,00	335
WEST WIND BLOWS	7	H	PUR SANG	1	0	1	14640,00	0,00	14640,00	14640,00	535
ZARAKI	3	H	PUR SANG	1	0	1	14640,00	10980,00	25620,00	14640,00	
NATIVE WARRIOR	5	H	PUR SANG	1	0	1	14640,00	0,00	14640,00	14640,00	505
AZIMPOUR	4	H	PUR SANG	2	0	1	14640,00	0,00	14640,00	7320,00	500
MY HIGHNESS	3	F	PUR SANG	1	0	1	14640,00	0,00	14640,00	14640,00	495
CAYSSIE MA STAR	4	F	PUR SANG	5	1	4	14630,00	6581,00	21211,00	2926,00	290
ALPENVEILCHEN	3	F	PUR SANG	2	1	1	14630,00	10972,00	25602,00	7315,00	400
LA CARRIERE	3	F	PUR SANG	3	1	1	14630,00	0,00	14630,00	4876,67	395
ALTER MEISTER	3	M	PUR SANG	2	1	1	14630,00	0,00	14630,00	7315,00	
VINO	5	F	PUR SANG	15	0	13	14629,00	6577,00	21206,00	975,27	180
BOURBON MOON	3	F	PUR SANG	6	1	2	14626,00	10969,00	25595,00	2437,67	325
ANANTEAL	4	H	PUR SANG	6	1	3	14621,00	6578,00	21199,00	2436,83	365
ODIN NORMANDY	7	H	PUR SANG	3	2	0	14600,00	6570,00	21170,00	4866,67	295
EVERILLO	7	H	PUR SANG	4	1	2	14587,00	6564,00	21151,00	3646,75	385
CHARMING ZEL	3	F	PUR SANG	3	1	1	14573,00	10929,00	25502,00	4857,67	415
DANZICA GIRL	4	F	PUR SANG	7	1	4	14529,00	6537,00	21066,00	2075,57	270
KENZAL	8	H	PUR SANG	8	1	4	14507,00	6526,00	21033,00	1813,38	315
ZIGGY STAR	4	M	PUR SANG	6	0	4	14506,00	6526,00	21032,00	2417,67	375
ESKANDANI	5	H	PUR SANG	10	1	4	14494,00	6520,00	21014,00	1449,40	230
KHAROVSKAYA	2	F	PUR SANG	3	1	1	14490,00	10867,00	25357,00	4830,00	
ROCKY RUN	4	M	PUR SANG	6	0	3	14464,00	6507,00	20971,00	2410,67	350
LE CONQUERANT	4	H	PUR SANG	4	1	2	14448,00	6501,00	20949,00	3612,00	360
SPLENDINO	6	H	PUR SANG	9	0	4	14442,00	6497,00	20939,00	1604,67	275
KIMBIA	4	F	PUR SANG	7	1	4	14436,00	6494,00	20930,00	2062,29	335
IMPITOYABLE	7	H	PUR SANG	9	1	4	14434,00	6494,00	20928,00	1603,78	305
NIGHT ACTION	5	H	PUR SANG	7	1	4	14430,00	6492,00	20922,00	2061,43	240
MANDEGA	6	H	PUR SANG	6	1	4	14405,00	6480,00	20885,00	2400,83	280
COSMIC FRONT	5	F	PUR SANG	2	1	0	14400,00	6480,00	20880,00	7200,00	375
AME D'OR	4	F	PUR SANG	2	1	0	14400,00	6480,00	20880,00	7200,00	370
QUIET SEA	4	H	PUR SANG	6	1	4	14374,00	6465,00	20839,00	2395,67	310
WHEELER	4	M	PUR SANG	5	1	1	14356,00	6459,00	20815,00	2871,20	340
ROUGEGARDE	9	H	PUR SANG	4	1	1	14336,00	6450,00	20786,00	3584,00	360
ZENADIA	3	F	PUR SANG	5	1	2	14320,00	10739,00	25059,00	2864,00	345
ADLAN SENORA	5	M	PUR SANG	5	1	2	14317,00	6442,00	20759,00	2863,40	310
LE SENONNAIS	3	M	PUR SANG	8	1	5	14312,00	10732,00	25044,00	1789,00	300
ON LOCKDOWN	7	H	PUR SANG	5	1	3	14305,00	6436,00	20741,00	2861,00	350
EKLLEEL	3	F	PUR SANG	2	1	1	14294,00	0,00	14294,00	7147,00	400
ARBUS	3	F	PUR SANG	2	1	1	14294,00	0,00	14294,00	7147,00	
VIBRATO	5	H	PUR SANG	9	0	6	14277,00	6420,00	20697,00	1586,33	260
QILIN QUEEN	4	F	PUR SANG	1	0	1	14275,00	0,00	14275,00	14275,00	
HOLY SPIRIT	3	H	PUR SANG	5	1	3	14269,00	10700,00	24969,00	2853,80	365
RENOUVEAU	2	F	PUR SANG	4	0	4	14266,00	10698,00	24964,00	3566,50	
CHESTER SKY	5	H	PUR SANG	10	1	4	14264,00	6416,00	20680,00	1426,40	285
FIRST CREATION	8	H	PUR SANG	8	1	7	14259,00	4726,00	18985,00	1782,38	240
STARAC	4	H	PUR SANG	8	1	4	14258,00	6414,00	20672,00	1782,25	340
CROCUS BORGET	8	H	PUR SANG	8	1	5	14246,00	6410,00	20656,00	1780,75	250
EXCEED THE STARS	3	F	PUR SANG	3	1	2	14240,00	10680,00	24920,00	4746,67	390
ZULU CHANT	3	H	PUR SANG	3	1	2	14240,00	10680,00	24920,00	4746,67	395
EUSKADI	4	H	PUR SANG	4	1	3	14208,00	6393,00	20601,00	3552,00	410
FUNTANO	6	H	PUR SANG	7	1	4	14204,00	6390,00	20594,00	2029,14	220
BELLA D'ANJOU	4	F	PUR SANG	6	1	3	14191,00	6385,00	20576,00	2365,17	350
DAKOTA GIRL	5	F	PUR SANG	7	2	4	14190,00	0,00	14190,00	2027,14	290
DRAGON LOVE	10	H	PUR SANG	9	0	9	14185,00	6379,00	20564,00	1576,11	240
VAZIRPOUR	6	H	PUR SANG	3	1	1	14181,00	6381,00	20562,00	4727,00	390
PURPLE MOOD	5	H	PUR SANG	7	1	4	14173,00	6376,00	20549,00	2024,71	290
TIC TAC	5	H	PUR SANG	6	1	2	14171,00	6376,00	20547,00	2361,83	305
ULYMINE	3	H	PUR SANG	4	1	2	14164,00	10623,00	24787,00	3541,00	425
GOUTTES DE DIEU	3	H	PUR SANG	5	1	1	14160,00	10620,00	24780,00	2832,00	350
NORTHERN TERRITORY	3	M	PUR SANG	2	1	1	14160,00	10620,00	24780,00	7080,00	370
OASIS BAY	6	H	PUR SANG	10	0	7	14146,00	6362,00	20508,00	1414,60	245
RUN VICTORIA	3	F	PUR SANG	8	1	3	14144,00	10607,00	24751,00	1768,00	310
LOVE IS GOLD	6	H	PUR SANG	5	1	3	14127,00	6356,00	20483,00	2825,40	410
ALL IN PINK	3	M	PUR SANG	7	0	7	14116,00	10585,00	24701,00	2016,57	305
LE TOLIER	4	H	PUR SANG	5	1	4	14113,00	6349,00	20462,00	2822,60	315
VICTORY CALL	4	F	PUR SANG	5	0	3	14097,00	6342,00	20439,00	2819,40	435
EOSTRE	3	F	PUR SANG	3	1	1	14084,00	0,00	14084,00	4694,67	410
STORY WAY	3	F	PUR SANG	3	0	3	14082,00	10557,00	24639,00	4694,00	355
ETCHEBASTER	3	H	PUR SANG	4	0	4	14080,00	10560,00	24640,00	3520,00	380
CAHAGNES	4	F	PUR SANG	5	1	2	14078,00	6333,00	20411,00	2815,60	330
NUMERUS BORGET	8	H	PUR SANG	9	0	5	14076,00	6331,00	20407,00	1564,00	275
SEDITION	4	F	PUR SANG	9	1	4	14072,00	6330,00	20402,00	1563,56	250
MIRAGE BLOU	4	M	PUR SANG	7	3	2	14067,00	4248,00	18315,00	2009,57	260
FASTER	7	F	PUR SANG	4	1	3	14047,00	6320,00	20367,00	3511,75	295
PESTACLE	5	H	PUR SANG	7	1	5	14026,00	6309,00	20335,00	2003,71	345
BLEU NUIT	3	H	PUR SANG	6	0	5	14022,00	10515,00	24537,00	2337,00	345
NEW RISK	3	M	PUR SANG	6	1	4	14016,00	10512,00	24528,00	2336,00	335
YELLOW HAWK	4	H	PUR SANG	8	1	5	14015,00	6303,00	20318,00	1751,88	295
BEAUTIFOAL	5	F	PUR SANG	8	1	4	13976,00	6288,00	20264,00	1747,00	250
QUEEN SINGER	5	F	PUR SANG	7	1	5	13973,00	6285,00	20258,00	1996,14	290
RAFAGA	2	F	PUR SANG	3	1	1	13966,00	10474,00	24440,00	4655,33	
KIARO	5	M	PUR SANG	5	1	3	13952,00	6277,00	20229,00	2790,40	380
REACH THE SKY	4	M	PUR SANG	4	0	4	13926,00	6265,00	20191,00	3481,50	440
SAGARMATHA	3	F	PUR SANG	4	1	2	13878,00	10407,00	24285,00	3469,50	375
VALIENTE	3	M	PUR SANG	6	1	4	13869,00	10401,00	24270,00	2311,50	635
DISILLUSION	6	M	PUR SANG	3	1	2	13861,00	0,00	13861,00	4620,33	390
VALENTINE DAY	4	F	PUR SANG	5	1	3	13852,00	6233,00	20085,00	2770,40	260
ZELZANA	3	F	PUR SANG	10	0	10	13850,00	10383,00	24233,00	1385,00	250
PONTOS	4	H	PUR SANG	5	1	3	13845,00	6228,00	20073,00	2769,00	315
JOJO FANTAISIE	3	F	PUR SANG	8	2	3	13830,00	10372,00	24202,00	1728,75	270
VAN BLUTCH	3	M	PUR SANG	4	0	4	13814,00	10360,00	24174,00	3453,50	410
MEAUTIS	5	H	PUR SANG	7	0	6	13796,00	6205,00	20001,00	1970,86	325
HELLO VEGA	3	F	PUR SANG	6	1	2	13788,00	10339,00	24127,00	2298,00	320
GOT FLOWER	4	F	PUR SANG	11	0	6	13788,00	6202,00	19990,00	1253,45	270
COUR DU ROI	7	H	PUR SANG	9	0	6	13778,00	6198,00	19976,00	1530,89	270
MEASTER OWEN	5	H	PUR SANG	6	1	3	13774,00	6195,00	19969,00	2295,67	290
FRENCH COLORADO	3	M	PUR SANG	7	0	7	13742,00	10304,00	24046,00	1963,14	385
GENERAL CHOP	3	M	PUR SANG	10	1	7	13737,00	10302,00	24039,00	1373,70	290
VOLLERING	2	F	PUR SANG	2	0	2	13725,00	0,00	13725,00	6862,50	
PROXIMA DU CENTAUR	3	F	PUR SANG	3	0	3	13720,00	10289,00	24009,00	4573,33	445
NIOUININON	3	H	PUR SANG	10	1	3	13716,00	10287,00	24003,00	1371,60	260
WILD WEST	6	M	PUR SANG	8	1	5	13712,00	5988,00	19700,00	1714,00	330
VIVA LA SKIDS	3	F	PUR SANG	3	1	0	13700,00	10275,00	23975,00	4566,67	435
VIGNELLI	2	M	PUR SANG	1	1	0	13700,00	10275,00	23975,00	13700,00	
UN VRAI VENUSIEN	2	M	PUR SANG	1	1	0	13700,00	10275,00	23975,00	13700,00	
VENEZIA QUEEN	2	F	PUR SANG	1	1	0	13700,00	10275,00	23975,00	13700,00	
MAI DIRE MAI	3	H	PUR SANG	3	1	0	13700,00	10275,00	23975,00	4566,67	410
LADY MARA	3	F	PUR SANG	1	1	0	13700,00	10275,00	23975,00	13700,00	
BIG MONEY MAN	2	M	PUR SANG	2	1	0	13700,00	0,00	13700,00	6850,00	
JULIAN SCHNABEL	2	M	PUR SANG	1	1	0	13700,00	0,00	13700,00	13700,00	
AMUSINGLY	2	F	PUR SANG	1	1	0	13700,00	0,00	13700,00	13700,00	
NEW RUN	3	M	PUR SANG	5	1	3	13698,00	10273,00	23971,00	2739,60	385
SLEIPNIR NORMANDY	5	H	PUR SANG	5	1	2	13680,00	6154,00	19834,00	2736,00	300
INTUITION	5	F	PUR SANG	11	1	3	13678,00	6154,00	19832,00	1243,45	250
AFTERGLOW	7	F	PUR SANG	8	1	4	13672,00	6151,00	19823,00	1709,00	230
TULPAR	4	H	PUR SANG	5	1	3	13670,00	0,00	13670,00	2734,00	350
GOLDEN DISC	4	F	PUR SANG	4	1	3	13656,00	6143,00	19799,00	3414,00	330
SUDDEN DEATH	8	H	PUR SANG	8	1	7	13649,00	5801,00	19450,00	1706,13	180
CHUNKA WAKAN	5	H	PUR SANG	10	1	5	13642,00	6138,00	19780,00	1364,20	195
DUTY	4	H	PUR SANG	4	1	1	13642,00	6138,00	19780,00	3410,50	370
NOW FOR GLORY	3	M	PUR SANG	2	1	1	13630,00	0,00	13630,00	6815,00	
DO FOR LOVE	3	F	PUR SANG	3	1	2	13630,00	0,00	13630,00	4543,33	395
THING FOR THE HOT	3	H	PUR SANG	5	0	5	13623,00	10215,00	23838,00	2724,60	385
PALLADIO	3	M	PUR SANG	6	0	4	13612,00	10206,00	23818,00	2268,67	370
NEOWISE	6	F	PUR SANG	8	1	3	13610,00	0,00	13610,00	1701,25	210
CANADIAN	3	M	PUR SANG	4	1	2	13607,00	0,00	13607,00	3401,75	385
DANCING FLOWER	3	F	PUR SANG	3	1	1	13600,00	0,00	13600,00	4533,33	450
EVEROSE	3	F	PUR SANG	9	1	7	13577,00	0,00	13577,00	1508,56	265
LOOK	3	F	PUR SANG	7	0	5	13558,00	9418,00	22976,00	1936,86	310
EKTORIA	6	F	PUR SANG	8	1	6	13542,00	6091,00	19633,00	1692,75	265
VALLANDO	8	H	PUR SANG	5	1	4	13537,00	0,00	13537,00	2707,40	260
BORN TO WIN	5	M	PUR SANG	9	1	3	13531,00	6087,00	19618,00	1503,44	240
RENVERSANTE	3	F	PUR SANG	10	0	8	13528,00	10144,00	23672,00	1352,80	285
MASINDHAL	4	H	PUR SANG	11	1	7	13520,00	6080,00	19600,00	1229,09	280
STATISTIC	3	F	PUR SANG	2	1	1	13508,00	10130,00	23638,00	6754,00	390
PALM SPRINGS	3	F	PUR SANG	4	1	3	13503,00	4875,00	18378,00	3375,75	375
INTELLITA	5	F	PUR SANG	2	2	0	13450,00	6052,00	19502,00	6725,00	270
VALTRADA	3	F	PUR SANG	5	1	4	13450,00	10087,00	23537,00	2690,00	340
REINE ESTHER	2	F	PUR SANG	3	1	1	13440,00	10080,00	23520,00	4480,00	
JUSEARTH FAL	4	H	PUR SANG	5	1	4	13431,00	6042,00	19473,00	2686,20	420
REDRUNNER	6	F	PUR SANG	8	1	3	13422,00	6039,00	19461,00	1677,75	210
EASY AS PIE	3	F	PUR SANG	4	1	1	13420,00	0,00	13420,00	3355,00	375
QUEEN MEKHTAAL	3	F	PUR SANG	4	1	3	13413,00	10059,00	23472,00	3353,25	350
CASSIUS	6	M	PUR SANG	5	1	3	13400,00	6028,00	19428,00	2680,00	425
XARUN	9	H	PUR SANG	14	1	10	13384,00	6020,00	19404,00	956,00	235
AGIOTA	3	H	PUR SANG	3	1	2	13378,00	10033,00	23411,00	4459,33	440
HAPPY LADY	4	F	PUR SANG	5	0	5	13375,00	6015,00	19390,00	2675,00	300
ALTO BLUES	3	H	PUR SANG	2	1	1	13374,00	10030,00	23404,00	6687,00	
GLOBAL ASSET	3	F	PUR SANG	2	1	1	13374,00	10030,00	23404,00	6687,00	390
BOCCA AL LUPO	3	H	PUR SANG	3	1	1	13374,00	10030,00	23404,00	4458,00	390
ARCUBIATU	6	H	PUR SANG	8	1	4	13365,00	6011,00	19376,00	1670,63	285
THREE DREAMS	6	F	PUR SANG	8	1	6	13350,00	6005,00	19355,00	1668,75	285
THE BEST GLORY	3	F	PUR SANG	5	1	2	13338,00	10003,00	23341,00	2667,60	380
ZILCOVER	7	H	PUR SANG	7	1	4	13327,00	5996,00	19323,00	1903,86	240
DADDY JOY	5	H	PUR SANG	5	1	1	13324,00	5995,00	19319,00	2664,80	300
OLIVA	7	F	PUR SANG	6	1	3	13312,00	5517,00	18829,00	2218,67	220
SENEQUE	3	M	PUR SANG	3	0	3	13312,00	9984,00	23296,00	4437,33	430
PORTUCALE	5	F	PUR SANG	6	1	3	13303,00	5986,00	19289,00	2217,17	355
MR HARPIN	4	H	PUR SANG	12	1	6	13284,00	5974,00	19258,00	1107,00	250
VOTRE AMI	3	H	PUR SANG	4	1	3	13282,00	6960,00	20242,00	3320,50	290
AURA	4	F	PUR SANG	4	1	1	13281,00	5976,00	19257,00	3320,25	340
DISSEMBLE	3	F	PUR SANG	4	1	2	13278,00	9958,00	23236,00	3319,50	380
MARDAD FAL	3	M	PUR SANG	5	1	3	13262,00	2746,00	16008,00	2652,40	405
MOABI	4	F	PUR SANG	6	1	5	13255,00	5963,00	19218,00	2209,17	280
GRAY D'ALBION	6	H	PUR SANG	6	1	5	13254,00	5963,00	19217,00	2209,00	215
NOOTKA BAY	5	H	PUR SANG	9	0	6	13253,00	5962,00	19215,00	1472,56	290
PRETTY STORM	5	F	PUR SANG	6	1	1	13248,00	5961,00	19209,00	2208,00	345
TEUCH WIN	3	H	PUR SANG	5	1	3	13248,00	9936,00	23184,00	2649,60	350
RENELLE	3	F	PUR SANG	2	1	1	13248,00	0,00	13248,00	6624,00	
DENNIS THE MENACE	3	H	PUR SANG	4	0	4	13226,00	9918,00	23144,00	3306,50	370
INDIAN PACIFIC	10	H	PUR SANG	7	1	6	13209,00	5942,00	19151,00	1887,00	285
NOBLE AMBER	8	F	PUR SANG	8	1	5	13208,00	5941,00	19149,00	1651,00	310
PRINCESS OF HABO	3	F	PUR SANG	4	1	3	13208,00	0,00	13208,00	3302,00	340
KARAMA AL LEITH	3	F	PUR SANG	5	0	4	13176,00	0,00	13176,00	2635,20	340
SONNAZ	4	H	PUR SANG	4	1	2	13174,00	5928,00	19102,00	3293,50	305
WEEMAGATEE	4	F	PUR SANG	5	0	3	13173,00	5927,00	19100,00	2634,60	345
REVE BLEU	3	F	PUR SANG	4	0	3	13168,00	9876,00	23044,00	3292,00	395
THARPE	5	H	PUR SANG	7	0	7	13157,00	5917,00	19074,00	1879,57	250
VALLOIRE	3	F	PUR SANG	6	1	2	13154,00	9865,00	23019,00	2192,33	300
SUMMER WAY	7	F	PUR SANG	4	1	3	13128,00	5905,00	19033,00	3282,00	300
WORLD VISION	5	F	PUR SANG	5	1	3	13127,00	0,00	13127,00	2625,40	340
STARZO FAL	5	M	PUR SANG	7	1	5	13123,00	5904,00	19027,00	1874,71	660
TCHIKITA	3	F	PUR SANG	9	1	5	13119,00	9839,00	22958,00	1457,67	310
MY WAY	3	H	PUR SANG	7	0	6	13111,00	9832,00	22943,00	1873,00	380
ADICCION	3	H	PUR SANG	10	1	5	13101,00	9825,00	22926,00	1310,10	275
ORYA	3	F	PUR SANG	3	1	2	13092,00	9819,00	22911,00	4364,00	370
MONA MALPIC	5	F	PUR SANG	9	2	6	13090,00	5890,00	18980,00	1454,44	570
FONROMY	3	F	PUR SANG	8	2	5	13083,00	2499,00	15582,00	1635,38	290
STRELLING	2	F	PUR SANG	3	1	2	13080,00	9809,00	22889,00	4360,00	
SULLY	3	H	PUR SANG	6	1	5	13066,00	9797,00	22863,00	2177,67	315
SQUARE CARNOT	4	M	PUR SANG	2	1	1	13025,00	5861,00	18886,00	6512,50	390
MON SIOUX	6	H	PUR SANG	6	1	4	13008,00	5852,00	18860,00	2168,00	225
LADY AGATA	4	F	PUR SANG	6	0	5	12993,00	0,00	12993,00	2165,50	280
REVUELTO	3	M	PUR SANG	2	1	1	12988,00	9741,00	22729,00	6494,00	350
OPIANA	6	F	PUR SANG	8	1	5	12982,00	5840,00	18822,00	1622,75	270
FOR WIN	5	H	PUR SANG	4	1	3	12980,00	0,00	12980,00	3245,00	280
KEY TO VICTORY	4	F	PUR SANG	6	1	1	12972,00	5836,00	18808,00	2162,00	245
OUREA	4	F	PUR SANG	5	3	2	12960,00	5832,00	18792,00	2592,00	620
BOGLIASCO	3	M	PUR SANG	3	1	1	12960,00	9720,00	22680,00	4320,00	365
FAITH IN YOU	3	F	PUR SANG	6	0	6	12960,00	0,00	12960,00	2160,00	335
LETTY'S MARVEL	11	H	PUR SANG	7	1	0	12950,00	5827,00	18777,00	1850,00	350
ALLURRE	7	F	PUR SANG	4	1	0	12950,00	5827,00	18777,00	3237,50	390
D'ORSAY	4	H	PUR SANG	5	1	0	12950,00	5827,00	18777,00	2590,00	195
INTERSTELLA	8	F	PUR SANG	7	1	5	12945,00	0,00	12945,00	1849,29	300
ZEOLAKIS	5	H	PUR SANG	8	1	4	12932,00	5817,00	18749,00	1616,50	310
PINK VALENTINE	7	F	PUR SANG	3	1	1	12928,00	5817,00	18745,00	4309,33	240
YAKAMOUN	5	F	PUR SANG	10	1	4	12903,00	5804,00	18707,00	1290,30	285
POTEMKINE	5	H	PUR SANG	4	1	3	12892,00	5799,00	18691,00	3223,00	430
MATAURI QUEEN	3	F	PUR SANG	4	1	2	12888,00	9666,00	22554,00	3222,00	370
IMMATIN STORM	2	F	PUR SANG	3	0	3	12878,00	9658,00	22536,00	4292,67	
PENNSYLVANIA	4	F	PUR SANG	4	1	2	12870,00	5790,00	18660,00	3217,50	325
MONONOF	6	H	PUR SANG	5	0	5	12861,00	5787,00	18648,00	2572,20	370
ELAUNEIL	6	F	PUR SANG	10	1	7	12858,00	5108,00	17966,00	1285,80	220
AURORA BEAU REAL	3	F	PUR SANG	3	0	3	12846,00	0,00	12846,00	4282,00	400
ZANGAR	4	H	PUR SANG	5	1	2	12828,00	5771,00	18599,00	2565,60	345
ZILYA	7	F	PUR SANG	5	1	3	12822,00	5768,00	18590,00	2564,40	385
JUBBAH	5	F	PUR SANG	9	2	4	12812,00	4189,00	17001,00	1423,56	200
KALEOBAYANE	6	F	PUR SANG	9	1	6	12812,00	5763,00	18575,00	1423,56	210
SUNNY QUEEN	2	F	PUR SANG	4	0	4	12810,00	9606,00	22416,00	3202,50	
TIPERE	2	M	PUR SANG	4	0	4	12810,00	0,00	12810,00	3202,50	
FRANKISH	3	M	PUR SANG	2	1	1	12804,00	0,00	12804,00	6402,00	
WOOTTON CENTURION	3	M	PUR SANG	2	1	0	12800,00	9600,00	22400,00	6400,00	450
NOBLE COTAI	5	M	PUR SANG	7	1	3	12794,00	0,00	12794,00	1827,71	240
AUTOROUTE	3	F	PUR SANG	5	1	3	12776,00	5832,00	18608,00	2555,20	315
ROSE PRAIRIE	3	F	PUR SANG	11	2	6	12748,00	8360,00	21108,00	1158,91	260
VIOLIN	4	F	PUR SANG	8	1	5	12741,00	5730,00	18471,00	1592,63	280
KIANDA	3	F	PUR SANG	2	1	1	12734,00	9550,00	22284,00	6367,00	380
AMELIA	3	F	PUR SANG	9	0	7	12730,00	9545,00	22275,00	1414,44	300
OLYMPIQUE	2	F	PUR SANG	4	0	3	12730,00	9546,00	22276,00	3182,50	
ANIMA SANA	4	F	PUR SANG	8	1	5	12729,00	5726,00	18455,00	1591,13	280
LIGHTED GLORY	7	F	PUR SANG	15	0	7	12722,00	5723,00	18445,00	848,13	150
TERRITOIRE	3	H	PUR SANG	8	1	4	12721,00	9540,00	22261,00	1590,13	330
LOST IN MUSIC	5	H	PUR SANG	6	1	3	12704,00	5715,00	18419,00	2117,33	315
MAGNUS	3	H	PUR SANG	4	0	4	12693,00	9516,00	22209,00	3173,25	390
ALEKSINE	4	M	PUR SANG	3	1	1	12688,00	5709,00	18397,00	4229,33	350
GOWAY	5	H	PUR SANG	9	1	2	12670,00	5700,00	18370,00	1407,78	335
VALDORCIA	3	F	PUR SANG	5	0	4	12647,00	0,00	12647,00	2529,40	410
PARISIAN BELLE	8	F	PUR SANG	3	1	2	12634,00	5684,00	18318,00	4211,33	185
BAILEYS BACHELOR	5	H	PUR SANG	5	0	3	12634,00	5683,00	18317,00	2526,80	380
NOCE DE RUBIS	4	F	PUR SANG	6	0	6	12631,00	5681,00	18312,00	2105,17	340
SICILIA	7	F	PUR SANG	8	1	3	12610,00	5673,00	18283,00	1576,25	240
LIKE LINDY	3	F	PUR SANG	5	0	3	12608,00	0,00	12608,00	2521,60	405
RENAD	3	F	PUR SANG	3	1	1	12600,00	0,00	12600,00	4200,00	340
WESTMINSTER COYOTE	3	M	PUR SANG	6	0	4	12598,00	0,00	12598,00	2099,67	350
AIX LES BAINS	2	F	PUR SANG	2	1	1	12596,00	9447,00	22043,00	6298,00	
ZELRYA	2	F	PUR SANG	2	1	1	12596,00	9447,00	22043,00	6298,00	
CAMPELO	5	H	PUR SANG	3	1	2	12596,00	0,00	12596,00	4198,67	360
THE SNARK	4	H	PUR SANG	7	1	3	12580,00	5660,00	18240,00	1797,14	340
ROMANTICON	3	M	PUR SANG	4	0	2	12575,00	0,00	12575,00	3143,75	435
PITCH PERFECT	3	H	PUR SANG	3	1	1	12565,00	9423,00	21988,00	4188,33	425
ZOUBAREVA	6	F	PUR SANG	9	1	3	12555,00	5648,00	18203,00	1395,00	160
CRYSTAL BAY	3	H	PUR SANG	4	1	3	12552,00	9413,00	21965,00	3138,00	380
LOVELY ANGEL	8	F	PUR SANG	2	1	1	12539,00	5642,00	18181,00	6269,50	290
POSCHIAVO	4	H	PUR SANG	5	0	5	12527,00	5636,00	18163,00	2505,40	445
TAXXI	2	F	PUR SANG	5	0	5	12521,00	9389,00	21910,00	2504,20	
PERSIAN IMP CEN	3	H	PUR SANG	4	0	3	12504,00	9376,00	21880,00	3126,00	420
DEEP HOPE	7	H	PUR SANG	1	1	0	12500,00	0,00	12500,00	12500,00	370
COETZEE	5	H	PUR SANG	1	1	0	12500,00	0,00	12500,00	12500,00	445
NEXT MINE	4	M	PUR SANG	1	0	1	12495,00	0,00	12495,00	12495,00	500
RIGOLETTOS	4	M	PUR SANG	5	1	3	12492,00	5621,00	18113,00	2498,40	350
CIAO NENE	3	H	PUR SANG	5	0	5	12480,00	9360,00	21840,00	2496,00	335
VIOLET LEDUC	3	M	PUR SANG	5	0	5	12480,00	0,00	12480,00	2496,00	350
MERKUR	6	M	PUR SANG	4	1	1	12450,00	5602,00	18052,00	3112,50	400
AMEDRAS	9	H	PUR SANG	7	0	4	12435,00	5594,00	18029,00	1776,43	370
ALHAMA RIVER	3	M	PUR SANG	2	1	1	12414,00	0,00	12414,00	6207,00	395
ROUDOUDOU	5	H	PUR SANG	6	1	2	12411,00	5584,00	17995,00	2068,50	335
TOPINAMBUR	9	H	PUR SANG	9	1	4	12404,00	5581,00	17985,00	1378,22	230
BRIDEGO BRIDGE	11	H	PUR SANG	6	3	3	12400,00	5580,00	17980,00	2066,67	500
OPIUM OF SUCCESS	2	H	PUR SANG	6	0	4	12396,00	9296,00	21692,00	2066,00	
CRACK CITY	6	H	PUR SANG	6	1	2	12394,00	5576,00	17970,00	2065,67	235
SOONAK	2	F	PUR SANG	2	1	1	12390,00	9292,00	21682,00	6195,00	
PASSAGE VALLET	2	M	PUR SANG	2	1	1	12390,00	9292,00	21682,00	6195,00	
THE CHARM	7	H	PUR SANG	9	1	2	12384,00	5572,00	17956,00	1376,00	235
ROSALIE	8	H	PUR SANG	4	3	1	12375,00	3374,00	15749,00	3093,75	205
WINDBURN	5	F	PUR SANG	3	1	1	12374,00	5568,00	17942,00	4124,67	300
CANDY CHERIE	4	F	PUR SANG	7	1	4	12372,00	5565,00	17937,00	1767,43	255
PAY TO LEARN	5	H	PUR SANG	1	1	0	12350,00	5557,00	17907,00	12350,00	430
ZAKHAROVA	4	F	PUR SANG	3	1	0	12350,00	5557,00	17907,00	4116,67	435
DNIPRO	3	H	PUR SANG	1	1	0	12350,00	9262,00	21612,00	12350,00	
DANTE NONANTAIS	3	H	PUR SANG	1	1	0	12350,00	9262,00	21612,00	12350,00	
HARISSA	3	F	PUR SANG	1	1	0	12350,00	9262,00	21612,00	12350,00	
COMMANDER TUNG	3	H	PUR SANG	1	1	0	12350,00	9262,00	21612,00	12350,00	
DEMAH	3	F	PUR SANG	2	1	0	12350,00	9262,00	21612,00	6175,00	
HEROISTE	3	F	PUR SANG	2	1	0	12350,00	9262,00	21612,00	6175,00	385
KHOZAN	3	H	PUR SANG	2	1	0	12350,00	0,00	12350,00	6175,00	
