Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
CRISTIAN DEMURO	372	556	71	333	1807567,00	914919,00	2722486,00	291197,00	3251,02	4859	1
MARVIN GRANDIN	349	597	63	343	1514486,00	763567,00	2278053,00	247757,00	2536,83	4340	2
ANTONIO ORANI	173	307	58	174	955738,00	474253,00	1429991,00	152355,00	3113,15	5524	2
MICKAEL BARZALONA	156	212	52	104	1793769,00	498913,00	2292682,00	162074,00	8461,17	11499	1
ALEXIS POUCHIN	187	263	40	141	1104298,00	473902,00	1578200,00	151627,00	4198,85	5905	1
MAXIME GUYON	137	188	39	102	1094736,00	515939,00	1610675,00	152849,00	5823,06	7991	1
CHRISTOPHE SOUMILLON	154	211	35	128	1146211,00	424478,00	1570689,00	133800,00	5432,28	7443	1
CLEMENT LECOEUVRE	174	270	33	149	870515,00	407659,00	1278174,00	129101,00	3224,13	5003	2
TONY PICCONE	219	387	31	205	759807,00	327430,00	1087237,00	106543,00	1963,33	3469	2
HUGO BESNIER	126	235	31	156	635796,00	340332,00	976128,00	112666,00	2705,51	5046	2
AURELIEN LEMAITRE	232	368	30	189	782142,00	388218,00	1170360,00	120836,00	2125,39	3371	2
HUGO BOUTIN	155	297	27	160	556401,00	255813,00	812214,00	86914,00	1873,40	3590	2
MME DELPHINE SANTIAGO	144	217	26	89	347151,00	144230,00	491381,00	54357,00	1599,77	2411	2
ANTHONY CRASTUS	236	391	25	221	679079,00	323780,00	1002859,00	115695,00	1736,77	2877	2
AUGUSTIN MADAMET	218	326	25	200	682414,00	304592,00	987006,00	107639,00	2093,29	3130	1
THEO BACHELOT	188	284	25	147	665243,00	324628,00	989871,00	110726,00	2342,40	3539	2
FABRICE VERON	187	273	23	125	453906,00	191444,00	645350,00	70350,00	1662,66	2427	1
HUGO LEBOUC	141	212	22	112	303686,00	132459,00	436145,00	53929,00	1432,48	2154	2
THOMAS TRULLIER	165	274	18	152	415241,00	197671,00	612912,00	69385,00	1515,48	2517	2
EDDY HARDOUIN	156	274	18	128	425511,00	197623,00	623134,00	73638,00	1552,96	2728	2
ALEXANDRE GAVILAN	66	116	18	63	249003,00	84379,00	333382,00	42362,00	2146,58	3773	2
LEONARD PLOMMEE	63	97	18	41	230027,00	94310,00	324337,00	31302,00	2371,41	3651	2
