Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MICKAEL BARZALONA	153	208	52	101	1782695,00	492855,00	2275550,00	160074,00	8570,65	11652	1
MAXIME GUYON	137	187	38	102	1070936,00	505229,00	1576165,00	149916,00	5726,93	7817	1
MARVIN GRANDIN	235	337	35	194	871655,00	469748,00	1341403,00	149160,00	2586,51	3709	1
ANTONIO ORANI	118	168	32	95	502294,00	261252,00	763546,00	83100,00	2989,85	4257	1
CRISTIAN DEMURO	244	329	30	199	1036882,00	527529,00	1564411,00	166959,00	3151,62	4250	1
ALEXIS POUCHIN	151	204	29	110	918686,00	395121,00	1313807,00	124845,00	4503,36	6084	1
CHRISTOPHE SOUMILLON	122	163	25	98	954080,00	356761,00	1310841,00	112447,00	5853,25	7820	1
AURELIEN LEMAITRE	146	212	19	116	532643,00	282282,00	814925,00	86059,00	2512,47	3648	1
HUGO BESNIER	81	127	19	85	337684,00	190369,00	528053,00	62865,00	2658,93	4169	2
AUGUSTIN MADAMET	144	193	18	112	414828,00	190422,00	605250,00	68924,00	2149,37	2881	1
TONY PICCONE	143	223	17	115	434766,00	178888,00	613654,00	57015,00	1949,62	3040	2
CLEMENT LECOEUVRE	130	182	16	100	533067,00	261445,00	794512,00	77128,00	2928,94	4101	1
MME DELPHINE SANTIAGO	104	137	16	55	204195,00	82170,00	286365,00	31364,00	1490,47	1963	1
GUILLAUME GUEDJ-GAY	55	75	15	41	377078,00	119192,00	496270,00	46656,00	5027,71	6856	1
ANTHONY CRASTUS	133	186	14	101	307517,00	156151,00	463668,00	56010,00	1653,32	2312	1
HUGO LEBOUC	104	135	14	70	187047,00	83465,00	270512,00	32302,00	1385,53	1799	1
THEO BACHELOT	127	169	13	81	376425,00	196063,00	572488,00	66487,00	2227,37	2964	1
DORIAN PROVOST	93	127	13	68	230897,00	104170,00	335067,00	38793,00	1818,09	2483	1
JEROME CLAUDIC	95	134	13	65	221877,00	96810,00	318687,00	37020,00	1655,80	2336	1
ALEXANDRE GAVILAN	53	78	13	42	172758,00	52947,00	225705,00	31825,00	2214,85	3260	1
HUGO BOUTIN	112	170	11	98	285777,00	137029,00	422806,00	45695,00	1681,04	2552	2
THOMAS TRULLIER	125	172	11	96	247447,00	113568,00	361015,00	38635,00	1438,65	1980	1
LUDOVIC BOISSEAU	114	164	11	77	243451,00	122348,00	365799,00	42474,00	1484,46	2136	1
EDDY HARDOUIN	102	146	11	67	228884,00	107943,00	336827,00	38075,00	1567,70	2244	1
MME FRIDA VALLE SKAR	81	127	11	57	256100,00	124683,00	380783,00	47445,00	2016,54	3162	2
ANTOINE WERLE	63	94	11	55	201179,00	99604,00	300783,00	36527,00	2140,20	3193	1
MME AMBRE MOLINS	65	103	11	45	187267,00	90153,00	277420,00	33170,00	1818,13	2881	2
CHRISTOPHER GROSBOIS	72	89	11	43	116045,00	44804,00	160849,00	19525,00	1303,88	1612	1
AXEL BARON	60	85	11	41	116045,00	53083,00	169128,00	21873,00	1365,24	1934	1
