Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
WERTHEIMER & FRERE	83	219	41	122	982551,00	507003,00	1489554,00	129537,00	4486,53	11838	3
GUY PARIENTE HOLDING	95	330	29	178	617291,00	387694,00	1004985,00	110209,00	1870,58	6498	3
AGA KHAN STUDS SC	48	110	29	49	1203649,00	258801,00	1462450,00	83155,00	10942,26	25076	2
AL SHAQAB RACING	57	164	16	101	483866,00	286796,00	770662,00	74989,00	2950,40	8489	3
MR JEAN-PIERRE-JOSEPH DUBOIS	41	141	19	80	370830,00	245937,00	616767,00	72713,00	2630,00	9045	3
MR ALAIN CHOPARD	66	275	21	132	337316,00	190413,00	527729,00	59293,00	1226,60	5111	4
MR JEAN-CLAUDE SEROUL	58	207	17	113	366589,00	197056,00	563645,00	56753,00	1770,96	6320	4
FRANKLIN FINANCE S.A.	38	114	12	65	235734,00	140378,00	376112,00	45893,00	2067,84	6204	3
HARAS DE LA PERELLE	25	81	9	51	263200,00	134160,00	397360,00	44379,00	3249,38	10528	3
GESTUT ZUR KUSTE AG	41	148	14	72	352449,00	229235,00	581684,00	42458,00	2381,41	8596	4
SCUDERIA MICOLO SNC	23	102	9	64	207353,00	106729,00	314082,00	40470,00	2032,87	9015	4
YEGUADA CENTURION SLU	25	63	11	30	261715,00	157873,00	419588,00	39975,00	4154,21	10469	3
HARAS D'ETREHAM	55	182	15	85	370534,00	233615,00	604149,00	39943,00	2035,90	6737	3
ECURIE DES MONCEAUX	35	105	19	54	589859,00	207606,00	797465,00	36577,00	5617,70	16853	3
ECURIE NORMANDIE PUR SANG	21	87	12	36	191190,00	86017,00	277207,00	36009,00	2197,59	9104	4
ECURIE SKYMARC FARM	45	137	11	72	506543,00	168199,00	674742,00	33540,00	3697,39	11257	3
MR THIERRY DE LA HERONNIERE	37	139	17	71	282245,00	168344,00	450589,00	32448,00	2030,54	7628	4
SUC. JOHN PLOWDEN CARRINGTON	2	5	2	2	181790,00	64660,00	246450,00	32037,00	36358,00	90895	3
M.BOUTIN (S)	23	124	8	68	168658,00	85192,00	253850,00	31803,00	1360,15	7333	5
MR RASHIT SHAYKHUTDINOV	26	78	9	39	171144,00	103348,00	274492,00	31028,00	2194,15	6582	3
MR ALAIN JATHIERE	31	106	13	45	186509,00	108039,00	294548,00	30952,00	1759,52	6016	3
HARAS DE BEAUMONT	15	42	6	27	140597,00	101688,00	242285,00	29275,00	3347,55	9373	3
ECURIE HARAS DU CADRAN	56	167	12	96	498555,00	220954,00	719509,00	29210,00	2985,36	8903	3
L.BAUDRON (S)	16	56	9	26	179071,00	94903,00	273974,00	28679,00	3197,70	11192	4
MR CHRISTOPHE JOUANDOU	16	75	10	34	145403,00	73048,00	218451,00	28357,00	1938,71	9088	5
AL ASAYL FRANCE	19	49	8	25	190767,00	111456,00	302223,00	28212,00	3893,20	10040	3
SARL  DARPAT FRANCE	12	42	9	21	168732,00	89431,00	258163,00	27236,00	4017,43	14061	4
SUMBE	22	65	5	40	132807,00	77469,00	210276,00	26839,00	2043,18	6037	3
MR JEAN-PHILIPPE DUBOIS	18	60	5	35	139178,00	76024,00	215202,00	25284,00	2319,63	7732	3
ECURIE LA VALLEE MARTIGNY EARL	22	102	7	60	158162,00	93324,00	251486,00	25095,00	1550,61	7189	5
MR MATHIEU DAGUZAN-GARROS	22	92	8	49	174538,00	78169,00	252707,00	25092,00	1897,15	7934	4
HARAS DU LOGIS SAINT GERMAIN	18	83	8	47	144174,00	83524,00	227698,00	24295,00	1737,04	8010	5
FAL STUD SAS	23	87	7	43	133973,00	79328,00	213301,00	22140,00	1539,92	5825	4
SARL  JEDBURGH STUD	46	180	13	92	229750,00	122620,00	352370,00	22091,00	1276,39	4995	4
HARAS D'HASPEL	28	81	5	47	130254,00	76623,00	206877,00	21558,00	1608,07	4652	3
CHEVOTEL DE LA HAUQUERIE	11	38	6	23	125889,00	60213,00	186102,00	21484,00	3312,87	11444	3
MR PIERRE LAMY	31	92	9	47	174657,00	79970,00	254627,00	20987,00	1898,45	5634	3
MR ROBERT NG	17	54	4	31	123345,00	66342,00	189687,00	20986,00	2284,17	7256	3
LE THENNEY	10	34	6	15	112247,00	62160,00	174407,00	20642,00	3301,38	11225	3
SCEA MARMION VAUVILLE	30	95	12	52	242189,00	130177,00	372366,00	19697,00	2549,36	8073	3
S.C.E.A. DES PRAIRIES	36	110	9	69	195137,00	117959,00	313096,00	19606,00	1773,97	5420	3
