Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
AGA KHAN STUDS	34	65	27	29	1130669,00	228663,00	1359332,00	72494,00	17394,91	33255	2
WERTHEIMER & FRERE	74	148	35	84	1069435,00	494406,00	1563841,00	136273,00	7225,91	14452	2
MR GERARD AUGUSTIN-NORMAND	96	241	36	147	538611,00	295792,00	834403,00	134934,00	2234,90	5611	3
GOUSSERIE RACING	46	151	22	88	393653,00	218951,00	612604,00	101592,00	2606,97	8558	3
GODOLPHIN SNC	30	50	8	31	385052,00	19218,00	404270,00	7984,00	7701,04	12835	2
TABOR/SMITH/MAGNIER/WESTERBERG	1	1	1	0	314270,00	62854,00	377124,00	32055,00	314270,00	314270	1
AL SHAQAB RACING	30	46	10	30	297782,00	176282,00	474064,00	46175,00	6473,52	9926	2
MR JEAN-CLAUDE SEROUL	41	111	12	76	266807,00	159655,00	426462,00	44617,00	2403,67	6507	3
WATHNAN RACING	18	25	4	16	263696,00	56641,00	320337,00	22293,00	10547,84	14650	1
ECURIE NICOLATO	36	187	23	105	207606,00	93551,00	301157,00	68901,00	1110,19	5767	5
YEGUADA CENTURION SLU	17	36	9	18	201035,00	130426,00	331461,00	30154,00	5584,31	11826	2
JUDDMONTE FARMS INC	17	29	7	16	194453,00	5329,00	199782,00	1056,00	6705,28	11438	2
MR JEAN-PIERRE-JOSEPH DUBOIS	24	66	14	40	194379,00	134644,00	329023,00	49841,00	2945,14	8099	3
MR BERNARD GIRAUDON	30	116	17	56	181130,00	102534,00	283664,00	51662,00	1561,47	6038	4
MR MANSOOR KHALIL M. AL-SHAHWANI	1	2	1	1	178230,00	17653,00	195883,00	9508,00	89115,00	178230	2
MR ALAIN JATHIERE	30	64	7	36	165826,00	88216,00	254042,00	35311,00	2591,03	5528	2
LE MARAIS SAS	35	94	16	52	161801,00	106412,00	268213,00	45125,00	1721,29	4623	3
MR OMAR ESMIL SH GHRGHAR	13	25	5	14	153121,00	66553,00	219674,00	34053,00	6124,84	11779	2
L.BAUDRON (S)	20	62	10	35	150965,00	75338,00	226303,00	38154,00	2434,92	7548	3
MR GUY PARIENTE	33	102	14	58	145665,00	87916,00	233581,00	50065,00	1428,09	4414	3
ECURIE DAVID R. LAYANI FAMILLE	20	50	8	33	133667,00	87439,00	221106,00	33502,00	2673,34	6683	3
WESTMINSTER RACE HORSES SP ZOO	19	64	6	37	128059,00	31192,00	159251,00	8183,00	2000,92	6740	3
D.ARTU (S)	17	90	11	42	125543,00	58795,00	184338,00	34823,00	1394,92	7385	5
ECURIES SERGE STEMPNIAK	24	87	10	52	123874,00	72517,00	196391,00	32872,00	1423,84	5161	4
MR FINN BLICHFELDT	10	21	4	12	122808,00	76517,00	199325,00	25995,00	5848,00	12281	2
FAL STUD SAS	26	79	7	41	122655,00	80010,00	202665,00	32292,00	1552,59	4718	3
MR NURLAN BIZAKOV	23	55	4	39	117471,00	46624,00	164095,00	16297,00	2135,84	5107	2
MR JOSE MARIA MALDONADO	8	17	3	11	115737,00	61030,00	176767,00	16248,00	6808,06	14467	2
C.BOUTIN (S)	17	83	9	45	114590,00	53612,00	168202,00	26850,00	1380,60	6741	5
MR ALEXANDRE DE LANFRANCHI	18	59	7	33	112657,00	29674,00	142331,00	17532,00	1909,44	6259	3
MR JAN ROMEL	14	47	7	27	109670,00	74541,00	184211,00	29782,00	2333,40	7834	3
M.BOUTIN (S)	16	89	8	48	105245,00	50987,00	156232,00	27124,00	1182,53	6578	6
RED AND WHITE RACING	14	92	11	61	102807,00	47743,00	150550,00	43756,00	1117,47	7343	7
MR ROBERT NG	14	33	4	18	95334,00	50928,00	146262,00	16653,00	2888,91	6810	2
MR JEAN-PIERRE VANDEN HEEDE	20	91	4	45	92122,00	42229,00	134351,00	20837,00	1012,33	4606	5
ECURIE EDGAR MESSAOUD	6	32	4	19	92091,00	41428,00	133519,00	17981,00	2877,84	15348	5
ECURIE MATHIEU OFFENSTADT	6	19	8	9	89804,00	50436,00	140240,00	25778,00	4726,53	14967	3
SANGWIN BLOODSTOCK LTD	12	37	5	17	87378,00	45740,00	133118,00	17809,00	2361,57	7282	3
C&Y.LERNER (S)	13	42	5	26	86571,00	44797,00	131368,00	43659,00	2061,21	6659	3
ECURIE DU SUD	12	43	7	24	84533,00	38504,00	123037,00	38222,00	1965,88	7044	4
IKARUSRACING	1	6	3	3	84134,00	37857,00	121991,00	15856,00	14022,33	84134	6
HARAS D'ETREHAM	20	50	6	31	81084,00	45343,00	126427,00	27453,00	1621,68	4054	3
MR ANTOINE GILIBERT	12	44	4	29	79182,00	29954,00	109136,00	27572,00	1799,59	6598	4
MR MAURIZIO GUARNIERI	20	77	6	31	79057,00	35168,00	114225,00	22123,00	1026,71	3953	4
ECURIE VICTORIA DREAMS	16	43	4	26	78101,00	43171,00	121272,00	15012,00	1816,30	4881	3
STALL PERLEN AB	6	16	3	9	77949,00	39552,00	117501,00	12821,00	4871,81	12992	3
MR MAURICE LAGASSE	7	19	4	10	77394,00	58043,00	135437,00	26204,00	4073,37	11056	3
SUC. MOHAMMED OBAID AL MAKTOUM	2	2	0	2	76675,00	0,00	76675,00	0,00	38337,50	38338	1
MME MARIE-CARMEN DIARTE	12	82	9	45	73803,00	33532,00	107335,00	28253,00	900,04	6150	7
MME J. MAGNIER/D.SMITH/M.TABOR	3	3	1	1	73715,00	0,00	73715,00	0,00	24571,67	24572	1
CH.PLISSON (S)	20	103	8	43	72539,00	33018,00	105557,00	27282,00	704,26	3627	5
STAL VIE EN ROSE	7	28	4	12	72044,00	31575,00	103619,00	12346,00	2573,00	10292	4
MR JUAN CARLOS PEINADO GARCIA	8	25	6	13	71826,00	3658,00	75484,00	1257,00	2873,04	8978	3
M.KREBS (S)	13	69	2	45	71486,00	30319,00	101805,00	12634,00	1036,03	5499	5
CHEVOTEL RACING	7	21	2	13	71062,00	36178,00	107240,00	11198,00	3383,90	10152	3
MR JULIEN PHELIPPON	14	63	7	33	70588,00	34443,00	105031,00	26589,00	1120,44	5042	5
ECURIE AMA.ZINGTEAM	6	13	3	9	70364,00	14179,00	84543,00	2811,00	5412,62	11727	2
