Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MICKAEL BARZALONA	213	321	73	173	2691454,00	896999,00	3588453,00	277075,00	8384,59	12636	2
MAXIME GUYON	200	321	61	178	1995930,00	886596,00	2882526,00	250226,00	6217,85	9980	2
CRISTIAN DEMURO	327	505	54	296	1754200,00	854630,00	2608830,00	278489,00	3473,66	5365	2
MARVIN GRANDIN	320	491	54	278	1243774,00	641552,00	1885326,00	204113,00	2533,14	3887	2
ANTONIO ORANI	147	249	48	147	724772,00	391059,00	1115831,00	124522,00	2910,73	4930	2
ALEXIS POUCHIN	202	306	39	173	1291770,00	590331,00	1882101,00	183827,00	4221,47	6395	2
TONY PICCONE	187	324	32	170	1036317,00	397454,00	1433771,00	146184,00	3198,51	5542	2
CHRISTOPHE SOUMILLON	155	222	32	136	1686454,00	485847,00	2172301,00	159856,00	7596,64	10880	1
AUGUSTIN MADAMET	201	304	30	171	700747,00	332987,00	1033734,00	113416,00	2305,09	3486	2
HUGO BESNIER	96	175	28	110	479016,00	278295,00	757311,00	88826,00	2737,23	4990	2
AURELIEN LEMAITRE	201	315	27	161	779576,00	378255,00	1157831,00	119872,00	2474,84	3878	2
CLEMENT LECOEUVRE	167	248	24	134	717973,00	356805,00	1074778,00	103252,00	2895,05	4299	1
HUGO LEBOUC	146	211	24	109	314377,00	141817,00	456194,00	54513,00	1489,94	2153	1
ANTHONY CRASTUS	181	287	22	161	500782,00	273101,00	773883,00	92256,00	1744,89	2767	2
MME AMBRE MOLINS	104	176	21	75	328511,00	159932,00	488443,00	58714,00	1866,54	3159	2
ANTOINE HAMELIN	136	225	20	128	522334,00	263878,00	786212,00	84249,00	2321,48	3841	2
DORIAN PROVOST	124	190	20	106	395199,00	192142,00	587341,00	66302,00	2079,99	3187	2
MME DELPHINE SANTIAGO	136	208	20	90	289612,00	116847,00	406459,00	43837,00	1392,37	2130	2
GUILLAUME GUEDJ-GAY	77	121	20	74	516237,00	195758,00	711995,00	74083,00	4266,42	6704	2
THOMAS TRULLIER	172	271	19	147	407481,00	190420,00	597901,00	67019,00	1503,62	2369	2
JEROME CLAUDIC	125	193	19	92	316256,00	134587,00	450843,00	53139,00	1638,63	2530	2
ALEXANDRE GAVILAN	68	121	19	68	280851,00	88239,00	369090,00	51044,00	2321,08	4130	2
EDDY HARDOUIN	139	229	18	117	432216,00	194479,00	626695,00	69646,00	1887,41	3109	2
THEO BACHELOT	176	255	17	126	528431,00	281233,00	809664,00	93938,00	2072,28	3002	1
ANTOINE WERLE	88	149	17	90	344554,00	177444,00	521998,00	65921,00	2312,44	3915	2
CHRISTOPHER GROSBOIS	109	146	17	81	199021,00	69079,00	268100,00	32887,00	1363,16	1826	1
LUDOVIC BOISSEAU	149	234	15	107	325780,00	165794,00	491574,00	57131,00	1392,22	2186	2
MME FRIDA VALLE SKAR	108	191	15	89	366185,00	175643,00	541828,00	66081,00	1917,20	3391	2
LEO ROUSSEL	83	133	15	70	232875,00	88923,00	321798,00	38391,00	1750,94	2806	2
STEPHANE PASQUIER	107	162	14	80	594532,00	229907,00	824439,00	69802,00	3669,95	5556	2
MARTIN PROTTI	73	112	14	59	184904,00	70285,00	255189,00	24559,00	1650,93	2533	2
PIERRE REMOUE	82	114	14	58	182635,00	69155,00	251790,00	33373,00	1602,06	2227	1
AXEL BARON	80	132	13	68	170016,00	76456,00	246472,00	31625,00	1288,00	2125	2
GUILLAUME TROLLEY DE PREVAUX	60	82	13	50	201098,00	101253,00	302351,00	37036,00	2452,41	3352	1
HUGO BOUTIN	128	219	12	130	348405,00	167084,00	515489,00	55295,00	1590,89	2722	2
