Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
P. OLAVE VALDIVIELSO	17	37	7	23	182165,00	104385,00	286550,00	25412,00	4923,38	10716	2
D&P. PROD'HOMME (S)	18	88	5	41	182004,00	94817,00	276821,00	33811,00	2068,23	10111	5
CH. PLISSON (S)	29	165	8	64	180168,00	79885,00	260053,00	32134,00	1091,93	6213	6
C. TOLAINI	34	79	17	43	176807,00	18568,00	195375,00	30477,00	2238,06	5200	2
K. TAVARES (S)	22	51	9	34	173944,00	85320,00	259264,00	35725,00	3410,67	7907	2
N. PAYSAN	28	90	12	57	170395,00	66176,00	236571,00	30171,00	1893,28	6086	3
S. LABATE (S)	25	129	9	74	169683,00	78544,00	248227,00	29608,00	1315,37	6787	5
G. HERNON (S)	25	74	7	40	169158,00	86339,00	255497,00	26706,00	2285,92	6766	3
A. BARON	26	97	13	52	168019,00	75862,00	243881,00	30744,00	1732,15	6462	4
M. GUARNIERI	29	119	7	51	165081,00	81371,00	246452,00	28876,00	1387,24	5692	4
P.DE CHEVIGNY	23	68	7	40	163255,00	84692,00	247947,00	30144,00	2400,81	7098	3
T. SPEICHER	19	69	10	39	163075,00	87085,00	250160,00	31180,00	2363,41	8583	4
T. FOURCY (S)	36	62	4	39	159630,00	35245,00	194875,00	18446,00	2574,68	4434	2
F. BRESSON (S)	23	70	8	36	158391,00	77719,00	236110,00	28706,00	2262,73	6887	3
Y. BONNEFOY (S)	26	145	4	84	158122,00	67600,00	225722,00	25186,00	1090,50	6082	6
E. MIKHALIDES (S)	14	61	11	31	153189,00	84678,00	237867,00	25642,00	2511,30	10942	4
A. COUETIL (S)	44	119	7	68	153034,00	40330,00	193364,00	27522,00	1286,00	3478	3
MME C. COURTADE	25	62	5	36	143504,00	3007,00	146511,00	25634,00	2314,58	5740	2
M. CESANDRI (S)	16	76	8	38	143365,00	72631,00	215996,00	28053,00	1886,38	8960	5
MME A. KARKOSA	32	80	5	41	142530,00	53052,00	195582,00	17548,00	1781,63	4454	3
B. AUDOUIN (S)	17	78	10	42	138059,00	63992,00	202051,00	26352,00	1769,99	8121	5
M. SEROR (S)	33	64	7	37	135519,00	69798,00	205317,00	25792,00	2117,48	4107	2
L. BERNHARDT	21	110	9	50	135463,00	70476,00	205939,00	24123,00	1231,48	6451	5
MME V. HEAD	32	71	5	40	134317,00	69972,00	204289,00	19075,00	1891,79	4197	2
H. GHABRI	18	65	5	33	133056,00	68903,00	201959,00	20371,00	2047,02	7392	4
C. FEY (S)	13	45	5	24	132341,00	41759,00	174100,00	16019,00	2940,91	10180	3
KR. BURKE	9	13	1	4	131575,00	0,00	131575,00	0,00	10121,15	14619	1
JP. GAUVIN (S)	14	65	7	34	130370,00	65389,00	195759,00	24932,00	2005,69	9312	5
C. LOTOUX (S)	16	62	8	35	128647,00	59265,00	187912,00	24241,00	2074,95	8040	4
JPH. DUBOIS	20	60	7	33	128272,00	77031,00	205303,00	25898,00	2137,87	6414	3
J. LEROY	18	79	5	39	123552,00	65468,00	189020,00	24519,00	1563,95	6864	4
D. MENUISIER	4	4	0	2	123080,00	26811,00	149891,00	18912,00	30770,00	30770	1
M. KREBS (S)	17	119	4	68	122659,00	58388,00	181047,00	21666,00	1030,75	7215	7
MME L. DUPELIN LALUNG	17	75	20	45	122420,00	69311,00	191731,00	23422,00	1632,27	7201	4
M. RULEC (S)	21	55	2	26	121725,00	52652,00	174377,00	21755,00	2213,18	5796	3
S. CERULIS	20	70	7	34	119193,00	50402,00	169595,00	18646,00	1702,76	5960	4
S. RICHTER	14	45	7	28	114316,00	45411,00	159727,00	16756,00	2540,36	8165	3
MME C. BARANDE BARBE	12	65	3	19	113697,00	52469,00	166166,00	21569,00	1749,18	9475	5
MME A. BUDKA	21	84	8	36	113656,00	54808,00	168464,00	21138,00	1353,05	5412	4
MME A. THIBAUT	20	95	15	64	111330,00	62066,00	173396,00	21813,00	1171,89	5566	5
T. POCHE	28	90	8	37	109627,00	48269,00	157896,00	20164,00	1218,08	3915	3
M. JUSTUM	23	110	4	53	108586,00	50537,00	159123,00	19815,00	987,15	4721	5
M. MUNCH (S)	13	34	6	22	104082,00	48760,00	152842,00	12607,00	3061,24	8006	3
MME V. DISSAUX	11	55	7	24	101260,00	50808,00	152068,00	18981,00	1841,09	9205	5
WJ. HAGGAS	3	3	0	2	100960,00	0,00	100960,00	0,00	33653,33	33653	1
B. LEGROS (S)	13	98	8	40	100751,00	41964,00	142715,00	17547,00	1028,07	7750	8
N. BELLANGER (S)	21	61	4	31	100114,00	43068,00	143182,00	16279,00	1641,21	4767	3
D. CHENU	18	103	5	54	99649,00	49514,00	149163,00	19608,00	967,47	5536	6
MME JF. BERNARD	26	45	5	25	99065,00	44638,00	143703,00	16261,00	2201,44	3810	2
PE. DUBOIS (S)	9	28	4	14	98946,00	18032,00	116978,00	4383,00	3533,79	10994	3
A.DE MIEULLE	6	8	1	6	98592,00	9200,00	107792,00	5740,00	12324,00	16432	1
S. GOUYETTE (S)	21	88	9	34	97149,00	40302,00	137451,00	18603,00	1103,97	4626	4
O. TRIGODET (S)	15	41	4	29	97088,00	61834,00	158922,00	19955,00	2368,00	6473	3
S. JESUS	14	73	4	26	92526,00	31423,00	123949,00	12733,00	1267,48	6609	5
