Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
EAGLE GATE	4	H	PUR SANG	7	1	3	10212,00	4594,00	14806,00	1458,86	300
GLOW UP	3	F	PUR SANG	3	1	2	10202,00	7650,00	17852,00	3400,67	320
LE FUTUR	3	M	PUR SANG	3	1	1	10200,00	7650,00	17850,00	3400,00	390
PERFECTO	10	H	PUR SANG	8	1	5	10177,00	4071,00	14248,00	1272,13	180
LUCERO	5	H	PUR SANG	9	1	3	10167,00	4574,00	14741,00	1129,67	260
NIOUININON	3	H	PUR SANG	6	1	1	10160,00	7620,00	17780,00	1693,33	265
INTENTION BORGET	4	F	PUR SANG	5	1	2	10142,00	4563,00	14705,00	2028,40	260
SPIRIT OF DANCE	10	H	PUR SANG	7	1	3	10121,00	4553,00	14674,00	1445,86	235
GREYMARA	4	H	PUR SANG	4	1	0	10100,00	4545,00	14645,00	2525,00	240
CAMBRONNE	6	H	PUR SANG	4	0	3	10084,00	4536,00	14620,00	2521,00	440
LITTLE LADY	4	F	PUR SANG	8	1	4	10083,00	4536,00	14619,00	1260,38	270
MARTIN	5	H	PUR SANG	5	1	1	10080,00	4536,00	14616,00	2016,00	355
KITSUNE	3	F	PUR SANG	4	1	1	10080,00	7560,00	17640,00	2520,00	335
SPARKS OF LOVE	3	F	PUR SANG	8	1	4	10075,00	7555,00	17630,00	1259,38	295
NEW PEARL	3	F	PUR SANG	6	0	3	10070,00	7552,00	17622,00	1678,33	300
SILGREYPIT	4	F	PUR SANG	5	0	4	10066,00	4527,00	14593,00	2013,20	325
KEANU	4	M	PUR SANG	8	0	8	10063,00	4526,00	14589,00	1257,88	310
NOVA KEN	5	F	PUR SANG	3	1	2	10062,00	4526,00	14588,00	3354,00	335
KHOVIKHOV	3	M	PUR SANG	3	0	1	10060,00	7545,00	17605,00	3353,33	430
STREET SHOW	3	M	PUR SANG	3	0	1	10060,00	7545,00	17605,00	3353,33	460
MIRIK	3	H	PUR SANG	2	0	1	10060,00	7545,00	17605,00	5030,00	445
LAND OF LIBERTY	3	F	PUR SANG	2	0	1	10060,00	7545,00	17605,00	5030,00	430
ZLATA	3	F	PUR SANG	2	0	1	10060,00	0,00	10060,00	5030,00	460
MONTREAL	3	M	PUR SANG	1	0	1	10060,00	0,00	10060,00	10060,00	
GOOD GIFT	7	H	PUR SANG	1	1	0	10050,00	4522,00	14572,00	10050,00	475
MADAME LY	3	F	PUR SANG	2	1	0	10050,00	7537,00	17587,00	5025,00	440
MADRIDISTA	3	M	PUR SANG	1	1	0	10050,00	7537,00	17587,00	10050,00	410
PITCH PERFECT	3	H	PUR SANG	1	1	0	10050,00	7537,00	17587,00	10050,00	425
SINILEO	4	M	PUR SANG	1	1	0	10050,00	4522,00	14572,00	10050,00	495
LANDARYNA	8	F	PUR SANG	10	0	6	10048,00	4520,00	14568,00	1004,80	170
MISTER SOCKS	3	H	PUR SANG	2	1	1	9984,00	7488,00	17472,00	4992,00	340
LA ALMADIA	3	F	PUR SANG	8	1	4	9979,00	7481,00	17460,00	1247,38	265
MAJOIE	3	F	PUR SANG	3	1	1	9970,00	7477,00	17447,00	3323,33	330
IPSO FACTO	4	H	PUR SANG	6	1	3	9969,00	4483,00	14452,00	1661,50	310
SUGAR DADDY	3	H	PUR SANG	5	1	3	9930,00	7447,00	17377,00	1986,00	335
RASSENI CHOP	3	H	PUR SANG	3	1	1	9915,00	7436,00	17351,00	3305,00	350
FIRE DRAGON	3	F	PUR SANG	3	1	1	9901,00	7425,00	17326,00	3300,33	335
POKROV	4	H	PUR SANG	8	0	4	9900,00	4454,00	14354,00	1237,50	230
DURO	3	M	PUR SANG	2	1	1	9888,00	7416,00	17304,00	4944,00	
RUSH TO WAIT	3	F	PUR SANG	3	1	1	9888,00	7416,00	17304,00	3296,00	320
TIPERE	2	M	PUR SANG	3	0	3	9870,00	0,00	9870,00	3290,00	
TEARDROP EXPLODES	5	F	PUR SANG	2	1	1	9856,00	4435,00	14291,00	4928,00	340
MAITRE DU JEU	5	H	PUR SANG	6	1	5	9841,00	4425,00	14266,00	1640,17	250
MANLY	5	H	PUR SANG	3	1	2	9810,00	4413,00	14223,00	3270,00	295
VALTRADA	3	F	PUR SANG	4	1	3	9802,00	7351,00	17153,00	2450,50	340
WHAT ELSE CHOP	6	H	PUR SANG	10	0	3	9796,00	4407,00	14203,00	979,60	270
CIAO NENE	3	H	PUR SANG	4	0	4	9792,00	7344,00	17136,00	2448,00	335
ASHIPCALLEDDIGNITY	3	F	PUR SANG	4	1	2	9791,00	0,00	9791,00	2447,75	280
ZILRAK	6	H	PUR SANG	6	0	3	9765,00	4393,00	14158,00	1627,50	350
MASTER CATH	4	M	PUR SANG	5	0	5	9747,00	4382,00	14129,00	1949,40	405
CRYSTAL BAY	3	H	PUR SANG	3	1	2	9738,00	7303,00	17041,00	3246,00	380
GOOD QUESTION	11	H	PUR SANG	10	1	3	9718,00	4371,00	14089,00	971,80	245
REGALIENNE	4	F	PUR SANG	8	1	2	9718,00	4372,00	14090,00	1214,75	285
AQUILA VOLANTE	5	M	PUR SANG	5	0	2	9718,00	4372,00	14090,00	1943,60	350
NEVER RISK	7	M	PUR SANG	3	1	2	9697,00	4362,00	14059,00	3232,33	605
NEROKAS	8	H	PUR SANG	7	1	4	9694,00	4361,00	14055,00	1384,86	210
ANIMA SANA	4	F	PUR SANG	6	1	3	9682,00	4356,00	14038,00	1613,67	290
OTOMAI	4	M	PUR SANG	5	0	3	9677,00	4353,00	14030,00	1935,40	380
TOP GLORY	8	H	PUR SANG	8	1	3	9676,00	4353,00	14029,00	1209,50	195
KAHUNA	9	H	PUR SANG	5	0	1	9672,00	4351,00	14023,00	1934,40	390
SOUS LA NEIGE	6	H	PUR SANG	3	0	1	9672,00	4351,00	14023,00	3224,00	380
GOLDENPALM	3	H	PUR SANG	4	0	4	9670,00	7251,00	16921,00	2417,50	290
WORLD VISION	5	F	PUR SANG	4	1	2	9669,00	0,00	9669,00	2417,25	340
TOPINAMBUR	9	H	PUR SANG	7	1	3	9668,00	4350,00	14018,00	1381,14	230
PAPITO	3	M	PUR SANG	6	0	6	9667,00	7248,00	16915,00	1611,17	295
BRAVEHEART	10	H	PUR SANG	7	0	5	9662,00	0,00	9662,00	1380,29	255
AHALYA	3	F	PUR SANG	3	0	3	9638,00	7228,00	16866,00	3212,67	415
MOPSO	5	H	PUR SANG	3	1	1	9631,00	0,00	9631,00	3210,33	330
DIRE LA VERITE	6	H	PUR SANG	6	0	5	9630,00	4331,00	13961,00	1605,00	285
MEARAS STYLE	8	F	PUR SANG	9	1	6	9622,00	4327,00	13949,00	1069,11	190
PREMONITION	4	F	PUR SANG	5	1	1	9617,00	4327,00	13944,00	1923,40	315
LAMIRAL DARHAAN	5	H	PUR SANG	9	0	7	9610,00	4322,00	13932,00	1067,78	270
MR RIEM	8	H	PUR SANG	5	1	2	9608,00	4323,00	13931,00	1921,60	260
JAZZMEN	9	H	PUR SANG	1	1	0	9600,00	4320,00	13920,00	9600,00	305
L'HIPPOCAMPE	7	H	PUR SANG	1	1	0	9600,00	4320,00	13920,00	9600,00	290
INKIOSTRO	6	F	PUR SANG	1	1	0	9600,00	4320,00	13920,00	9600,00	250
PRETTY STORM	5	F	PUR SANG	4	1	0	9600,00	4320,00	13920,00	2400,00	345
ANIELSKA	5	F	PUR SANG	6	1	0	9600,00	4320,00	13920,00	1600,00	245
DER SHTERN	4	H	PUR SANG	3	1	0	9600,00	4320,00	13920,00	3200,00	370
MICOCOULIER	3	H	PUR SANG	2	1	0	9600,00	7200,00	16800,00	4800,00	390
FREEZE THE MOMENT	3	M	PUR SANG	2	1	0	9600,00	7200,00	16800,00	4800,00	380
TULSA KING	3	M	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	380
FEELGOOD	3	F	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	370
LITTORAL NORD	3	M	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	
SPIRIT GIRL	3	F	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	
MELTING MOON	3	M	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	350
SAINT ARNOULT	3	H	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	
VAZIRPOUR	6	H	PUR SANG	2	1	0	9600,00	4320,00	13920,00	4800,00	390
MADAME FAYETTE	3	F	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	
ANDEOL	3	M	PUR SANG	2	1	0	9600,00	7200,00	16800,00	4800,00	390
BOGLIASCO	3	M	PUR SANG	2	1	0	9600,00	7200,00	16800,00	4800,00	365
MISTER GAN	5	H	PUR SANG	2	1	0	9600,00	0,00	9600,00	4800,00	265
CHEERIO	3	M	PUR SANG	1	1	0	9600,00	7200,00	16800,00	9600,00	
ALHAMA RIVER	3	M	PUR SANG	1	1	0	9600,00	0,00	9600,00	9600,00	
LOTUS	3	F	PUR SANG	2	1	0	9600,00	0,00	9600,00	4800,00	
MUSIC'S GIRL	3	F	PUR SANG	2	1	0	9600,00	0,00	9600,00	4800,00	
LANDOLFO	3	M	PUR SANG	1	1	0	9600,00	0,00	9600,00	9600,00	
EASY AS PIE	3	F	PUR SANG	2	1	0	9600,00	0,00	9600,00	4800,00	
MAJESTAD	3	M	PUR SANG	1	1	0	9600,00	0,00	9600,00	9600,00	
CHUNKA WAKAN	5	H	PUR SANG	7	1	3	9596,00	4318,00	13914,00	1370,86	195
SANKA CHOP	6	H	PUR SANG	7	1	3	9569,00	4305,00	13874,00	1367,00	230
ROMAN FORUM	4	H	PUR SANG	2	0	2	9562,00	4302,00	13864,00	4781,00	370
MERCURIUS	5	H	PUR SANG	6	2	4	9560,00	4302,00	13862,00	1593,33	660
WHY CHOPE	7	F	PUR SANG	8	1	3	9556,00	4299,00	13855,00	1194,50	270
ODEMAR	6	H	PUR SANG	3	1	1	9555,00	4299,00	13854,00	3185,00	325
VIENTO DE LEVANTE	4	F	PUR SANG	4	1	2	9546,00	4294,00	13840,00	2386,50	325
LOST IN MUSIC	5	H	PUR SANG	4	1	1	9536,00	4290,00	13826,00	2384,00	315
ON Y VA	9	M	PUR SANG	2	1	1	9536,00	0,00	9536,00	4768,00	220
CLAUDIA CHOP	3	F	PUR SANG	8	1	7	9533,00	7149,00	16682,00	1191,63	555
LUNE ROUGE	5	F	PUR SANG	3	1	2	9532,00	4288,00	13820,00	3177,33	215
KARAMA AL LEITH	3	F	PUR SANG	3	0	3	9528,00	0,00	9528,00	3176,00	340
ZANGAR	4	H	PUR SANG	3	1	1	9522,00	4284,00	13806,00	3174,00	360
CHESTNUT ROCKET	4	M	PUR SANG	2	0	1	9520,00	4284,00	13804,00	4760,00	470
INSTANT FRAGILE	4	M	PUR SANG	2	0	1	9520,00	4284,00	13804,00	4760,00	465
ARABIAN FORCE	4	M	PUR SANG	1	0	1	9520,00	0,00	9520,00	9520,00	
MY QUEEN	4	F	PUR SANG	4	0	4	9512,00	4279,00	13791,00	2378,00	350
KODVEDEV	3	H	PUR SANG	3	1	2	9508,00	7131,00	16639,00	3169,33	320
BLANCHE EPINE	4	F	PUR SANG	2	1	1	9494,00	4272,00	13766,00	4747,00	300
BONNY WAY	5	F	PUR SANG	6	0	5	9484,00	4267,00	13751,00	1580,67	250
BURATTINA	8	F	PUR SANG	5	1	2	9467,00	0,00	9467,00	1893,40	285
SHADE	6	H	PUR SANG	6	0	5	9467,00	4258,00	13725,00	1577,83	205
LUNATICOS	8	H	PUR SANG	8	1	2	9464,00	4257,00	13721,00	1183,00	235
CARIFTA	5	F	PUR SANG	6	2	4	9450,00	4252,00	13702,00	1575,00	540
MAGELLAN	6	H	PUR SANG	3	1	2	9446,00	4249,00	13695,00	3148,67	405
WOLVERINE	3	H	PUR SANG	5	0	4	9431,00	7073,00	16504,00	1886,20	330
NOVA HOPE	5	F	PUR SANG	5	0	3	9410,00	4233,00	13643,00	1882,00	315
VALLOIRE	3	F	PUR SANG	3	1	1	9388,00	7041,00	16429,00	3129,33	305
QUIET SEA	4	H	PUR SANG	4	0	4	9374,00	4215,00	13589,00	2343,50	320
OASIS BAY	6	H	PUR SANG	6	0	4	9370,00	4214,00	13584,00	1561,67	250
MISSION D'ESPOIR	4	F	PUR SANG	6	0	4	9368,00	4214,00	13582,00	1561,33	280
LIENESSE	5	H	PUR SANG	3	1	2	9360,00	4211,00	13571,00	3120,00	270
ALEKSANDROVKA	3	F	PUR SANG	6	1	4	9347,00	7008,00	16355,00	1557,83	285
MY DARLING	7	F	PUR SANG	6	0	6	9336,00	4199,00	13535,00	1556,00	210
GARRIS	4	H	PUR SANG	4	1	2	9314,00	4190,00	13504,00	2328,50	295
WAZIERS	6	F	PUR SANG	6	0	4	9312,00	4188,00	13500,00	1552,00	350
RUE EBLE	3	H	PUR SANG	8	1	2	9292,00	6968,00	16260,00	1161,50	290
SPEEDSTER	5	H	PUR SANG	6	0	4	9287,00	4177,00	13464,00	1547,83	330
KRUNGTHEPMAHANAKON	5	H	PUR SANG	5	1	2	9285,00	4177,00	13462,00	1857,00	275
BORN TO DARE	4	F	PUR SANG	7	0	6	9271,00	4168,00	13439,00	1324,43	260
BECHO	8	F	PUR SANG	9	1	4	9245,00	4158,00	13403,00	1027,22	200
MANOUIA	3	F	PUR SANG	8	1	7	9230,00	6922,00	16152,00	1153,75	530
ELUFAN	4	H	PUR SANG	5	1	1	9228,00	4152,00	13380,00	1845,60	275
PINK ROCHE	3	F	PUR SANG	3	0	3	9186,00	6889,00	16075,00	3062,00	365
OPIUM OF SUCCESS	2	H	PUR SANG	4	0	3	9176,00	6881,00	16057,00	2294,00	
LA VALE	5	F	PUR SANG	5	2	2	9166,00	4124,00	13290,00	1833,20	565
SHRIHARA	4	F	PUR SANG	2	0	2	9162,00	0,00	9162,00	4581,00	365
INCREMENTAL	6	H	PUR SANG	6	0	4	9155,00	0,00	9155,00	1525,83	330
ECLAIR DE VATI	8	H	PUR SANG	3	1	2	9126,00	4105,00	13231,00	3042,00	170
EL TORERO	7	H	PUR SANG	4	0	4	9123,00	4102,00	13225,00	2280,75	295
OCEAN STAR	3	M	PUR SANG	6	0	4	9120,00	6839,00	15959,00	1520,00	315
CAVANI KAIZEN	8	H	PUR SANG	2	1	0	9100,00	4095,00	13195,00	4550,00	280
HARICOT	4	M	PUR SANG	1	1	0	9100,00	4095,00	13195,00	9100,00	410
CHARENGO	4	M	PUR SANG	1	1	0	9100,00	4095,00	13195,00	9100,00	420
QUICK AND WILD	4	H	PUR SANG	1	1	0	9100,00	0,00	9100,00	9100,00	
MONDO BOY	4	H	PUR SANG	3	1	0	9100,00	0,00	9100,00	3033,33	330
ALEXEI	4	H	PUR SANG	3	1	2	9096,00	4093,00	13189,00	3032,00	260
EMBIEZ	5	F	PUR SANG	3	1	2	9096,00	4092,00	13188,00	3032,00	280
HEY MAN	8	H	PUR SANG	5	1	3	9090,00	4089,00	13179,00	1818,00	235
LOCHNESS	3	H	PUR SANG	5	0	5	9058,00	6791,00	15849,00	1811,60	345
REACH THE SKY	4	M	PUR SANG	3	0	3	9054,00	4073,00	13127,00	3018,00	450
MAX VERST	7	H	PUR SANG	7	0	4	9052,00	4072,00	13124,00	1293,14	370
MONARCH HUNZA	4	H	PUR SANG	4	0	3	9052,00	4072,00	13124,00	2263,00	315
FIRST DREM	8	F	PUR SANG	9	1	4	9035,00	3244,00	12279,00	1003,89	175
HONGUEMARE	7	F	PUR SANG	6	0	6	9031,00	4061,00	13092,00	1505,17	290
WALWOOD	3	M	PUR SANG	3	0	3	9027,00	6768,00	15795,00	3009,00	400
TOREBEK	3	M	PUR SANG	7	0	6	9021,00	6765,00	15786,00	1288,71	280
LAMEGO	2	M	PUR SANG	4	0	4	9001,00	0,00	9001,00	2250,25	
SAINTE SARAH	3	F	PUR SANG	4	2	1	9000,00	3937,00	12937,00	2250,00	280
MONA TREZY	6	F	PUR SANG	3	1	1	8986,00	4043,00	13029,00	2995,33	295
DANDY STYLE	3	M	PUR SANG	3	0	2	8960,00	0,00	8960,00	2986,67	430
LISIPPO	4	M	PUR SANG	3	0	2	8954,00	0,00	8954,00	2984,67	335
WESTMINSTER PILOT	4	H	PUR SANG	6	1	3	8935,00	0,00	8935,00	1489,17	305
RIGEL BLUE	3	F	PUR SANG	3	0	3	8901,00	6675,00	15576,00	2967,00	330
CARCAGNY	3	F	PUR SANG	4	0	4	8898,00	6671,00	15569,00	2224,50	375
ISCREAMFORICECREAM	5	F	PUR SANG	6	1	3	8888,00	3998,00	12886,00	1481,33	295
RASHEED	3	M	PUR SANG	4	0	4	8880,00	6660,00	15540,00	2220,00	340
CHACONNE	3	F	PUR SANG	2	1	1	8870,00	0,00	8870,00	4435,00	
ZARAKIVA	5	F	PUR SANG	3	1	2	8864,00	3988,00	12852,00	2954,67	275
VICKY	4	F	PUR SANG	5	0	3	8863,00	3987,00	12850,00	1772,60	280
LHASA	5	F	PUR SANG	5	0	5	8859,00	3985,00	12844,00	1771,80	155
PRINCESS ZALTANA	3	F	PUR SANG	6	0	5	8851,00	6636,00	15487,00	1475,17	330
COCO LIGHT	8	H	PUR SANG	4	1	2	8846,00	3980,00	12826,00	2211,50	170
WAITARA	6	F	PUR SANG	4	1	1	8842,00	3978,00	12820,00	2210,50	310
EYWA	4	F	PUR SANG	8	0	6	8833,00	3973,00	12806,00	1104,13	250
VASIGREEN	7	F	PUR SANG	8	0	6	8830,00	3971,00	12801,00	1103,75	275
PIERRE LE GRAND	7	H	PUR SANG	6	0	5	8825,00	3969,00	12794,00	1470,83	255
WAIT TO WIN	3	H	PUR SANG	4	0	3	8820,00	0,00	8820,00	2205,00	340
LONG KE WAN	6	F	PUR SANG	3	1	1	8802,00	3960,00	12762,00	2934,00	300
SIMPLYTHEBEST	3	H	PUR SANG	5	0	5	8788,00	6589,00	15377,00	1757,60	285
MISSOURI	6	H	PUR SANG	6	0	5	8781,00	0,00	8781,00	1463,50	240
ASHARIBA	5	F	PUR SANG	1	0	1	8780,00	3951,00	12731,00	8780,00	440
RABBIT'S FOOT	4	F	PUR SANG	1	0	1	8780,00	3951,00	12731,00	8780,00	485
GODSPEED	4	F	PUR SANG	1	0	1	8780,00	3951,00	12731,00	8780,00	495
INDALIMOS	4	F	PUR SANG	2	0	1	8780,00	3951,00	12731,00	4390,00	470
DESERT SPRING	4	F	PUR SANG	2	0	2	8780,00	0,00	8780,00	4390,00	440
NEPALAIS	8	H	PUR SANG	5	0	4	8778,00	3949,00	12727,00	1755,60	335
BYGOUDINE	4	F	PUR SANG	7	0	6	8771,00	3944,00	12715,00	1253,00	285
TEVERE	3	F	PUR SANG	5	0	3	8769,00	6574,00	15343,00	1753,80	345
RED MOON	3	F	PUR SANG	6	1	3	8751,00	6561,00	15312,00	1458,50	285
ZYGFRYD	8	H	PUR SANG	10	0	6	8749,00	3935,00	12684,00	874,90	160
BEDAIO	3	M	PUR SANG	6	1	3	8738,00	6552,00	15290,00	1456,33	250
TAXXI	2	F	PUR SANG	3	0	3	8726,00	6543,00	15269,00	2908,67	
APAX	6	H	PUR SANG	5	0	3	8721,00	3923,00	12644,00	1744,20	420
AURA	4	F	PUR SANG	2	1	0	8700,00	3915,00	12615,00	4350,00	340
PROXIMA DU CENTAUR	3	F	PUR SANG	2	0	2	8690,00	6517,00	15207,00	4345,00	445
PERSIAN IMP CEN	3	M	PUR SANG	3	0	2	8684,00	6512,00	15196,00	2894,67	425
LOPPELA	2	F	PUR SANG	1	0	1	8684,00	6512,00	15196,00	8684,00	
JOLI COUP	7	H	PUR SANG	4	1	2	8668,00	3900,00	12568,00	2167,00	280
TOMOE GOZEN	3	F	PUR SANG	9	0	7	8668,00	6499,00	15167,00	963,11	260
EPI	3	M	PUR SANG	3	0	3	8664,00	0,00	8664,00	2888,00	340
GRASWANG	3	H	PUR SANG	3	0	3	8658,00	6493,00	15151,00	2886,00	355
ANTHORUS	7	H	PUR SANG	6	0	4	8647,00	3889,00	12536,00	1441,17	390
BLEU NUIT	3	H	PUR SANG	4	0	3	8646,00	6483,00	15129,00	2161,50	345
TOUQUETOISE	5	F	PUR SANG	8	1	4	8638,00	3886,00	12524,00	1079,75	210
WILMOT	6	H	PUR SANG	5	0	5	8632,00	0,00	8632,00	1726,40	240
CHAPELLE SIXTINE	3	F	PUR SANG	3	0	3	8621,00	6465,00	15086,00	2873,67	375
JUST FOR MEME	3	F	PUR SANG	6	0	5	8616,00	6461,00	15077,00	1436,00	375
ESHBELIA	5	F	PUR SANG	6	1	4	8610,00	3874,00	12484,00	1435,00	600
FILLE D'ARGENTINE	4	F	PUR SANG	7	0	4	8598,00	3867,00	12465,00	1228,29	340
KOYA	3	F	PUR SANG	4	0	4	8587,00	6440,00	15027,00	2146,75	340
MERANO	4	M	PUR SANG	2	0	2	8580,00	0,00	8580,00	4290,00	465
CASCADEO	5	H	PUR SANG	5	1	3	8568,00	3854,00	12422,00	1713,60	250
ASTON CLINTON	4	H	PUR SANG	4	0	4	8566,00	0,00	8566,00	2141,50	305
DIVA CHIQUITA	3	F	PUR SANG	8	0	4	8566,00	6424,00	14990,00	1070,75	275
AME DIVINE	4	F	PUR SANG	2	1	1	8557,00	3850,00	12407,00	4278,50	280
LOUVE PRECIEUSE	7	F	PUR SANG	7	0	7	8551,00	3846,00	12397,00	1221,57	205
BABA SIM	7	H	PUR SANG	3	0	2	8548,00	3845,00	12393,00	2849,33	315
LA PETITE PIERRE	3	F	PUR SANG	3	0	3	8542,00	6405,00	14947,00	2847,33	330
NOCE D'OR	7	H	PUR SANG	4	0	3	8540,00	3841,00	12381,00	2135,00	295
ZARFLIGHT	6	H	PUR SANG	3	2	1	8502,00	3825,00	12327,00	2834,00	
YES BOY	5	H	PUR SANG	6	1	1	8496,00	3823,00	12319,00	1416,00	250
WINDFLOWER	4	F	PUR SANG	3	0	3	8485,00	3817,00	12302,00	2828,33	425
ATALAYA	3	F	PUR SANG	8	0	7	8484,00	6362,00	14846,00	1060,50	260
TOKYO DREAMER	5	F	PUR SANG	6	0	4	8483,00	0,00	8483,00	1413,83	250
VIDA ROSA	3	F	PUR SANG	3	1	1	8481,00	6360,00	14841,00	2827,00	330
SOMMERBLAU	4	F	PUR SANG	7	0	5	8472,00	3810,00	12282,00	1210,29	355
ALEM	4	H	PUR SANG	4	0	4	8465,00	3808,00	12273,00	2116,25	430
BON DERNIER	4	M	PUR SANG	5	0	4	8463,00	3806,00	12269,00	1692,60	310
SMOOKIE	4	F	PUR SANG	8	1	7	8445,00	3800,00	12245,00	1055,63	480
ARTILLEUR	3	M	PUR SANG	3	0	3	8444,00	6333,00	14777,00	2814,67	390
ZELZANA	3	F	PUR SANG	7	0	7	8444,00	6331,00	14775,00	1206,29	260
LEMPIRA	6	H	PUR SANG	8	1	4	8442,00	3797,00	12239,00	1055,25	250
STELLAR CHOP	4	H	PUR SANG	5	1	2	8430,00	3793,00	12223,00	1686,00	295
TREATWOOD	6	H	PUR SANG	4	1	1	8409,00	3783,00	12192,00	2102,25	315
MONTE LINAS	6	H	PUR SANG	4	1	2	8409,00	0,00	8409,00	2102,25	260
FURY BOXING	4	M	PUR SANG	5	0	4	8409,00	3781,00	12190,00	1681,80	285
REGGAE TIME	3	M	PUR SANG	5	2	2	8400,00	6300,00	14700,00	1680,00	525
FEVE	4	F	PUR SANG	6	0	2	8398,00	3778,00	12176,00	1399,67	345
LEHA	3	F	PUR SANG	5	0	4	8378,00	6282,00	14660,00	1675,60	345
OCRA	3	F	PUR SANG	4	0	3	8372,00	6279,00	14651,00	2093,00	355
AMIRLAN	3	H	PUR SANG	4	0	4	8367,00	0,00	8367,00	2091,75	340
PERFECTDAY	3	F	PUR SANG	2	0	2	8342,00	6255,00	14597,00	4171,00	380
SHELZAWA	3	F	PUR SANG	2	0	2	8342,00	6255,00	14597,00	4171,00	
STEALITWITHAKISS	3	F	PUR SANG	2	0	2	8342,00	0,00	8342,00	4171,00	370
VAVAL RISK	3	M	PUR SANG	3	1	2	8340,00	6255,00	14595,00	2780,00	590
OPIANA	6	F	PUR SANG	5	1	2	8336,00	3751,00	12087,00	1667,20	275
STARZO FAL	5	M	PUR SANG	5	0	4	8323,00	3744,00	12067,00	1664,60	625
VIRIMOON ETOILE	8	F	PUR SANG	6	0	5	8318,00	3742,00	12060,00	1386,33	240
KOVROV	6	H	PUR SANG	3	0	2	8304,00	3736,00	12040,00	2768,00	420
DAMASK BLADE	9	H	PUR SANG	7	0	6	8300,00	3732,00	12032,00	1185,71	355
GOT MAN	4	H	PUR SANG	5	0	4	8279,00	3723,00	12002,00	1655,80	320
LOUP D'ARGENT	4	H	PUR SANG	2	1	1	8260,00	3716,00	11976,00	4130,00	
HARRY BASSETT	5	H	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	295
ALTIAMA	4	F	PUR SANG	3	1	0	8250,00	3712,00	11962,00	2750,00	310
SOUTH TYROL	4	M	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	
TOASTMASTER	4	H	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	585
KENCHAK	4	H	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	345
FRANKLY GOOD CEN	4	M	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	470
ASTROPARK	4	H	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	
RETIRO	4	M	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	410
HERBAL	4	M	PUR SANG	1	1	0	8250,00	0,00	8250,00	8250,00	
FUTURE FATE	5	H	PUR SANG	1	0	1	8235,00	3705,00	11940,00	8235,00	425
PAGANY	5	F	PUR SANG	5	2	2	8225,00	3701,00	11926,00	1645,00	510
VILLA ADRIENNE	3	F	PUR SANG	4	1	2	8209,00	6154,00	14363,00	2052,25	305
PROLETARIAT	6	H	PUR SANG	7	0	4	8207,00	3692,00	11899,00	1172,43	195
BRIDEGO BRIDGE	11	H	PUR SANG	4	2	2	8200,00	3690,00	11890,00	2050,00	480
MR CASSIOPE	6	H	PUR SANG	4	2	2	8200,00	3690,00	11890,00	2050,00	710
MON PAULIN	3	H	PUR SANG	4	0	3	8178,00	6133,00	14311,00	2044,50	375
SALAMANQUE	3	F	PUR SANG	6	0	5	8178,00	6132,00	14310,00	1363,00	315
HARIASA	7	F	PUR SANG	7	1	2	8176,00	3679,00	11855,00	1168,00	200
SIJOUX	5	F	PUR SANG	6	0	4	8173,00	0,00	8173,00	1362,17	280
NARCOS	9	M	PUR SANG	6	1	2	8152,00	3668,00	11820,00	1358,67	280
ALMARIS	3	F	PUR SANG	2	0	2	8152,00	6112,00	14264,00	4076,00	
VATICAN	3	M	PUR SANG	2	0	2	8152,00	6112,00	14264,00	4076,00	
YEP	3	H	PUR SANG	2	0	2	8152,00	0,00	8152,00	4076,00	395
SIRAT	3	M	PUR SANG	2	0	2	8152,00	0,00	8152,00	4076,00	385
BELHARRA TOWN	4	F	PUR SANG	2	1	0	8150,00	3667,00	11817,00	4075,00	280
BEST SELLER	4	H	PUR SANG	4	1	0	8150,00	3667,00	11817,00	2037,50	300
WICKBURY	4	F	PUR SANG	7	1	0	8150,00	3667,00	11817,00	1164,29	290
VERDANSK	6	H	PUR SANG	1	1	0	8150,00	0,00	8150,00	8150,00	340
DON NIKOLAOS	7	H	PUR SANG	7	1	0	8150,00	0,00	8150,00	1164,29	210
DAMINO	5	M	PUR SANG	1	1	0	8150,00	0,00	8150,00	8150,00	335
SAM PRESSAO	4	M	PUR SANG	6	1	3	8147,00	3665,00	11812,00	1357,83	260
