Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
AGA KHAN STUDS	35	69	28	31	1174119,00	252466,00	1426585,00	77588,00	17016,22	33546	2
WERTHEIMER & FRERE	78	162	39	92	1170784,00	538414,00	1709198,00	146570,00	7227,06	15010	2
MR GERARD AUGUSTIN-NORMAND	101	261	39	159	591448,00	327710,00	919158,00	154120,00	2266,08	5856	3
GOUSSERIE RACING	46	158	24	91	413688,00	233594,00	647282,00	112343,00	2618,28	8993	3
GODOLPHIN SNC	30	54	9	33	399936,00	19218,00	419154,00	7984,00	7406,22	13331	2
AL SHAQAB RACING	31	50	11	33	314555,00	188429,00	502984,00	51117,00	6291,10	10147	2
TABOR/SMITH/MAGNIER/WESTERBERG	1	1	1	0	314270,00	62854,00	377124,00	32055,00	314270,00	314270	1
MR JEAN-CLAUDE SEROUL	41	115	13	78	279192,00	168944,00	448136,00	48663,00	2427,76	6810	3
WATHNAN RACING	20	27	4	18	266113,00	57991,00	324104,00	22702,00	9856,04	13306	1
ECURIE NICOLATO	36	198	24	113	216858,00	98521,00	315379,00	72429,00	1095,24	6024	6
MR ALAIN JATHIERE	30	68	9	38	214771,00	115662,00	330433,00	47006,00	3158,40	7159	2
JUDDMONTE FARMS INC	18	31	8	17	207945,00	14591,00	222536,00	2893,00	6707,90	11552	2
MR JEAN-PIERRE-JOSEPH DUBOIS	24	68	14	42	203689,00	141625,00	345314,00	51957,00	2995,43	8487	3
YEGUADA CENTURION SLU	17	38	9	19	201515,00	130786,00	332301,00	30225,00	5303,03	11854	2
MR BERNARD GIRAUDON	32	123	17	61	190201,00	108076,00	298277,00	54840,00	1546,35	5944	4
MR MANSOOR KHALIL M. AL-SHAHWANI	1	2	1	1	178230,00	17653,00	195883,00	9508,00	89115,00	178230	2
LE MARAIS SAS	39	101	16	58	167373,00	110590,00	277963,00	47651,00	1657,16	4292	3
L.BAUDRON (S)	20	68	11	40	157823,00	78880,00	236703,00	40133,00	2320,93	7891	3
MR OMAR ESMIL SH GHRGHAR	13	25	5	14	153121,00	66553,00	219674,00	34053,00	6124,84	11779	2
MR GUY PARIENTE	33	106	14	62	152680,00	92926,00	245606,00	52594,00	1440,38	4627	3
MR ALEXANDRE DE LANFRANCHI	19	67	10	36	138463,00	29967,00	168430,00	22160,00	2066,61	7288	4
MR FINN BLICHFELDT	10	24	5	13	137505,00	83129,00	220634,00	28900,00	5729,38	13750	2
WESTMINSTER RACE HORSES SP ZOO	19	67	6	40	134315,00	32010,00	166325,00	8407,00	2004,70	7069	4
ECURIE DAVID R. LAYANI FAMILLE	20	51	8	33	133667,00	87439,00	221106,00	33502,00	2620,92	6683	3
D.ARTU (S)	17	97	11	47	131490,00	61132,00	192622,00	36390,00	1355,57	7735	6
MR NURLAN BIZAKOV	25	63	4	46	131232,00	52943,00	184175,00	18432,00	2083,05	5249	3
MR JOSE MARIA MALDONADO	8	20	3	14	130198,00	65179,00	195377,00	17460,00	6509,90	16275	3
FAL STUD SAS	26	83	8	42	127655,00	81810,00	209465,00	33105,00	1538,01	4910	3
ECURIES SERGE STEMPNIAK	25	96	11	55	126826,00	74186,00	201012,00	34653,00	1321,10	5073	4
C.BOUTIN (S)	18	93	10	51	121111,00	56727,00	177838,00	28655,00	1302,27	6728	5
MR JAN ROMEL	14	51	7	30	113097,00	76361,00	189458,00	30677,00	2217,59	8078	4
M.BOUTIN (S)	19	98	9	50	112614,00	56138,00	168752,00	29065,00	1149,12	5927	5
IKARUSRACING	1	7	4	3	109584,00	49309,00	158893,00	20653,00	15654,86	109584	7
MR ANTOINE GILIBERT	12	47	5	31	109582,00	45117,00	154699,00	34210,00	2331,53	9132	4
ECURIE VICTORIA DREAMS	20	50	6	29	108129,00	65108,00	173237,00	21764,00	2162,58	5406	3
RED AND WHITE RACING	14	94	12	61	106067,00	49209,00	155276,00	44760,00	1128,37	7576	7
SANGWIN BLOODSTOCK LTD	12	41	6	20	103551,00	53015,00	156566,00	20856,00	2525,63	8629	3
MR JEAN-PIERRE VANDEN HEEDE	23	104	5	47	100899,00	46178,00	147077,00	22662,00	970,18	4387	5
MR ROBERT NG	15	36	4	21	100489,00	54720,00	155209,00	17799,00	2791,36	6699	2
MR JUAN CARLOS PEINADO GARCIA	8	26	7	13	96976,00	22520,00	119496,00	6978,00	3729,85	12122	3
ECURIE EDGAR MESSAOUD	6	33	4	20	92739,00	41719,00	134458,00	18184,00	2810,27	15456	6
ECURIE MATHIEU OFFENSTADT	6	20	8	10	90092,00	50652,00	140744,00	25887,00	4504,60	15015	3
ECURIE DU SUD	13	47	8	26	88975,00	41129,00	130104,00	41904,00	1893,09	6844	4
C&Y.LERNER (S)	13	42	5	26	86571,00	44797,00	131368,00	43659,00	2061,21	6659	3
HARAS D'ETREHAM	21	53	6	33	84830,00	48153,00	132983,00	28141,00	1600,57	4040	3
SCUDERIA MICOLO SNC	11	49	3	32	84115,00	42069,00	126184,00	22624,00	1716,63	7647	4
MR MAURICE LAGASSE	7	21	5	11	83828,00	62867,00	146695,00	29068,00	3991,81	11975	3
STAL VIE EN ROSE	7	32	5	12	82594,00	36322,00	118916,00	14334,00	2581,06	11799	5
MR MAURIZIO GUARNIERI	20	81	6	34	81349,00	35974,00	117323,00	22487,00	1004,31	4067	4
ECURIE AMA.ZINGTEAM	6	14	3	10	81344,00	22414,00	103758,00	4444,00	5810,29	13557	2
MME CORINE BARANDE BARBE	7	39	3	12	81317,00	37189,00	118506,00	19359,00	2085,05	11617	6
HARAS DE SAINT-VOIR	4	11	3	8	78655,00	35692,00	114347,00	15198,00	7150,45	19664	3
STALL PERLEN AB	6	16	3	9	77949,00	39552,00	117501,00	12821,00	4871,81	12992	3
SUC. MOHAMMED OBAID AL MAKTOUM	2	2	0	2	76675,00	0,00	76675,00	0,00	38337,50	38338	1
MME MARIE-CARMEN DIARTE	12	87	10	47	76523,00	34936,00	111459,00	30306,00	879,57	6377	7
MR PETER-DAVID SAVILL	8	22	3	13	76495,00	55874,00	132369,00	17094,00	3477,05	9562	3
CHEVOTEL RACING	8	23	2	14	75756,00	39697,00	115453,00	12265,00	3293,74	9470	3
CH.PLISSON (S)	22	113	8	46	74129,00	33847,00	107976,00	28420,00	656,01	3370	5
MR MICHAEL MOTSCHMANN	11	36	4	24	74099,00	34959,00	109058,00	15495,00	2058,31	6736	3
M.KREBS (S)	13	76	2	47	73899,00	31404,00	105303,00	13131,00	972,36	5685	6
ECURIE HARAS DES SENORA	7	27	8	12	73751,00	33180,00	106931,00	17822,00	2731,52	10536	4
MME J. MAGNIER/D.SMITH/M.TABOR	3	3	1	1	73715,00	0,00	73715,00	0,00	24571,67	24572	1
VICTORIOUS FOREVER	3	9	2	6	73714,00	25743,00	99457,00	8594,00	8190,44	24571	3
MR JULIEN PHELIPPON	14	69	7	36	72534,00	35318,00	107852,00	27233,00	1051,22	5181	5
ECURIE GRIBOMONT	11	34	4	19	72177,00	36894,00	109071,00	28654,00	2122,85	6562	3
MR ANTON KRAULIGER	5	22	3	15	69674,00	36190,00	105864,00	14557,00	3167,00	13935	4
WALTER PHILIPPE SAS	8	46	5	24	69487,00	31339,00	100826,00	14469,00	1510,59	8686	6
BARON EDOUARD DE ROTHSCHILD	13	26	1	19	65930,00	31453,00	97383,00	7198,00	2535,77	5072	2
MME MARIE BOCHE	10	64	6	28	65903,00	26944,00	92847,00	12944,00	1029,73	6590	6
MME CHRISTELLE COURTADE	19	39	2	21	65497,00	600,00	66097,00	15435,00	1679,41	3447	2
STAMFORD BLOODSTOCK	11	22	9	12	65157,00	37759,00	102916,00	34627,00	2961,68	5923	2
MME ISABELLE CORBANI	19	51	2	28	63692,00	36087,00	99779,00	17218,00	1248,86	3352	3
MR THIERRY POCHE	24	84	7	36	63414,00	27474,00	90888,00	17642,00	754,93	2642	4
MR FAOUZI BOUALEM	9	45	5	16	62937,00	28314,00	91251,00	10712,00	1398,60	6993	5
