Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
WERTHEIMER & FRERE	87	238	44	131	1059130,00	551182,00	1610312,00	139880,00	4450,13	12174	3
GUY PARIENTE HOLDING	99	357	32	196	678567,00	424574,00	1103141,00	119010,00	1900,75	6854	4
AGA KHAN STUDS SC	49	120	31	53	1256600,00	286296,00	1542896,00	89762,00	10471,67	25645	2
AL SHAQAB RACING	60	180	18	106	512258,00	304656,00	816914,00	80261,00	2845,88	8538	3
MR JEAN-PIERRE-JOSEPH DUBOIS	42	146	20	83	389068,00	257454,00	646522,00	76579,00	2664,85	9264	3
MR ALAIN CHOPARD	69	297	21	144	355019,00	200522,00	555541,00	61822,00	1195,35	5145	4
MR JEAN-CLAUDE SEROUL	58	218	19	117	390283,00	210597,00	600880,00	60989,00	1790,29	6729	4
FRANKLIN FINANCE S.A.	40	129	14	73	277830,00	163541,00	441371,00	54261,00	2153,72	6946	3
GESTUT ZUR KUSTE AG	41	160	17	79	414910,00	264107,00	679017,00	50058,00	2593,19	10120	4
HARAS D'ETREHAM	58	198	17	94	428542,00	266729,00	695271,00	45296,00	2164,35	7389	3
HARAS DE LA PERELLE	25	83	10	51	266600,00	135690,00	402290,00	45019,00	3212,05	10664	3
MR ALAIN JATHIERE	31	112	16	48	249550,00	148125,00	397675,00	43708,00	2228,13	8050	4
SCUDERIA MICOLO SNC	23	110	9	71	222147,00	115026,00	337173,00	43468,00	2019,52	9659	5
YEGUADA CENTURION SLU	25	67	13	31	273195,00	161045,00	434240,00	41386,00	4077,54	10928	3
ECURIE DES MONCEAUX	35	111	20	57	606898,00	220014,00	826912,00	37453,00	5467,55	17340	3
ECURIE NORMANDIE PUR SANG	22	94	12	40	195153,00	87799,00	282952,00	36753,00	2076,10	8871	4
ECURIE SKYMARC FARM	46	148	13	76	546039,00	185385,00	731424,00	36495,00	3689,45	11870	3
M.BOUTIN (S)	26	139	9	73	182307,00	93493,00	275800,00	34634,00	1311,56	7012	5
MR THIERRY DE LA HERONNIERE	38	152	17	82	301689,00	176958,00	478647,00	34328,00	1984,80	7939	4
ECURIE HARAS DU CADRAN	58	184	15	105	546005,00	241239,00	787244,00	34211,00	2967,42	9414	3
MR JEAN-PHILIPPE DUBOIS	22	70	7	39	170806,00	97961,00	268767,00	32292,00	2440,09	7764	3
SUC. JOHN PLOWDEN CARRINGTON	2	5	2	2	181790,00	64660,00	246450,00	32037,00	36358,00	90895	3
MR RASHIT SHAYKHUTDINOV	26	82	10	40	175180,00	106064,00	281244,00	31905,00	2136,34	6738	3
HARAS DE BEAUMONT	15	47	7	29	150210,00	108897,00	259107,00	31461,00	3195,96	10014	3
L.BAUDRON (S)	16	59	9	29	187299,00	99596,00	286895,00	30158,00	3174,56	11706	4
AL ASAYL FRANCE	19	55	8	27	199882,00	115557,00	315439,00	29800,00	3634,22	10520	3
MR CHRISTOPHE JOUANDOU	16	83	10	38	149397,00	75449,00	224846,00	29186,00	1799,96	9337	5
SUMBE	23	72	5	45	143325,00	83962,00	227287,00	29047,00	1990,63	6232	3
SARL  DARPAT FRANCE	12	46	9	24	176570,00	93788,00	270358,00	28601,00	3838,48	14714	4
MR MATHIEU DAGUZAN-GARROS	23	100	9	52	192354,00	87033,00	279387,00	28286,00	1923,54	8363	4
ECURIE LA VALLEE MARTIGNY EARL	22	105	8	62	168382,00	98828,00	267210,00	26204,00	1603,64	7654	5
HARAS DU LOGIS SAINT GERMAIN	19	92	8	54	153266,00	88035,00	241301,00	26013,00	1665,93	8067	5
CHEVOTEL DE LA HAUQUERIE	12	41	7	24	134583,00	65532,00	200115,00	23305,00	3282,51	11215	3
HARAS D'HASPEL	29	88	5	52	139937,00	81163,00	221100,00	23140,00	1590,19	4825	3
FAL STUD SAS	23	92	8	45	140773,00	81668,00	222441,00	23115,00	1530,14	6121	4
SARL  JEDBURGH STUD	48	195	13	101	241170,00	128159,00	369329,00	22938,00	1236,77	5024	4
MR ROBERT NG	18	58	4	35	128820,00	70278,00	199098,00	22171,00	2221,03	7157	3
LE THENNEY	10	37	6	18	117979,00	66198,00	184177,00	21489,00	3188,62	11798	4
S.C.E.A. DES PRAIRIES	38	120	10	74	213003,00	129257,00	342260,00	21455,00	1775,03	5605	3
MR PIERRE LAMY	31	102	9	52	179563,00	82418,00	261981,00	21423,00	1760,42	5792	3
SCEA MARMION VAUVILLE	30	104	15	56	275023,00	147556,00	422579,00	20608,00	2644,45	9167	3
J.B.S. INVEST N.V.	8	53	5	29	93646,00	57955,00	151601,00	19327,00	1766,91	11706	7
HARAS DU HOGUENET	17	69	8	35	143123,00	72209,00	215332,00	19273,00	2074,25	8419	4
ECURIE MELANIE	21	56	5	31	282317,00	113541,00	395858,00	18966,00	5041,38	13444	3
HARAS DE TRELI	20	83	7	42	132825,00	65967,00	198792,00	18919,00	1600,30	6641	4
GOUSSERIE RACING	13	60	5	27	102352,00	46045,00	148397,00	18791,00	1705,87	7873	5
MME ISABELLE CORBANI	29	109	9	58	163158,00	88703,00	251861,00	18310,00	1496,86	5626	4
ECURIE HARAS DES SENORA	7	27	8	12	94604,00	42564,00	137168,00	17822,00	3503,85	13515	4
MR RENAUD BAGUENAULT DE PUCHESSE	8	30	5	14	94767,00	51075,00	145842,00	16967,00	3158,90	11846	4
SCEA DU HARAS DE VICTOT	16	63	6	28	98942,00	51015,00	149957,00	16815,00	1570,51	6184	4
MME CHANTAL BECQ	5	17	3	8	84850,00	43935,00	128785,00	16649,00	4991,18	16970	3
HARAS DE MONTAIGU	13	49	5	32	164479,00	73852,00	238331,00	16599,00	3356,71	12652	4
AVATARA S.A.	16	60	5	32	80985,00	45254,00	126239,00	16450,00	1349,75	5062	4
MR PATRICK CHEDEVILLE	10	41	5	21	86691,00	43710,00	130401,00	16345,00	2114,41	8669	4
HARAS DU MONT DIT MONT	21	53	3	32	123111,00	65771,00	188882,00	16109,00	2322,85	5862	3
ECURIE DU SUD	18	62	7	31	169448,00	80913,00	250361,00	16052,00	2733,03	9414	3
HARAS DE SAINT-VOIR	10	22	3	14	88254,00	36137,00	124391,00	15765,00	4011,55	8825	2
MME LISA LEMIERE DUBOIS	9	29	4	18	101364,00	47858,00	149222,00	15553,00	3495,31	11263	3
ECURIE PEREGRINE SAS	15	44	4	21	88430,00	56928,00	145358,00	15522,00	2009,77	5895	3
ECURIE JEAN-LOUIS BOUCHARD	8	25	2	16	77721,00	45728,00	123449,00	15189,00	3108,84	9715	3
