Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MICKAEL BARZALONA	124	157	41	74	1018402,00	360265,00	1378667,00	117835,00	6486,64	8213	1
MAXIME GUYON	120	153	29	85	797261,00	403934,00	1201195,00	123410,00	5210,86	6644	1
MARVIN GRANDIN	203	268	28	155	643474,00	367844,00	1011318,00	113748,00	2401,02	3170	1
ANTONIO ORANI	100	133	27	75	426311,00	233776,00	660087,00	73854,00	3205,35	4263	1
CRISTIAN DEMURO	201	253	24	157	805723,00	409198,00	1214921,00	131551,00	3184,68	4009	1
ALEXIS POUCHIN	129	162	21	89	652492,00	242219,00	894711,00	83104,00	4027,73	5058	1
CHRISTOPHE SOUMILLON	109	135	21	81	622413,00	270099,00	892512,00	78330,00	4610,47	5710	1
AUGUSTIN MADAMET	126	154	18	86	367872,00	162947,00	530819,00	60981,00	2388,78	2920	1
AURELIEN LEMAITRE	124	165	17	90	443035,00	246959,00	689994,00	74396,00	2685,06	3573	1
HUGO BESNIER	69	99	17	66	285326,00	159119,00	444445,00	52706,00	2882,08	4135	1
TONY PICCONE	130	189	15	95	378653,00	158680,00	537333,00	50614,00	2003,46	2913	1
MME DELPHINE SANTIAGO	94	120	15	50	189289,00	80664,00	269953,00	30734,00	1577,41	2014	1
CLEMENT LECOEUVRE	116	150	13	83	401314,00	180552,00	581866,00	56297,00	2675,43	3460	1
ALEXANDRE GAVILAN	47	67	12	37	156378,00	52110,00	208488,00	29541,00	2334,00	3327	1
DORIAN PROVOST	79	102	11	55	199898,00	88233,00	288131,00	33556,00	1959,78	2530	1
ANTHONY CRASTUS	114	154	10	86	230807,00	117859,00	348666,00	42257,00	1498,75	2025	1
THOMAS TRULLIER	112	142	10	79	213732,00	96649,00	310381,00	32977,00	1505,15	1908	1
LUDOVIC BOISSEAU	100	140	10	67	224086,00	112621,00	336707,00	39055,00	1600,61	2241	1
THEO BACHELOT	105	133	10	60	281688,00	144943,00	426631,00	48460,00	2117,95	2683	1
HUGO LEBOUC	85	105	10	55	145941,00	65824,00	211765,00	24641,00	1389,91	1717	1
JEROME CLAUDIC	82	103	10	48	149812,00	67709,00	217521,00	26287,00	1454,49	1827	1
ANTOINE WERLE	58	82	10	45	167362,00	92515,00	259877,00	30426,00	2041,00	2886	1
HUGO BOUTIN	97	139	9	82	245369,00	117440,00	362809,00	38192,00	1765,24	2530	1
MALONE FAVRIAUX	63	80	9	40	159331,00	68350,00	227681,00	21931,00	1991,64	2529	1
GUILLAUME GUEDJ-GAY	46	61	9	35	148247,00	76886,00	225133,00	29193,00	2430,28	3223	1
AXEL BARON	49	69	9	31	98665,00	46247,00	144912,00	18607,00	1429,93	2014	1
EDDY HARDOUIN	89	122	8	55	183148,00	84277,00	267425,00	30221,00	1501,21	2058	1
MME FRIDA VALLE SKAR	69	101	8	45	202510,00	99775,00	302285,00	38241,00	2005,05	2935	1
CHRISTOPHER GROSBOIS	59	68	8	37	88171,00	29509,00	117680,00	14109,00	1296,63	1494	1
MARTIN PROTTI	41	51	8	24	82006,00	28554,00	110560,00	10013,00	1607,96	2000	1
MME MARIE WALDHAUSER	52	65	7	36	83080,00	28387,00	111467,00	15350,00	1278,15	1598	1
ENZO CORALLO	56	64	7	29	115200,00	60236,00	175436,00	20470,00	1800,00	2057	1
JEREMY MOISAN	14	18	7	11	45067,00	20088,00	65155,00	8117,00	2503,72	3219	1
ANTOINE HAMELIN	76	106	6	63	191125,00	107400,00	298525,00	34194,00	1803,07	2515	1
FABRICE VERON	99	120	6	52	117944,00	47486,00	165430,00	17218,00	982,87	1191	1
STEPHANE PASQUIER	65	82	6	45	227038,00	96357,00	323395,00	29445,00	2768,76	3493	1
MME CORALIE PACAUT	64	78	6	44	92174,00	43383,00	135557,00	15216,00	1181,72	1440	1
