Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
FH. GRAFFARD (S)	132	266	78	147	2584019,00	731053,00	3315072,00	207584,00	9714,36	19576	2
AP. O'BRIEN	8	10	3	4	1769495,00	234274,00	2003769,00	119479,00	176949,50	221187	1
A. FABRE (S)	104	210	33	133	1415725,00	414932,00	1830657,00	124684,00	6741,55	13613	2
C. ESCUDER	128	502	59	292	1019503,00	498438,00	1517941,00	163155,00	2030,88	7965	4
J. REYNIER (S)	64	189	33	112	797701,00	362578,00	1160279,00	112427,00	4220,64	12464	3
HA. PANTALL (S)	102	316	36	180	776326,00	311698,00	1088024,00	96801,00	2456,73	7611	3
P. COTTIER	55	207	31	133	740797,00	422222,00	1163019,00	136216,00	3578,73	13469	4
Y. BARBEROT (S)	54	186	24	113	678815,00	404516,00	1083331,00	103656,00	3649,54	12571	3
C. FERLAND (S)	46	121	21	66	675535,00	363900,00	1039435,00	93516,00	5582,93	14686	3
JC. ROUGET (S)	46	119	21	76	592092,00	313301,00	905393,00	97247,00	4975,56	12872	3
C&Y. LERNER (S)	47	132	11	82	584504,00	299860,00	884364,00	89317,00	4428,06	12436	3
M. BOUTIN (S)	48	301	26	159	492379,00	236888,00	729267,00	83394,00	1635,81	10258	6
N. PERRET (S)	59	216	20	139	444250,00	220239,00	664489,00	74139,00	2056,71	7530	4
S. WATTEL (S)	57	135	14	75	436346,00	260286,00	696632,00	82534,00	3232,19	7655	2
C. BOUTIN (S)	26	189	20	111	414323,00	190931,00	605254,00	71215,00	2192,19	15936	7
M. BARATTI (S)	50	124	16	77	413590,00	234308,00	647898,00	67472,00	3335,40	8272	2
G. MOSSE (S)	39	132	14	73	408905,00	168508,00	577413,00	58896,00	3097,77	10485	3
M. PITART	62	186	24	103	402136,00	212690,00	614826,00	72195,00	2162,02	6486	3
MME M. SCANDELLA-LACAILLE	59	237	24	152	388863,00	209209,00	598072,00	70112,00	1640,77	6591	4
M. DELCHER SANCHEZ	31	88	13	51	380540,00	149587,00	530127,00	43212,00	4324,32	12275	3
A. FOUASSIER	72	224	27	122	353790,00	148955,00	502745,00	62185,00	1579,42	4914	3
P&J. BRANDT (S)	26	75	15	40	353017,00	167313,00	520330,00	58086,00	4706,89	13578	3
X. THOMAS-DEMEAULTE (S)	41	67	11	41	341434,00	92003,00	433437,00	39112,00	5096,03	8328	2
R. FRADET (S)	23	117	16	67	335997,00	191811,00	527808,00	64355,00	2871,77	14609	5
HF. DEVIN (S)	34	82	15	57	333819,00	161389,00	495208,00	43848,00	4070,96	9818	2
M. DELZANGLES	36	92	10	51	313229,00	180466,00	493695,00	58646,00	3404,66	8701	3
N. CAULLERY	48	160	16	75	307342,00	123478,00	430820,00	46899,00	1920,89	6403	3
A. BOTTI (S)	35	118	11	70	280259,00	123275,00	403534,00	39076,00	2375,08	8007	3
F. CHAPPET (S)	35	106	9	57	264300,00	147161,00	411461,00	47361,00	2493,40	7551	3
MME S. GAVILAN	47	159	14	84	264283,00	142350,00	406633,00	48742,00	1662,16	5623	3
ED. MONFORT (S)	44	126	15	78	261541,00	128208,00	389749,00	39957,00	2075,72	5944	3
CHR. HEAD (S)	29	59	7	38	258851,00	111322,00	370173,00	26273,00	4387,31	8926	2
M. BRASME (S)	48	154	15	70	257794,00	135028,00	392822,00	46017,00	1673,99	5371	3
CLEMENT & HERMANS (S)	33	74	13	38	254842,00	129098,00	383940,00	35845,00	3443,81	7722	2
A. MURPHY (S)	47	119	12	65	250759,00	93598,00	344357,00	23990,00	2107,22	5335	3
P. GROUALLE (S)	26	73	7	50	248488,00	139903,00	388391,00	41761,00	3403,95	9557	3
FR. MONFORT (S)	51	180	12	106	240840,00	112938,00	353778,00	37841,00	1338,00	4722	4
G. BIETOLINI	42	104	11	47	236721,00	133142,00	369863,00	38443,00	2276,16	5636	2
F. FORESI	38	194	11	94	234851,00	104971,00	339822,00	39003,00	1210,57	6180	5
D. ARTU (S)	24	128	12	65	231073,00	114785,00	345858,00	42812,00	1805,26	9628	5
GO. SCOTT	1	1	1	0	228560,00	0,00	228560,00	0,00	228560,00	228560	1
J. BOISNARD (S)	44	136	17	65	225471,00	115211,00	340682,00	39253,00	1657,88	5124	3
P. DECOUZ (S)	30	78	7	56	211934,00	95967,00	307901,00	34128,00	2717,10	7064	3
MME Y. VOLLMER	44	167	11	75	210953,00	93742,00	304695,00	34918,00	1263,19	4794	4
RC. MONTENEGRO	43	152	10	82	209014,00	67829,00	276843,00	26274,00	1375,09	4861	4
J. PARIZE	30	195	10	87	207779,00	81116,00	288895,00	31656,00	1065,53	6926	7
J. ANDREU (S)	23	104	14	64	203770,00	120328,00	324098,00	38038,00	1959,33	8860	5
TIM. DONWORTH (S)	31	75	11	40	202849,00	100794,00	303643,00	34024,00	2704,65	6544	2
D. WATRIGANT (S)	26	62	10	32	190788,00	79306,00	270094,00	30129,00	3077,23	7338	2
L. GADBIN (S)	39	108	9	67	190245,00	101143,00	291388,00	33018,00	1761,53	4878	3
JUL. PHELIPPON	18	101	10	52	190177,00	96410,00	286587,00	36374,00	1882,94	10565	6
D. MELE (S)	18	38	12	20	186470,00	56349,00	242819,00	33043,00	4907,11	10359	2
L. BAUDRON (S)	24	81	11	46	176974,00	80207,00	257181,00	28986,00	2184,86	7374	3
E. LIBAUD (S)	32	92	7	56	176314,00	90924,00	267238,00	32183,00	1916,46	5510	3
CH. PLISSON (S)	28	150	7	58	168239,00	75153,00	243392,00	30154,00	1121,59	6009	5
X. BLANCHET (S)	24	68	8	34	166483,00	78274,00	244757,00	27950,00	2448,28	6937	3
D&P. PROD'HOMME (S)	18	75	5	35	166337,00	84300,00	250637,00	30452,00	2217,83	9241	4
S. KOBAYASHI (S)	25	69	4	37	164403,00	108667,00	273070,00	34239,00	2382,65	6576	3
CH. GOURDAIN (S)	28	111	8	68	162849,00	79002,00	241851,00	31190,00	1467,11	5816	4
P. OLAVE VALDIVIELSO	16	34	6	21	156015,00	92748,00	248763,00	22199,00	4588,68	9751	2
P. SOGORB	30	109	10	57	154852,00	60186,00	215038,00	20062,00	1420,66	5162	4
C. TOLAINI	34	70	14	40	154197,00	15292,00	169489,00	26348,00	2202,81	4535	2
D. GUILLEMIN (S)	26	57	9	36	153227,00	45958,00	199185,00	29916,00	2688,19	5893	2
S. LABATE (S)	25	117	8	65	151714,00	70374,00	222088,00	26356,00	1296,70	6069	5
