Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MICKAEL BARZALONA	187	275	67	139	2454802,00	793500,00	3248302,00	246306,00	8926,55	13127	1
MAXIME GUYON	171	259	52	143	1672332,00	734595,00	2406927,00	212755,00	6456,88	9780	2
MARVIN GRANDIN	285	425	47	243	1130413,00	596031,00	1726444,00	191324,00	2659,80	3966	1
CRISTIAN DEMURO	298	441	43	264	1444373,00	715571,00	2159944,00	231430,00	3275,22	4847	1
ANTONIO ORANI	131	211	37	126	592681,00	309079,00	901760,00	99200,00	2808,91	4524	2
ALEXIS POUCHIN	175	258	34	145	1141197,00	511363,00	1652560,00	159879,00	4423,24	6521	1
CHRISTOPHE SOUMILLON	143	203	29	124	1557124,00	432602,00	1989726,00	138604,00	7670,56	10889	1
TONY PICCONE	163	268	26	138	693025,00	305937,00	998962,00	96038,00	2585,91	4252	2
HUGO BESNIER	87	152	25	99	430976,00	248016,00	678992,00	80416,00	2835,37	4954	2
AUGUSTIN MADAMET	170	250	24	145	562889,00	253745,00	816634,00	89032,00	2251,56	3311	1
AURELIEN LEMAITRE	172	273	23	144	662216,00	331530,00	993746,00	105171,00	2425,70	3850	2
CLEMENT LECOEUVRE	158	229	21	126	664720,00	323980,00	988700,00	93477,00	2902,71	4207	1
HUGO LEBOUC	128	175	21	93	262668,00	115275,00	377943,00	44795,00	1500,96	2052	1
DORIAN PROVOST	111	164	19	87	340439,00	159761,00	500200,00	56704,00	2075,85	3067	1
GUILLAUME GUEDJ-GAY	70	103	19	62	453790,00	159068,00	612858,00	61330,00	4405,73	6483	1
ANTHONY CRASTUS	158	235	17	128	375518,00	195641,00	571159,00	68641,00	1597,95	2377	1
THOMAS TRULLIER	152	230	17	125	345616,00	165018,00	510634,00	57939,00	1502,68	2274	2
JEROME CLAUDIC	114	167	17	82	283325,00	116405,00	399730,00	47093,00	1696,56	2485	1
MME DELPHINE SANTIAGO	121	175	17	72	239904,00	99014,00	338918,00	36981,00	1370,88	1983	1
ALEXANDRE GAVILAN	62	101	17	55	239588,00	75148,00	314736,00	43330,00	2372,16	3864	2
ANTOINE HAMELIN	115	186	16	107	446748,00	215138,00	661886,00	71266,00	2401,87	3885	2
EDDY HARDOUIN	125	195	16	95	362426,00	161670,00	524096,00	57110,00	1858,59	2899	2
CHRISTOPHER GROSBOIS	93	118	16	61	160286,00	52756,00	213042,00	25833,00	1358,36	1724	1
THEO BACHELOT	153	212	15	105	452095,00	238364,00	690459,00	79910,00	2132,52	2955	1
LUDOVIC BOISSEAU	138	205	14	93	299513,00	151351,00	450864,00	52046,00	1461,04	2170	1
ANTOINE WERLE	75	124	14	77	303544,00	154667,00	458211,00	57832,00	2447,94	4047	2
MME AMBRE MOLINS	83	138	14	60	249350,00	119801,00	369151,00	44860,00	1806,88	3004	2
MME FRIDA VALLE SKAR	97	164	13	77	324781,00	158079,00	482860,00	60348,00	1980,37	3348	2
MARTIN PROTTI	61	87	13	47	157980,00	55468,00	213448,00	20316,00	1815,86	2590	1
HUGO BOUTIN	125	207	12	118	321027,00	150382,00	471409,00	50434,00	1550,86	2568	2
LEO ROUSSEL	70	107	12	56	190174,00	77241,00	267415,00	30481,00	1777,33	2717	2
AXEL BARON	68	104	12	53	137151,00	58594,00	195745,00	25151,00	1318,76	2017	2
FABRICE VERON	140	176	11	82	261267,00	108771,00	370038,00	40365,00	1484,47	1866	1
MALONE FAVRIAUX	95	130	11	66	219519,00	86605,00	306124,00	27863,00	1688,61	2311	1
PIERRE REMOUE	73	95	11	52	147746,00	48581,00	196327,00	26209,00	1555,22	2024	1
GUILLAUME TROLLEY DE PREVAUX	52	67	11	39	162955,00	80352,00	243307,00	29933,00	2432,16	3134	1
MME CORALIE PACAUT	83	120	10	66	148271,00	67998,00	216269,00	24560,00	1235,59	1786	1
STEPHANE PASQUIER	94	135	10	65	383455,00	176765,00	560220,00	51296,00	2840,41	4079	1
MME MARIE WALDHAUSER	67	96	9	53	120607,00	43139,00	163746,00	22248,00	1256,32	1800	1
ENZO CORALLO	79	98	9	44	155920,00	71826,00	227746,00	27013,00	1591,02	1974	1
MME LORETTE GALLO	38	79	9	43	150095,00	87745,00	237840,00	27965,00	1899,94	3950	2
GABRIEL BON	26	41	9	27	62075,00	30484,00	92559,00	11487,00	1514,02	2388	2
LEONARD PLOMMEE	32	44	9	22	126473,00	38364,00	164837,00	14841,00	2874,39	3952	1
JORDAN PLATEAUX	34	44	9	22	79030,00	13853,00	92883,00	13971,00	1796,14	2324	1
DAVID BREUX	84	119	8	53	114958,00	52852,00	167810,00	20604,00	966,03	1369	1
BENJAMIN MARIE	63	90	8	48	153908,00	54194,00	208102,00	21494,00	1710,09	2443	1
GLEN MEURY	78	95	8	42	114117,00	57884,00	172001,00	19760,00	1201,23	1463	1
EMILIEN PUILLET-RODA	47	55	8	32	85971,00	34776,00	120747,00	15439,00	1563,11	1829	1
MME ADELINE MEROU	38	55	8	31	70831,00	23822,00	94653,00	13450,00	1287,84	1864	1
IORITZ MENDIZABAL	98	129	7	85	229399,00	105592,00	334991,00	39724,00	1778,29	2341	1
FABIEN LEFEBVRE	56	98	7	59	122914,00	45330,00	168244,00	20741,00	1254,22	2195	2
JULIEN GUILLOCHON	64	98	7	56	103987,00	36301,00	140288,00	17962,00	1061,09	1625	2
VALENTIN SEGUY	57	70	7	35	111760,00	31619,00	143379,00	16624,00	1596,57	1961	1
JEAN-BERNARD EYQUEM	36	45	7	27	138951,00	71094,00	210045,00	22577,00	3087,80	3860	1
MME MARGOT ROMARY	58	68	7	25	68595,00	17017,00	85612,00	12029,00	1008,75	1183	1
JEREMY MOISAN	17	24	7	13	48128,00	21551,00	69679,00	8704,00	2005,33	2831	1
MICKAEL FOREST	57	92	6	54	137636,00	43992,00	181628,00	23179,00	1496,04	2415	2
MME LAURA POGGIONOVO	67	96	6	53	109677,00	36570,00	146247,00	17125,00	1142,47	1637	1
MAXIME FOULON	71	106	6	52	142572,00	31240,00	173812,00	25642,00	1345,02	2008	1
PIERRE BAZIRE	65	103	6	45	115041,00	37097,00	152138,00	14824,00	1116,90	1770	2
YOANN ROUSSET	43	69	6	38	87166,00	35234,00	122400,00	14968,00	1263,28	2027	2
ALEJANDRO GUTIERREZ VAL	47	76	6	36	99291,00	39493,00	138784,00	12790,00	1306,46	2113	2
XAVIER BERGERON	45	66	6	30	83043,00	23645,00	106688,00	13596,00	1258,23	1845	1
LAURENT DOREAU	17	26	6	13	60325,00	1471,00	61796,00	10879,00	2320,19	3549	2
HUGO JOURNIAC	71	104	5	54	149646,00	77375,00	227021,00	22297,00	1438,90	2108	1
RONAN THOMAS	38	89	5	50	218325,00	137475,00	355800,00	39448,00	2453,09	5745	2
HUGO MOUESAN	73	89	5	40	87262,00	28317,00	115579,00	12723,00	980,47	1195	1
SAMY LE QUILLEUC	53	76	5	38	99211,00	55077,00	154288,00	19147,00	1305,41	1872	1
GIOVANNI SIAS	49	71	5	38	94448,00	44288,00	138736,00	13814,00	1330,25	1928	1
WARREN LEVESQUE	45	59	5	35	70964,00	31430,00	102394,00	11373,00	1202,78	1577	1
YOANN BARILLE	50	58	5	29	58104,00	11906,00	70010,00	10512,00	1001,79	1162	1
MAXENCE MARQUETTE	52	66	5	25	60101,00	24468,00	84569,00	8318,00	910,62	1156	1
PIERRE LE DIGABEL	23	32	5	17	59507,00	23844,00	83351,00	10114,00	1859,59	2587	1
MME SOPHIE TISON	32	46	5	14	68728,00	28043,00	96771,00	8318,00	1494,09	2148	1
MICHEL WENDEL	14	19	5	12	51560,00	9895,00	61455,00	9461,00	2713,68	3683	1
TIMOTHE BREBION	30	33	5	9	43331,00	17993,00	61324,00	5957,00	1313,06	1444	1
MAXIMILIEN JUSTUM	60	92	4	44	83651,00	34678,00	118329,00	14654,00	909,25	1394	2
NUNO MANUEL LOPES DUARTE	62	81	4	34	61079,00	28082,00	89161,00	10622,00	754,06	985	1
CLEMENT CADEL	45	59	4	30	65738,00	21830,00	87568,00	11995,00	1114,20	1461	1
ANTHONY BERNARD	47	68	4	28	54736,00	21582,00	76318,00	9839,00	804,94	1165	1
ARTHUR MOSSE	31	49	4	24	74205,00	36754,00	110959,00	11999,00	1514,39	2394	2
COSTANTINO CARBONI	37	49	4	21	56887,00	27893,00	84780,00	9525,00	1160,96	1537	1
ANTHONY GIREL	24	38	4	15	28136,00	12781,00	40917,00	4268,00	740,42	1172	2
RICARDO MANUEL SOUSA FERREIRA	24	29	4	14	58910,00	28309,00	87219,00	9267,00	2031,38	2455	1
CHRISTOPHE BILLARDELLO	18	29	4	13	30322,00	12677,00	42999,00	5020,00	1045,59	1685	2
DYLAN ALBERCA-GAVILAN	19	34	4	12	34394,00	18010,00	52404,00	6928,00	1011,59	1810	2
EMANUELE SOLINAS	12	20	4	8	29889,00	12880,00	42769,00	4156,00	1494,45	2491	2
MARTIN SEIDL	14	15	4	6	40895,00	4893,00	45788,00	1563,00	2726,33	2921	1
MME MARIE VELON	71	86	3	43	78890,00	39748,00	118638,00	14045,00	917,33	1111	1
ROMAIN DUBORD	56	80	3	39	56561,00	17183,00	73744,00	9065,00	707,01	1010	1
MATTHIAS LAURON	47	66	3	37	51298,00	14623,00	65921,00	9503,00	777,24	1091	1
OLIVIER D' ANDIGNE	46	70	3	34	78170,00	21331,00	99501,00	13886,00	1116,71	1699	2
BERTRAND FLANDRIN	43	54	3	34	54952,00	15340,00	70292,00	6363,00	1017,63	1278	1
MME PERRINE CHEYER	61	83	3	31	52964,00	19177,00	72141,00	7848,00	638,12	868	1
MME MARINA BRUNELLI	33	53	3	31	47550,00	26164,00	73714,00	9543,00	897,17	1441	2
MME JULIA LACROIX	20	43	3	23	47870,00	21534,00	69404,00	8057,00	1113,26	2394	2
GARY SANCHEZ	32	38	3	20	41133,00	22461,00	63594,00	7839,00	1082,45	1285	1
EBBE VERHESTRAETEN	26	42	3	19	73131,00	49090,00	122221,00	10958,00	1741,21	2813	2
NICOLAS BAUDET	37	56	3	18	45310,00	24098,00	69408,00	8544,00	809,11	1225	2
MME LUANA DUPELIN LALUNG	12	22	3	18	26045,00	13465,00	39510,00	5041,00	1183,86	2170	2
FRANCK TORRALBA	17	26	3	18	25660,00	12177,00	37837,00	4910,00	986,92	1509	2
JACKY NICOLEAU	37	47	3	17	60851,00	30950,00	91801,00	10796,00	1294,70	1645	1
VINCENT CHENET	25	39	3	16	53687,00	4145,00	57832,00	9682,00	1376,59	2147	2
LEO-PAUL BRECHET	20	25	3	15	48886,00	12538,00	61424,00	6852,00	1955,44	2444	1
MME SARAH AKARI-SOUIDANE	25	34	3	15	23355,00	14843,00	38198,00	4960,00	686,91	934	1
MME MANON FLEURY	22	32	3	14	36606,00	17553,00	54159,00	7047,00	1143,94	1664	1
ANTOINE SUBIAS	40	44	3	14	29504,00	6569,00	36073,00	5165,00	670,55	738	1
KEVIN GAUDEFFROY	20	24	3	14	23965,00	6809,00	30774,00	4193,00	998,54	1198	1
CEDRIC REYNAUD	11	18	3	14	18650,00	10146,00	28796,00	3711,00	1036,11	1695	2
THOMAS BLANCHOUIN	21	29	3	13	32996,00	14697,00	47693,00	5496,00	1137,79	1571	1
MME MATHILDE CABAL	30	40	3	11	30737,00	15937,00	46674,00	6063,00	768,43	1025	1
MME LEANE DAVID	17	29	3	11	24835,00	6775,00	31610,00	3176,00	856,38	1461	2
MME ELAURA CIESLIK	13	17	3	10	51365,00	1323,00	52688,00	9229,00	3021,47	3951	1
MAEL GRONDIN	14	20	3	7	32385,00	15692,00	48077,00	5454,00	1619,25	2313	1
MME SIBYLLE VOGT	12	13	3	6	45062,00	14978,00	60040,00	4515,00	3466,31	3755	1
LUCAS ZULIANI	7	10	3	6	44550,00	0,00	44550,00	7922,00	4455,00	6364	1
ROSARIO MANGIONE	62	94	2	46	86255,00	39817,00	126072,00	14429,00	917,61	1391	2
CHRISTOPHER RAIMBAULT	39	47	2	28	36669,00	8340,00	45009,00	6248,00	780,19	940	1
CLEMENT MERILLE	25	44	2	25	51172,00	7098,00	58270,00	8808,00	1163,00	2047	2
MATHIEU CALBRIX	37	47	2	25	38668,00	20639,00	59307,00	6006,00	822,72	1045	1
MME LAURA GROSSO	33	48	2	22	38373,00	8992,00	47365,00	6659,00	799,44	1163	1
BRANDON FLAMENT	28	37	2	15	34064,00	8353,00	42417,00	3443,00	920,65	1217	1
MME AXELLE DUQUESNOY	13	31	2	15	32643,00	13324,00	45967,00	5534,00	1053,00	2511	2
MME ANAELLE MEKOUCHE	31	40	2	14	33283,00	15236,00	48519,00	6036,00	832,08	1074	1
ARTHUR VILCHIEN	21	26	2	14	28052,00	13017,00	41069,00	5299,00	1078,92	1336	1
LUKA ROUSSEAU	13	19	2	12	30080,00	2328,00	32408,00	5452,00	1583,16	2314	1
ARNAUD BOURGEAIS	23	27	2	11	34732,00	15361,00	50093,00	7108,00	1286,37	1510	1
GABRIEL ROTH LE VAILLANT	15	20	2	11	20235,00	6919,00	27154,00	3134,00	1011,75	1349	1
CLEMENT GUITRAUD	11	14	2	10	20899,00	0,00	20899,00	3628,00	1492,79	1900	1
MME SHANA TOPIN	24	30	2	9	16084,00	9425,00	25509,00	3144,00	536,13	670	1
MME LEA BAILS	11	14	2	7	24664,00	11161,00	35825,00	3678,00	1761,71	2242	1
VICTOR DUPONT	8	11	2	7	20637,00	13017,00	33654,00	4384,00	1876,09	2580	1
JENTE MARIEN	15	19	2	6	23908,00	10619,00	34527,00	4270,00	1258,32	1594	1
OISIN MURPHY	8	10	2	5	302720,00	0,00	302720,00	0,00	30272,00	37840	1
COLIN KEANE	6	9	2	5	98045,00	0,00	98045,00	0,00	10893,89	16341	2
MME SOPHIE CHUETTE	13	18	2	5	21518,00	14346,00	35864,00	4301,00	1195,44	1655	1
BRYAN LABATE	7	9	2	4	20568,00	9965,00	30533,00	3967,00	2285,33	2938	1
MME COLINE SAULOUP	8	11	2	4	15938,00	6765,00	22703,00	1996,00	1448,91	1992	1
RYAN-LEE MOORE	4	4	2	1	1208485,00	234274,00	1442759,00	119479,00	302121,25	302121	1
MME ANGELE MENARD-LEDAUPHIN	4	4	2	1	9906,00	2657,00	12563,00	1611,00	2476,50	2476	1
MME MANON GERMAIN	49	71	1	38	59174,00	27097,00	86271,00	8567,00	833,44	1208	1
ADRIAN LE LAY MARTIN	27	33	1	24	40969,00	12821,00	53790,00	4453,00	1241,48	1517	1
RICHARD JUTEAU	32	39	1	14	21727,00	3281,00	25008,00	3663,00	557,10	679	1
JEROME MOUTARD	22	23	1	11	31209,00	13285,00	44494,00	5362,00	1356,91	1419	1
MME ALISON MASSIN	14	19	1	11	21193,00	14890,00	36083,00	4419,00	1115,42	1514	1
FRANCK FORESI	16	19	1	11	19209,00	5292,00	24501,00	3513,00	1011,00	1201	1
LUCA CARBONI	15	17	1	8	12779,00	1643,00	14422,00	500,00	751,71	852	1
MME MAELIE PIEN	11	16	1	7	17051,00	8981,00	26032,00	3366,00	1065,69	1550	1
GABRIELE CONGIU	10	19	1	7	12796,00	5986,00	18782,00	1916,00	673,47	1280	2
KOBE VANDERBEKE	12	21	1	5	13907,00	5445,00	19352,00	2279,00	662,24	1159	2
SOUFIANE SAADI	8	8	1	5	10098,00	4290,00	14388,00	1443,00	1262,25	1262	1
LEON WOLFF	4	6	1	4	22881,00	15565,00	38446,00	4650,00	3813,50	5720	2
HAKIM TABET	6	6	1	3	9718,00	4035,00	13753,00	1187,00	1619,67	1620	1
MME CANDICE SPERRY	12	15	1	3	5897,00	4213,00	10110,00	903,00	393,13	491	1
SHANE FOLEY	2	2	1	1	40260,00	0,00	40260,00	0,00	20130,00	20130	1
REMI CAMPOS	1	3	1	1	8842,00	3978,00	12820,00	1666,00	2947,33	8842	3
QUENTIN GAIGNARD	2	2	1	1	5600,00	0,00	5600,00	896,00	2800,00	2800	1
SANDRO GESSA	3	4	1	1	4650,00	2092,00	6742,00	875,00	1162,50	1550	1
ARNAUD DE LEPINE	2	2	1	1	4000,00	1800,00	5800,00	753,00	2000,00	2000	1
BOLOT KALYSBEK UULU	3	3	1	0	9100,00	0,00	9100,00	0,00	3033,33	3033	1
MME MARGOT BESNARD	2	3	1	0	5000,00	0,00	5000,00	900,00	1666,67	2500	2
ESTEBAN METIVIER	1	1	1	0	5000,00	0,00	5000,00	900,00	5000,00	5000	1
ANTHONY RENARD	1	1	1	0	5000,00	0,00	5000,00	900,00	5000,00	5000	1
MME LEA DENUAULT	4	4	1	0	4500,00	2025,00	6525,00	848,00	1125,00	1125	1
MME NINON MARTEL	2	2	1	0	4500,00	2025,00	6525,00	554,00	2250,00	2250	1
TRISTAN LEMAGNEN	1	1	1	0	4000,00	0,00	4000,00	640,00	4000,00	4000	1
CHARLY BOUTTIER	8	10	1	0	3750,00	0,00	3750,00	600,00	375,00	469	1
MME LUCIE CASTILLON	4	5	1	0	3750,00	1687,00	5437,00	462,00	750,00	938	1
MAEL LE CALLONEC	30	36	0	22	28420,00	11385,00	39805,00	5101,00	789,44	947	1
MME CAMILLE COLLET-VIDAL	7	23	0	13	19499,00	6302,00	25801,00	2049,00	847,78	2786	3
ALEXANDRE LASTRAJOLI	12	17	0	12	15161,00	2855,00	18016,00	2575,00	891,82	1263	1
MOHAMMAD ZEESHAAN SAHEBJAN	20	28	0	11	10270,00	1513,00	11783,00	1264,00	366,79	514	1
JAMES WILLIAM DOYLE	10	13	0	10	138500,00	21742,00	160242,00	8040,00	10653,85	13850	1
MME SARAH ST LARY LEROY	10	16	0	9	7795,00	4307,00	12102,00	1191,00	487,19	780	2
NICOLAS ASTIER	18	25	0	9	5097,00	2489,00	7586,00	956,00	203,88	283	1
TITOUAN SPORLI	9	11	0	8	8007,00	0,00	8007,00	1402,00	727,91	890	1
SEBASTIANO DERIU	10	11	0	8	7596,00	4833,00	12429,00	1165,00	690,55	760	1
ANTHONY JARDEL	10	13	0	7	8475,00	2875,00	11350,00	1575,00	651,92	848	1
STEPHANE BREUX	23	29	0	7	8064,00	3545,00	11609,00	1082,00	278,07	351	1
DORDE PEROVIC	5	7	0	6	12050,00	8657,00	20707,00	2582,00	1721,43	2410	1
DAMIEN MORIN	12	13	0	6	7250,00	3202,00	10452,00	1337,00	557,69	604	1
DYLAN SALMON	11	13	0	6	5751,00	2959,00	8710,00	1097,00	442,38	523	1
ENZO CRUBLET	8	9	0	6	3635,00	1671,00	5306,00	541,00	403,89	454	1
MME AXELLE NICCO	3	8	0	5	10493,00	3675,00	14168,00	1915,00	1311,63	3498	3
RAMON AGUILERA PUENTE	6	15	0	5	5717,00	2098,00	7815,00	1045,00	381,13	953	3
LOUIS ARMANCE	7	10	0	5	5294,00	1833,00	7127,00	882,00	529,40	756	1
MME ELLA MUNTWYLER	7	12	0	5	4748,00	3320,00	8068,00	1046,00	395,67	678	2
MME CECILIA POIRIER	12	12	0	5	4300,00	1214,00	5514,00	787,00	358,33	358	1
SEBASTIEN JUST	11	15	0	5	4059,00	1038,00	5097,00	433,00	270,60	369	1
SIMON PLANQUE	5	5	0	4	9464,00	2736,00	12200,00	1842,00	1892,80	1893	1
RICCARDO IACOPINI	5	5	0	4	6443,00	3743,00	10186,00	1323,00	1288,60	1289	1
THOMAS JOURNIAC	6	6	0	4	6060,00	0,00	6060,00	1042,00	1010,00	1010	1
AXIL GUILLOTEAU	8	9	0	4	5532,00	3123,00	8655,00	1132,00	614,67	692	1
TYSON VENTADOUR	4	6	0	4	5414,00	0,00	5414,00	945,00	902,33	1354	2
MME ESTHER RUTH WEISSMEIER	5	7	0	4	5341,00	466,00	5807,00	127,00	763,00	1068	1
MME MEGANE PESLIER	6	6	0	4	5230,00	2256,00	7486,00	995,00	871,67	872	1
CLEMENT LEFEBVRE	5	5	0	4	4986,00	1135,00	6121,00	917,00	997,20	997	1
MAVIS MUNGROO	9	10	0	4	3041,00	1367,00	4408,00	571,00	304,10	338	1
