Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MR ERIC FEURTET	8	20	3	8	54763,00	30147,00	84910,00	10706,00	2738,15	6845	3
OTI MANAGEMENT PTY LTD	4	20	2	13	51822,00	29559,00	81381,00	10571,00	2591,10	12956	5
MR ERIC PUERARI	21	75	8	30	133539,00	71512,00	205051,00	10569,00	1780,52	6359	4
FRAMONT LIMITED	18	58	4	28	92056,00	52449,00	144505,00	10424,00	1587,17	5114	3
HA.PANTALL (S)	7	18	3	9	115567,00	83671,00	199238,00	10402,00	6420,39	16510	3
DAYTON INVESTMENTS LTD	15	39	7	23	194525,00	37926,00	232451,00	10357,00	4987,82	12968	3
MR BRUNO BERTIN	1	7	4	3	109584,00	49309,00	158893,00	10324,00	15654,86	109584	7
MR PIERRE-YVES JUILLARD	1	7	4	3	109584,00	49309,00	158893,00	10324,00	15654,86	109584	7
HARAS GARMAR	4	17	3	9	50367,00	28630,00	78997,00	10264,00	2962,76	12592	4
HARAS DU QUESNAY	10	26	1	16	52465,00	23604,00	76069,00	9880,00	2017,88	5246	3
MR JAMES BAUDOUIN	5	18	1	10	47206,00	30310,00	77516,00	9843,00	2622,56	9441	4
MR JACQUES-FRANCIS BOUDET	3	4	1	2	179730,00	18328,00	198058,00	9790,00	44932,50	59910	1
HARAS DES PYRENEES	11	37	0	25	52116,00	29205,00	81321,00	9761,00	1408,54	4738	3
MR CHRISTIAN VALLEE	3	21	2	11	56819,00	35477,00	92296,00	9751,00	2705,67	18940	7
MME GENEVIEVE NEVEUX	9	36	4	20	64259,00	32088,00	96347,00	9604,00	1784,97	7140	4
ROY RACING LTD	6	21	2	9	45414,00	27926,00	73340,00	9490,00	2162,57	7569	4
MME CATHERINE KAIRIS	7	29	7	12	97031,00	48150,00	145181,00	9461,00	3345,90	13862	4
SCEA  HARAS DE SAINT PAIR	10	34	3	16	97957,00	55681,00	153638,00	9424,00	2881,09	9796	3
BLOODSTOCK AGENCY LTD	11	44	3	24	81105,00	38968,00	120073,00	9402,00	1843,30	7373	4
MME STEPHANIE CASTANHEIRA	4	14	3	7	47033,00	25057,00	72090,00	9220,00	3359,50	11758	4
MR PHILIPPE DELAEY	5	25	3	15	40465,00	29761,00	70226,00	9120,00	1618,60	8093	5
MME MARIE-LAURE COLLET	17	53	5	30	97747,00	52043,00	149790,00	8884,00	1844,28	5750	3
HARAS DE MAGOUET	8	25	2	12	43522,00	28704,00	72226,00	8870,00	1740,88	5440	3
S.A.S. HARAS LE GUE	1	5	1	3	46968,00	21134,00	68102,00	8852,00	9393,60	46968	5
MME DOMINIQUE BESSET	7	42	1	21	47313,00	24303,00	71616,00	8775,00	1126,50	6759	6
HARAS D'ECOUVES	11	31	5	15	67999,00	32525,00	100524,00	8638,00	2193,52	6182	3
NOIR ET OR ELEVAGE S.A.	10	24	3	13	85703,00	50778,00	136481,00	8611,00	3570,96	8570	2
CUADRA MEDITERRANEO	4	15	1	11	45869,00	29012,00	74881,00	8558,00	3057,93	11467	4
HARAS DE LA HUDERIE	12	37	5	13	46875,00	22255,00	69130,00	8392,00	1266,89	3906	3
MME MIREILLE DESVAUX	7	33	5	13	61185,00	26623,00	87808,00	8290,00	1854,09	8741	5
CONCEPT REAL AG	10	28	5	17	67430,00	32614,00	100044,00	8189,00	2408,21	6743	3
S.C.E.A. ECURIE DE MONTFORT	11	33	3	15	52455,00	25027,00	77482,00	8184,00	1589,55	4769	3
MME JEAN-LOUIS GIRAL	6	28	1	21	41140,00	21624,00	62764,00	8146,00	1469,29	6857	5
SAS I.E.I.	20	67	4	35	136493,00	72867,00	209360,00	8087,00	2037,21	6825	3
MME GILLES FORIEN	14	53	7	15	95529,00	59468,00	154997,00	8086,00	1802,43	6824	4
MR DIETER BURKLE	8	41	4	24	56439,00	34302,00	90741,00	8005,00	1376,56	7055	5
SOCIETA AGRICOLA CORTE BACCOLI	1	10	3	5	35182,00	26384,00	61566,00	8000,00	3518,20	35182	10
MR GUY CHEREL	10	22	5	9	45179,00	3340,00	48519,00	7990,00	2053,59	4518	2
MR IVANO RICCI	1	5	3	2	34942,00	26205,00	61147,00	7947,00	6988,40	34942	5
MR ALBAN CHEVALIER DU FAU	9	36	3	20	84908,00	50791,00	135699,00	7920,00	2358,56	9434	4
MR HARALD GRITSCHER	4	15	4	8	42275,00	18852,00	61127,00	7893,00	2818,33	10569	4
HARAS DES EVEES	9	45	3	21	61340,00	35604,00	96944,00	7831,00	1363,11	6816	5
BUCK RACING	2	7	2	4	41252,00	18791,00	60043,00	7819,00	5893,14	20626	4
MR ALAIN PRUDENT	4	18	7	7	58940,00	33349,00	92289,00	7720,00	3274,44	14735	5
