Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
FH. GRAFFARD (S)	104	173	48	100	1199036,00	382554,00	1581590,00	111100,00	6930,84	11529	2
A. FABRE (S)	89	142	22	92	837237,00	283666,00	1120903,00	90050,00	5896,04	9407	2
C. ESCUDER	113	376	43	213	771189,00	399042,00	1170231,00	122906,00	2051,03	6825	3
P. COTTIER	49	158	23	104	549264,00	297213,00	846477,00	98200,00	3476,35	11209	3
J. REYNIER (S)	59	138	25	82	536276,00	236022,00	772298,00	74509,00	3886,06	9089	2
HA. PANTALL (S)	95	237	22	132	487927,00	185992,00	673919,00	57033,00	2058,76	5136	2
JC. ROUGET (S)	42	91	18	61	466333,00	252115,00	718448,00	74618,00	5124,54	11103	2
Y. BARBEROT (S)	48	135	17	84	463070,00	261075,00	724145,00	70067,00	3430,15	9647	3
M. BOUTIN (S)	43	243	21	131	417076,00	197200,00	614276,00	69974,00	1716,36	9699	6
C. FERLAND (S)	41	83	14	44	378147,00	208706,00	586853,00	54663,00	4555,99	9223	2
C. BOUTIN (S)	26	153	18	91	364951,00	168238,00	533189,00	62762,00	2385,30	14037	6
N. PERRET (S)	53	174	15	112	357648,00	175306,00	532954,00	59033,00	2055,45	6748	3
MME M. SCANDELLA-LACAILLE	53	195	21	121	343821,00	186798,00	530619,00	62489,00	1763,18	6487	4
C&Y. LERNER (S)	43	90	8	54	313562,00	178092,00	491654,00	50177,00	3484,02	7292	2
G. MOSSE (S)	34	92	9	53	284648,00	121715,00	406363,00	42311,00	3094,00	8372	3
P&J. BRANDT (S)	24	55	12	32	282600,00	140945,00	423545,00	48237,00	5138,18	11775	2
M. PITART	54	133	16	72	279962,00	158976,00	438938,00	52201,00	2104,98	5184	2
M. BARATTI (S)	44	86	12	53	275116,00	148323,00	423439,00	43202,00	3199,02	6253	2
S. WATTEL (S)	44	87	10	46	264644,00	155272,00	419916,00	48085,00	3041,89	6015	2
A. FOUASSIER	64	161	18	91	263312,00	119951,00	383263,00	47104,00	1635,48	4114	3
R. FRADET (S)	23	94	12	53	256919,00	145420,00	402339,00	48365,00	2733,18	11170	4
N. CAULLERY	39	120	11	59	232151,00	87024,00	319175,00	34527,00	1934,59	5953	3
M. DELCHER SANCHEZ	28	61	9	35	229293,00	70604,00	299897,00	19816,00	3758,90	8189	2
MME S. GAVILAN	45	125	11	65	204190,00	108085,00	312275,00	36807,00	1633,52	4538	3
FR. MONFORT (S)	47	131	11	79	201318,00	95734,00	297052,00	31022,00	1536,78	4283	3
G. BIETOLINI	38	80	11	37	201302,00	117541,00	318843,00	34202,00	2516,28	5297	2
D. ARTU (S)	22	94	12	44	199377,00	99822,00	299199,00	37105,00	2121,03	9063	4
F. FORESI	36	155	9	72	187114,00	83070,00	270184,00	30948,00	1207,19	5198	4
J. PARIZE	28	161	8	72	184351,00	71589,00	255940,00	27477,00	1145,04	6584	6
ED. MONFORT (S)	39	97	9	59	180978,00	87792,00	268770,00	27044,00	1865,75	4640	2
HF. DEVIN (S)	29	50	7	38	178944,00	86152,00	265096,00	22361,00	3578,88	6170	2
F. CHAPPET (S)	34	76	6	42	176124,00	97305,00	273429,00	31150,00	2317,42	5180	2
P. GROUALLE (S)	21	50	5	34	167147,00	90633,00	257780,00	28330,00	3342,94	7959	2
P. DECOUZ (S)	29	61	6	43	166022,00	84501,00	250523,00	29769,00	2721,67	5725	2
M. BRASME (S)	39	110	10	48	165145,00	82884,00	248029,00	29206,00	1501,32	4234	3
CHR. HEAD (S)	25	47	6	30	157511,00	91102,00	248613,00	19594,00	3351,30	6300	2
J. ANDREU (S)	23	80	10	52	156629,00	91513,00	248142,00	28602,00	1957,86	6810	3
A. MURPHY (S)	41	83	9	46	154652,00	48979,00	203631,00	12505,00	1863,28	3772	2
A. BOTTI (S)	30	84	6	48	152941,00	69018,00	221959,00	22440,00	1820,73	5098	3
L. BAUDRON (S)	21	59	8	36	152132,00	66337,00	218469,00	23834,00	2578,51	7244	3
RC. MONTENEGRO	38	124	7	64	150657,00	37943,00	188600,00	15067,00	1214,98	3965	3
CH. PLISSON (S)	24	118	7	46	148490,00	68058,00	216548,00	26749,00	1258,39	6187	5
