Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
FH. GRAFFARD (S)	96	149	35	93	771977,00	269392,00	1041369,00	73794,00	5181,05	8041	2
C. ESCUDER	110	344	38	192	700056,00	363945,00	1064001,00	110427,00	2035,05	6364	3
A. FABRE (S)	82	116	18	78	663554,00	232015,00	895569,00	69049,00	5720,29	8092	1
P. COTTIER	48	141	20	93	484204,00	259219,00	743423,00	85791,00	3434,07	10088	3
J. REYNIER (S)	54	117	23	69	476373,00	210481,00	686854,00	67758,00	4071,56	8822	2
HA. PANTALL (S)	88	202	20	114	417992,00	151034,00	569026,00	46723,00	2069,27	4750	2
JC. ROUGET (S)	38	74	17	48	413161,00	227649,00	640810,00	66710,00	5583,26	10873	2
M. BOUTIN (S)	42	220	21	115	398713,00	187739,00	586452,00	66965,00	1812,33	9493	5
Y. BARBEROT (S)	48	117	14	71	366076,00	200523,00	566599,00	56013,00	3128,85	7627	2
C. BOUTIN (S)	23	142	18	83	357476,00	164659,00	522135,00	61457,00	2517,44	15542	6
N. PERRET (S)	52	158	13	101	316310,00	154718,00	471028,00	51947,00	2001,96	6083	3
MME M. SCANDELLA-LACAILLE	53	178	18	114	304883,00	164655,00	469538,00	55478,00	1712,83	5753	3
C. FERLAND (S)	37	73	13	39	301792,00	178143,00	479935,00	43608,00	4134,14	8157	2
S. WATTEL (S)	43	82	9	46	251194,00	145185,00	396379,00	46085,00	3063,34	5842	2
R. FRADET (S)	21	85	11	50	242777,00	137861,00	380638,00	46016,00	2856,20	11561	4
M. PITART	49	115	13	62	242270,00	142180,00	384450,00	44881,00	2106,70	4944	2
M. BARATTI (S)	38	69	10	43	230705,00	119958,00	350663,00	35132,00	3343,55	6071	2
A. FOUASSIER	58	140	15	79	228435,00	105774,00	334209,00	41031,00	1631,68	3939	2
P&J. BRANDT (S)	22	43	9	26	226799,00	114898,00	341697,00	40273,00	5274,40	10309	2
C&Y. LERNER (S)	40	72	5	43	226522,00	129314,00	355836,00	36319,00	3146,14	5663	2
G. MOSSE (S)	30	72	5	45	213114,00	89349,00	302463,00	31326,00	2959,92	7104	2
FR. MONFORT (S)	43	115	11	73	195007,00	92009,00	287016,00	29723,00	1695,71	4535	3
D. ARTU (S)	20	84	12	40	194874,00	97051,00	291925,00	36190,00	2319,93	9744	4
MME S. GAVILAN	40	108	11	56	189749,00	100850,00	290599,00	34429,00	1756,94	4744	3
N. CAULLERY	35	105	8	51	183954,00	65921,00	249875,00	25961,00	1751,94	5256	3
F. FORESI	35	140	9	65	178981,00	79413,00	258394,00	29600,00	1278,44	5114	4
J. PARIZE	26	151	8	67	178202,00	68773,00	246975,00	26444,00	1180,15	6854	6
G. BIETOLINI	32	64	10	28	176669,00	110363,00	287032,00	32269,00	2760,45	5521	2
M. DELCHER SANCHEZ	27	48	6	27	170403,00	42373,00	212776,00	12385,00	3550,06	6311	2
F. CHAPPET (S)	31	65	6	37	166074,00	90932,00	257006,00	29168,00	2554,98	5357	2
HF. DEVIN (S)	27	44	6	34	163655,00	78695,00	242350,00	20407,00	3719,43	6061	2
CHR. HEAD (S)	25	45	6	28	153211,00	88357,00	241568,00	19050,00	3404,69	6128	2
M. BRASME (S)	33	94	10	41	151352,00	75711,00	227063,00	27401,00	1610,13	4586	3
P. DECOUZ (S)	27	57	5	41	151019,00	77880,00	228899,00	26950,00	2649,46	5593	2
L. BAUDRON (S)	17	50	8	29	143180,00	60614,00	203794,00	21931,00	2863,60	8422	3
P. GROUALLE (S)	19	39	5	26	142528,00	80443,00	222971,00	25131,00	3654,56	7501	2
ED. MONFORT (S)	35	81	7	48	142339,00	64684,00	207023,00	19927,00	1757,27	4067	2
JUL. PHELIPPON	17	63	7	31	137090,00	67247,00	204337,00	25857,00	2176,03	8064	4
A. BOTTI (S)	29	72	6	41	134303,00	62767,00	197070,00	20644,00	1865,32	4631	2
CH. PLISSON (S)	23	111	6	43	133966,00	61524,00	195490,00	24014,00	1206,90	5825	5
RC. MONTENEGRO	35	109	6	60	133523,00	33380,00	166903,00	13845,00	1224,98	3815	3
J. ANDREU (S)	21	66	7	42	131206,00	75307,00	206513,00	23267,00	1987,97	6248	3
A. MURPHY (S)	35	70	8	36	129821,00	41294,00	171115,00	10073,00	1854,59	3709	2
P. OLAVE VALDIVIELSO	14	26	5	14	124749,00	77935,00	202684,00	17857,00	4798,04	8911	2
J. BOISNARD (S)	36	91	7	46	124015,00	68921,00	192936,00	22668,00	1362,80	3445	3
TIM. DONWORTH (S)	28	44	5	24	123351,00	62172,00	185523,00	21170,00	2803,43	4405	2
CH. GOURDAIN (S)	26	79	6	50	122883,00	60874,00	183757,00	23436,00	1555,48	4726	3
MME Y. VOLLMER	34	99	6	47	121330,00	60180,00	181510,00	21305,00	1225,56	3569	3
E. LIBAUD (S)	28	53	5	30	117883,00	59508,00	177391,00	21402,00	2224,21	4210	2
Y. BONNEFOY (S)	22	97	2	56	115097,00	49048,00	164145,00	18027,00	1186,57	5232	4
M. GUARNIERI	25	77	5	33	114197,00	56446,00	170643,00	19357,00	1483,08	4568	3
X. BLANCHET (S)	21	47	5	24	112530,00	50187,00	162717,00	18965,00	2394,26	5359	2
G. PANNIER	15	45	6	26	111615,00	57643,00	169258,00	20273,00	2480,33	7441	3
A. BARON	21	58	8	30	109824,00	50928,00	160752,00	19811,00	1893,52	5230	3
CLEMENT & HERMANS (S)	24	41	6	21	109716,00	64076,00	173792,00	16994,00	2676,00	4572	2
M. DELZANGLES	28	56	4	33	109660,00	69937,00	179597,00	21999,00	1958,21	3916	2
T. POCHE	28	90	8	37	109627,00	48269,00	157896,00	20164,00	1218,08	3915	3
S. KOBAYASHI (S)	22	41	3	21	108493,00	77340,00	185833,00	23817,00	2646,17	4932	2
D. GUILLEMIN (S)	18	31	7	19	105767,00	25351,00	131118,00	20203,00	3411,84	5876	2
D&P. PROD'HOMME (S)	15	56	4	25	105370,00	51705,00	157075,00	18652,00	1881,61	7025	4
E. MIKHALIDES (S)	12	42	7	21	101163,00	56809,00	157972,00	16523,00	2408,64	8430	4
D. MELE (S)	16	25	6	14	100479,00	29211,00	129690,00	18625,00	4019,16	6280	2
L. GADBIN (S)	30	59	3	39	97667,00	51543,00	149210,00	15192,00	1655,37	3256	2
MME A. KARKOSA	27	32	5	18	96651,00	37163,00	133814,00	12831,00	3020,34	3580	1
P. SOGORB	28	63	6	33	92312,00	33631,00	125943,00	10652,00	1465,27	3297	2
MME V. HEAD	25	42	4	24	91583,00	54543,00	146126,00	14828,00	2180,55	3663	2
