Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
WERTHEIMER & FRERE	72	170	29	95	612526,00	352677,00	965203,00	87968,00	3603,09	8507	2
GUY PARIENTE HOLDING	82	251	23	136	477506,00	301539,00	779045,00	87787,00	1902,41	5823	3
MR JEAN-PIERRE-JOSEPH DUBOIS	39	109	16	62	282974,00	182470,00	465444,00	54555,00	2596,09	7256	3
MR ALAIN CHOPARD	56	227	17	106	285704,00	160767,00	446471,00	49721,00	1258,61	5102	4
MR JEAN-CLAUDE SEROUL	54	164	13	91	276509,00	140855,00	417364,00	41627,00	1686,03	5121	3
AL SHAQAB RACING	43	122	10	73	271542,00	168400,00	439942,00	41451,00	2225,75	6315	3
HARAS DE LA PERELLE	23	67	8	41	218601,00	112203,00	330804,00	38277,00	3262,70	9504	3
FRANKLIN FINANCE S.A.	35	87	10	50	185799,00	109102,00	294901,00	37046,00	2135,62	5309	2
SCUDERIA MICOLO SNC	22	86	7	58	184411,00	93089,00	277500,00	35718,00	2144,31	8382	4
HARAS D'ETREHAM	52	144	13	69	304138,00	189812,00	493950,00	34003,00	2112,07	5849	3
YEGUADA CENTURION SLU	24	48	10	18	217881,00	132545,00	350426,00	33805,00	4539,19	9078	2
AGA KHAN STUDS SC	40	72	11	38	287760,00	108383,00	396143,00	28716,00	3996,67	7194	2
M.BOUTIN (S)	23	105	7	60	148479,00	75359,00	223838,00	28432,00	1414,09	6456	5
GESTUT ZUR KUSTE AG	39	117	10	50	201339,00	124493,00	325832,00	28402,00	1720,85	5163	3
MR THIERRY DE LA HERONNIERE	36	113	13	53	235350,00	139198,00	374548,00	27325,00	2082,74	6538	3
MR ALAIN JATHIERE	29	84	13	33	166478,00	95217,00	261695,00	26731,00	1981,88	5741	3
ECURIE NORMANDIE PUR SANG	21	68	9	31	141099,00	63479,00	204578,00	26572,00	2074,99	6719	3
HARAS DE BEAUMONT	11	29	5	19	116734,00	87543,00	204277,00	24759,00	4025,31	10612	3
MR RASHIT SHAYKHUTDINOV	26	60	6	33	138872,00	82730,00	221602,00	24292,00	2314,53	5341	2
MR CHRISTOPHE JOUANDOU	14	59	8	26	117055,00	56541,00	173596,00	22576,00	1983,98	8361	4
SUMBE	19	53	4	31	108758,00	63974,00	172732,00	22043,00	2052,04	5724	3
