Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
CRISTIAN DEMURO	296	417	59	251	1383385,00	711499,00	2094884,00	227459,00	3317,47	4674	1
MARVIN GRANDIN	288	471	50	274	1175440,00	589403,00	1764843,00	191839,00	2495,63	4081	2
ANTONIO ORANI	143	239	45	138	777853,00	389296,00	1167149,00	124765,00	3254,62	5440	2
CLEMENT LECOEUVRE	144	204	27	110	636031,00	269229,00	905260,00	92153,00	3117,80	4417	1
ALEXIS POUCHIN	148	186	27	104	672353,00	255964,00	928317,00	85372,00	3614,80	4543	1
TONY PICCONE	187	308	26	164	610318,00	256082,00	866400,00	85604,00	1981,55	3264	2
AURELIEN LEMAITRE	198	289	26	146	625788,00	318941,00	944729,00	98100,00	2165,36	3161	1
MAXIME GUYON	102	120	26	63	714877,00	375176,00	1090053,00	114430,00	5957,31	7009	1
HUGO BESNIER	102	181	25	117	514840,00	269274,00	784114,00	90516,00	2844,42	5047	2
CHRISTOPHE SOUMILLON	122	150	25	88	613824,00	229316,00	843140,00	69992,00	4092,16	5031	1
HUGO BOUTIN	124	234	24	126	470299,00	207387,00	677686,00	72626,00	2009,82	3793	2
MME DELPHINE SANTIAGO	118	174	23	74	306953,00	131121,00	438074,00	49087,00	1764,10	2601	1
MICKAEL BARZALONA	102	119	23	63	561545,00	233968,00	795513,00	68857,00	4718,87	5505	1
THEO BACHELOT	157	226	22	119	562889,00	272423,00	835312,00	92299,00	2490,66	3585	1
ANTHONY CRASTUS	203	324	20	182	563300,00	264046,00	827346,00	94310,00	1738,58	2775	2
FABRICE VERON	162	235	19	102	326276,00	134153,00	460429,00	50012,00	1388,41	2014	1
AUGUSTIN MADAMET	182	251	17	159	505327,00	218170,00	723497,00	77880,00	2013,25	2777	1
HUGO LEBOUC	112	161	17	87	238923,00	107167,00	346090,00	43402,00	1483,99	2133	1
ALEXANDRE GAVILAN	53	86	16	46	203750,00	69507,00	273257,00	34598,00	2369,19	3844	2
LEONARD PLOMMEE	54	81	14	34	177770,00	86636,00	264406,00	28114,00	2194,69	3292	2
THOMAS TRULLIER	133	212	13	121	322688,00	159620,00	482308,00	56681,00	1522,11	2426	2
EDDY HARDOUIN	126	216	13	101	331620,00	152771,00	484391,00	57908,00	1535,28	2632	2
STEPHANE PASQUIER	100	152	13	88	326970,00	156258,00	483228,00	44563,00	2151,12	3270	2
ANTOINE WERLE	73	114	13	68	227425,00	126081,00	353506,00	42559,00	1994,96	3115	2
ENZO CORALLO	84	114	13	53	216180,00	110430,00	326610,00	35253,00	1896,32	2574	1
FABIEN LEFEBVRE	55	102	13	53	201550,00	86947,00	288497,00	32792,00	1975,98	3665	2
AXEL BARON	79	119	12	66	185687,00	83656,00	269343,00	33046,00	1560,39	2350	2
LUDOVIC BOISSEAU	118	184	11	100	280549,00	140894,00	421443,00	50562,00	1524,72	2378	2
MME CORALIE PACAUT	103	146	11	78	193679,00	100680,00	294359,00	34411,00	1326,57	1880	1
MME AMBRE MOLINS	91	144	11	62	180389,00	79018,00	259407,00	27629,00	1252,70	1982	2
JEROME CLAUDIC	90	130	10	65	176723,00	81863,00	258586,00	30801,00	1359,41	1964	1
MME MARIE VELON	83	118	10	64	220377,00	98294,00	318671,00	32779,00	1867,60	2655	1
MME LORETTE GALLO	37	96	10	53	195149,00	102293,00	297442,00	33901,00	2032,80	5274	3
LEO ROUSSEL	73	109	10	52	152271,00	61592,00	213863,00	24512,00	1396,98	2086	1
IORITZ MENDIZABAL	105	156	9	97	246834,00	121611,00	368445,00	45119,00	1582,27	2351	1
DORIAN PROVOST	87	135	9	67	198776,00	90352,00	289128,00	34235,00	1472,41	2285	2
