Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
CRISTIAN DEMURO	300	429	60	257	1422196,00	730786,00	2152982,00	233006,00	3315,14	4741	1
MARVIN GRANDIN	295	486	51	284	1196685,00	601755,00	1798440,00	195791,00	2462,31	4057	2
ANTONIO ORANI	151	253	50	143	832859,00	423311,00	1256170,00	135638,00	3291,93	5516	2
HUGO BESNIER	108	194	28	126	555534,00	295001,00	850535,00	97919,00	2863,58	5144	2
ALEXIS POUCHIN	153	195	28	107	697007,00	274056,00	971063,00	89090,00	3574,39	4556	1
MAXIME GUYON	109	132	28	71	756845,00	388432,00	1145277,00	118841,00	5733,67	6944	1
TONY PICCONE	193	317	27	167	627761,00	264723,00	892484,00	87722,00	1980,32	3253	2
AURELIEN LEMAITRE	206	301	27	151	647544,00	331648,00	979192,00	102193,00	2151,31	3143	1
CLEMENT LECOEUVRE	149	212	27	115	647377,00	276850,00	924227,00	94536,00	3053,67	4345	1
CHRISTOPHE SOUMILLON	125	158	27	93	666295,00	257688,00	923983,00	76580,00	4217,06	5330	1
MICKAEL BARZALONA	106	128	26	67	606820,00	250061,00	856881,00	73666,00	4740,78	5725	1
HUGO BOUTIN	134	247	24	134	476957,00	211044,00	688001,00	73962,00	1931,00	3559	2
MME DELPHINE SANTIAGO	124	183	24	77	317917,00	135889,00	453806,00	51083,00	1737,25	2564	1
THEO BACHELOT	160	231	22	122	568260,00	272660,00	840920,00	92398,00	2460,00	3552	1
ANTHONY CRASTUS	209	332	21	189	585086,00	275568,00	860654,00	98635,00	1762,31	2799	2
AUGUSTIN MADAMET	188	260	19	163	529212,00	227669,00	756881,00	81326,00	2035,43	2815	1
FABRICE VERON	167	240	19	105	336496,00	138353,00	474849,00	52117,00	1402,07	2015	1
HUGO LEBOUC	113	163	17	87	238923,00	107167,00	346090,00	43402,00	1465,79	2114	1
ALEXANDRE GAVILAN	55	92	17	48	217715,00	77382,00	295097,00	37589,00	2366,47	3958	2
EDDY HARDOUIN	135	231	14	110	361075,00	165434,00	526509,00	62934,00	1563,10	2675	2
ANTOINE WERLE	76	118	14	70	239170,00	133281,00	372451,00	44372,00	2026,86	3147	2
LEONARD PLOMMEE	55	82	14	34	177770,00	86636,00	264406,00	28114,00	2167,93	3232	1
THOMAS TRULLIER	139	221	13	126	330531,00	160729,00	491260,00	57144,00	1495,62	2378	2
STEPHANE PASQUIER	100	154	13	89	331551,00	158319,00	489870,00	45127,00	2152,93	3316	2
FABIEN LEFEBVRE	56	105	13	56	209072,00	91297,00	300369,00	34053,00	1991,16	3733	2
ENZO CORALLO	89	119	13	55	217883,00	111196,00	329079,00	35573,00	1830,95	2448	1
AXEL BARON	79	119	12	66	185687,00	83656,00	269343,00	33046,00	1560,39	2350	2
LUDOVIC BOISSEAU	122	190	11	102	284813,00	142812,00	427625,00	51127,00	1499,02	2335	2
MME CORALIE PACAUT	107	150	11	80	194678,00	100680,00	295358,00	34411,00	1297,85	1819	1
MME AMBRE MOLINS	97	151	11	66	185662,00	79748,00	265410,00	28517,00	1229,55	1914	2
LEO ROUSSEL	73	111	11	52	168271,00	61592,00	229863,00	27392,00	1515,95	2305	2
MME MARIE VELON	89	125	10	68	223718,00	99503,00	323221,00	33146,00	1789,74	2514	1
DORIAN PROVOST	92	140	10	68	209852,00	94019,00	303871,00	35771,00	1498,94	2281	2
JEROME CLAUDIC	95	136	10	67	178320,00	82581,00	260901,00	31016,00	1311,18	1877	1
MME LORETTE GALLO	37	100	10	54	195676,00	102530,00	298206,00	34000,00	1956,76	5289	3
IORITZ MENDIZABAL	109	163	9	103	263197,00	128995,00	392192,00	48517,00	1614,71	2415	1
MME FRIDA VALLE SKAR	92	153	9	71	245062,00	119542,00	364604,00	46541,00	1601,71	2664	2
MME MARIE WALDHAUSER	59	97	9	56	142181,00	67417,00	209598,00	26970,00	1465,78	2410	2
JULIEN GUILLOCHON	64	94	9	51	119224,00	48573,00	167797,00	21576,00	1268,34	1863	1
MALONE FAVRIAUX	69	90	9	45	164639,00	70959,00	235598,00	22914,00	1829,32	2386	1
JEREMY MOISAN	25	36	9	22	60459,00	29919,00	90378,00	11346,00	1679,42	2418	1
JEAN-BERNARD EYQUEM	32	38	9	20	140991,00	77022,00	218013,00	23778,00	3710,29	4406	1
ANTOINE HAMELIN	105	171	8	96	269606,00	137570,00	407176,00	45310,00	1576,64	2568	2
CHRISTOPHER GROSBOIS	85	121	8	65	126818,00	57956,00	184774,00	21055,00	1048,08	1492	1
PIERRE REMOUE	89	116	8	57	131592,00	61858,00	193450,00	23711,00	1134,41	1479	1
GUILLAUME GUEDJ-GAY	59	83	8	49	160854,00	85034,00	245888,00	31469,00	1938,00	2726	1
PIERRE BAZIRE	61	91	8	39	139480,00	45837,00	185317,00	15758,00	1532,75	2287	1
MARTIN PROTTI	53	70	8	34	93661,00	30300,00	123961,00	10677,00	1338,01	1767	1
MAXIME FOULON	64	97	7	55	162287,00	50905,00	213192,00	30445,00	1673,06	2536	2
HUGO JOURNIAC	77	116	6	58	170801,00	81912,00	252713,00	22862,00	1472,42	2218	2
BENJAMIN MARIE	70	95	6	52	130988,00	58203,00	189191,00	22705,00	1378,82	1871	1
MME LAURA POGGIONOVO	59	88	6	46	99809,00	33014,00	132823,00	16381,00	1134,19	1692	1
YOANN ROUSSET	49	71	6	45	100756,00	40848,00	141604,00	18187,00	1419,10	2056	1
ALEJANDRO GUTIERREZ VAL	49	80	6	43	117901,00	47358,00	165259,00	15197,00	1473,76	2406	2
WARREN LEVESQUE	62	74	6	41	85639,00	44398,00	130037,00	15349,00	1157,28	1381	1
ROMAIN DUBORD	51	79	6	28	67894,00	29085,00	96979,00	11867,00	859,42	1331	2
MME ADELINE MEROU	33	49	6	28	56263,00	21813,00	78076,00	10753,00	1148,22	1705	1
GABRIEL BON	26	39	6	25	45420,00	24584,00	70004,00	8329,00	1164,62	1747	2
LUCA CARBONI	30	41	6	22	80486,00	26426,00	106912,00	8683,00	1963,07	2683	1
MAXENCE MARQUETTE	43	56	6	19	69335,00	32701,00	102036,00	10759,00	1238,13	1612	1
MME MARGOT ROMARY	45	58	6	17	54776,00	18990,00	73766,00	9913,00	944,41	1217	1
MAXIMILIEN JUSTUM	57	93	5	42	87794,00	37879,00	125673,00	16559,00	944,02	1540	2
SAMY LE QUILLEUC	45	66	5	35	99435,00	56887,00	156322,00	19340,00	1506,59	2210	1
EBBE VERHESTRAETEN	36	56	5	30	89055,00	36371,00	125426,00	9351,00	1590,27	2474	2
ANTHONY BERNARD	50	78	5	30	64341,00	28038,00	92379,00	11607,00	824,88	1287	2
MME SIBYLLE VOGT	34	57	5	29	100023,00	34710,00	134733,00	10576,00	1754,79	2942	2
XAVIER BERGERON	44	63	5	29	66254,00	23065,00	89319,00	10458,00	1051,65	1506	1
CLEMENT CADEL	31	48	5	23	48913,00	19098,00	68011,00	8645,00	1019,02	1578	2
ARTHUR VILCHIEN	25	30	5	14	54532,00	24242,00	78774,00	8667,00	1817,73	2181	1
ROSARIO MANGIONE	88	131	4	62	131176,00	60384,00	191560,00	21126,00	1001,34	1491	1
DAVID BREUX	92	138	4	61	119424,00	58745,00	178169,00	22056,00	865,39	1298	2
MME MANON GERMAIN	68	102	4	55	112743,00	45794,00	158537,00	16992,00	1105,32	1658	2
EMILIEN PUILLET-RODA	57	76	4	42	89097,00	40667,00	129764,00	14324,00	1172,33	1563	1
GLEN MEURY	66	79	4	38	74046,00	36296,00	110342,00	11886,00	937,29	1122	1
HUGO MOUESAN	57	70	4	29	76914,00	20862,00	97776,00	8820,00	1098,77	1349	1
GUILLAUME TROLLEY DE PREVAUX	35	49	4	27	117699,00	63264,00	180963,00	21999,00	2402,02	3363	1
VALENTIN SEGUY	44	56	4	27	83310,00	35297,00	118607,00	12783,00	1487,68	1893	1
MME JULIA LACROIX	19	61	4	25	59575,00	26644,00	86219,00	11085,00	976,64	3136	3
ENZO CRUBLET	42	50	4	23	59880,00	28063,00	87943,00	10444,00	1197,60	1426	1
BERTRAND FLANDRIN	30	48	4	23	50515,00	17327,00	67842,00	6142,00	1052,40	1684	2
ARNAUD BOURGEAIS	30	35	4	19	56539,00	22278,00	78817,00	10149,00	1615,40	1885	1
GIOVANNI SIAS	21	23	4	12	43084,00	17677,00	60761,00	6065,00	1873,22	2052	1
GARY SANCHEZ	22	27	4	8	34810,00	17310,00	52120,00	6197,00	1289,26	1582	1
