Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MICKAEL BARZALONA	331	578	139	316	5557084,00	1696523,00	7253607,00	504563,00	9614,33	16789	2
CRISTIAN DEMURO	525	917	112	535	3245654,00	1585709,00	4831363,00	505556,00	3539,43	6182	2
MAXIME GUYON	365	626	103	350	3765248,00	1621483,00	5386731,00	469944,00	6014,77	10316	2
MARVIN GRANDIN	471	791	89	451	2001922,00	1012118,00	3014040,00	329467,00	2530,87	4250	2
ANTONIO ORANI	217	390	68	230	1055745,00	563303,00	1619048,00	178431,00	2707,04	4865	2
ALEXIS POUCHIN	320	530	64	295	2071623,00	902748,00	2974371,00	281108,00	3908,72	6474	2
PIERRE-CHARLES BOUDOT	227	289	54	154	1827095,00	553276,00	2380371,00	173356,00	6322,13	8049	1
CHRISTOPHE SOUMILLON	214	331	52	195	2749753,00	792592,00	3542345,00	251155,00	8307,41	12849	2
AUGUSTIN MADAMET	301	507	45	284	1164296,00	567753,00	1732049,00	190249,00	2296,44	3868	2
TONY PICCONE	284	522	42	276	1494634,00	564147,00	2058781,00	195832,00	2863,28	5263	2
HUGO BESNIER	137	269	42	161	711871,00	422015,00	1133886,00	127477,00	2646,36	5196	2
AURELIEN LEMAITRE	279	484	39	254	1134690,00	535721,00	1670411,00	166836,00	2344,40	4067	2
CLEMENT LECOEUVRE	244	413	38	214	1183542,00	510570,00	1694112,00	151015,00	2865,72	4851	2
ALEXANDRE GAVILAN	129	238	38	136	565721,00	196796,00	762517,00	99371,00	2376,98	4385	2
ANTOINE HAMELIN	178	331	36	190	867082,00	441054,00	1308136,00	140278,00	2619,58	4871	2
MME DELPHINE SANTIAGO	204	372	34	168	539842,00	238060,00	777902,00	86271,00	1451,19	2646	2
GUILLAUME GUEDJ-GAY	127	229	34	147	832410,00	325474,00	1157884,00	134101,00	3634,98	6554	2
THOMAS TRULLIER	238	434	33	237	744485,00	348295,00	1092780,00	120731,00	1715,40	3128	2
THEO BACHELOT	264	427	33	223	945446,00	485721,00	1431167,00	163091,00	2214,16	3581	2
MARTIN PROTTI	130	220	33	117	431734,00	199003,00	630737,00	64896,00	1962,43	3321	2
HUGO LEBOUC	211	357	32	197	506953,00	204959,00	711912,00	82812,00	1420,04	2403	2
ANTHONY CRASTUS	260	434	31	238	892129,00	422100,00	1314229,00	143520,00	2055,60	3431	2
CHRISTOPHER GROSBOIS	173	253	31	134	348590,00	128443,00	477033,00	60788,00	1377,83	2015	1
HUGO BOUTIN	186	351	29	200	602363,00	284467,00	886830,00	97905,00	1716,13	3239	2
DORIAN PROVOST	159	274	29	152	568758,00	277313,00	846071,00	96567,00	2075,76	3577	2
MME AMBRE MOLINS	142	258	28	114	480594,00	240337,00	720931,00	85813,00	1862,77	3384	2
ANTOINE WERLE	134	250	27	145	547531,00	252400,00	799931,00	104278,00	2190,12	4086	2
LEO ROUSSEL	137	239	27	136	431961,00	176351,00	608312,00	75378,00	1807,37	3153	2
EDDY HARDOUIN	193	378	26	196	687230,00	289799,00	977029,00	100277,00	1818,07	3561	2
