Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
INIS MOR	3	F	PUR SANG	1	0	1	114300,00	22860,00	137160,00	114300,00	460
BAROUD	3	M	PUR SANG	5	2	3	111008,00	0,00	111008,00	22201,60	530
SUNLY	4	F	PUR SANG	3	1	2	108500,00	0,00	108500,00	36166,67	525
DRAZINDA	2	F	PUR SANG	5	3	2	107890,00	75411,00	183301,00	21578,00	470
AL AASY	9	H	PUR SANG	1	1	0	104310,00	0,00	104310,00	104310,00	505
KOSUMA	2	F	PUR SANG	4	3	1	104005,00	56001,00	160006,00	26001,25	495
LAPOTHEOSE	3	F	PUR SANG	3	3	0	103030,00	77271,00	180301,00	34343,33	505
TRUE LOVE	3	F	PUR SANG	2	0	2	102308,00	0,00	102308,00	51154,00	510
ASMARANI	4	H	PUR SANG	4	3	1	100640,00	0,00	100640,00	25160,00	515
MAZZALA	3	H	PUR SANG	5	4	1	100610,00	75456,00	176066,00	20122,00	505
RABBIT'S FOOT	4	F	PUR SANG	3	2	1	100410,00	45184,00	145594,00	33470,00	485
WOOT WOOT	2	F	PUR SANG	4	2	2	97716,00	73286,00	171002,00	24429,00	490
NAOMIS	3	F	PUR SANG	4	2	2	97200,00	72899,00	170099,00	24300,00	480
MISE EN BOITE	4	M	PUR SANG	6	2	3	96502,00	43425,00	139927,00	16083,67	495
DEFIANTLY	4	H	PUR SANG	1	1	0	93879,00	42245,00	136124,00	93879,00	480
HORIZON DORE	6	H	PUR SANG	7	2	5	93432,00	42044,00	135476,00	13347,43	500
VARANDIR	3	M	PUR SANG	4	3	1	93260,00	51101,00	144361,00	23315,00	510
VICTOIRE MAGIQUE	3	M	PUR SANG	8	3	3	90900,00	68173,00	159073,00	11362,50	485
CALAS	6	H	PUR SANG	6	3	3	87010,00	39153,00	126163,00	14501,67	485
DIVISION	3	M	PUR SANG	1	0	1	86868,00	0,00	86868,00	86868,00	510
HABIBI	3	F	PUR SANG	4	0	4	86470,00	33447,00	119917,00	21617,50	490
CLAVUS	5	M	PUR SANG	6	4	2	86229,00	38801,00	125030,00	14371,50	465
BARBATE	6	H	PUR SANG	6	4	2	85744,00	38582,00	124326,00	14290,67	490
A BOY NAMED SUSIE	3	M	PUR SANG	1	0	1	85650,00	0,00	85650,00	85650,00	485
KARLA JET	4	F	PUR SANG	6	2	3	84925,00	38215,00	123140,00	14154,17	475
LEFFARD	4	M	PUR SANG	4	0	2	83330,00	23211,00	106541,00	20832,50	525
SPACE WALTZ	3	M	PUR SANG	4	1	3	83040,00	0,00	83040,00	20760,00	490
CARRY THE FLAG	2	M	PUR SANG	1	0	1	80010,00	0,00	80010,00	80010,00	460
MALIKAT AL REMAL	2	F	PUR SANG	1	1	0	80000,00	0,00	80000,00	80000,00	
I WILL BE KING	2	M	PUR SANG	1	1	0	80000,00	0,00	80000,00	80000,00	
AVEC TOI	2	M	PUR SANG	3	3	0	77750,00	0,00	77750,00	25916,67	500
KAILANI	3	M	PUR SANG	10	3	3	77280,00	57959,00	135239,00	7728,00	465
MOONDANCE	2	F	PUR SANG	5	1	4	77182,00	20836,00	98018,00	15436,40	455
CHESTNUT ROCKET	4	M	PUR SANG	5	1	3	76325,00	34346,00	110671,00	15265,00	510
HANKELOW	3	M	PUR SANG	2	0	1	74295,00	0,00	74295,00	37147,50	515
ARALIA	2	F	PUR SANG	5	1	4	72236,00	26877,00	99113,00	14447,20	435
MY CALYX CEN	3	M	PUR SANG	4	3	0	71800,00	53849,00	125649,00	17950,00	480
PARACHUTISTE	4	H	PUR SANG	4	1	3	71760,00	32292,00	104052,00	17940,00	500
NARISSA	3	F	PUR SANG	4	1	2	71195,00	36123,00	107318,00	17798,75	485
THE SHADOW	4	F	PUR SANG	7	2	5	71153,00	32012,00	103165,00	10164,71	390
GRAND SCOOP	5	H	PUR SANG	9	1	7	70562,00	0,00	70562,00	7840,22	405
GREEN SPIRIT	3	F	PUR SANG	4	0	2	70185,00	0,00	70185,00	17546,25	485
BOX OFFICER	3	H	PUR SANG	9	2	7	69559,00	52167,00	121726,00	7728,78	460
VATICANA	3	F	PUR SANG	8	2	3	69486,00	52113,00	121599,00	8685,75	470
ELASTIC	3	M	PUR SANG	4	1	3	69360,00	41795,00	111155,00	17340,00	505
LAZZAT	5	H	PUR SANG	1	1	0	68600,00	30870,00	99470,00	68600,00	525
WAPI	5	H	PUR SANG	5	2	2	68408,00	30782,00	99190,00	13681,60	430
ZAMBEZI	3	M	PUR SANG	4	0	4	68150,00	14062,00	82212,00	17037,50	460
GOLIATH	6	H	PUR SANG	1	1	0	67830,00	0,00	67830,00	67830,00	540
SONS AND LOVERS	5	H	PUR SANG	1	1	0	67830,00	0,00	67830,00	67830,00	505
LANZELOT GOLD	5	M	PUR SANG	6	1	3	67580,00	30410,00	97990,00	11263,33	465
AFANDY	3	H	PUR SANG	5	2	2	66890,00	50167,00	117057,00	13378,00	485
CASAPUEBLO	5	H	PUR SANG	4	2	2	66820,00	30069,00	96889,00	16705,00	500
BIG LOG	6	H	PUR SANG	7	1	4	65208,00	29342,00	94550,00	9315,43	390
ROSBERG	2	M	PUR SANG	1	1	0	65000,00	0,00	65000,00	65000,00	
PIERCHIC	3	F	PUR SANG	6	0	6	64511,00	0,00	64511,00	10751,83	490
ERDENALI	3	H	PUR SANG	4	3	1	64480,00	0,00	64480,00	16120,00	495
SHOWNA	3	F	PUR SANG	4	2	1	64330,00	39596,00	103926,00	16082,50	500
ZAYDANN	4	M	PUR SANG	2	2	0	64050,00	28822,00	92872,00	32025,00	510
CHARLY	3	H	PUR SANG	5	3	1	64042,00	48031,00	112073,00	12808,40	455
COLONEL MITCH	4	H	PUR SANG	7	3	2	63844,00	28727,00	92571,00	9120,57	455
MISTER CHANG	4	H	PUR SANG	8	2	5	63701,00	28662,00	92363,00	7962,63	410
PHINEAS	4	H	PUR SANG	3	3	0	63600,00	28619,00	92219,00	21200,00	500
LETHAL BEAUTY	3	F	PUR SANG	6	1	4	63179,00	47383,00	110562,00	10529,83	460
FELIX AUX ORMES	4	M	PUR SANG	9	1	6	63159,00	28415,00	91574,00	7017,67	415
CONCORDE AGREEMENT	3	F	PUR SANG	2	1	1	62780,00	47085,00	109865,00	31390,00	500
COSY BEAR	3	H	PUR SANG	5	2	2	62758,00	42193,00	104951,00	12551,60	450
BLARNEY	4	H	PUR SANG	5	4	0	61800,00	0,00	61800,00	12360,00	425
HASSALEH	3	F	PUR SANG	2	2	0	61750,00	0,00	61750,00	30875,00	470
HUMAN EVOLUTION	5	M	PUR SANG	7	3	3	61697,00	0,00	61697,00	8813,86	415
EVITA	3	F	PUR SANG	5	0	4	60599,00	29719,00	90318,00	12119,80	480
DOUBLE MAJOR	6	H	PUR SANG	6	0	5	60560,00	27250,00	87810,00	10093,33	505
CENTRAL PARK WEST	8	H	PUR SANG	9	3	3	60131,00	27056,00	87187,00	6681,22	410
JABRACADABRA	3	H	PUR SANG	5	3	2	59440,00	36780,00	96220,00	11888,00	465
ROYALWOOD	6	F	PUR SANG	12	2	4	59212,00	26642,00	85854,00	4934,33	380
EGYPTIAN GLORY	3	F	PUR SANG	7	2	5	59135,00	44350,00	103485,00	8447,86	395
SAJIR	5	M	PUR SANG	3	1	2	58920,00	0,00	58920,00	19640,00	505
COLIN THE BRAVE	4	H	PUR SANG	6	1	5	58792,00	0,00	58792,00	9798,67	455
MELUSINE DU HOULEY	3	F	PUR SANG	8	1	5	58076,00	43554,00	101630,00	7259,50	405
HATANKA FAL	3	F	PUR SANG	7	2	4	57865,00	43398,00	101263,00	8266,43	450
SYNARAN	3	H	PUR SANG	5	2	2	57765,00	0,00	57765,00	11553,00	470
DISPATCHES	3	F	PUR SANG	4	2	2	57765,00	0,00	57765,00	14441,25	490
SEGALL	3	M	PUR SANG	5	1	2	57640,00	43230,00	100870,00	11528,00	470
DATA	2	F	PUR SANG	3	2	1	57356,00	43016,00	100372,00	19118,67	475
CALASITA	3	F	PUR SANG	4	2	2	57004,00	0,00	57004,00	14251,00	485
TORNADO ALLEY	3	M	PUR SANG	6	2	3	56642,00	42481,00	99123,00	9440,33	420
HELLO JO	3	M	PUR SANG	6	2	4	56559,00	42416,00	98975,00	9426,50	455
HELLO AVENUE	3	F	PUR SANG	8	2	5	56443,00	42331,00	98774,00	7055,38	410
SABROSO	5	H	PUR SANG	2	1	1	56399,00	25379,00	81778,00	28199,50	435
BELISA BAY	2	F	PUR SANG	5	3	2	56380,00	0,00	56380,00	11276,00	460
HAYEJOHN	6	H	PUR SANG	10	3	7	56377,00	25364,00	81741,00	5637,70	335
TORTISAMBERT	5	H	PUR SANG	7	1	4	56120,00	25249,00	81369,00	8017,14	435
TALENTUOSO	5	H	PUR SANG	7	1	5	56103,00	0,00	56103,00	8014,71	400
GERARD TER BORCH	4	H	PUR SANG	6	1	5	55370,00	24915,00	80285,00	9228,33	425
OVERNIGHT	3	H	PUR SANG	4	2	2	54689,00	41014,00	95703,00	13672,25	485
DALAKIR	4	H	PUR SANG	5	2	2	54590,00	24564,00	79154,00	10918,00	440
SAINT MARTIN	3	M	PUR SANG	6	3	1	54556,00	40916,00	95472,00	9092,67	455
DARYZAN	3	M	PUR SANG	4	2	1	54530,00	40897,00	95427,00	13632,50	510
GAGA GIRL	4	F	PUR SANG	5	2	2	54410,00	24484,00	78894,00	10882,00	500
FORTUNA DIAMOND	3	F	PUR SANG	5	3	1	53980,00	0,00	53980,00	10796,00	475
EVOLUTIONIST	3	F	PUR SANG	3	1	1	53730,00	0,00	53730,00	17910,00	505
HOW ARE YOU	3	M	PUR SANG	5	2	2	53640,00	0,00	53640,00	10728,00	470
GILDED PRIZE	3	F	PUR SANG	3	2	1	53565,00	0,00	53565,00	17855,00	495
RUMORISTE	3	M	PUR SANG	4	2	2	53344,00	0,00	53344,00	13336,00	460
CREW DRAGON	9	H	PUR SANG	15	2	10	53045,00	23865,00	76910,00	3536,33	350
BLACK SAXON	5	H	PUR SANG	7	2	4	53035,00	23863,00	76898,00	7576,43	390
NEW CONNECTION	3	H	PUR SANG	5	3	2	52077,00	0,00	52077,00	10415,40	460
DARK ZEL	6	F	PUR SANG	10	1	7	52043,00	23414,00	75457,00	5204,30	350
ZELZARA	3	F	PUR SANG	9	1	6	51656,00	38742,00	90398,00	5739,56	395
HERCULE STAR	3	M	PUR SANG	9	4	4	51616,00	0,00	51616,00	5735,11	385
PRESAGE NOCTURNE	6	M	PUR SANG	5	1	3	51610,00	23224,00	74834,00	10322,00	500
KIMI REY	3	F	PUR SANG	3	1	2	50770,00	0,00	50770,00	16923,33	460
EDAJA	3	F	PUR SANG	3	3	0	50300,00	37724,00	88024,00	16766,67	440
THING FOR THE HOT	3	H	PUR SANG	7	2	5	50073,00	37552,00	87625,00	7153,29	420
SEAGULLS ELEVEN	4	H	PUR SANG	2	1	1	49980,00	0,00	49980,00	24990,00	505
AERONEF	3	M	PUR SANG	4	2	2	49939,00	0,00	49939,00	12484,75	475
HEPBURN	3	F	PUR SANG	8	2	5	49532,00	37149,00	86681,00	6191,50	385
YUQUOT	2	F	PUR SANG	6	1	4	49530,00	37147,00	86677,00	8255,00	450
CAMPONANES	3	M	PUR SANG	7	5	2	49420,00	0,00	49420,00	7060,00	380
MONTGAUDRY	6	H	PUR SANG	8	2	4	49413,00	22233,00	71646,00	6176,63	380
ALGEBRE	2	M	PUR SANG	3	2	1	49385,00	37038,00	86423,00	16461,67	445
SAINT AQUILIN	5	H	PUR SANG	11	3	7	49316,00	22187,00	71503,00	4483,27	365
SOIF DE VIVRE	4	H	PUR SANG	9	3	5	48862,00	21984,00	70846,00	5429,11	320
REMBRAND TO GO	4	M	PUR SANG	6	1	5	48775,00	21946,00	70721,00	8129,17	395
LA MANDALA	5	F	PUR SANG	5	2	2	48761,00	21941,00	70702,00	9752,20	450
NITOI	4	M	PUR SANG	3	1	2	48680,00	0,00	48680,00	16226,67	505
MOST GLAMOROUS	4	F	PUR SANG	6	2	3	48503,00	0,00	48503,00	8083,83	425
LAVENDIN	5	H	PUR SANG	8	3	5	48482,00	21814,00	70296,00	6060,25	355
CROWDFUNDING	8	H	PUR SANG	18	3	13	48045,00	21614,00	69659,00	2669,17	355
MISTER BLACK	3	H	PUR SANG	10	1	7	47832,00	35872,00	83704,00	4783,20	365
REGALIEN	7	M	PUR SANG	15	3	5	47769,00	21493,00	69262,00	3184,60	355
AFJAN	3	M	PUR SANG	5	0	5	47625,00	35718,00	83343,00	9525,00	470
FAMILLY	4	F	PUR SANG	3	1	2	47570,00	21406,00	68976,00	15856,67	480
CIAO PA'	6	M	PUR SANG	14	1	10	47457,00	21351,00	68808,00	3389,79	380
QUEST FOR MAGIC	4	F	PUR SANG	2	2	0	47400,00	21329,00	68729,00	23700,00	450
YMEEELIH	3	F	PUR SANG	6	1	4	47287,00	17914,00	65201,00	7881,17	405
NO TURNING BACK	3	F	PUR SANG	5	3	2	47274,00	35454,00	82728,00	9454,80	455
VICTORIA SECRET	3	F	PUR SANG	16	3	10	47148,00	35356,00	82504,00	2946,75	320
BEJAR	5	F	PUR SANG	13	3	8	47092,00	21186,00	68278,00	3622,46	305
TIMUR	2	M	PUR SANG	7	3	3	47077,00	35304,00	82381,00	6725,29	400
KHOVIKHOV	3	M	PUR SANG	5	1	1	46660,00	34995,00	81655,00	9332,00	475
ROMANTIC SYMPHONY	3	F	PUR SANG	2	1	1	46660,00	0,00	46660,00	23330,00	495
TIPINSO	4	H	PUR SANG	5	1	4	46485,00	20918,00	67403,00	9297,00	480
BOLKHOV	4	H	PUR SANG	9	3	6	46255,00	20810,00	67065,00	5139,44	375
MON FLAMANT	5	H	PUR SANG	4	1	3	46250,00	20810,00	67060,00	11562,50	460
BRAIDA	3	F	PUR SANG	4	3	0	46200,00	34650,00	80850,00	11550,00	465
MIRIK	3	H	PUR SANG	4	1	2	46190,00	34642,00	80832,00	11547,50	475
MR TEE	4	H	PUR SANG	3	2	1	46172,00	20775,00	66947,00	15390,67	410
AL RIFFA	6	M	PUR SANG	1	0	1	45720,00	0,00	45720,00	45720,00	545
TIMEFORSHOWCASING	3	F	PUR SANG	1	0	1	45720,00	0,00	45720,00	45720,00	505
BLUFF	6	H	PUR SANG	15	4	7	45611,00	20520,00	66131,00	3040,73	310
SAINT SAENS	3	M	PUR SANG	8	1	5	45600,00	34200,00	79800,00	5700,00	365
ZELORO	5	H	PUR SANG	5	1	4	45556,00	20497,00	66053,00	9111,20	420
SAINT ARNOULT	3	H	PUR SANG	5	3	2	45534,00	34150,00	79684,00	9106,80	450
GRECIAN COMET	4	F	PUR SANG	5	2	2	45283,00	20375,00	65658,00	9056,60	435
VALENTINA BELLA	2	F	PUR SANG	4	2	1	45270,00	33952,00	79222,00	11317,50	435
ZAYIDA	3	F	PUR SANG	3	2	1	45270,00	33952,00	79222,00	15090,00	475
WITCHWAY	2	M	PUR SANG	7	3	3	45043,00	33780,00	78823,00	6434,71	435
ORACLE	4	M	PUR SANG	4	0	4	44985,00	20243,00	65228,00	11246,25	520
GO MAN	3	M	PUR SANG	5	0	4	44835,00	33625,00	78460,00	8967,00	480
SHIRI	3	F	PUR SANG	3	2	1	44830,00	33622,00	78452,00	14943,33	470
LE CENTRAL	6	H	PUR SANG	20	2	15	44814,00	20159,00	64973,00	2240,70	340
ACOTANGO	5	H	PUR SANG	13	3	7	44254,00	19911,00	64165,00	3404,15	340
REVE DE VALLARSA	6	M	PUR SANG	8	2	3	43978,00	19788,00	63766,00	5497,25	390
MODELE ABSOLU	3	M	PUR SANG	7	4	2	43826,00	32868,00	76694,00	6260,86	375
HAUTE GAMME	5	H	PUR SANG	14	2	9	43823,00	19717,00	63540,00	3130,21	275
LE BON TEMPS ROULE	2	F	PUR SANG	3	1	2	43716,00	0,00	43716,00	14572,00	460
BAYAMOON	5	M	PUR SANG	4	1	1	43690,00	19660,00	63350,00	10922,50	420
GOLDEN BLUSH	4	F	PUR SANG	13	4	6	43561,00	19601,00	63162,00	3350,85	370
IVORY SPRING	7	H	PUR SANG	7	4	2	43556,00	19600,00	63156,00	6222,29	405
MODERN SPIRIT	4	H	PUR SANG	12	3	7	43452,00	19548,00	63000,00	3621,00	335
SCARFACE	8	H	PUR SANG	9	1	6	43229,00	19451,00	62680,00	4803,22	390
FIRE REBEL	5	H	PUR SANG	9	2	4	43016,00	19355,00	62371,00	4779,56	400
FREERIDER	3	H	PUR SANG	4	2	2	42992,00	32242,00	75234,00	10748,00	400
MISTER GEORGE	3	H	PUR SANG	6	2	3	42976,00	32231,00	75207,00	7162,67	400
CLICCLIC PANPANPAN	6	F	PUR SANG	13	3	4	42849,00	19278,00	62127,00	3296,08	295
VIANETA	5	F	PUR SANG	10	4	3	42777,00	19247,00	62024,00	4277,70	290
LOFSONGUR ISLANDE	6	F	PUR SANG	10	3	6	42732,00	19226,00	61958,00	4273,20	300
SAXON VILLAGE	7	H	PUR SANG	11	1	3	42420,00	0,00	42420,00	3856,36	350
STEALITWITHAKISS	3	F	PUR SANG	6	2	3	42307,00	0,00	42307,00	7051,17	400
GRAND MACHO	5	H	PUR SANG	18	3	12	42289,00	19024,00	61313,00	2349,39	280
GRAND BALCON	7	H	PUR SANG	5	1	2	42248,00	19009,00	61257,00	8449,60	375
MISTER CHARMES	3	H	PUR SANG	6	2	4	41788,00	0,00	41788,00	6964,67	420
DOURIANN	7	H	PUR SANG	7	1	4	41759,00	18789,00	60548,00	5965,57	385
LE MATELOT	4	H	PUR SANG	5	2	3	41758,00	18788,00	60546,00	8351,60	450
TEN HORNS	5	M	PUR SANG	9	0	8	41390,00	18622,00	60012,00	4598,89	420
ANAKOVA	4	F	PUR SANG	3	1	1	41294,00	18581,00	59875,00	13764,67	445
SISSY DU GROHO	4	F	PUR SANG	8	3	4	41158,00	18518,00	59676,00	5144,75	385
MADAME FAYETTE	3	F	PUR SANG	5	2	2	41108,00	30830,00	71938,00	8221,60	455
TI AMO BELLO	3	M	PUR SANG	8	2	4	41064,00	30797,00	71861,00	5133,00	400
CAPITOL HILL	3	H	PUR SANG	18	4	9	40884,00	30661,00	71545,00	2271,33	300
CANKOURA	4	F	PUR SANG	3	1	2	40710,00	15459,00	56169,00	13570,00	500
EASTMAN	4	M	PUR SANG	12	3	9	40664,00	18294,00	58958,00	3388,67	330
HINATA GREY	2	F	PUR SANG	4	1	3	40330,00	0,00	40330,00	10082,50	435
GUILLERETTE	4	F	PUR SANG	12	2	2	40224,00	18099,00	58323,00	3352,00	350
FREJA	7	F	PUR SANG	8	2	3	40110,00	18048,00	58158,00	5013,75	370
PRINCE DES VILLES	5	H	PUR SANG	5	1	1	39990,00	17995,00	57985,00	7998,00	410
ZARAKI	3	H	PUR SANG	2	1	1	39790,00	29842,00	69632,00	19895,00	505
BON VIVEUR	3	M	PUR SANG	10	2	7	39738,00	29802,00	69540,00	3973,80	390
BIG MONEY MAN	2	M	PUR SANG	3	1	1	39700,00	0,00	39700,00	13233,33	450
MUST BAY	3	M	PUR SANG	5	1	4	39666,00	29748,00	69414,00	7933,20	435
FEVE	4	F	PUR SANG	9	1	4	39581,00	17809,00	57390,00	4397,89	380
FORT PAYNE	8	M	PUR SANG	5	2	1	39494,00	17771,00	57265,00	7898,80	470
LINFASOMMER	6	F	PUR SANG	10	2	5	39456,00	17752,00	57208,00	3945,60	375
JAYCLE DE GREE	5	H	PUR SANG	8	2	6	39370,00	17713,00	57083,00	4921,25	355
VOLLERING	2	F	PUR SANG	4	0	4	39345,00	0,00	39345,00	9836,25	435
QUEEN OF THE DAY	2	F	PUR SANG	3	1	2	39320,00	29490,00	68810,00	13106,67	460
KOHAKOU	3	H	PUR SANG	9	2	6	39294,00	29470,00	68764,00	4366,00	390
NO TUNE	3	F	PUR SANG	6	0	5	39285,00	29463,00	68748,00	6547,50	445
MARLOWE	6	H	PUR SANG	6	1	4	39205,00	17640,00	56845,00	6534,17	355
STANDING STONE	6	H	PUR SANG	5	2	2	39139,00	17611,00	56750,00	7827,80	355
AIDAN'S PHONE	4	H	PUR SANG	6	1	3	39122,00	17604,00	56726,00	6520,33	445
ELUSIVE WAY	3	F	PUR SANG	9	2	4	39119,00	29338,00	68457,00	4346,56	340
ASPIRE	3	F	PUR SANG	7	2	4	39055,00	29289,00	68344,00	5579,29	395
STAR OF ARTABAN	4	H	PUR SANG	5	3	0	38900,00	0,00	38900,00	7780,00	405
FIRST LOOK	5	H	PUR SANG	4	0	4	38870,00	15346,00	54216,00	9717,50	510
KALKARA	3	H	PUR SANG	6	2	4	38812,00	29106,00	67918,00	6468,67	430
CHESS	5	M	PUR SANG	6	1	4	38752,00	17434,00	56186,00	6458,67	400
GRANDPA CEN	4	M	PUR SANG	5	2	3	38550,00	17345,00	55895,00	7710,00	435
BASQUIAT	3	H	PUR SANG	7	3	3	38462,00	28846,00	67308,00	5494,57	395
TONNANT	3	M	PUR SANG	3	1	2	38425,00	28818,00	67243,00	12808,33	455
IMPERIAL STRIKE	2	M	PUR SANG	2	2	0	38400,00	0,00	38400,00	19200,00	
KODI GO	2	M	PUR SANG	6	2	4	38194,00	28643,00	66837,00	6365,67	420
CARAMELITO	7	H	PUR SANG	4	1	3	38138,00	17159,00	55297,00	9534,50	455
GRIGNETTE	5	F	PUR SANG	14	4	7	38129,00	17154,00	55283,00	2723,50	315
MODERN LIGHT	5	F	PUR SANG	7	1	3	38013,00	17104,00	55117,00	5430,43	360
DOLMALAN	3	M	PUR SANG	3	2	0	37950,00	28462,00	66412,00	12650,00	510
LORD CLOVER	3	M	PUR SANG	5	1	3	37934,00	0,00	37934,00	7586,80	480
RAM SEA	4	H	PUR SANG	6	1	3	37928,00	0,00	37928,00	6321,33	375
IZASTEP	6	M	PUR SANG	6	3	1	37722,00	16973,00	54695,00	6287,00	375
MARIA APOLLONIA	3	F	PUR SANG	7	3	2	37710,00	28282,00	65992,00	5387,14	410
HERMES WOOD	4	H	PUR SANG	12	1	9	37676,00	16950,00	54626,00	3139,67	360
FOU FURIEUX	5	M	PUR SANG	7	1	3	37666,00	16947,00	54613,00	5380,86	380
PROOF	3	M	PUR SANG	2	1	1	37645,00	28233,00	65878,00	18822,50	505
LESSLEPASSER	7	H	PUR SANG	9	1	5	37613,00	16924,00	54537,00	4179,22	440
DOUBLE UP	4	H	PUR SANG	6	1	3	37565,00	16903,00	54468,00	6260,83	420
AUTEUR	5	M	PUR SANG	7	2	4	37559,00	16901,00	54460,00	5365,57	370
MONEY TIME	4	F	PUR SANG	9	3	3	37486,00	16866,00	54352,00	4165,11	345
SPEEDY GREEN	4	H	PUR SANG	10	3	4	37471,00	16860,00	54331,00	3747,10	350
ZZODIAC	4	F	PUR SANG	4	0	4	37454,00	0,00	37454,00	9363,50	460
LIGHT OF THUNDER	3	F	PUR SANG	7	2	4	37395,00	28045,00	65440,00	5342,14	370
KOURPLUVIX	4	H	PUR SANG	6	1	4	37343,00	16802,00	54145,00	6223,83	440
EL PROFESSOR CHOP	6	H	PUR SANG	16	2	10	37166,00	16722,00	53888,00	2322,88	200
PUERTO RICO	3	M	PUR SANG	1	0	1	37115,00	0,00	37115,00	37115,00	510
COSMIC BOY	3	M	PUR SANG	6	2	3	37042,00	27780,00	64822,00	6173,67	415
ROZARION	3	M	PUR SANG	7	0	6	37010,00	27756,00	64766,00	5287,14	365
ESTEPONA	4	M	PUR SANG	5	1	3	36848,00	16579,00	53427,00	7369,60	470
DANDY STYLE	3	M	PUR SANG	6	1	4	36608,00	0,00	36608,00	6101,33	460
BEST SECRET	4	M	PUR SANG	2	1	0	36600,00	16470,00	53070,00	18300,00	515
DREAMLINER	4	M	PUR SANG	2	1	0	36600,00	16470,00	53070,00	18300,00	505
DOSTOIEVSKY	3	M	PUR SANG	3	1	0	36600,00	27450,00	64050,00	12200,00	485
RAYEVKA	4	F	PUR SANG	1	1	0	36600,00	0,00	36600,00	36600,00	505
DIEGO VENTURA	4	H	PUR SANG	2	1	0	36600,00	0,00	36600,00	18300,00	485
WIMBLEDON HAWKEYE	4	M	PUR SANG	1	1	0	36600,00	0,00	36600,00	36600,00	520
DISTANT STORM	3	M	PUR SANG	1	1	0	36600,00	0,00	36600,00	36600,00	510
REMMOOZ	4	M	PUR SANG	1	1	0	36600,00	0,00	36600,00	36600,00	495
