Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
TOIMY SON	7	H	PUR SANG	9	1	7	22858,00	10284,00	33142,00	2539,78	380
MAYRA	2	F	PUR SANG	1	1	0	22850,00	17137,00	39987,00	22850,00	
TORTSANLOT	2	M	PUR SANG	1	1	0	22850,00	17137,00	39987,00	22850,00	
JUMEAU	2	M	PUR SANG	1	1	0	22850,00	17137,00	39987,00	22850,00	
BLEACH	2	F	PUR SANG	2	1	0	22850,00	0,00	22850,00	11425,00	
GARLABAN	2	F	PUR SANG	1	1	0	22850,00	0,00	22850,00	22850,00	
ROUHI	2	M	PUR SANG	2	1	0	22850,00	0,00	22850,00	11425,00	
HER CHRISTOPHER	5	H	PUR SANG	6	1	5	22844,00	10277,00	33121,00	3807,33	325
LADY MADELEINE	4	F	PUR SANG	6	0	6	22842,00	10274,00	33116,00	3807,00	315
LORD ASRIEL D ALME	5	H	PUR SANG	9	2	3	22833,00	10272,00	33105,00	2537,00	225
ZARWALYAH	3	F	PUR SANG	6	2	2	22800,00	17098,00	39898,00	3800,00	365
KEANU	4	M	PUR SANG	13	1	9	22794,00	10254,00	33048,00	1753,38	320
DSCHINGIS HEIGHTS	6	H	PUR SANG	9	2	5	22784,00	10249,00	33033,00	2531,56	285
TIMBALLINA	6	F	PUR SANG	15	1	10	22779,00	0,00	22779,00	1518,60	260
KING ROBBE	9	H	PUR SANG	11	2	4	22768,00	10242,00	33010,00	2069,82	340
MUST BE CRACKERS	3	H	PUR SANG	9	3	4	22684,00	17013,00	39697,00	2520,44	260
YAKFEEK	4	H	PUR SANG	7	1	4	22657,00	0,00	22657,00	3236,71	285
WINDJANA	8	F	PUR SANG	15	2	9	22606,00	10166,00	32772,00	1507,07	265
PRADARO	11	H	PUR SANG	10	1	5	22604,00	10170,00	32774,00	2260,40	315
FLEUR DE SEL	6	F	PUR SANG	8	2	3	22550,00	9471,00	32021,00	2818,75	295
GREAT ART	6	H	PUR SANG	11	1	7	22536,00	10136,00	32672,00	2048,73	305
FERRARI FEVER	5	H	PUR SANG	9	1	5	22531,00	10134,00	32665,00	2503,44	410
KHALINSKHA	3	F	PUR SANG	5	2	2	22500,00	16874,00	39374,00	4500,00	390
MAGIC TUNIS	6	H	PUR SANG	8	1	6	22483,00	10114,00	32597,00	2810,38	260
EMBIEZ	5	F	PUR SANG	5	2	3	22420,00	10087,00	32507,00	4484,00	305
ARANYANI	3	F	PUR SANG	4	1	3	22406,00	0,00	22406,00	5601,50	365
AL RATEEL	3	F	PUR SANG	3	2	0	22400,00	0,00	22400,00	7466,67	420
AUSTRALIAN ROMANCE	3	F	PUR SANG	10	0	9	22383,00	16783,00	39166,00	2238,30	280
MEXICAN DREAM	8	F	PUR SANG	12	2	3	22381,00	10069,00	32450,00	1865,08	295
SARASTRO	4	M	PUR SANG	5	1	2	22376,00	0,00	22376,00	4475,20	350
RIGEL BLUE	3	F	PUR SANG	6	1	3	22351,00	16762,00	39113,00	3725,17	350
LE DOC	3	H	PUR SANG	9	2	6	22312,00	16729,00	39041,00	2479,11	355
COGOLIN	8	H	PUR SANG	11	2	6	22311,00	10037,00	32348,00	2028,27	275
NOCE DE RUBIS	4	F	PUR SANG	7	0	7	22303,00	10032,00	32335,00	3186,14	340
SPRING EVE	6	F	PUR SANG	8	2	3	22283,00	10025,00	32308,00	2785,38	330
NEBUR	3	M	PUR SANG	8	1	5	22239,00	16676,00	38915,00	2779,88	385
QUEMAZAL	3	M	PUR SANG	7	1	5	22180,00	16634,00	38814,00	3168,57	375
AIMANT	8	H	PUR SANG	9	2	3	22170,00	9975,00	32145,00	2463,33	240
BODY PHYSICAL	2	F	PUR SANG	9	1	8	22154,00	16614,00	38768,00	2461,56	325
SOGYNT	7	H	PUR SANG	8	2	3	22124,00	9953,00	32077,00	2765,50	300
TOMOE GOZEN	3	F	PUR SANG	16	1	11	22119,00	16585,00	38704,00	1382,44	260
ARIA FRESCA	2	F	PUR SANG	5	2	2	22084,00	0,00	22084,00	4416,80	355
SAN GIORGIO	2	M	PUR SANG	3	1	2	22057,00	16542,00	38599,00	7352,33	420
QUINTE FLUSH AAS	2	M	PUR SANG	3	0	3	22042,00	0,00	22042,00	7347,33	380
AMINACO	4	M	PUR SANG	3	2	1	22036,00	0,00	22036,00	7345,33	375
TEUCH WIN	3	H	PUR SANG	7	1	5	22008,00	16505,00	38513,00	3144,00	350
CENTRICAL	8	H	PUR SANG	7	2	4	22001,00	9899,00	31900,00	3143,00	400
FIRST LADY STAR	3	F	PUR SANG	11	1	7	21980,00	16481,00	38461,00	1998,18	260
MANDANABA	4	F	PUR SANG	1	1	0	21950,00	9877,00	31827,00	21950,00	505
ROSENINSEL	3	F	PUR SANG	5	1	4	21938,00	16452,00	38390,00	4387,60	425
CIAO BELLO	2	M	PUR SANG	4	1	3	21938,00	16452,00	38390,00	5484,50	380
JOH SPIRIT	7	F	PUR SANG	9	1	5	21923,00	9862,00	31785,00	2435,89	385
MAINE	3	F	PUR SANG	5	1	3	21907,00	16429,00	38336,00	4381,40	390
SAMAGACE DU VIVIEN	12	H	PUR SANG	6	2	1	21898,00	9853,00	31751,00	3649,67	240
YAGGERA	3	F	PUR SANG	7	1	5	21898,00	16421,00	38319,00	3128,29	385
LIVRY	4	F	PUR SANG	3	2	1	21888,00	9849,00	31737,00	7296,00	365
QUIET KING	4	H	PUR SANG	5	0	4	21888,00	9846,00	31734,00	4377,60	420
WHAKA	3	F	PUR SANG	15	1	12	21884,00	10448,00	32332,00	1458,93	265
DEUX PONTS	3	M	PUR SANG	6	1	4	21857,00	0,00	21857,00	3642,83	370
STUDY OF CASE	3	M	PUR SANG	6	1	4	21816,00	16362,00	38178,00	3636,00	370
GOLDEN BROWN	4	H	PUR SANG	11	2	5	21782,00	9800,00	31582,00	1980,18	315
MENACANT	3	M	PUR SANG	7	2	1	21772,00	16329,00	38101,00	3110,29	360
PAINTELLO	5	H	PUR SANG	4	1	1	21722,00	9774,00	31496,00	5430,50	365
TAKE CHARGE STAR	3	M	PUR SANG	1	0	1	21698,00	0,00	21698,00	21698,00	500
SOUL AMBASSADOR	3	H	PUR SANG	4	1	3	21696,00	16271,00	37967,00	5424,00	380
GOLDY GLORY	2	F	PUR SANG	5	2	1	21690,00	16267,00	37957,00	4338,00	375
SPIRIT GREY	6	H	PUR SANG	10	1	8	21682,00	9754,00	31436,00	2168,20	235
CANENA	3	F	PUR SANG	5	2	2	21676,00	16257,00	37933,00	4335,20	385
LIBECCIO WIND	3	M	PUR SANG	4	0	4	21642,00	0,00	21642,00	5410,50	405
BIG JET PLANE	2	H	PUR SANG	6	1	4	21587,00	16188,00	37775,00	3597,83	395
XARUN	9	H	PUR SANG	16	2	10	21534,00	9687,00	31221,00	1345,88	260
SELF SOLUTION	5	H	PUR SANG	5	2	2	21471,00	0,00	21471,00	4294,20	360
NEKKETSU	3	H	PUR SANG	3	1	2	21412,00	16057,00	37469,00	7137,33	390
JONIN	5	F	PUR SANG	6	1	4	21393,00	0,00	21393,00	3565,50	310
KRASKHOV	4	H	PUR SANG	6	0	5	21377,00	9617,00	30994,00	3562,83	385
LITERARY SONG	2	H	PUR SANG	4	1	3	21369,00	16024,00	37393,00	5342,25	410
SIMPLY LOVELY	8	H	PUR SANG	7	1	2	21358,00	9610,00	30968,00	3051,14	365
PLEASING	5	F	PUR SANG	4	2	2	21282,00	9576,00	30858,00	5320,50	315
RADIANT	3	F	PUR SANG	4	1	1	21245,00	15933,00	37178,00	5311,25	465
ODIN NORMANDY	7	H	PUR SANG	6	3	1	21235,00	9555,00	30790,00	3539,17	290
ANODIAC	3	H	PUR SANG	7	2	3	21225,00	15918,00	37143,00	3032,14	330
MANA MAHA	8	F	PUR SANG	12	1	6	21216,00	9542,00	30758,00	1768,00	290
RUBENESQUE	3	F	PUR SANG	12	1	10	21211,00	15905,00	37116,00	1767,58	330
LA BONITA	5	F	PUR SANG	8	2	3	21182,00	9530,00	30712,00	2647,75	310
INMATE	4	H	PUR SANG	12	1	6	21161,00	0,00	21161,00	1763,42	230
PRESA DIRETTA	7	F	PUR SANG	4	0	4	21143,00	9512,00	30655,00	5285,75	385
GIORGIANA	6	F	PUR SANG	6	2	2	21130,00	9506,00	30636,00	3521,67	330
IPSO FACTO	4	H	PUR SANG	10	1	7	21127,00	9502,00	30629,00	2112,70	310
GOLDEN RUN	2	H	PUR SANG	5	1	4	21106,00	15828,00	36934,00	4221,20	360
SOLIGNY	4	H	PUR SANG	4	2	0	21100,00	9494,00	30594,00	5275,00	345
AVIDE	4	H	PUR SANG	3	0	3	21100,00	9495,00	30595,00	7033,33	445
LEPARD	7	M	PUR SANG	12	2	6	21082,00	9484,00	30566,00	1756,83	305
BALTA	3	H	PUR SANG	11	1	8	21048,00	15782,00	36830,00	1913,45	295
CUELLAR	3	H	PUR SANG	6	1	4	21047,00	15784,00	36831,00	3507,83	370
ZINGARELLE	5	F	PUR SANG	6	1	5	21042,00	9464,00	30506,00	3507,00	310
GRANDE BAIGNEUSE	3	F	PUR SANG	4	1	2	21040,00	0,00	21040,00	5260,00	440
MAINTAIN	3	F	PUR SANG	5	0	2	21040,00	0,00	21040,00	4208,00	460
BEWARE OF THE BEAR	3	M	PUR SANG	11	2	9	21037,00	0,00	21037,00	1912,45	300
SECOND TO NONE	8	H	PUR SANG	9	1	6	21028,00	0,00	21028,00	2336,44	195
ZAHYANA	6	F	PUR SANG	3	1	2	21024,00	9460,00	30484,00	7008,00	410
HELLO MASTER	3	H	PUR SANG	10	2	6	20987,00	15378,00	36365,00	2098,70	345
ELUSIVE NELSON	8	F	PUR SANG	11	2	8	20961,00	9430,00	30391,00	1905,55	245
RIVER DAVEN	7	F	PUR SANG	11	1	9	20924,00	9413,00	30337,00	1902,18	175
PALM SPRINGS	3	F	PUR SANG	6	1	4	20895,00	10419,00	31314,00	3482,50	375
RASHEED	3	M	PUR SANG	5	1	4	20880,00	15660,00	36540,00	4176,00	365
NAKED MEMORIES	4	H	PUR SANG	7	1	4	20877,00	9393,00	30270,00	2982,43	345
PORT SANTA PONSA	5	H	PUR SANG	9	2	4	20870,00	9389,00	30259,00	2318,89	250
VARENNE	4	H	PUR SANG	14	1	7	20869,00	8756,00	29625,00	1490,64	280
MIJAS	3	M	PUR SANG	6	1	2	20864,00	15648,00	36512,00	3477,33	430
NADIR	3	H	PUR SANG	6	1	5	20840,00	15628,00	36468,00	3473,33	345
WAYBREAKER	3	H	PUR SANG	3	0	3	20815,00	15611,00	36426,00	6938,33	480
ALMAROMY	4	F	PUR SANG	10	1	7	20768,00	9342,00	30110,00	2076,80	350
SHOWPOWER	5	H	PUR SANG	6	2	4	20762,00	0,00	20762,00	3460,33	350
FAVORY CHOP	5	H	PUR SANG	6	1	2	20753,00	9337,00	30090,00	3458,83	310
LA CRACK PRECIEUSE	5	F	PUR SANG	11	2	6	20751,00	9335,00	30086,00	1886,45	200
CAMBREMER	4	F	PUR SANG	6	1	3	20751,00	9336,00	30087,00	3458,50	350
SPOTTED TAIL	3	F	PUR SANG	5	2	2	20722,00	15541,00	36263,00	4144,40	340
HOT AND BEAUTY	4	F	PUR SANG	12	1	7	20661,00	9294,00	29955,00	1721,75	285
FORCE TRANQUILLE	7	F	PUR SANG	15	1	11	20648,00	9288,00	29936,00	1376,53	245
CHIRICCO	5	H	PUR SANG	7	1	4	20618,00	9276,00	29894,00	2945,43	380
JOUR DE COEUR	3	F	PUR SANG	12	2	8	20570,00	15426,00	35996,00	1714,17	280
TIBERIANA	4	F	PUR SANG	9	2	6	20549,00	9244,00	29793,00	2283,22	255
JOHNNY DRIVE	3	H	PUR SANG	13	2	8	20535,00	15399,00	35934,00	1579,62	250
MOONLABEL	3	F	PUR SANG	5	1	3	20525,00	15392,00	35917,00	4105,00	430
WATHAB	5	H	PUR SANG	11	3	4	20518,00	9232,00	29750,00	1865,27	250
JUST IN TIME GAME	7	M	PUR SANG	11	2	3	20510,00	9227,00	29737,00	1864,55	330
IT'S PISTACHIO	3	H	PUR SANG	5	2	2	20499,00	15373,00	35872,00	4099,80	375
ATLANTIC WAYS	5	F	PUR SANG	7	1	6	20487,00	9217,00	29704,00	2926,71	290
ORANGE VIF	7	H	PUR SANG	10	2	3	20482,00	9215,00	29697,00	2048,20	240
DERBYCAT	3	F	PUR SANG	5	1	4	20478,00	0,00	20478,00	4095,60	345
IMMATIN STORM	2	F	PUR SANG	5	0	5	20474,00	10480,00	30954,00	4094,80	370
UPPERCUT	4	H	PUR SANG	13	2	6	20463,00	7405,00	27868,00	1574,08	295
POLO BABY	4	H	PUR SANG	12	1	6	20446,00	9197,00	29643,00	1703,83	185
LA ALMADIA	3	F	PUR SANG	15	2	7	20441,00	15327,00	35768,00	1362,73	265
KOYA	3	F	PUR SANG	7	1	6	20440,00	15329,00	35769,00	2920,00	355
JUBBAH	5	F	PUR SANG	12	3	5	20419,00	7612,00	28031,00	1701,58	220
NUMERUS BORGET	8	H	PUR SANG	11	0	7	20417,00	9183,00	29600,00	1856,09	275
KOMET CHOP	3	M	PUR SANG	7	1	3	20386,00	15289,00	35675,00	2912,29	375
SAN TEODORICO	7	H	PUR SANG	8	2	4	20360,00	9160,00	29520,00	2545,00	290
ELAUNEIL	6	F	PUR SANG	13	3	7	20358,00	8482,00	28840,00	1566,00	250
TREATWOOD	6	H	PUR SANG	7	2	2	20340,00	9151,00	29491,00	2905,71	345
DICANTO	2	M	PUR SANG	10	1	7	20322,00	15240,00	35562,00	2032,20	335
LIKE LINDY	3	F	PUR SANG	8	0	5	20308,00	0,00	20308,00	2538,50	365
SUMACO	3	M	PUR SANG	4	1	3	20291,00	0,00	20291,00	5072,75	395
ZASTER FOR ALL	8	F	PUR SANG	8	2	3	20248,00	9111,00	29359,00	2531,00	205
RUE POUSSIN	4	F	PUR SANG	9	1	3	20247,00	9108,00	29355,00	2249,67	290
MARTIAL ART	7	H	PUR SANG	6	1	2	20203,00	9089,00	29292,00	3367,17	290
APPLICATION	2	F	PUR SANG	5	1	3	20203,00	15151,00	35354,00	4040,60	380
MAROONED	4	F	PUR SANG	5	1	3	20202,00	9090,00	29292,00	4040,40	370
SWEET DIANA	6	F	PUR SANG	4	2	1	20181,00	0,00	20181,00	5045,25	335
SY LY	3	F	PUR SANG	10	3	7	20180,00	15135,00	35315,00	2018,00	680
VERY PRETTY	3	F	PUR SANG	7	0	7	20180,00	15132,00	35312,00	2882,86	360
MANDEGA	6	H	PUR SANG	8	2	5	20160,00	9069,00	29229,00	2520,00	290
PISORNO	8	H	PUR SANG	10	2	6	20150,00	9065,00	29215,00	2015,00	240
LOYAL PRINCE	5	M	PUR SANG	13	1	6	20150,00	9064,00	29214,00	1550,00	200
HUR CAT	9	H	PUR SANG	12	1	8	20138,00	9060,00	29198,00	1678,17	215
DOUBLE EFFECT	6	F	PUR SANG	7	1	4	20130,00	9056,00	29186,00	2875,71	275
FREJULFE	3	F	PUR SANG	7	2	4	20122,00	13290,00	33412,00	2874,57	285
KOZLOVSKHA	3	F	PUR SANG	5	0	2	20120,00	15090,00	35210,00	4024,00	430
CITY QUEEN	3	F	PUR SANG	3	0	3	20120,00	0,00	20120,00	6706,67	440
PITCH PERFECT	3	H	PUR SANG	4	1	2	20110,00	15081,00	35191,00	5027,50	445
VICKY	4	F	PUR SANG	7	1	4	20107,00	9046,00	29153,00	2872,43	305
MARBELLESA	3	F	PUR SANG	6	0	6	20096,00	15071,00	35167,00	3349,33	370
RUSH TO WAIT	3	F	PUR SANG	6	2	2	20088,00	15066,00	35154,00	3348,00	340
QUALIAND	6	H	PUR SANG	6	2	3	20042,00	9017,00	29059,00	3340,33	335
GOOD BYE DAVIER	3	M	PUR SANG	9	1	7	20036,00	15027,00	35063,00	2226,22	340
LA BELLE ISOLA	2	F	PUR SANG	4	1	3	20021,00	15015,00	35036,00	5005,25	400
ZAHARA	3	F	PUR SANG	6	1	2	20018,00	15013,00	35031,00	3336,33	370
FERNANDO	6	H	PUR SANG	11	2	5	20010,00	9003,00	29013,00	1819,09	225
DEFINING	3	H	PUR SANG	4	1	3	20009,00	15005,00	35014,00	5002,25	415
TURBULENTE	3	F	PUR SANG	5	1	3	20005,00	15003,00	35008,00	4001,00	410
MAN'S BEST FRIEND	2	M	PUR SANG	1	0	1	19985,00	0,00	19985,00	19985,00	495
TREASURE KEEPER	8	M	PUR SANG	7	1	4	19972,00	8985,00	28957,00	2853,14	345
DISTURBED	5	H	PUR SANG	5	1	3	19950,00	8975,00	28925,00	3990,00	360
CHANSON DOUCE	2	F	PUR SANG	4	2	1	19940,00	14954,00	34894,00	4985,00	410
ZVALIKOVA	5	F	PUR SANG	8	2	4	19932,00	8967,00	28899,00	2491,50	325
ETERNITYS GREY	4	F	PUR SANG	6	1	3	19920,00	8962,00	28882,00	3320,00	325
BIG BOOTS	10	H	PUR SANG	10	1	5	19897,00	0,00	19897,00	1989,70	200
TEMAPICA	3	F	PUR SANG	3	1	1	19895,00	14920,00	34815,00	6631,67	440
MANNE	9	F	PUR SANG	9	1	7	19883,00	8943,00	28826,00	2209,22	275
LADY SOFIA	3	F	PUR SANG	8	0	6	19842,00	14879,00	34721,00	2480,25	300
EQUULEUS	3	H	PUR SANG	5	1	3	19836,00	14876,00	34712,00	3967,20	370
WONDER BOY	11	H	PUR SANG	6	1	5	19800,00	8908,00	28708,00	3300,00	320
GAILLARD	6	H	PUR SANG	9	1	6	19792,00	8903,00	28695,00	2199,11	345
MEMORY	3	H	PUR SANG	5	1	4	19789,00	14839,00	34628,00	3957,80	370
WALIBI CHOP	4	M	PUR SANG	9	2	6	19780,00	8901,00	28681,00	2197,78	670
JESS LIVERMORE	5	H	PUR SANG	7	1	3	19770,00	8894,00	28664,00	2824,29	270
LE TYCOON	4	H	PUR SANG	7	1	5	19724,00	8873,00	28597,00	2817,71	275
STARZO FAL	5	M	PUR SANG	9	1	7	19723,00	8874,00	28597,00	2191,44	660
HAZA	4	H	PUR SANG	8	1	5	19673,00	8851,00	28524,00	2459,13	375
BRIGHT LIGHT	3	M	PUR SANG	2	1	1	19660,00	7545,00	27205,00	9830,00	470
RISING WATER	3	F	PUR SANG	6	1	5	19653,00	14738,00	34391,00	3275,50	340
ANDEOL	3	M	PUR SANG	5	1	1	19632,00	14724,00	34356,00	3926,40	380
WEEKEN	3	H	PUR SANG	6	1	3	19628,00	14721,00	34349,00	3271,33	405
DIVO	3	H	PUR SANG	7	1	4	19627,00	14719,00	34346,00	2803,86	330
QUIET WIFE	4	F	PUR SANG	11	1	8	19614,00	8823,00	28437,00	1783,09	330
ZARAMIX	3	H	PUR SANG	5	1	2	19603,00	14701,00	34304,00	3920,60	420
VINO	5	F	PUR SANG	19	0	16	19597,00	8812,00	28409,00	1031,42	175
GO JOHNNY GO GO GO	6	F	PUR SANG	11	1	8	19592,00	8813,00	28405,00	1781,09	210
SIR CRATER	4	M	PUR SANG	6	2	1	19572,00	8807,00	28379,00	3262,00	360
SALALAH	5	F	PUR SANG	8	0	5	19572,00	8803,00	28375,00	2446,50	370
ETINCELLE	3	F	PUR SANG	4	1	2	19559,00	14667,00	34226,00	4889,75	420
NO TIME	6	F	PUR SANG	8	2	2	19555,00	8799,00	28354,00	2444,38	290
MAGNETIQUE	11	H	PUR SANG	12	1	4	19532,00	0,00	19532,00	1627,67	175
WOODCHUCK	6	H	PUR SANG	2	0	2	19512,00	8780,00	28292,00	9756,00	510
MARKOS	3	M	PUR SANG	8	3	4	19484,00	14611,00	34095,00	2435,50	300
HEROISTE	3	F	PUR SANG	3	1	1	19476,00	14606,00	34082,00	6492,00	385
EXPERTISE	6	F	PUR SANG	11	1	6	19475,00	8762,00	28237,00	1770,45	285
RENOUVEAU	2	F	PUR SANG	5	0	5	19472,00	14602,00	34074,00	3894,40	360
BEST LOOKING	5	F	PUR SANG	6	2	4	19469,00	8759,00	28228,00	3244,83	320
I AM STILL STANDING	3	F	PUR SANG	9	1	5	19461,00	14593,00	34054,00	2162,33	295
ONE REPUBLIK	3	F	PUR SANG	13	3	10	19460,00	14594,00	34054,00	1496,92	640
INDIAN PACIFIC	10	H	PUR SANG	8	2	6	19459,00	8754,00	28213,00	2432,38	300
ETCHEBASTER	3	H	PUR SANG	5	0	5	19456,00	14592,00	34048,00	3891,20	380
CAVANI KAIZEN	8	H	PUR SANG	6	2	3	19451,00	8752,00	28203,00	3241,83	295
KELLY KEY	6	F	PUR SANG	14	1	10	19440,00	8742,00	28182,00	1388,57	265
LIARMA	3	F	PUR SANG	3	1	2	19438,00	0,00	19438,00	6479,33	400
PURPLE MOOD	5	H	PUR SANG	11	1	6	19437,00	8744,00	28181,00	1767,00	285
SEVENDAY	5	H	PUR SANG	14	1	9	19433,00	8740,00	28173,00	1388,07	320
MYKISS	9	H	PUR SANG	7	1	3	19392,00	8724,00	28116,00	2770,29	335
CARTAAM	4	H	PUR SANG	7	1	4	19383,00	8720,00	28103,00	2769,00	270
PERSIAN GRACE	3	F	PUR SANG	5	1	3	19380,00	14533,00	33913,00	3876,00	380
PAOLINO	4	H	PUR SANG	5	1	2	19358,00	8710,00	28068,00	3871,60	375
SAINT LAURENT	3	H	PUR SANG	9	1	7	19332,00	14498,00	33830,00	2148,00	300
EKLLEEL	3	F	PUR SANG	4	1	2	19324,00	0,00	19324,00	4831,00	430
BURATTINA	8	F	PUR SANG	10	2	3	19323,00	0,00	19323,00	1932,30	275
NO LIMIT DREAM	6	H	PUR SANG	10	0	6	19315,00	8688,00	28003,00	1931,50	375
SCHUMAN	4	M	PUR SANG	9	0	6	19311,00	8687,00	27998,00	2145,67	380
VENEZIA QUEEN	2	F	PUR SANG	3	1	2	19298,00	14473,00	33771,00	6432,67	395
ALBERTINELLI	7	H	PUR SANG	6	1	3	19261,00	8665,00	27926,00	3210,17	260
SOLEIL SUISSE	3	F	PUR SANG	9	1	5	19252,00	10687,00	29939,00	2139,11	330
NARGIZ	4	F	PUR SANG	5	2	1	19231,00	8652,00	27883,00	3846,20	350
LILLY'S LIGHT	3	F	PUR SANG	5	2	2	19224,00	14416,00	33640,00	3844,80	300
FEELGOOD	3	F	PUR SANG	2	2	0	19200,00	14400,00	33600,00	9600,00	390
NEVER COME BACK	10	H	PUR SANG	6	2	4	19167,00	8622,00	27789,00	3194,50	265
CHILL Y FLAMA	3	F	PUR SANG	7	1	3	19166,00	0,00	19166,00	2738,00	385
GOLDFIELD	5	H	PUR SANG	8	2	1	19164,00	8623,00	27787,00	2395,50	320
SIJOUX	5	F	PUR SANG	8	1	5	19163,00	0,00	19163,00	2395,38	310
ROMAN FORUM	4	H	PUR SANG	5	1	2	19162,00	8622,00	27784,00	3832,40	395
LADY OSPREY	2	F	PUR SANG	8	1	7	19133,00	14348,00	33481,00	2391,63	335
LE ROI LEON	4	H	PUR SANG	11	0	7	19116,00	8597,00	27713,00	1737,82	320
EPHESUS	4	H	PUR SANG	3	1	2	19080,00	8584,00	27664,00	6360,00	425
MISTER JULES	5	H	PUR SANG	10	1	7	19074,00	8580,00	27654,00	1907,40	270
SWIFT FLIGHT	8	H	PUR SANG	8	1	5	19061,00	8575,00	27636,00	2382,63	325
ETERNEL	6	H	PUR SANG	12	1	8	19049,00	8567,00	27616,00	1587,42	310
SELENITE	3	F	PUR SANG	7	1	5	19027,00	14269,00	33296,00	2718,14	360
SWEET CHOP	4	M	PUR SANG	4	0	4	19019,00	8556,00	27575,00	4754,75	415
COOLMEEN ROYAL	7	H	PUR SANG	11	1	4	19003,00	8549,00	27552,00	1727,55	280
KOLPLET	6	H	PUR SANG	10	2	1	18978,00	8539,00	27517,00	1897,80	260
VALDERRAMA	3	F	PUR SANG	5	1	4	18974,00	14227,00	33201,00	3794,80	310
THE CAT'S	5	H	PUR SANG	9	1	6	18960,00	8529,00	27489,00	2106,67	245
WATCH HIM	8	M	PUR SANG	6	0	4	18947,00	8523,00	27470,00	3157,83	400
APPEN	2	F	PUR SANG	7	1	5	18933,00	14198,00	33131,00	2704,71	350
ASPRILA	3	F	PUR SANG	10	1	7	18933,00	0,00	18933,00	1893,30	250
COCO LIGHT	8	H	PUR SANG	9	2	4	18926,00	8515,00	27441,00	2102,89	200
SULEYMAN	6	H	PUR SANG	9	1	4	18907,00	8505,00	27412,00	2100,78	295
ROSZAL	2	M	PUR SANG	2	1	1	18906,00	14179,00	33085,00	9453,00	
CICERON	2	M	PUR SANG	2	1	1	18906,00	14179,00	33085,00	9453,00	
SAFRAN DORE	3	H	PUR SANG	4	1	3	18895,00	14170,00	33065,00	4723,75	400
HARRISON POINT	9	H	PUR SANG	11	1	7	18865,00	8486,00	27351,00	1715,00	285
EXHIT	7	H	PUR SANG	5	2	3	18848,00	8479,00	27327,00	3769,60	290
HOLSTOMER	3	H	PUR SANG	4	1	3	18838,00	14127,00	32965,00	4709,50	390
MIUCCIA	3	F	PUR SANG	6	0	5	18812,00	0,00	18812,00	3135,33	400
NOBLE D'ARGENT	3	H	PUR SANG	4	1	1	18806,00	14104,00	32910,00	4701,50	405
WILD WEST	6	M	PUR SANG	11	1	7	18797,00	8275,00	27072,00	1708,82	325
SHABAZI	2	F	PUR SANG	3	2	1	18796,00	14097,00	32893,00	6265,33	390
OLAF THE BIG ONE	7	H	PUR SANG	13	2	4	18794,00	8456,00	27250,00	1445,69	220
MOABI	4	F	PUR SANG	9	1	8	18794,00	8454,00	27248,00	2088,22	280
MOOREA	4	F	PUR SANG	8	1	7	18755,00	8436,00	27191,00	2344,38	295
MISTER POWER	6	H	PUR SANG	12	1	8	18732,00	8425,00	27157,00	1561,00	250
LADY MARA	3	F	PUR SANG	2	1	1	18730,00	14047,00	32777,00	9365,00	420
SONO IO	3	H	PUR SANG	7	1	4	18689,00	14015,00	32704,00	2669,86	355
POSSENHOFEN	3	H	PUR SANG	7	1	6	18682,00	14010,00	32692,00	2668,86	345
VAN BLUTCH	3	M	PUR SANG	5	0	5	18678,00	14008,00	32686,00	3735,60	410
RABBAH	7	H	PUR SANG	15	1	10	18655,00	8393,00	27048,00	1243,67	240
BLANQUETTE	3	F	PUR SANG	10	1	7	18653,00	13987,00	32640,00	1865,30	305
REMAMA	6	F	PUR SANG	5	1	3	18647,00	8389,00	27036,00	3729,40	295
BELLA MEMORIA	4	F	PUR SANG	7	1	2	18635,00	8384,00	27019,00	2662,14	345
MAPLE GIRL	7	F	PUR SANG	9	2	4	18620,00	8376,00	26996,00	2068,89	215
MISSION SECRETE	5	F	PUR SANG	6	2	2	18600,00	8368,00	26968,00	3100,00	320
GAIDAR	7	H	PUR SANG	9	2	4	18599,00	0,00	18599,00	2066,56	320
LIGHT L'AUDRIELLE	3	M	PUR SANG	3	1	2	18588,00	13939,00	32527,00	6196,00	375
TWO TWO TWO	6	F	PUR SANG	12	1	9	18570,00	8352,00	26922,00	1547,50	180
CAPITANO	6	H	PUR SANG	3	1	2	18568,00	8355,00	26923,00	6189,33	370
ALGECIRAS	7	F	PUR SANG	15	1	10	18559,00	8347,00	26906,00	1237,27	230
HIGHBARI	9	H	PUR SANG	6	0	6	18558,00	8347,00	26905,00	3093,00	340
AMICO PIETRO	3	H	PUR SANG	9	1	6	18556,00	13916,00	32472,00	2061,78	270
NEYSHAPUR	4	F	PUR SANG	11	1	7	18552,00	8346,00	26898,00	1686,55	270
LA CARMEN	2	F	PUR SANG	3	1	2	18538,00	13900,00	32438,00	6179,33	385
LIGHTNING RAID	4	M	PUR SANG	6	1	4	18536,00	0,00	18536,00	3089,33	310
COUNSELOR	3	M	PUR SANG	9	1	7	18528,00	13896,00	32424,00	2058,67	340
MONTSECRET	3	H	PUR SANG	3	0	3	18525,00	13893,00	32418,00	6175,00	460
