Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
EBBE VERHESTRAETEN	70	132	15	71	243163,00	100320,00	343483,00	25992,00	1842,14	3474	2
JEREMY MOISAN	50	84	15	51	126519,00	67523,00	194042,00	24547,00	1506,18	2530	2
MAXIME FOULON	140	254	14	136	335647,00	121273,00	456920,00	61320,00	1321,44	2397	2
XAVIER BERGERON	93	158	14	82	187782,00	62951,00	250733,00	31916,00	1188,49	2019	2
HUGO MOUESAN	122	166	14	79	219432,00	78667,00	298099,00	31552,00	1321,88	1799	1
EMILIEN PUILLET-RODA	97	144	13	83	192007,00	81064,00	273071,00	32600,00	1333,38	1979	1
JORDAN PLATEAUX	53	79	13	41	142650,00	17108,00	159758,00	25163,00	1805,70	2692	1
DAVID BREUX	146	245	12	110	218694,00	102140,00	320834,00	38686,00	892,63	1498	2
RONAN THOMAS	48	156	12	90	458181,00	272356,00	730537,00	81458,00	2937,06	9545	3
CLEMENT CADEL	84	136	12	84	183157,00	59236,00	242393,00	32194,00	1346,74	2180	2
BENJAMIN MARIE	109	156	12	83	237752,00	85401,00	323153,00	32767,00	1524,05	2181	1
LAURENT DOREAU	25	54	12	32	134499,00	4401,00	138900,00	24274,00	2490,72	5380	2
WARREN LEVESQUE	133	196	11	115	204543,00	97063,00	301606,00	34825,00	1043,59	1538	1
GLEN MEURY	129	175	11	94	214232,00	109446,00	323678,00	36171,00	1224,18	1661	1
JEROME MOUTARD	105	157	11	93	270081,00	114654,00	384735,00	40694,00	1720,26	2572	1
VALENTIN SEGUY	86	122	11	56	205688,00	55705,00	261393,00	32833,00	1685,97	2392	1
MME ELAURA CIESLIK	19	39	11	23	123897,00	11473,00	135370,00	22499,00	3176,85	6521	2
MICKAEL FOREST	106	195	10	109	244894,00	94838,00	339732,00	43054,00	1255,87	2310	2
MME LAURA POGGIONOVO	103	185	10	103	198386,00	75320,00	273706,00	32085,00	1072,36	1926	2
MATTHIAS LAURON	85	150	10	78	120376,00	40302,00	160678,00	22482,00	802,51	1416	2
YOANN BARILLE	93	122	10	59	116469,00	26056,00	142525,00	20650,00	954,66	1252	1
ARNAUD BOURGEAIS	58	80	10	41	134097,00	40461,00	174558,00	24991,00	1676,21	2312	1
MME LEA BAILS	41	77	10	33	179030,00	76937,00	255967,00	28308,00	2325,06	4367	2
CEDRIC REYNAUD	21	46	10	30	58460,00	29110,00	87570,00	10742,00	1270,87	2784	2
ROSARIO MANGIONE	134	236	9	112	243304,00	115883,00	359187,00	40342,00	1030,95	1816	2
MAXIMILIEN JUSTUM	110	221	9	108	198805,00	90040,00	288845,00	36993,00	899,57	1807	2
MME MANON GERMAIN	94	165	9	85	182963,00	91251,00	274214,00	28811,00	1108,87	1946	2
OLIVIER D' ANDIGNE	77	138	9	76	209793,00	61375,00	271168,00	38156,00	1520,24	2725	2
ANTHONY BERNARD	93	180	9	74	139828,00	60186,00	200014,00	24946,00	776,82	1504	2
MME JULIA LACROIX	32	124	9	55	124952,00	55514,00	180466,00	22256,00	1007,68	3905	4
GIOVANNI SIAS	73	109	9	52	138170,00	64342,00	202512,00	20674,00	1267,61	1893	1
ADRIAN LE LAY MARTIN	55	73	9	50	151062,00	62777,00	213839,00	19490,00	2069,34	2747	1
THOMAS BLANCHOUIN	50	75	9	39	90591,00	32908,00	123499,00	15256,00	1207,88	1812	2
CLEMENT MERILLE	53	106	8	54	144050,00	30415,00	174465,00	26463,00	1358,96	2718	2
CHRISTOPHER RAIMBAULT	72	102	8	54	93471,00	21867,00	115338,00	15561,00	916,38	1298	1
MME LUANA DUPELIN LALUNG	19	69	8	52	73535,00	39673,00	113208,00	14253,00	1065,72	3870	4
MATHIEU CALBRIX	69	102	8	46	126224,00	43450,00	169674,00	14427,00	1237,49	1829	1
ARTHUR VILCHIEN	51	74	8	42	108868,00	49757,00	158625,00	17623,00	1471,19	2135	1
MME SOPHIE TISON	46	84	8	33	116381,00	54986,00	171367,00	16806,00	1385,49	2530	2
TIMOTHE BREBION	61	75	8	29	90315,00	37600,00	127915,00	12732,00	1204,20	1481	1
VICTOR DUPONT	31	54	8	29	82099,00	46041,00	128140,00	16077,00	1520,35	2648	2
RICARDO MANUEL SOUSA FERREIRA	34	45	8	22	106740,00	52264,00	159004,00	16342,00	2372,00	3139	1
MME PERRINE CHEYER	107	170	7	75	147688,00	47770,00	195458,00	18378,00	868,75	1380	2
FRANCK TORRALBA	27	69	7	48	64820,00	30989,00	95809,00	12428,00	939,42	2401	3
PIERRE LE DIGABEL	45	69	7	39	105661,00	32425,00	138086,00	15963,00	1531,32	2348	2
MME SARAH AKARI-SOUIDANE	39	72	7	31	46858,00	28611,00	75469,00	9798,00	650,81	1201	2
LUCA CARBONI	51	67	7	27	94922,00	29571,00	124493,00	9401,00	1416,75	1861	1
MICHEL WENDEL	23	40	7	27	90463,00	15853,00	106316,00	16171,00	2261,58	3933	2
ANTHONY GIREL	32	65	7	26	64223,00	30230,00	94453,00	10607,00	988,05	2007	2
MARTIN SEIDL	22	25	7	11	68653,00	9041,00	77694,00	2926,00	2746,12	3121	1
BERTRAND FLANDRIN	68	112	6	72	115691,00	38651,00	154342,00	15688,00	1032,96	1701	2
COSTANTINO CARBONI	57	94	6	44	107023,00	42775,00	149798,00	14251,00	1138,54	1878	2
ARTHUR MOSSE	43	70	6	36	99395,00	50291,00	149686,00	16652,00	1419,93	2312	2
MME SHANA TOPIN	53	79	6	34	72591,00	38640,00	111231,00	13376,00	918,87	1370	1
LUKA ROUSSEAU	24	37	6	24	75857,00	8401,00	84258,00	13733,00	2050,19	3161	2
MME MARINA BRUNELLI	44	83	5	47	68285,00	36334,00	104619,00	13367,00	822,71	1552	2
SOUFIANE SAADI	55	68	5	36	85014,00	21871,00	106885,00	10772,00	1250,21	1546	1
MME MANON FLEURY	35	72	5	36	72423,00	34031,00	106454,00	13780,00	1005,88	2069	2
MME SIBYLLE VOGT	39	62	5	33	107614,00	36967,00	144581,00	11078,00	1735,71	2759	2
CHRISTOPHE BILLARDELLO	25	54	5	33	68565,00	32508,00	101073,00	11496,00	1269,72	2743	2
VINCENT CHENET	34	71	5	32	79789,00	13811,00	93600,00	14562,00	1123,79	2347	2
BRYAN LABATE	26	43	5	28	74910,00	23338,00	98248,00	9085,00	1742,09	2881	2
GARY SANCHEZ	40	50	5	25	62212,00	32088,00	94300,00	11649,00	1244,24	1555	1
MME MATHILDE CABAL	51	74	5	25	52305,00	26299,00	78604,00	10176,00	706,82	1026	1
GABRIEL ROTH LE VAILLANT	31	43	5	21	43015,00	17616,00	60631,00	7174,00	1000,35	1388	1
MME ALISON MASSIN	21	38	5	19	71607,00	39377,00	110984,00	10393,00	1884,39	3410	2
KEVIN GAUDEFFROY	37	46	5	19	43882,00	13253,00	57135,00	7826,00	953,96	1186	1
CLEMENT GUITRAUD	20	28	5	18	56633,00	0,00	56633,00	10025,00	2022,61	2832	1
MME ANAELLE MEKOUCHE	66	127	4	60	118172,00	49833,00	168005,00	19120,00	930,49	1790	2
MME LAURA GROSSO	50	85	4	37	68648,00	22671,00	91319,00	12610,00	807,62	1373	2
JACKY NICOLEAU	68	100	4	35	87218,00	39779,00	126997,00	13809,00	872,18	1283	1
ENZO CRUBLET	48	57	4	28	61950,00	28831,00	90781,00	10743,00	1086,84	1291	1
MME AXELLE DUQUESNOY	20	62	4	25	68907,00	25400,00	94307,00	10164,00	1111,40	3445	3
EMANUELE SOLINAS	24	43	4	21	48244,00	22373,00	70617,00	7259,00	1121,95	2010	2
DYLAN ALBERCA-GAVILAN	29	51	4	19	42058,00	21847,00	63905,00	8458,00	824,67	1450	2
VACLAV JANACEK	21	27	4	18	71261,00	34862,00	106123,00	12465,00	2639,30	3393	1
MME LEANE DAVID	24	43	4	17	36262,00	7501,00	43763,00	3452,00	843,30	1511	2
LUCAS ZULIANI	15	22	4	15	72560,00	0,00	72560,00	12962,00	3298,18	4837	1
MAEL GRONDIN	14	28	4	12	55583,00	20155,00	75738,00	7281,00	1985,11	3970	2
LEON WOLFF	14	18	4	6	55919,00	15910,00	71829,00	4794,00	3106,61	3994	1
ANTOINE SUBIAS	100	143	3	68	89721,00	31121,00	120842,00	15083,00	627,42	897	1
NICOLAS BAUDET	60	92	3	35	55103,00	28759,00	83862,00	10461,00	598,95	918	2
MME CAMILLE COLLET-VIDAL	11	53	3	27	64976,00	27692,00	92668,00	9122,00	1225,96	5907	5
RICHARD JUTEAU	45	65	3	26	53307,00	15126,00	68433,00	9497,00	820,11	1185	1
DAMIEN MORIN	32	41	3	21	36669,00	11522,00	48191,00	5056,00	894,37	1146	1
SEBASTIEN JUST	30	64	3	21	31088,00	10789,00	41877,00	5042,00	485,75	1036	2
MME MAELIE PIEN	21	33	3	15	33170,00	16423,00	49593,00	6424,00	1005,15	1580	2
RYAN-LEE MOORE	12	15	3	9	2192720,00	373089,00	2565809,00	188326,00	146181,33	182727	1
OISIN MURPHY	13	16	3	9	646440,00	23251,00	669691,00	17937,00	40402,50	49726	1
COLIN KEANE	10	16	3	8	335000,00	0,00	335000,00	0,00	20937,50	33500	2
MME ANGELE MENARD-LEDAUPHIN	6	11	3	3	15356,00	4681,00	20037,00	2610,00	1396,00	2559	2
SHANE FOLEY	5	7	3	2	106340,00	0,00	106340,00	0,00	15191,43	21268	1
THEO CHEVILLARD	6	6	3	1	16160,00	0,00	16160,00	2813,00	2693,33	2693	1
