Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
WERTHEIMER & FRERE	116	474	87	269	2809512,00	1466526,00	4276038,00	377450,00	5927,24	24220	4
GUY PARIENTE HOLDING	125	669	59	370	1286441,00	806942,00	2093383,00	219181,00	1922,93	10292	5
AGA KHAN STUDS SC	71	244	65	118	3356007,00	687690,00	4043697,00	211042,00	13754,13	47268	3
AL SHAQAB RACING	108	376	42	216	1370558,00	643457,00	2014015,00	197182,00	3645,10	12690	3
MR JEAN-PIERRE-JOSEPH DUBOIS	53	255	31	145	912089,00	506278,00	1418367,00	167504,00	3576,82	17209	5
MR ALAIN CHOPARD	84	496	37	249	634405,00	363937,00	998342,00	106718,00	1279,04	7552	6
MR JEAN-CLAUDE SEROUL	65	350	36	190	646435,00	355290,00	1001725,00	103306,00	1846,96	9945	5
LG BLOODSTOCK	5	20	3	13	914837,00	199870,00	1114707,00	97968,00	45741,85	182967	4
ECURIE SKYMARC FARM	54	260	28	136	1500121,00	477737,00	1977858,00	96720,00	5769,70	27780	5
ECURIE DES MONCEAUX	51	218	37	118	1568703,00	538021,00	2106724,00	91871,00	7195,89	30759	4
FRANKLIN FINANCE S.A.	50	220	24	114	476354,00	272693,00	749047,00	91738,00	2165,25	9527	4
HARAS DE LA PERELLE	31	152	22	92	548213,00	292141,00	840354,00	89785,00	3606,66	17684	5
HARAS D'ETREHAM	69	357	27	176	854504,00	504485,00	1358989,00	80870,00	2393,57	12384	5
GESTUT ZUR KUSTE AG	49	254	23	132	566515,00	357393,00	923908,00	71719,00	2230,37	11562	5
MR ALAIN JATHIERE	35	189	23	87	390902,00	240312,00	631214,00	70832,00	2068,26	11169	5
M.BOUTIN (S)	31	244	20	133	374989,00	194998,00	569987,00	69572,00	1536,84	12096	8
SCUDERIA MICOLO SNC	24	168	15	105	346695,00	187229,00	533924,00	68999,00	2063,66	14446	7
MR JEAN-PHILIPPE DUBOIS	29	134	14	81	359187,00	210933,00	570120,00	67956,00	2680,50	12386	5
