Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
SIMPLY LOVELY	7	H	PUR SANG	8	2	4	46781,00	21050,00	67831,00	5847,63	360
MIKEY	3	M	PUR SANG	13	4	5	46706,00	35027,00	81733,00	3592,77	375
ARMORIGENE	8	H	PUR SANG	25	3	15	46706,00	21013,00	67719,00	1868,24	240
GUINESS STAR	5	M	PUR SANG	5	2	2	46685,00	21008,00	67693,00	9337,00	390
TIMES WARRIOR	4	H	PUR SANG	5	1	2	46560,00	0,00	46560,00	9312,00	405
ALMAROMY	3	F	PUR SANG	14	3	9	46529,00	34895,00	81424,00	3323,50	360
CIEL DE PARIS	3	H	PUR SANG	8	2	5	46368,00	34774,00	81142,00	5796,00	420
DORIANELLO	5	H	PUR SANG	23	4	14	46276,00	20816,00	67092,00	2012,00	320
PINGO	7	F	PUR SANG	21	3	10	46248,00	20807,00	67055,00	2202,29	300
NOFIX	3	H	PUR SANG	10	1	7	46245,00	34683,00	80928,00	4624,50	385
COETZEE	4	H	PUR SANG	7	1	5	46240,00	0,00	46240,00	6605,71	445
MOON CLOUD	3	F	PUR SANG	4	2	2	46214,00	34660,00	80874,00	11553,50	480
KENZEL	2	H	PUR SANG	5	2	2	46105,00	34578,00	80683,00	9221,00	450
NARKEZ	4	H	PUR SANG	4	2	1	46090,00	20740,00	66830,00	11522,50	470
JAZIRA	3	F	PUR SANG	10	3	5	46054,00	34539,00	80593,00	4605,40	420
QUASAR	4	H	PUR SANG	9	2	6	45870,00	20639,00	66509,00	5096,67	445
MISS WHITE SOCKS	5	F	PUR SANG	12	2	8	45860,00	20636,00	66496,00	3821,67	325
GOLD PLAYER	6	H	PUR SANG	12	3	5	45780,00	20599,00	66379,00	3815,00	345
DARK ZEL	5	F	PUR SANG	13	3	7	45706,00	20565,00	66271,00	3515,85	320
FILLE D'ARGENTINE	3	F	PUR SANG	12	3	6	45681,00	34260,00	79941,00	3806,75	365
RADIANT	2	F	PUR SANG	11	3	7	45676,00	34255,00	79931,00	4152,36	375
GUILLERETTE	3	F	PUR SANG	14	3	5	45618,00	34211,00	79829,00	3258,43	330
SAFIA	3	F	PUR SANG	5	2	1	45500,00	34125,00	79625,00	9100,00	455
FAMILY SECRET	2	F	PUR SANG	3	1	2	45480,00	16110,00	61590,00	15160,00	425
FERRARI FEVER	4	H	PUR SANG	7	1	5	45460,00	20457,00	65917,00	6494,29	460
MUELHEIMER PERLE	7	F	PUR SANG	20	5	8	45292,00	0,00	45292,00	2264,60	320
OSHIA	2	F	PUR SANG	10	2	8	45257,00	33941,00	79198,00	4525,70	380
JAKARTA TROIS AA	6	F	*ANGLO-ARABE*	7	1	6	45246,00	0,00	45246,00	6463,71	
SALALAH	4	F	PUR SANG	12	1	8	45223,00	20348,00	65571,00	3768,58	380
PRINCESSE SAPHIR	4	F	PUR SANG	18	2	11	45211,00	20342,00	65553,00	2511,72	350
MONTGAUDRY	5	H	PUR SANG	12	3	7	45209,00	20341,00	65550,00	3767,42	325
MADAOUA AA	5	F	*ANGLO-ARABE COMPLEMENT*	8	4	4	45195,00	0,00	45195,00	5649,38	
AVERNES	7	F	PUR SANG	17	3	10	45063,00	20276,00	65339,00	2650,76	325
DOSTOIEVSKY	2	M	PUR SANG	3	2	1	44986,00	33739,00	78725,00	14995,33	470
FEARLESS CHEETAH	5	F	PUR SANG	8	3	3	44982,00	20239,00	65221,00	5622,75	350
GOWAY	4	H	PUR SANG	13	3	6	44932,00	20217,00	65149,00	3456,31	400
ROSHVAR	4	H	PUR SANG	4	2	0	44850,00	20182,00	65032,00	11212,50	505
BURLINGTON ARCADE	4	F	PUR SANG	8	4	3	44810,00	20164,00	64974,00	5601,25	355
REGAL RESOLVE	2	M	PUR SANG	3	2	1	44806,00	0,00	44806,00	14935,33	485
RIVAL ORDER	5	H	PUR SANG	16	4	4	44566,00	0,00	44566,00	2785,38	305
JAFAR D'ESCAR AA	6	H	*ANGLO-ARABE*	8	2	6	44533,00	0,00	44533,00	5566,63	
XYLOPHONE	4	H	PUR SANG	10	2	4	44394,00	19254,00	63648,00	4439,40	380
YOUNG AND PROUD	3	M	PUR SANG	13	2	7	44336,00	33252,00	77588,00	3410,46	350
THINTHREAD	3	H	PUR SANG	5	2	3	44306,00	0,00	44306,00	8861,20	400
PAIX DES DAMES	3	F	PUR SANG	7	3	1	44200,00	33150,00	77350,00	6314,29	415
WESTMINSTER NIGHT	6	H	PUR SANG	11	1	6	44169,00	19875,00	64044,00	4015,36	420
PRADO	3	M	PUR SANG	9	2	7	44150,00	33112,00	77262,00	4905,56	385
KLIFF BERE	5	H	PUR SANG	10	0	8	44114,00	19849,00	63963,00	4411,40	450
TIPINSO	3	M	PUR SANG	6	1	4	44080,00	25260,00	69340,00	7346,67	440
SKYLIGHT BROCHARD	4	H	PUR SANG	12	1	7	43904,00	0,00	43904,00	3658,67	420
JOH SPIRIT	6	F	PUR SANG	12	2	4	43857,00	19734,00	63591,00	3654,75	375
LOVE IS GOLD	5	H	PUR SANG	13	2	8	43764,00	19690,00	63454,00	3366,46	395
THUNDERSPEED	8	M	PUR SANG	10	0	7	43742,00	19681,00	63423,00	4374,20	360
ETERNEL	5	H	PUR SANG	15	3	7	43725,00	19675,00	63400,00	2915,00	315
DIVIDE AND RULE	4	F	PUR SANG	11	1	9	43722,00	19672,00	63394,00	3974,73	390
BAD BOY	4	H	PUR SANG	9	2	2	43686,00	19658,00	63344,00	4854,00	390
RUMPLETEAZER	4	F	PUR SANG	15	5	9	43577,00	19606,00	63183,00	2905,13	300
LILI STAR	4	F	CHEVAL AUTRE QUE PUR SANG	8	1	6	43535,00	1804,00	45339,00	5441,88	280
CIARAN	3	M	PUR SANG	6	1	4	43440,00	32580,00	76020,00	7240,00	455
CIAO PA'	5	M	PUR SANG	13	1	5	43429,00	19541,00	62970,00	3340,69	395
KISS MELODY	2	F	PUR SANG	3	1	2	43400,00	32548,00	75948,00	14466,67	460
PURPLE RAIN	5	H	PUR SANG	15	1	12	43387,00	19520,00	62907,00	2892,47	310
ZAMNESIA	5	F	PUR SANG	10	2	8	43308,00	19485,00	62793,00	4330,80	320
HUNTER'S LUCK	3	H	PUR SANG	13	2	8	43294,00	32470,00	75764,00	3330,31	370
DYONISOS	3	M	PUR SANG	4	3	1	43250,00	32437,00	75687,00	10812,50	430
COSMO BEAU	5	M	PUR SANG	12	2	7	43109,00	19397,00	62506,00	3592,42	360
LEADER D'ALLIER	4	H	CHEVAL AUTRE QUE PUR SANG	6	5	0	43000,00	0,00	43000,00	7166,67	
MONEER	4	M	ARABE	3	2	1	43000,00	16650,00	59650,00	14333,33	525
PARIS BABE	3	F	PUR SANG	8	2	3	42990,00	32242,00	75232,00	5373,75	415
AMEDRAS	8	H	PUR SANG	11	2	3	42950,00	19327,00	62277,00	3904,55	380
LE LAVANDOU	4	M	PUR SANG	7	1	5	42950,00	19327,00	62277,00	6135,71	445
MINO GALESTE	3	M	PUR SANG	16	2	5	42898,00	32173,00	75071,00	2681,13	295
ESCAPE GAME	3	M	PUR SANG	16	1	14	42842,00	32130,00	74972,00	2677,63	340
MELLOW YELLOW	3	H	PUR SANG	11	2	5	42824,00	32117,00	74941,00	3893,09	375
ZARRAF	3	M	PUR SANG	8	1	6	42775,00	28181,00	70956,00	5346,88	415
ROYALWOOD	5	F	PUR SANG	12	1	8	42770,00	19245,00	62015,00	3564,17	360
WAKABURN	6	H	PUR SANG	6	2	2	42750,00	19237,00	61987,00	7125,00	445
STORMYGO	4	H	PUR SANG	13	3	8	42742,00	19231,00	61973,00	3287,85	380
ASTREA	2	F	PUR SANG	12	2	9	42689,00	32014,00	74703,00	3557,42	360
PIERRE LE GRAND	6	H	PUR SANG	17	3	9	42617,00	19175,00	61792,00	2506,88	280
CHOSEN DA CLODIA AA	3	M	*ANGLO-ARABE*	7	6	1	42600,00	0,00	42600,00	6085,71	
EAGLE GATE	3	H	PUR SANG	16	1	14	42596,00	31943,00	74539,00	2662,25	320
FLASH MAN	3	H	PUR SANG	12	2	8	42587,00	31939,00	74526,00	3548,92	365
SCREEN SHOT	6	H	PUR SANG	13	2	8	42564,00	19152,00	61716,00	3274,15	335
HUMAN EVOLUTION	4	M	PUR SANG	17	1	13	42552,00	0,00	42552,00	2503,06	305
GREEN CAPE	3	H	PUR SANG	5	1	3	42430,00	31822,00	74252,00	8486,00	445
MEGARRY	4	M	PUR SANG	7	1	3	42420,00	0,00	42420,00	6060,00	485
ROSAPENNA	3	H	PUR SANG	7	3	1	42400,00	31799,00	74199,00	6057,14	430
OCEAN DIAMOND	7	H	PUR SANG	18	3	11	42371,00	0,00	42371,00	2353,94	305
AGIOTA	2	M	PUR SANG	7	2	3	42360,00	31769,00	74129,00	6051,43	440
MOZART DES BRIERES	5	H	PUR SANG	14	3	8	42302,00	19033,00	61335,00	3021,57	350
ROYAL CHAPEL	2	F	PUR SANG	3	2	1	42246,00	0,00	42246,00	14082,00	435
ZACAPO	6	H	PUR SANG	10	1	8	42242,00	0,00	42242,00	4224,20	370
BURHAN	3	M	PUR SANG	6	1	3	42160,00	0,00	42160,00	7026,67	460
CALAMANDRA	3	F	PUR SANG	6	1	4	42150,00	0,00	42150,00	7025,00	450
BELLANO	4	M	PUR SANG	5	1	2	42108,00	18948,00	61056,00	8421,60	450
D'ORES ET DEJA	3	F	PUR SANG	2	1	1	42100,00	19563,00	61663,00	21050,00	475
MATHILDE DU BERGER	3	F	CHEVAL AUTRE QUE PUR SANG	6	1	5	42090,00	0,00	42090,00	7015,00	
EFFIRA	4	F	PUR SANG	12	3	6	42071,00	18929,00	61000,00	3505,92	300
GRAND SON OF CALYX	4	H	PUR SANG	8	2	1	42000,00	0,00	42000,00	5250,00	400
DSCHINGIS ZANDEE	3	F	PUR SANG	10	3	3	41979,00	31483,00	73462,00	4197,90	320
MEHLANGO	4	M	PUR SANG	12	1	5	41948,00	18875,00	60823,00	3495,67	340
RECONSTRUCTED	4	H	PUR SANG	9	4	2	41920,00	0,00	41920,00	4657,78	540
BRISE NOIR	3	H	PUR SANG	3	0	2	41900,00	4125,00	46025,00	13966,67	440
CAMBACERES	4	M	PUR SANG	10	1	7	41897,00	18851,00	60748,00	4189,70	715
DALAKIR	3	H	PUR SANG	7	1	5	41886,00	31414,00	73300,00	5983,71	380
EASTERN STAR	5	H	PUR SANG	17	3	6	41875,00	18842,00	60717,00	2463,24	315
LESSLEPASSER	6	H	PUR SANG	10	0	7	41873,00	18842,00	60715,00	4187,30	450
EN PLEIN AIR	4	H	PUR SANG	18	1	13	41772,00	18793,00	60565,00	2320,67	310
CLEOD'OR	8	H	PUR SANG	12	3	8	41770,00	18795,00	60565,00	3480,83	385
ALHAARITH	3	M	ARABE	4	1	3	41750,00	7062,00	48812,00	10437,50	500
ZENITA	6	F	PUR SANG	7	4	2	41580,00	18711,00	60291,00	5940,00	355
THE GOOD MAN	8	M	PUR SANG	4	1	3	41550,00	18697,00	60247,00	10387,50	455
VCTE DE JODELET	4	H	PUR SANG	6	2	0	41500,00	18675,00	60175,00	6916,67	380
AL AALI	3	M	PUR SANG	6	0	4	41310,00	30982,00	72292,00	6885,00	470
DELIRE D'AMOUR	2	F	PUR SANG	18	1	14	41300,00	30973,00	72273,00	2294,44	365
WHY CHOPE	6	F	PUR SANG	21	3	12	41266,00	18565,00	59831,00	1965,05	275
WEDGEWOOD PEARL	4	F	PUR SANG	10	2	7	41243,00	18557,00	59800,00	4124,30	350
OZONE	2	F	PUR SANG	3	2	0	41150,00	30862,00	72012,00	13716,67	460
PRINCESSE D'AMOUR	3	F	PUR SANG	8	1	6	41094,00	30820,00	71914,00	5136,75	365
FIUMICCINO	3	H	PUR SANG	13	3	7	40996,00	30745,00	71741,00	3153,54	385
MY QUEEN	3	F	PUR SANG	15	2	9	40989,00	30739,00	71728,00	2732,60	350
LA FERRETCAPIENNE	3	F	PUR SANG	25	2	13	40937,00	30701,00	71638,00	1637,48	325
SPANISH LIGHT	5	H	PUR SANG	17	2	10	40930,00	18415,00	59345,00	2407,65	360
QUINTEPLUS	3	H	PUR SANG	4	2	2	40865,00	30648,00	71513,00	10216,25	460
HALANDJILA AA	6	F	ANGLO-ARABE	9	1	7	40818,00	0,00	40818,00	4535,33	
HASAPIKO	5	F	PUR SANG	6	2	2	40750,00	18336,00	59086,00	6791,67	395
IVORY SPRING	6	H	PUR SANG	12	3	3	40736,00	18330,00	59066,00	3394,67	355
ULYMINE	2	H	PUR SANG	6	2	2	40670,00	30502,00	71172,00	6778,33	440
GRECIAN COMET	3	F	PUR SANG	9	3	5	40602,00	30451,00	71053,00	4511,33	400
BANDIAGARA	2	F	PUR SANG	4	1	3	40560,00	15795,00	56355,00	10140,00	440
GLAVIA	3	F	PUR SANG	14	3	8	40549,00	30409,00	70958,00	2896,36	340
DIEGO VENTURA	3	H	PUR SANG	3	1	2	40545,00	0,00	40545,00	13515,00	485
DEVIL IN THE SKY	5	H	PUR SANG	12	2	9	40472,00	16252,00	56724,00	3372,67	365
USER KINDLY	6	M	PUR SANG	18	2	13	40404,00	0,00	40404,00	2244,67	310
ZULU WARRIOR	5	H	PUR SANG	7	2	2	40350,00	18156,00	58506,00	5764,29	425
ZAKHAROVA	3	F	PUR SANG	5	1	2	40300,00	30224,00	70524,00	8060,00	445
CASARES	4	H	PUR SANG	6	1	4	40270,00	18118,00	58388,00	6711,67	370
HUCHENANE	4	H	PUR SANG	11	2	7	40183,00	18079,00	58262,00	3653,00	335
AUTEUR	4	M	PUR SANG	19	2	9	40164,00	18072,00	58236,00	2113,89	315
VELIKAYA	3	F	PUR SANG	5	2	3	40160,00	30120,00	70280,00	8032,00	455
O'WOOD	4	H	PUR SANG	7	1	5	40141,00	18062,00	58203,00	5734,43	415
KISS ME CHOP	3	H	PUR SANG	21	6	15	40135,00	30100,00	70235,00	1911,19	670
DREAM IN BROOKE	3	F	PUR SANG	15	4	7	40103,00	30075,00	70178,00	2673,53	350
ALWAYS WELCOME	8	H	PUR SANG	10	2	6	40056,00	18023,00	58079,00	4005,60	415
EXHIT	6	H	PUR SANG	23	3	11	40011,00	18001,00	58012,00	1739,61	240
TEN BOB TONY	4	H	PUR SANG	1	0	1	40005,00	0,00	40005,00	40005,00	505
SHE'S QUALITY	4	F	PUR SANG	1	0	1	40005,00	0,00	40005,00	40005,00	490
WISE APPROACH	2	M	PUR SANG	1	0	1	40005,00	0,00	40005,00	40005,00	495
MANEKI	3	M	PUR SANG	5	3	1	40000,00	30000,00	70000,00	8000,00	430
ROMEO AT	3	M	ARABE	3	1	2	40000,00	11500,00	51500,00	13333,33	520
ARIZONA BLAZE	3	M	PUR SANG	1	1	0	40000,00	0,00	40000,00	40000,00	500
ESTEPONA	3	M	PUR SANG	5	0	5	39990,00	29992,00	69982,00	7998,00	470
EXACTLY	3	F	PUR SANG	3	0	2	39985,00	0,00	39985,00	13328,33	505
FUJI HANA	3	F	PUR SANG	15	2	10	39931,00	29947,00	69878,00	2662,07	285
SOUTH BAY	3	F	PUR SANG	4	2	2	39860,00	29895,00	69755,00	9965,00	450
WILD CITY	4	M	PUR SANG	11	3	5	39838,00	17925,00	57763,00	3621,64	400
PASTISSE	3	F	PUR SANG	16	1	10	39806,00	29854,00	69660,00	2487,88	340
ZARAXIA	2	F	PUR SANG	2	2	0	39800,00	29849,00	69649,00	19900,00	
DARI RIVER	4	F	PUR SANG	9	1	6	39739,00	17881,00	57620,00	4415,44	395
EUBOA	5	F	PUR SANG	8	0	5	39715,00	17871,00	57586,00	4964,38	440
MATAKI	2	M	PUR SANG	7	2	5	39704,00	29776,00	69480,00	5672,00	415
CELESTIAL	4	H	PUR SANG	7	1	2	39703,00	17864,00	57567,00	5671,86	415
ALMACADO GREE	10	H	PUR SANG	12	3	7	39684,00	17857,00	57541,00	3307,00	335
DRUMARD	4	M	PUR SANG	8	1	6	39606,00	17821,00	57427,00	4950,75	415
IRON BIRD	3	F	PUR SANG	7	0	4	39605,00	29703,00	69308,00	5657,86	440
WALLY	8	H	PUR SANG	5	1	4	39520,00	17784,00	57304,00	7904,00	435
JASNA'S SECRET	4	F	PUR SANG	3	1	2	39500,00	17775,00	57275,00	13166,67	460
COOLMEEN ROYAL	6	H	PUR SANG	16	4	5	39445,00	17749,00	57194,00	2465,31	300
JOKER DE LOUED	6	H	CHEVAL AUTRE QUE PUR SANG	10	4	6	39440,00	0,00	39440,00	3944,00	
MANDLEFT	8	F	PUR SANG	22	3	14	39428,00	17738,00	57166,00	1792,18	275
BREIZH MOON	5	F	PUR SANG	15	4	7	39418,00	17734,00	57152,00	2627,87	365
ROYAL SAXO	5	H	PUR SANG	6	2	4	39395,00	17727,00	57122,00	6565,83	385
IL CAPO	4	H	PUR SANG	11	3	2	39338,00	17701,00	57039,00	3576,18	360
SAXON GIRL	4	F	PUR SANG	5	1	2	39260,00	17667,00	56927,00	7852,00	440
PRINCESS ZIZOU	6	F	PUR SANG	19	4	7	39247,00	17658,00	56905,00	2065,63	270
GOOD QUESTION	10	H	PUR SANG	28	2	15	39222,00	17647,00	56869,00	1400,79	245
AGILE	6	F	PUR SANG	5	0	5	39220,00	0,00	39220,00	7844,00	440
MISTY CITY	2	F	PUR SANG	19	2	11	39191,00	29391,00	68582,00	2062,68	335
MR CASSIOPE	5	H	PUR SANG	14	5	5	39170,00	17625,00	56795,00	2797,86	720
SOUVENIR D'ECAJEUL	4	M	PUR SANG	8	0	5	39163,00	17621,00	56784,00	4895,38	370
YULIA	3	F	PUR SANG	7	2	5	39146,00	29358,00	68504,00	5592,29	395
ZILYA	6	F	PUR SANG	11	3	6	39104,00	17595,00	56699,00	3554,91	360
FASTER	6	F	PUR SANG	16	2	10	39084,00	17585,00	56669,00	2442,75	275
ROOFTOP	4	H	PUR SANG	15	1	3	39083,00	17586,00	56669,00	2605,53	345
TEMPLE GATE	6	H	PUR SANG	14	4	6	39026,00	17560,00	56586,00	2787,57	305
WAITING FOR YOU	2	F	PUR SANG	7	1	5	39021,00	0,00	39021,00	5574,43	435
PROXIMA CENTAURI	4	H	PUR SANG	25	3	13	38922,00	17511,00	56433,00	1556,88	295
GREAT ART	5	H	PUR SANG	12	3	7	38912,00	17509,00	56421,00	3242,67	310
COMME QUOI	4	H	PUR SANG	5	1	3	38812,00	17465,00	56277,00	7762,40	450
GRECIAN STAR	5	M	PUR SANG	18	2	9	38792,00	17453,00	56245,00	2155,11	320
REVE DE VALLARSA	5	M	PUR SANG	13	1	8	38758,00	17439,00	56197,00	2981,38	360
WICKBURY	3	F	PUR SANG	16	2	10	38755,00	29064,00	67819,00	2422,19	310
MAD WHIP	7	H	PUR SANG	12	3	8	38730,00	17426,00	56156,00	3227,50	310
MAJOR OAK	5	H	PUR SANG	12	1	5	38723,00	17423,00	56146,00	3226,92	415
LOUXOR PONTADOUR AA	4	H	ANGLO-ARABE DE COMPLEMENT	7	4	3	38665,00	0,00	38665,00	5523,57	
SHALOHA	4	F	PUR SANG	17	2	9	38630,00	17382,00	56012,00	2272,35	335
JONES	3	F	PUR SANG	3	1	2	38600,00	28950,00	67550,00	12866,67	465
SPORT COUPE	7	H	PUR SANG	18	4	6	38594,00	17366,00	55960,00	2144,11	360
SORBETTO	2	M	PUR SANG	8	2	5	38577,00	28930,00	67507,00	4822,13	395
ASHIKIDAH	3	F	PUR SANG	6	1	4	38532,00	28899,00	67431,00	6422,00	430
DIALLA	4	F	PUR SANG	6	1	4	38521,00	17333,00	55854,00	6420,17	365
HEAVEN CITY	8	H	PUR SANG	10	3	6	38518,00	17331,00	55849,00	3851,80	325
GABYLOU	3	H	PUR SANG	13	3	7	38517,00	28887,00	67404,00	2962,85	330
DOS MUKASAN	3	H	PUR SANG	8	2	1	38484,00	28863,00	67347,00	4810,50	450
TREMBLANT	5	H	PUR SANG	16	2	10	38483,00	0,00	38483,00	2405,19	295
HORIZON DE TANUES AA	8	H	ANGLO-ARABE	9	2	4	38476,00	0,00	38476,00	4275,11	
HACQUEVILLE	3	F	PUR SANG	8	3	2	38460,00	28845,00	67305,00	4807,50	385
GUALDA	4	F	PUR SANG	8	2	5	38403,00	0,00	38403,00	4800,38	390
OZAT	4	H	PUR SANG	8	2	4	38399,00	17278,00	55677,00	4799,88	470
WILD WEST	5	M	PUR SANG	11	1	3	38398,00	17279,00	55677,00	3490,73	345
ZELMAN	4	H	PUR SANG	9	1	6	38202,00	17188,00	55390,00	4244,67	390
PRINCESSE BLONDE	5	F	PUR SANG	16	3	8	38198,00	17187,00	55385,00	2387,38	260
KRASKHOV	3	H	PUR SANG	7	2	3	38194,00	28645,00	66839,00	5456,29	390
SUPER SOLDIER	2	M	PUR SANG	2	0	2	38180,00	0,00	38180,00	19090,00	415
PHINEAS	3	H	PUR SANG	5	2	2	38150,00	28612,00	66762,00	7630,00	440
TRINQUETTE	2	M	PUR SANG	6	1	4	38146,00	28607,00	66753,00	6357,67	440
THE SHADOW	3	F	PUR SANG	7	2	4	38124,00	28591,00	66715,00	5446,29	350
REUX	3	M	PUR SANG	25	1	15	38122,00	28590,00	66712,00	1524,88	285
WILLY WINNER	5	H	PUR SANG	13	2	9	38104,00	17145,00	55249,00	2931,08	380
STRAKO	5	H	PUR SANG	5	2	2	38077,00	17134,00	55211,00	7615,40	360
MON COMEDIEN	3	H	PUR SANG	15	1	10	38072,00	28553,00	66625,00	2538,13	350
CLICCLIC PANPANPAN	5	F	PUR SANG	17	1	11	37972,00	17086,00	55058,00	2233,65	240
MISS SUPERNOVA	5	F	PUR SANG	9	3	3	37968,00	17085,00	55053,00	4218,67	330
PRINCE AUBOIS	3	H	PUR SANG	10	1	5	37948,00	28461,00	66409,00	3794,80	390
HAMILTON DESJY	6	H	PUR SANG	13	3	9	37920,00	17061,00	54981,00	2916,92	270
SBIKHA	2	F	PUR SANG	11	1	10	37889,00	28414,00	66303,00	3444,45	375
MARKUS	3	H	PUR SANG	13	3	5	37885,00	28412,00	66297,00	2914,23	350
GALIK	7	H	PUR SANG	20	2	11	37876,00	17041,00	54917,00	1893,80	255
MOON RIDER	5	H	PUR SANG	22	3	7	37868,00	17039,00	54907,00	1721,27	265
RAJMAMAILLE	5	F	PUR SANG	13	3	4	37825,00	17019,00	54844,00	2909,62	335
HOOKING	9	H	PUR SANG	2	1	1	37800,00	17010,00	54810,00	18900,00	480
ELUSIVE NELSON	7	F	PUR SANG	13	4	8	37788,00	17003,00	54791,00	2906,77	215
DROPSHOT	3	H	PUR SANG	4	2	2	37782,00	0,00	37782,00	9445,50	410
AMIDARGENT	3	H	PUR SANG	5	2	2	37776,00	28332,00	66108,00	7555,20	410
CHARIBELLE	3	F	PUR SANG	5	2	2	37770,00	28327,00	66097,00	7554,00	460
PLOTINUS	6	H	PUR SANG	14	3	5	37728,00	16977,00	54705,00	2694,86	320
SIEGLINDE	3	F	PUR SANG	10	2	6	37716,00	28287,00	66003,00	3771,60	365
MYBOYFRIEND	6	H	PUR SANG	17	2	10	37682,00	16954,00	54636,00	2216,59	315
ADWAN	5	H	PUR SANG	18	2	9	37624,00	0,00	37624,00	2090,22	280
DARIUS CEN	3	M	PUR SANG	6	1	2	37580,00	28185,00	65765,00	6263,33	470
SWINGUER	3	H	PUR SANG	5	2	2	37560,00	28170,00	65730,00	7512,00	455
OXALIS	8	H	PUR SANG	12	2	8	37517,00	16880,00	54397,00	3126,42	365
APAX	5	H	PUR SANG	7	1	5	37468,00	16860,00	54328,00	5352,57	435
DONA CORSICA AA	5	F	ANGLO-ARABE	16	2	13	37455,00	0,00	37455,00	2340,94	
ASMARANI	3	H	PUR SANG	4	1	3	37415,00	0,00	37415,00	9353,75	460
POMELEO	4	M	PUR SANG	16	2	10	37412,00	16833,00	54245,00	2338,25	250
SAXON VILLAGE	6	H	PUR SANG	13	3	3	37294,00	0,00	37294,00	2868,77	345
RASTRELLARE	3	H	PUR SANG	11	3	3	37272,00	0,00	37272,00	3388,36	405
ROCQUEMONT	9	M	PUR SANG	15	2	8	37272,00	16771,00	54043,00	2484,80	345
SOLDIER'S GOLD	4	M	PUR SANG	4	3	1	37270,00	0,00	37270,00	9317,50	455
TANTOMILE	4	F	PUR SANG	13	1	10	37241,00	16755,00	53996,00	2864,69	315
THIRSTY	8	M	PUR SANG	6	2	3	37240,00	16758,00	53998,00	6206,67	370
TOPY'SIM	4	F	PUR SANG	10	1	6	37213,00	16743,00	53956,00	3721,30	335
LUTHER	3	M	PUR SANG	2	0	1	37115,00	0,00	37115,00	18557,50	510
ELASTIC	2	M	PUR SANG	3	1	2	37023,00	27767,00	64790,00	12341,00	460
TREATWOOD	5	H	PUR SANG	14	1	9	37016,00	16655,00	53671,00	2644,00	330
PLACEHOLDER	4	F	PUR SANG	14	3	7	36986,00	0,00	36986,00	2641,86	325
START OF DAY	4	F	PUR SANG	4	0	2	36890,00	0,00	36890,00	9222,50	505
CITY TOWN	3	F	PUR SANG	5	1	2	36850,00	27637,00	64487,00	7370,00	400
PROSECUTOR	3	M	PUR SANG	7	2	4	36836,00	27627,00	64463,00	5262,29	395
I GOT RHYTHM	3	H	PUR SANG	7	2	3	36800,00	27599,00	64399,00	5257,14	390
DARINGA	3	F	PUR SANG	11	2	6	36781,00	27584,00	64365,00	3343,73	360
WALA'A	4	F	ARABE	4	2	2	36750,00	9662,00	46412,00	9187,50	490
BLUE DREAM	6	H	PUR SANG	18	3	11	36702,00	16512,00	53214,00	2039,00	275
EUSKADI	3	M	PUR SANG	9	2	5	36651,00	27486,00	64137,00	4072,33	385
