Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
THORGALLE	3	F	PUR SANG	9	1	6	20832,00	15622,00	36454,00	2314,67	345
SEDSER	4	F	PUR SANG	16	1	5	20822,00	9368,00	30190,00	1301,38	225
MONDO	3	M	PUR SANG	7	0	7	20820,00	15615,00	36435,00	2974,29	390
POSSENHOFEN	2	H	PUR SANG	7	0	7	20810,00	15606,00	36416,00	2972,86	370
NEW VEGA	2	F	PUR SANG	1	0	1	20800,00	0,00	20800,00	20800,00	
GOLDEN BLUSH	3	F	PUR SANG	10	2	6	20795,00	15595,00	36390,00	2079,50	330
MON SCHATZI	3	H	PUR SANG	6	1	4	20781,00	15585,00	36366,00	3463,50	370
RAKHIM	3	H	PUR SANG	6	1	5	20778,00	15582,00	36360,00	3463,00	365
PREFERENCIA	7	F	PUR SANG	16	2	11	20744,00	9331,00	30075,00	1296,50	160
KERDINA	5	F	PUR SANG	13	2	4	20742,00	9332,00	30074,00	1595,54	240
CLEMENZA	5	F	PUR SANG	12	3	4	20740,00	9331,00	30071,00	1728,33	220
DIEGO BELLO	3	H	PUR SANG	10	1	5	20740,00	15554,00	36294,00	2074,00	280
ISPERIA	3	F	PUR SANG	13	2	5	20735,00	15550,00	36285,00	1595,00	330
EVERILLO	6	H	PUR SANG	8	1	5	20728,00	9326,00	30054,00	2591,00	390
CLOUD MAN	7	H	PUR SANG	6	2	2	20720,00	9323,00	30043,00	3453,33	200
ACT OF WISDOM	7	H	PUR SANG	3	1	1	20700,00	0,00	20700,00	6900,00	350
SYNARAN	2	H	PUR SANG	3	1	1	20700,00	0,00	20700,00	6900,00	425
NOBLE ANGEL	7	F	PUR SANG	15	1	9	20694,00	9310,00	30004,00	1379,60	205
SILGREYPIT	3	F	PUR SANG	13	1	8	20692,00	15518,00	36210,00	1591,69	335
TUDO BEM	9	H	PUR SANG	14	1	4	20690,00	9308,00	29998,00	1477,86	320
YEMASKA	7	H	PUR SANG	15	2	7	20680,00	9302,00	29982,00	1378,67	310
NARKALA	3	F	PUR SANG	4	1	3	20679,00	15509,00	36188,00	5169,75	445
NOBLE COTAI	4	M	PUR SANG	13	1	5	20672,00	0,00	20672,00	1590,15	235
ARIGATO	4	H	PUR SANG	13	2	7	20667,00	9299,00	29966,00	1589,77	305
TANASSANG	4	F	PUR SANG	17	4	8	20665,00	9296,00	29961,00	1215,59	580
BLUE HUNT	3	F	PUR SANG	8	1	4	20620,00	15465,00	36085,00	2577,50	350
MALYA	4	F	PUR SANG	18	1	11	20597,00	9265,00	29862,00	1144,28	235
HELLO COTAI	4	H	PUR SANG	12	1	5	20594,00	0,00	20594,00	1716,17	285
BELLAGIO	3	M	PUR SANG	3	1	2	20592,00	15444,00	36036,00	6864,00	385
STATESWOMAN	4	F	PUR SANG	6	1	4	20590,00	0,00	20590,00	3431,67	285
INTO FAITH	8	H	PUR SANG	12	2	8	20585,00	9261,00	29846,00	1715,42	275
WASACHOP	8	H	PUR SANG	17	0	11	20558,00	9250,00	29808,00	1209,29	240
LOUBEISIEN	6	M	PUR SANG	15	2	5	20547,00	9242,00	29789,00	1369,80	315
ACHKI	10	H	PUR SANG	14	0	12	20538,00	9240,00	29778,00	1467,00	190
SIMONS KING	7	H	PUR SANG	6	2	1	20530,00	0,00	20530,00	3421,67	330
FANTASTIQUE AA	3	F	ANGLO-ARABE	6	0	4	20523,00	0,00	20523,00	3420,50	
ZENADIA	2	F	PUR SANG	11	1	9	20519,00	15388,00	35907,00	1865,36	345
REVIVANCE	4	F	PUR SANG	7	3	3	20516,00	7431,00	27947,00	2930,86	285
HOT AND BEAUTY	3	F	PUR SANG	15	0	9	20516,00	15386,00	35902,00	1367,73	270
SHAMSAT	3	H	PUR SANG	6	1	3	20511,00	15381,00	35892,00	3418,50	365
PORTE MOLITOR	3	F	PUR SANG	6	1	4	20510,00	15382,00	35892,00	3418,33	385
ALPHA JET	3	H	PUR SANG	3	2	0	20500,00	15375,00	35875,00	6833,33	380
LAWLIET	3	H	PUR SANG	3	1	2	20500,00	15375,00	35875,00	6833,33	385
ALTAMIRA	3	F	ARABE	4	0	3	20500,00	4250,00	24750,00	5125,00	485
SENEQUE	2	M	PUR SANG	3	1	2	20489,00	15366,00	35855,00	6829,67	445
FRENCH COLORADO	2	M	PUR SANG	5	1	4	20472,00	15352,00	35824,00	4094,40	410
LESSARD	4	H	PUR SANG	12	1	6	20470,00	9209,00	29679,00	1705,83	295
MAJESTE DES CLAS AA	3	M	ANGLO-ARABE	7	1	6	20469,00	0,00	20469,00	2924,14	
AWAITING CHRISTMAS	3	H	PUR SANG	6	1	3	20456,00	15342,00	35798,00	3409,33	410
FLORENCE	4	F	PUR SANG	6	1	3	20456,00	0,00	20456,00	3409,33	355
SYBARIS JEWEL	3	F	PUR SANG	13	0	8	20452,00	0,00	20452,00	1573,23	245
FOLKENE	3	F	PUR SANG	7	1	4	20450,00	15337,00	35787,00	2921,43	315
ESKANDANI	4	H	PUR SANG	19	1	11	20417,00	9184,00	29601,00	1074,58	220
DARK ROCKSTER	3	H	PUR SANG	3	1	2	20400,00	15300,00	35700,00	6800,00	390
DAKOVKA	4	F	PUR SANG	12	0	8	20397,00	9175,00	29572,00	1699,75	290
NIIA	3	F	PUR SANG	11	1	8	20392,00	15293,00	35685,00	1853,82	270
ELEGANTE WOMAN	2	F	PUR SANG	4	1	3	20354,00	15264,00	35618,00	5088,50	380
KING ZARAK	4	M	PUR SANG	15	1	8	20353,00	9156,00	29509,00	1356,87	250
HONEY BADGER	4	H	PUR SANG	11	1	6	20353,00	9156,00	29509,00	1850,27	315
EXPRESSO JAMES	11	H	PUR SANG	8	3	1	20350,00	9156,00	29506,00	2543,75	235
LATO KALEO	4	H	CHEVAL AUTRE QUE PUR SANG	5	2	2	20350,00	0,00	20350,00	4070,00	
TELCHERBOLINE	3	F	PUR SANG	6	0	5	20325,00	15243,00	35568,00	3387,50	360
XILOFONO	4	H	PUR SANG	7	1	5	20296,00	9131,00	29427,00	2899,43	370
GEOPOLITICAL	3	H	PUR SANG	7	0	6	20295,00	15221,00	35516,00	2899,29	365
MYSTIC	6	H	PUR SANG	6	1	4	20282,00	9126,00	29408,00	3380,33	275
KIND OF STAR	4	H	PUR SANG	16	1	9	20281,00	9124,00	29405,00	1267,56	270
SALT FLAKE	5	F	PUR SANG	9	1	6	20278,00	9124,00	29402,00	2253,11	340
MONTSECRET	2	M	PUR SANG	3	1	2	20277,00	15207,00	35484,00	6759,00	390
STUPEFIANTE	3	F	PUR SANG	7	1	5	20274,00	15204,00	35478,00	2896,29	360
WESTMINSTER FOX	3	F	PUR SANG	10	1	5	20266,00	15199,00	35465,00	2026,60	310
YOGA MASTER	3	F	PUR SANG	6	1	2	20250,00	15187,00	35437,00	3375,00	415
BOOMERANG	7	H	PUR SANG	16	2	5	20248,00	9110,00	29358,00	1265,50	235
BLARNEY	3	H	PUR SANG	9	1	6	20238,00	0,00	20238,00	2248,67	325
RUSSIPANT FAL	6	M	PUR SANG	5	1	4	20222,00	0,00	20222,00	4044,40	400
HOLLIE WOOD	2	F	PUR SANG	8	1	5	20221,00	15165,00	35386,00	2527,63	360
JOURY	3	F	PUR SANG	5	1	4	20220,00	15164,00	35384,00	4044,00	360
EL TORERO	6	H	PUR SANG	12	2	8	20219,00	8714,00	28933,00	1684,92	295
ANTRIM	7	M	PUR SANG	5	2	1	20202,00	9090,00	29292,00	4040,40	305
DAMIEN	4	M	PUR SANG	10	1	5	20198,00	9088,00	29286,00	2019,80	340
FORNALI	3	F	PUR SANG	6	1	4	20175,00	15130,00	35305,00	3362,50	355
RAM SEA	3	H	PUR SANG	11	1	6	20160,00	0,00	20160,00	1832,73	345
ZILCOVER	6	H	PUR SANG	13	1	4	20156,00	9069,00	29225,00	1550,46	210
LOU MAN	6	H	PUR SANG	14	0	10	20150,00	9065,00	29215,00	1439,29	370
HOMO DEUS	7	H	PUR SANG	2	1	1	20145,00	9065,00	29210,00	10072,50	460
AVENUE MONTAIGNE	4	F	PUR SANG	3	0	2	20140,00	9062,00	29202,00	6713,33	390
MAESTRO CHOP	8	H	PUR SANG	23	0	11	20139,00	9060,00	29199,00	875,61	150
LEON DA CLODIA AA	4	M	*ANGLO-ARABE*	7	2	3	20130,00	0,00	20130,00	2875,71	
PADDOCKWOOD	3	H	PUR SANG	15	1	10	20101,00	11717,00	31818,00	1340,07	280
LIGHT WAKEUP	7	H	PUR SANG	17	1	5	20101,00	0,00	20101,00	1182,41	330
MISS DE PANAME	2	F	PUR SANG	4	1	1	20098,00	15073,00	35171,00	5024,50	390
RUBIA QUEEN	2	F	PUR SANG	2	1	1	20098,00	15073,00	35171,00	10049,00	
MONNAYEUR	3	H	CHEVAL AUTRE QUE PUR SANG	5	2	3	20095,00	0,00	20095,00	4019,00	
MASINDHAL	3	H	PUR SANG	12	0	11	20091,00	15064,00	35155,00	1674,25	295
GREYMARA	3	H	PUR SANG	17	2	10	20089,00	8316,00	28405,00	1181,71	245
BRAVE SHIINA	8	H	PUR SANG	15	1	7	20086,00	9035,00	29121,00	1339,07	290
HERMES WOOD	3	H	PUR SANG	10	1	7	20083,00	15061,00	35144,00	2008,30	340
CHUBASCO	8	H	PUR SANG	12	2	3	20074,00	9031,00	29105,00	1672,83	275
VALTRADA	2	F	PUR SANG	3	1	2	20038,00	15028,00	35066,00	6679,33	370
RUE DES ORTEAUX	4	F	PUR SANG	18	1	5	20022,00	9008,00	29030,00	1112,33	190
AUCOEURDELANUIT	5	H	PUR SANG	9	1	2	20010,00	9004,00	29014,00	2223,33	325
GOLDEN WEAVER	3	H	PUR SANG	4	1	2	20000,00	15000,00	35000,00	5000,00	445
MOSHRIF	7	M	ARABE	3	0	2	20000,00	3000,00	23000,00	6666,67	535
KHADDAH	3	M	ARABE	3	0	3	20000,00	4750,00	24750,00	6666,67	505
MORE THUNDER	4	M	PUR SANG	1	0	1	19985,00	0,00	19985,00	19985,00	540
OUTFIELDER	2	M	PUR SANG	1	0	1	19985,00	0,00	19985,00	19985,00	
LOST IN MUSIC	4	H	PUR SANG	12	1	2	19980,00	8991,00	28971,00	1665,00	330
GOLDFIELD	4	H	PUR SANG	10	0	7	19976,00	8986,00	28962,00	1997,60	330
RANGO	2	H	PUR SANG	12	2	9	19961,00	14968,00	34929,00	1663,42	610
HAMILTON	5	H	PUR SANG	13	1	4	19942,00	8973,00	28915,00	1534,00	280
GREEN SPIRIT	8	H	PUR SANG	12	0	11	19931,00	8967,00	28898,00	1660,92	205
I'M ON MY WAY	5	H	PUR SANG	12	2	5	19928,00	8967,00	28895,00	1660,67	255
PUMPY GIRL	7	F	PUR SANG	15	2	9	19925,00	8964,00	28889,00	1328,33	220
SQUARE CARNOT	3	M	PUR SANG	6	0	6	19893,00	14919,00	34812,00	3315,50	400
CAMELOR	3	H	PUR SANG	11	1	8	19880,00	14908,00	34788,00	1807,27	335
MONA TREZY	5	F	PUR SANG	14	1	9	19871,00	8936,00	28807,00	1419,36	295
BAK'S WOOD	4	H	PUR SANG	12	3	9	19850,00	8931,00	28781,00	1654,17	615
CZAJKOWSKI	2	M	PUR SANG	3	0	2	19846,00	14884,00	34730,00	6615,33	465
LOVERBOY DESLITAUX	4	H	CHEVAL AUTRE QUE PUR SANG	11	2	6	19844,00	0,00	19844,00	1804,00	550
MADAME GEORGE AA	5	F	ANGLO-ARABE DE COMPLEMENT	8	1	7	19840,00	0,00	19840,00	2480,00	
CALYPSO	5	H	PUR SANG	13	0	7	19836,00	0,00	19836,00	1525,85	325
PEARL SPIRIT	3	F	PUR SANG	12	0	10	19818,00	11861,00	31679,00	1651,50	280
AHALYA	2	F	PUR SANG	3	1	2	19806,00	14854,00	34660,00	6602,00	415
MESSINA	4	F	PUR SANG	8	2	3	19776,00	0,00	19776,00	2472,00	355
HORS LIMITES	3	F	PUR SANG	7	0	6	19759,00	0,00	19759,00	2822,71	370
SAGARMATHA	2	F	PUR SANG	4	0	4	19743,00	14806,00	34549,00	4935,75	410
WATT OHM	5	H	PUR SANG	9	2	4	19737,00	8880,00	28617,00	2193,00	255
STERNLE	2	F	PUR SANG	2	1	1	19735,00	0,00	19735,00	9867,50	
PEARL HARBOUR	5	F	PUR SANG	11	1	8	19732,00	8877,00	28609,00	1793,82	190
DARLYVI	7	F	PUR SANG	10	2	3	19724,00	8874,00	28598,00	1972,40	315
KYALIGHT	5	F	CHEVAL AUTRE QUE PUR SANG	7	1	5	19713,00	0,00	19713,00	2816,14	
HOTTOT	2	M	PUR SANG	3	1	2	19697,00	14772,00	34469,00	6565,67	410
KHABESA	5	F	PUR SANG	19	1	11	19695,00	8862,00	28557,00	1036,58	220
MONTERRICO	3	M	PUR SANG	8	1	3	19680,00	14760,00	34440,00	2460,00	315
PISTOIA	2	F	PUR SANG	3	1	2	19677,00	10857,00	30534,00	6559,00	375
KARINAS DREAM	6	H	PUR SANG	11	2	5	19658,00	8844,00	28502,00	1787,09	320
INTENSE VISION	2	H	PUR SANG	2	2	0	19650,00	0,00	19650,00	9825,00	
ANIELSKA	4	F	PUR SANG	14	1	3	19648,00	8841,00	28489,00	1403,43	245
FINK PLOYD	3	H	PUR SANG	8	2	4	19642,00	14730,00	34372,00	2455,25	325
CIOTOLA	4	F	PUR SANG	7	0	6	19642,00	0,00	19642,00	2806,00	340
MORGAN BAY	3	F	PUR SANG	5	2	2	19639,00	0,00	19639,00	3927,80	410
MYKISS	8	H	PUR SANG	10	1	6	19633,00	8833,00	28466,00	1963,30	350
MATURE	2	M	PUR SANG	2	1	1	19610,00	14706,00	34316,00	9805,00	
ZADE	2	M	PUR SANG	2	1	1	19610,00	0,00	19610,00	9805,00	
CAMBREMER	3	F	PUR SANG	10	1	4	19604,00	14702,00	34306,00	1960,40	340
PROXIMA DU CENTAUR	2	F	PUR SANG	3	1	2	19591,00	14692,00	34283,00	6530,33	425
LE CORSAIRE	5	H	PUR SANG	9	2	3	19590,00	8814,00	28404,00	2176,67	285
EXCESSIVENESS	4	F	PUR SANG	14	1	9	19571,00	8804,00	28375,00	1397,93	300
CHARLY	2	H	PUR SANG	3	2	1	19570,00	14677,00	34247,00	6523,33	360
MERKUR	5	M	PUR SANG	6	0	4	19564,00	8803,00	28367,00	3260,67	430
LUFFY	3	H	PUR SANG	10	1	6	19560,00	14669,00	34229,00	1956,00	325
AL MAX	3	H	PUR SANG	6	1	3	19545,00	14658,00	34203,00	3257,50	375
DREAMS	7	M	PUR SANG	13	1	5	19531,00	8788,00	28319,00	1502,38	310
PRIDE OF AMERICA	8	H	PUR SANG	6	1	2	19530,00	8788,00	28318,00	3255,00	385
EL CANEY	7	H	PUR SANG	4	1	1	19522,00	0,00	19522,00	4880,50	400
LE CONQUERANT	3	H	PUR SANG	7	1	5	19507,00	14629,00	34136,00	2786,71	345
ILLUSION MACHINE	4	H	PUR SANG	3	2	0	19500,00	8775,00	28275,00	6500,00	680
BAD ROMANCE	4	F	PUR SANG	7	2	0	19500,00	8775,00	28275,00	2785,71	330
AD DEBEL	3	H	ARABE	5	1	3	19500,00	14625,00	34125,00	3900,00	460
MOURAT	3	H	PUR SANG	7	1	5	19494,00	14620,00	34114,00	2784,86	335
PAS DE VELOURS	5	F	PUR SANG	12	2	5	19476,00	8764,00	28240,00	1623,00	220
AME D'OR	3	F	PUR SANG	5	1	3	19465,00	14597,00	34062,00	3893,00	345
LOUIS D'ALICE	4	H	PUR SANG	8	3	5	19457,00	6842,00	26299,00	2432,13	260
HELLO AVENUE	2	F	PUR SANG	5	0	4	19454,00	14589,00	34043,00	3890,80	415
LE GARDOLOT	7	H	PUR SANG	12	1	7	19449,00	8749,00	28198,00	1620,75	250
MIELA	4	F	PUR SANG	9	2	3	19448,00	8751,00	28199,00	2160,89	360
MOMOUR	11	H	PUR SANG	9	1	8	19444,00	0,00	19444,00	2160,44	220
BEAUTIFOAL	4	F	PUR SANG	15	2	8	19427,00	8228,00	27655,00	1295,13	250
KOHAKOU	2	H	PUR SANG	7	1	6	19422,00	14564,00	33986,00	2774,57	335
KLYCOT	3	M	PUR SANG	7	1	3	19416,00	14562,00	33978,00	2773,71	365
KILFRUSH MEMORIES	9	H	PUR SANG	11	2	6	19411,00	6595,00	26006,00	1764,64	305
LADY MAGIC	4	F	CHEVAL AUTRE QUE PUR SANG	4	2	2	19400,00	0,00	19400,00	4850,00	
JUDGELAND	6	F	CHEVAL AUTRE QUE PUR SANG	10	1	8	19400,00	0,00	19400,00	1940,00	
DENGIE	3	F	PUR SANG	9	1	4	19396,00	14546,00	33942,00	2155,11	320
AWJ	3	F	PUR SANG	12	1	4	19386,00	0,00	19386,00	1615,50	295
TIGER ROCK	4	H	PUR SANG	7	0	4	19381,00	8720,00	28101,00	2768,71	355
AMPOLA	3	F	PUR SANG	7	1	4	19351,00	14512,00	33863,00	2764,43	345
ROSE PRAIRIE	2	F	PUR SANG	11	1	7	19344,00	14507,00	33851,00	1758,55	310
SUMMER WAY	6	F	PUR SANG	8	1	6	19337,00	8700,00	28037,00	2417,13	280
LADY VITESSE	3	F	PUR SANG	10	2	4	19316,00	14487,00	33803,00	1931,60	375
MISTER POWER	5	H	PUR SANG	10	1	7	19304,00	8683,00	27987,00	1930,40	245
JUSEARTH FAL	3	H	PUR SANG	6	1	4	19300,00	10725,00	30025,00	3216,67	420
POPPIE SAN	4	F	PUR SANG	12	2	5	19294,00	7174,00	26468,00	1607,83	255
LITTLE JUMBY	3	H	PUR SANG	17	1	8	19290,00	14465,00	33755,00	1134,71	240
GAMECHANGER	6	H	PUR SANG	10	2	4	19280,00	8676,00	27956,00	1928,00	275
MISTRAL DE CANDALE AA	8	H	*ANGLO-ARABE*	5	2	3	19270,00	0,00	19270,00	3854,00	
VOLKONSKHA	2	F	PUR SANG	9	0	8	19269,00	14449,00	33718,00	2141,00	345
LINO	4	M	ARABE	2	2	0	19250,00	8662,00	27912,00	9625,00	520
SANKA CHOP	5	H	PUR SANG	14	3	5	19235,00	8654,00	27889,00	1373,93	225
SKUKUZA	4	M	PUR SANG	1	0	1	19215,00	0,00	19215,00	19215,00	510
FIRST LILY PECOS AA	4	F	*ANGLO-ARABE*	10	0	8	19204,00	0,00	19204,00	1920,40	
KAKHOVKA	5	F	PUR SANG	14	2	9	19196,00	8636,00	27832,00	1371,14	225
CRACKNELL	5	H	PUR SANG	6	1	2	19190,00	8635,00	27825,00	3198,33	285
BALEGRIO	7	H	PUR SANG	16	2	8	19172,00	8332,00	27504,00	1198,25	215
KING KARA	6	H	PUR SANG	10	1	6	19164,00	8623,00	27787,00	1916,40	335
EMBORIO AA	3	H	ANGLO-ARABE DE COMPLEMENT	6	1	5	19154,00	0,00	19154,00	3192,33	
ONE REPUBLIK	2	F	PUR SANG	11	4	6	19125,00	14341,00	33466,00	1738,64	
NOUS Y SOMMES	3	H	PUR SANG	6	1	4	19123,00	14341,00	33464,00	3187,17	370
QUEEN'S REIGN	4	F	PUR SANG	2	0	2	19120,00	0,00	19120,00	9560,00	420
BARANTIN	3	H	PUR SANG	9	1	4	19104,00	14327,00	33431,00	2122,67	360
ALESSANDRO	7	M	PUR SANG	5	3	2	19100,00	8595,00	27695,00	3820,00	685
GALENE	3	F	PUR SANG	5	1	1	19100,00	0,00	19100,00	3820,00	405
BELONG TOGETHER	3	F	PUR SANG	4	1	1	19100,00	0,00	19100,00	4775,00	435
NORTH ICE	2	M	PUR SANG	4	1	3	19097,00	0,00	19097,00	4774,25	385
ZANGAR	3	H	PUR SANG	5	0	5	19070,00	14301,00	33371,00	3814,00	370
MICHONNE	3	F	PUR SANG	4	2	2	19066,00	0,00	19066,00	4766,50	390
SINDIA	4	F	PUR SANG	10	1	3	19055,00	8574,00	27629,00	1905,50	255
GOOD BYE MANU	2	M	PUR SANG	4	1	3	19044,00	14282,00	33326,00	4761,00	420
CALA ROSSA	3	F	PUR SANG	7	0	6	19044,00	14282,00	33326,00	2720,57	345
PASSEPARTOUT	4	M	PUR SANG	8	2	3	19032,00	8563,00	27595,00	2379,00	320
DORADO	2	M	PUR SANG	3	0	3	19028,00	4521,00	23549,00	6342,67	430
SERPENTARD AA	4	H	*ANGLO-ARABE COMPLEMENT*	2	1	1	19008,00	0,00	19008,00	9504,00	
ROMANCE CERTAINE	3	F	PUR SANG	6	1	2	19006,00	14254,00	33260,00	3167,67	395
MAHJOUBA	3	F	PUR SANG	16	1	10	19005,00	14253,00	33258,00	1187,81	265
MON FLAMANT	4	H	PUR SANG	1	1	0	19000,00	8550,00	27550,00	19000,00	460
GALICIANO	3	H	PUR SANG	5	1	3	19000,00	14249,00	33249,00	3800,00	360
INTERSTELLA	7	F	PUR SANG	14	1	8	18992,00	0,00	18992,00	1356,57	300
MARTIN	4	H	PUR SANG	8	2	2	18962,00	8532,00	27494,00	2370,25	350
HINAT	4	F	PUR SANG	17	1	10	18946,00	8525,00	27471,00	1114,47	245
MAGDA	2	M	PUR SANG	4	1	3	18936,00	14201,00	33137,00	4734,00	395
RIVER QUARTZ	3	H	PUR SANG	7	0	6	18934,00	14198,00	33132,00	2704,86	290
PORTUCALE	4	F	PUR SANG	6	1	4	18929,00	8516,00	27445,00	3154,83	345
MANDOKI	5	H	PUR SANG	16	2	5	18922,00	8513,00	27435,00	1182,63	250
HUR CAT	8	H	PUR SANG	16	0	10	18921,00	8512,00	27433,00	1182,56	215
SUPER TIE BREAK	4	H	PUR SANG	11	1	5	18920,00	8513,00	27433,00	1720,00	260
SEA WAVE	3	H	PUR SANG	11	1	7	18917,00	13229,00	32146,00	1719,73	310
DEEP SEA	7	F	PUR SANG	11	1	4	18910,00	8508,00	27418,00	1719,09	345
PAPER TROPHY	7	H	PUR SANG	8	1	7	18910,00	6083,00	24993,00	2363,75	340
PEARLED MAJESTY	2	M	PUR SANG	3	1	2	18907,00	0,00	18907,00	6302,33	395
QUE VENDRA	5	F	PUR SANG	9	1	5	18906,00	8506,00	27412,00	2100,67	350
BOURGOIN	2	M	PUR SANG	2	1	1	18906,00	14179,00	33085,00	9453,00	
AURORIAN CLOUDS	2	M	PUR SANG	2	1	1	18906,00	14179,00	33085,00	9453,00	
JUST THE TWO OF US	2	M	PUR SANG	2	1	1	18906,00	14179,00	33085,00	9453,00	
FILICUDI	2	M	PUR SANG	3	1	1	18906,00	0,00	18906,00	6302,00	405
PANTA REI	3	H	PUR SANG	3	1	1	18900,00	14175,00	33075,00	6300,00	410
EXCALIBUR	8	H	PUR SANG	13	1	7	18898,00	8502,00	27400,00	1453,69	280
ALREEM	4	F	ARABE	7	1	5	18880,00	8496,00	27376,00	2697,14	450
WALLEAH	3	F	PUR SANG	5	1	2	18875,00	14155,00	33030,00	3775,00	400
KETMIE QUEEN	3	F	PUR SANG	10	0	5	18872,00	14153,00	33025,00	1887,20	330
IDAHO JAMES	7	M	PUR SANG	18	1	10	18863,00	8486,00	27349,00	1047,94	250
CIACCINO	3	H	PUR SANG	17	1	8	18854,00	14140,00	32994,00	1109,06	245
ANNA MANDARA	4	F	PUR SANG	11	1	6	18850,00	8481,00	27331,00	1713,64	245
MARIA APOLLONIA	2	F	PUR SANG	3	1	2	18844,00	14132,00	32976,00	6281,33	370
PICOBELLA ROSA	3	F	PUR SANG	4	1	2	18840,00	0,00	18840,00	4710,00	370
FALOU CHOPE	2	F	PUR SANG	8	1	4	18835,00	14125,00	32960,00	2354,38	345
LISEO	6	H	PUR SANG	11	1	6	18831,00	0,00	18831,00	1711,91	315
STAR OF THE NIGHT	4	F	PUR SANG	6	1	3	18823,00	8470,00	27293,00	3137,17	375
FLYING FREE	3	M	PUR SANG	6	1	3	18816,00	14111,00	32927,00	3136,00	375
YAA WALE	3	H	PUR SANG	4	0	4	18800,00	0,00	18800,00	4700,00	390
CROOK	2	M	PUR SANG	5	1	4	18792,00	14093,00	32885,00	3758,40	350
MISS ESTRELLA	5	F	PUR SANG	21	2	14	18790,00	8452,00	27242,00	894,76	555
BECH RIVER	7	H	PUR SANG	17	1	9	18789,00	8451,00	27240,00	1105,24	180
ROUGEGARDE	8	H	PUR SANG	7	3	1	18788,00	6542,00	25330,00	2684,00	350
INDIFFERENTE	2	F	PUR SANG	5	1	4	18786,00	14089,00	32875,00	3757,20	405
UTXA	2	F	PUR SANG	6	1	5	18776,00	0,00	18776,00	3129,33	355
MANATHAN KABOUL	3	F	CHEVAL AUTRE QUE PUR SANG	5	1	3	18772,00	0,00	18772,00	3754,40	
READY KING	4	H	PUR SANG	17	0	11	18762,00	8438,00	27200,00	1103,65	270
GRAND CHELEM	3	H	PUR SANG	6	0	6	18749,00	14059,00	32808,00	3124,83	350
ALI SHUFFLE	2	F	PUR SANG	2	0	2	18745,00	0,00	18745,00	9372,50	420
ZYGFRYD	7	H	PUR SANG	18	0	12	18731,00	8426,00	27157,00	1040,61	175
HOT SUMMER	9	H	PUR SANG	19	1	12	18719,00	8421,00	27140,00	985,21	195
WITTELSBACH	2	M	PUR SANG	4	1	3	18710,00	14032,00	32742,00	4677,50	360
THUNDERHEART	4	H	PUR SANG	10	1	4	18708,00	8418,00	27126,00	1870,80	290
SOLIWAY	3	M	PUR SANG	8	2	3	18700,00	10649,00	29349,00	2337,50	325
NYOKA	2	F	PUR SANG	4	1	2	18690,00	0,00	18690,00	4672,50	375
BOAVISTA	3	F	PUR SANG	14	0	11	18690,00	14015,00	32705,00	1335,00	300
OCEAN STAR	2	M	PUR SANG	10	1	8	18687,00	14013,00	32700,00	1868,70	335
THE TOP GATSBY	5	F	PUR SANG	6	1	4	18680,00	8406,00	27086,00	3113,33	395
BEST SHALAA	4	F	PUR SANG	21	0	14	18657,00	8392,00	27049,00	888,43	240
WARHOLM	2	H	PUR SANG	5	1	4	18656,00	13992,00	32648,00	3731,20	360
THORA	2	F	PUR SANG	4	1	2	18640,00	0,00	18640,00	4660,00	390
MORNING SPIRIT	6	F	PUR SANG	15	1	13	18639,00	8385,00	27024,00	1242,60	220
TOLLARD ROYAL	6	H	PUR SANG	20	1	9	18633,00	0,00	18633,00	931,65	230
AQUILA VOLANTE	4	M	PUR SANG	9	1	5	18632,00	8383,00	27015,00	2070,22	365
SOIZIYA	5	F	PUR SANG	16	0	11	18629,00	8382,00	27011,00	1164,31	150
GOLDYWAY DE SAON	5	H	PUR SANG	10	1	5	18604,00	8370,00	26974,00	1860,40	305
MASSIMO MERIDIO	4	H	PUR SANG	6	1	1	18600,00	8370,00	26970,00	3100,00	360
ZARAKCHIC	3	H	PUR SANG	5	0	3	18600,00	13950,00	32550,00	3720,00	455
JURMALA	3	F	PUR SANG	7	1	4	18588,00	0,00	18588,00	2655,43	350
MAROONED	3	F	PUR SANG	10	1	2	18566,00	13923,00	32489,00	1856,60	355
SHAMSABAD	10	H	PUR SANG	25	0	14	18556,00	8348,00	26904,00	742,24	165
LA MANDALA	4	F	PUR SANG	7	1	3	18550,00	8346,00	26896,00	2650,00	375
AURA	3	F	PUR SANG	6	1	2	18550,00	13912,00	32462,00	3091,67	335
MARKER	4	H	PUR SANG	12	0	8	18548,00	8345,00	26893,00	1545,67	285
MY FANCY	6	H	PUR SANG	7	1	2	18521,00	8334,00	26855,00	2645,86	360
GHOUFRANN	3	F	PUR SANG	4	0	2	18515,00	0,00	18515,00	4628,75	445
MOSSARY AA	4	F	*ANGLO-ARABE COMPLEMENT*	5	0	5	18506,00	0,00	18506,00	3701,20	
GUACARI	3	H	PUR SANG	14	1	8	18502,00	13876,00	32378,00	1321,57	275
CRACK CITY	5	H	PUR SANG	14	1	7	18485,00	8317,00	26802,00	1320,36	215
SITUMELEDEMANDAIS	8	H	PUR SANG	7	1	4	18480,00	8316,00	26796,00	2640,00	295
