Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
GALIK	8	H	PUR SANG	4	0	1	1792,00	806,00	2598,00	448,00	225
JOYEUSE DE ROMAY	7	F	PUR SANG	1	0	1	1792,00	806,00	2598,00	1792,00	240
EYE OF THE TIGER	4	H	PUR SANG	4	0	1	1792,00	806,00	2598,00	448,00	245
FIRST CUNCERT	4	F	PUR SANG	2	0	1	1792,00	806,00	2598,00	896,00	260
IRRESITIBLEMENT	3	H	PUR SANG	2	0	2	1784,00	1337,00	3121,00	892,00	
MARYCHA	3	F	PUR SANG	3	0	3	1779,00	1334,00	3113,00	593,00	310
AND WE DANCED	7	F	PUR SANG	4	0	3	1771,00	796,00	2567,00	442,00	225
MON SCHATZI	4	H	PUR SANG	4	0	2	1771,00	796,00	2567,00	442,00	305
MY GIRL MOLLY (IRE)	3	F	PUR SANG	2	0	2	1768,00	1326,00	3094,00	884,00	
WILD CITY	5	M	PUR SANG	5	0	2	1756,00	789,00	2545,00	351,00	375
STADE VELODROME	10	H	PUR SANG	3	0	2	1755,00	789,00	2544,00	585,00	240
SPIRITO	3	H	PUR SANG	3	0	3	1755,00	739,00	2494,00	585,00	310
ROI DU CIEL (IRE)	3	H	PUR SANG	5	0	4	1755,00	1316,00	3071,00	351,00	255
SPRING BANK	4	H	PUR SANG	2	0	2	1753,00	147,00	1900,00	876,00	
ELVIRIA	4	F	PUR SANG	1	0	1	1750,00	787,00	2537,00	1750,00	300
BATURHAN	4	M	PUR SANG	1	0	1	1750,00	787,00	2537,00	1750,00	270
JACK OF TRADES IRE	8	H	PUR SANG	3	0	1	1750,00	0,00	1750,00	583,00	265
ZANINA (IRE)	3	F	PUR SANG	4	0	3	1748,00	1311,00	3059,00	437,00	310
DIVA CHIQUITA (IRE)	3	F	PUR SANG	6	0	2	1748,00	1311,00	3059,00	291,00	275
HAKASTE	4	H	PUR SANG	5	0	4	1747,00	784,00	2531,00	349,00	270
DIYAA	4	F	PUR SANG	3	0	2	1744,00	784,00	2528,00	581,00	220
HANDHY	7	F	PUR SANG	3	0	2	1741,00	783,00	2524,00	580,00	290
WESTMINSTER BOBCAT IRE	3	M	PUR SANG	2	0	2	1730,00	0,00	1730,00	865,00	
RAPIDO PRESTO	8	H	PUR SANG	2	0	1	1728,00	777,00	2505,00	864,00	305
DEEP SEA	8	F	PUR SANG	1	0	1	1728,00	777,00	2505,00	1728,00	345
ORANGE VIF	7	H	PUR SANG	5	0	1	1728,00	777,00	2505,00	345,00	220
KAKHOVKA	6	F	PUR SANG	4	0	1	1728,00	777,00	2505,00	432,00	200
SORAYA	3	F	PUR SANG	1	0	1	1728,00	0,00	1728,00	1728,00	
MARAKANA	3	F	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	
ARTOA	3	F	PUR SANG	2	0	1	1728,00	1296,00	3024,00	864,00	335
CAMBER SANDS	3	F	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	
WITTELSBACH	3	M	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	360
WHY AM I BEAUTIFUL	3	F	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	315
PIKES PEAK	3	M	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	330
NELSON DREAM	3	H	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	
TOUNSBY	3	H	PUR SANG	2	0	1	1728,00	1296,00	3024,00	864,00	
ROBERTO PESTO	3	H	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	335
JOYPHORIA	3	F	PUR SANG	3	0	3	1728,00	1296,00	3024,00	576,00	310
URBES	3	M	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	
SILVER JEWEL	3	F	PUR SANG	1	0	1	1728,00	0,00	1728,00	1728,00	330
MELODIE ITALIENNE	3	F	PUR SANG	1	0	1	1728,00	1296,00	3024,00	1728,00	
LANDMAN (GB)	3	M	PUR SANG	2	0	1	1728,00	1296,00	3024,00	864,00	
SIBARITA IRE	3	M	PUR SANG	2	0	1	1728,00	0,00	1728,00	864,00	335
SILENT WARNING IRE	3	M	PUR SANG	1	0	1	1728,00	0,00	1728,00	1728,00	
BAILEN SPA	6	H	PUR SANG	4	0	1	1728,00	0,00	1728,00	432,00	325
EMPRESS OF LIGHT GB	3	F	PUR SANG	1	0	1	1728,00	0,00	1728,00	1728,00	
WESTMINSTER NIGHT	7	H	PUR SANG	4	0	2	1727,00	776,00	2503,00	431,00	415
SALSA TIM	7	H	PUR SANG	5	0	3	1720,00	774,00	2494,00	344,00	605
DSCHINGIS ARROW	5	H	PUR SANG	4	0	2	1716,00	772,00	2488,00	429,00	195
MORNING FIVE	9	H	PUR SANG	2	0	2	1701,00	765,00	2466,00	850,00	205
CAPTAIN EAGLE	8	H	PUR SANG	6	0	4	1692,00	760,00	2452,00	282,00	225
GREY BELLE	7	F	PUR SANG	5	0	2	1688,00	758,00	2446,00	337,00	255
CUNNING FOX (GB)	5	M	PUR SANG	2	0	2	1684,00	757,00	2441,00	842,00	360
HONG KONG STAR	9	F	PUR SANG	2	0	2	1683,00	757,00	2440,00	841,00	255
TRIOMPHE DES BOIS	4	H	PUR SANG	1	0	1	1666,00	749,00	2415,00	1666,00	285
ASTRAL WAY GB	4	F	PUR SANG	1	0	1	1666,00	0,00	1666,00	1666,00	340
SUNDAY SPEED	5	F	PUR SANG	1	0	1	1650,00	0,00	1650,00	1650,00	
STORMYGO	5	H	PUR SANG	1	0	1	1638,00	737,00	2375,00	1638,00	375
TOUQUETOISE	5	F	PUR SANG	4	0	1	1638,00	737,00	2375,00	409,00	220
ANANKE	3	F	PUR SANG	2	0	1	1638,00	1228,00	2866,00	819,00	405
LALOU GER	6	F	PUR SANG	1	0	1	1638,00	0,00	1638,00	1638,00	325
IGETAKICKOUTOFYOU IRE	3	F	PUR SANG	5	0	3	1632,00	0,00	1632,00	326,00	240
SLAYER	9	H	PUR SANG	3	0	2	1630,00	733,00	2363,00	543,00	150
PATZESTEVE	6	H	PUR SANG	3	0	2	1630,00	732,00	2362,00	543,00	225
MOKKA LATTE	4	F	PUR SANG	4	0	2	1612,00	725,00	2337,00	403,00	275
WHAT ELSE	5	M	PUR SANG	4	0	1	1610,00	724,00	2334,00	402,00	240
ROSA MIA	3	F	PUR SANG	1	0	1	1610,00	1207,00	2817,00	1610,00	290
COUNTRY CLUB	3	H	PUR SANG	2	0	1	1610,00	1207,00	2817,00	805,00	
MONCAYO (FR)	6	H	PUR SANG	4	0	2	1605,00	0,00	1605,00	401,00	165
MISAN	3	F	PUR SANG	3	0	2	1605,00	1203,00	2808,00	535,00	320
BULLET ANT	3	M	PUR SANG	2	0	2	1605,00	1203,00	2808,00	802,00	355
RUSAIR FAL	3	M	PUR SANG	3	0	2	1605,00	1203,00	2808,00	535,00	340
RENIA (GB)	3	F	PUR SANG	2	0	2	1605,00	1203,00	2808,00	802,00	
HAYA OF STAR	5	H	PUR SANG	1	0	1	1600,00	720,00	2320,00	1600,00	360
TWIN DREAM	5	F	PUR SANG	3	0	1	1600,00	0,00	1600,00	533,00	175
LOLITA DE BALME	5	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
ECLAIRE LA VIE	5	F	PUR SANG	2	0	1	1600,00	720,00	2320,00	800,00	310
LILY DES CHAMPS	4	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
CHATEL D'OROUX	4	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
MUSE DES ONGRAIS	4	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
OUT OF AFRICA	4	F	PUR SANG	1	0	1	1600,00	720,00	2320,00	1600,00	365
JOYEUSE BLUE	4	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
MON BRAVE DE BERCE	4	H	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
AQUALI MELODY	3	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
ALMA FEVER	3	F	PUR SANG	3	0	1	1600,00	0,00	1600,00	533,00	
MALICE DE VEGUY	3	F	PUR SANG	2	0	2	1600,00	0,00	1600,00	800,00	
TANZANIAS	3	F	PUR SANG	1	0	1	1600,00	0,00	1600,00	1600,00	
GET SET (IRE)	9	H	PUR SANG	1	0	1	1600,00	720,00	2320,00	1600,00	340
BIG ENERGY	4	H	PUR SANG	4	0	3	1588,00	714,00	2302,00	397,00	250
TOO DARN QUICK GB	3	M	PUR SANG	2	0	2	1588,00	0,00	1588,00	794,00	360
PRINCESS ALICE	3	F	PUR SANG	5	0	3	1570,00	1177,00	2747,00	314,00	250
BANKHOVSKI	3	H	PUR SANG	3	0	2	1569,00	1176,00	2745,00	523,00	335
SAINT ELIGIUS IRE	4	H	PUR SANG	1	0	1	1566,00	0,00	1566,00	1566,00	330
HORNIG GB	3	M	PUR SANG	2	0	2	1560,00	0,00	1560,00	780,00	335
MYRIADE MAG	4	F	PUR SANG	3	0	1	1558,00	701,00	2259,00	519,00	270
CRYSTAL LIGHT	4	F	PUR SANG	1	0	1	1558,00	701,00	2259,00	1558,00	
BEST OF	4	H	PUR SANG	3	0	1	1558,00	701,00	2259,00	519,00	260
L'AIR DU TEMPS	8	H	PUR SANG	1	0	1	1557,00	700,00	2257,00	1557,00	180
BAILEYS ECLAIR	6	H	PUR SANG	4	0	1	1557,00	700,00	2257,00	389,00	220
VALERTA	5	F	PUR SANG	1	0	1	1557,00	700,00	2257,00	1557,00	275
KENALIGHT	3	F	PUR SANG	3	0	2	1556,00	1167,00	2723,00	518,00	285
JOLI COUP	7	H	PUR SANG	3	0	3	1552,00	697,00	2249,00	517,00	255
BRAVE SHIINA	9	H	PUR SANG	6	0	4	1547,00	694,00	2241,00	257,00	270
AUSTRALIPS	3	F	PUR SANG	2	0	2	1536,00	1152,00	2688,00	768,00	
DALIAPUR GER	6	H	PUR SANG	4	0	3	1532,00	0,00	1532,00	383,00	230
LEHMAN (GB)	7	M	PUR SANG	2	0	1	1520,00	684,00	2204,00	760,00	600
ASPEN	7	H	PUR SANG	5	0	2	1500,00	674,00	2174,00	300,00	165
EMPRESS STAR	5	F	PUR SANG	2	0	1	1500,00	675,00	2175,00	750,00	185
GREEN VALSTAR	3	F	PUR SANG	2	0	1	1500,00	1125,00	2625,00	750,00	275
IDOLE DU FRAISSE	3	M	PUR SANG	3	0	1	1500,00	1125,00	2625,00	500,00	300
TAJMALY	3	H	PUR SANG	1	0	1	1500,00	1125,00	2625,00	1500,00	
KOSLOVSKHY	3	M	PUR SANG	2	0	2	1500,00	1125,00	2625,00	750,00	590
MISSES LILY	3	F	PUR SANG	3	0	1	1500,00	0,00	1500,00	500,00	280
MISTER EAZY	3	H	PUR SANG	2	0	2	1500,00	1125,00	2625,00	750,00	485
ANOUDEUX	3	H	PUR SANG	1	0	1	1500,00	1125,00	2625,00	1500,00	
ORINOCO	3	F	PUR SANG	2	0	1	1500,00	0,00	1500,00	750,00	
EXCAVATE GB	3	H	PUR SANG	1	0	1	1500,00	0,00	1500,00	1500,00	
JUDICIOUS GAME	7	H	PUR SANG	2	0	2	1496,00	672,00	2168,00	748,00	280
MONTIGNY	7	H	PUR SANG	4	0	2	1495,00	672,00	2167,00	373,00	215
EN PLEIN AIR	5	H	PUR SANG	2	0	2	1488,00	669,00	2157,00	744,00	310
ZULU WARRIOR	6	H	PUR SANG	1	0	1	1485,00	668,00	2153,00	1485,00	410
DSCHINGIS DREAM	5	M	PUR SANG	2	0	1	1485,00	668,00	2153,00	742,00	370
LOVELYMATCH	5	F	PUR SANG	1	0	1	1485,00	668,00	2153,00	1485,00	405
JAYCLE DE GREE	5	H	PUR SANG	1	0	1	1485,00	668,00	2153,00	1485,00	295
GEORGES VILLE	5	H	PUR SANG	3	0	1	1485,00	668,00	2153,00	495,00	385
GOOD TO SEE YOU	4	H	PUR SANG	1	0	1	1485,00	668,00	2153,00	1485,00	
ALLEZ DIDI	4	F	PUR SANG	2	0	1	1485,00	668,00	2153,00	742,00	285
ROSA GALLICA	4	F	PUR SANG	1	0	1	1485,00	668,00	2153,00	1485,00	330
IRIDIA GER	5	F	PUR SANG	2	0	1	1485,00	0,00	1485,00	742,00	225
LE GARDOLOT	8	H	PUR SANG	2	0	1	1467,00	660,00	2127,00	733,00	245
RIO GRANDE	6	H	PUR SANG	4	0	1	1467,00	660,00	2127,00	366,00	260
SULEYMAN (GB)	6	H	PUR SANG	1	0	1	1467,00	660,00	2127,00	1467,00	275
NIPPE DE STAR IRE	4	H	PUR SANG	1	0	1	1467,00	0,00	1467,00	1467,00	280
FREE MOVEMENT (GB)	3	F	PUR SANG	2	0	1	1467,00	1100,00	2567,00	733,00	350
CALYPSO IRE	6	H	PUR SANG	6	0	1	1467,00	0,00	1467,00	244,00	295
ABSOLUTE	5	F	PUR SANG	4	0	3	1464,00	658,00	2122,00	366,00	295
DIAMONDS	4	F	PUR SANG	5	0	2	1462,00	657,00	2119,00	292,00	190
WEST MARTIN	7	H	PUR SANG	6	0	3	1450,00	336,00	1786,00	241,00	175
COTE D'OR	4	H	PUR SANG	6	0	3	1444,00	649,00	2093,00	240,00	250
STEADY SUCCESS	5	H	PUR SANG	2	0	2	1443,00	649,00	2092,00	721,00	310
CONQUEST	3	H	PUR SANG	4	0	2	1436,00	1077,00	2513,00	359,00	300
LIB DUBAWI	9	H	PUR SANG	1	0	1	1425,00	641,00	2066,00	1425,00	255
SILVER SCHNOK	9	F	PUR SANG	4	0	2	1422,00	639,00	2061,00	355,00	195
FIRSTMAN	9	H	PUR SANG	3	0	3	1416,00	636,00	2052,00	472,00	245
MILADY PRESTIGE	4	F	PUR SANG	1	0	1	1414,00	0,00	1414,00	1414,00	
SAIF AL LEITH IRE	3	M	PUR SANG	1	0	1	1414,00	0,00	1414,00	1414,00	340
FIRST DREM	8	F	PUR SANG	7	0	3	1410,00	319,00	1729,00	201,00	150
A NOS SOUVENIRS	7	H	PUR SANG	2	0	1	1400,00	0,00	1400,00	700,00	260
GREAT LORD	4	H	PUR SANG	4	0	1	1400,00	630,00	2030,00	350,00	240
SPEEDY ANGEL (GB)	7	F	PUR SANG	2	0	1	1400,00	0,00	1400,00	700,00	150
MACKAYA	3	F	PUR SANG	2	0	2	1394,00	1045,00	2439,00	697,00	395
THE GOOD MAN	9	M	PUR SANG	2	0	1	1392,00	626,00	2018,00	696,00	435
CHIARANIYA	5	F	PUR SANG	2	0	1	1392,00	626,00	2018,00	696,00	435
QUASAR	5	H	PUR SANG	3	0	1	1392,00	626,00	2018,00	464,00	435
L'HOTELLERIE (IRE)	5	F	PUR SANG	2	0	1	1392,00	626,00	2018,00	696,00	390
NEW GROUND GB	4	H	PUR SANG	1	0	1	1392,00	0,00	1392,00	1392,00	500
HOODWINK	4	F	PUR SANG	3	0	2	1389,00	624,00	2013,00	463,00	275
CUREJ IRE	6	H	PUR SANG	3	0	2	1389,00	0,00	1389,00	463,00	310
WIGMORE STREET USA	6	H	PUR SANG	5	0	3	1387,00	0,00	1387,00	277,00	350
YOU'VE GOT SAIL	7	H	PUR SANG	3	0	1	1386,00	623,00	2009,00	462,00	265
GO FOR IT	7	F	PUR SANG	1	0	1	1386,00	623,00	2009,00	1386,00	205
A STOLEN KISS	6	F	PUR SANG	1	0	1	1386,00	623,00	2009,00	1386,00	205
KIRBY	5	H	PUR SANG	4	0	1	1386,00	623,00	2009,00	346,00	310
LOST IN MUSIC	5	H	PUR SANG	3	0	1	1386,00	623,00	2009,00	462,00	285
HENRY THE LION	6	H	PUR SANG	2	0	2	1384,00	622,00	2006,00	692,00	340
VICTORY PACE (IRE)	3	F	PUR SANG	2	0	2	1372,00	1029,00	2401,00	686,00	
WHILAND	5	F	PUR SANG	6	0	2	1371,00	616,00	1987,00	228,00	260
PAS DE VELOURS	6	F	PUR SANG	4	0	2	1369,00	615,00	1984,00	342,00	195
TUDO BEM	10	H	PUR SANG	4	0	3	1361,00	612,00	1973,00	340,00	290
METS LE FEU	4	H	PUR SANG	2	0	2	1360,00	611,00	1971,00	680,00	270
LACALAS	3	F	PUR SANG	3	0	2	1358,00	1018,00	2376,00	452,00	320
ST MARKSMAN IRE	3	M	PUR SANG	2	0	2	1358,00	0,00	1358,00	679,00	350
ONE EYE JACK (IRE)	4	H	PUR SANG	3	0	3	1357,00	609,00	1966,00	452,00	315
ADWAN GB	6	H	PUR SANG	5	0	3	1355,00	0,00	1355,00	271,00	270
EAGLE TREE	3	F	PUR SANG	5	0	3	1352,00	1014,00	2366,00	270,00	265
ARTUSA	4	F	PUR SANG	2	0	1	1350,00	0,00	1350,00	675,00	275
OVER DREAM	4	F	PUR SANG	1	0	1	1350,00	0,00	1350,00	1350,00	
MIMOSA DES SOURCES	4	H	PUR SANG	1	0	1	1350,00	607,00	1957,00	1350,00	
CANDY CHERIE	4	F	PUR SANG	3	0	1	1350,00	607,00	1957,00	450,00	230
GRANDEZA GB	4	F	PUR SANG	2	0	2	1347,00	0,00	1347,00	673,00	225
JACK O'BOY	9	H	PUR SANG	1	0	1	1344,00	604,00	1948,00	1344,00	320
LANDED	3	F	PUR SANG	3	0	3	1340,00	1004,00	2344,00	446,00	285
FONROMY	3	F	PUR SANG	4	0	3	1332,00	999,00	2331,00	333,00	265
LADY VITESSE	4	F	PUR SANG	4	0	2	1324,00	595,00	1919,00	331,00	350
WOOD LAND	3	H	PUR SANG	3	0	2	1323,00	992,00	2315,00	441,00	260
BAGOKEN	7	F	PUR SANG	4	0	2	1320,00	594,00	1914,00	330,00	340
LAVIRCA DODVILLE	7	F	PUR SANG	1	0	1	1314,00	591,00	1905,00	1314,00	280
T'ES CHIC	4	F	PUR SANG	4	0	1	1314,00	591,00	1905,00	328,00	250
VALTRADA	3	F	PUR SANG	2	0	2	1306,00	979,00	2285,00	653,00	350
ARTISTIC GLORY	8	F	PUR SANG	3	0	3	1300,00	585,00	1885,00	433,00	515
L'IENISSEI	8	H	PUR SANG	1	0	1	1296,00	583,00	1879,00	1296,00	315
LE HOULME	7	H	PUR SANG	1	0	1	1296,00	583,00	1879,00	1296,00	150
YES BOY	5	H	PUR SANG	4	0	1	1296,00	583,00	1879,00	324,00	225
WAKIF	4	H	PUR SANG	5	0	1	1296,00	583,00	1879,00	259,00	225
FINEPAL FAL	3	M	PUR SANG	1	0	1	1296,00	972,00	2268,00	1296,00	
MON SIOUX (GB)	6	H	PUR SANG	2	0	1	1296,00	583,00	1879,00	648,00	200
USNAVYGIRL IRE	6	F	PUR SANG	2	0	1	1296,00	0,00	1296,00	648,00	155
HISTO CHOP	3	H	PUR SANG	2	0	2	1288,00	216,00	1504,00	644,00	280
ARDEN MIST USA	3	H	PUR SANG	2	0	1	1280,00	0,00	1280,00	640,00	410
LA PRIMA GER	3	F	PUR SANG	2	0	2	1279,00	0,00	1279,00	639,00	300
STAR ROCK	7	H	PUR SANG	2	0	1	1272,00	572,00	1844,00	636,00	375
DARI RIVER	5	F	PUR SANG	4	0	1	1272,00	572,00	1844,00	318,00	380
EVERSTAR	5	H	PUR SANG	1	0	1	1272,00	572,00	1844,00	1272,00	400
A BEAUREGARD	5	H	PUR SANG	2	0	1	1272,00	572,00	1844,00	636,00	375
STAR MAUVE	4	F	PUR SANG	4	0	2	1272,00	571,00	1843,00	318,00	310
ALPARSLAN	4	H	PUR SANG	1	0	1	1272,00	572,00	1844,00	1272,00	385
SYLVER SAMBA	7	F	PUR SANG	4	0	2	1268,00	570,00	1838,00	317,00	230
IMPERIAL CHOPE	3	F	PUR SANG	3	0	2	1268,00	576,00	1844,00	422,00	270
HAYA SAM	3	F	PUR SANG	2	0	2	1248,00	936,00	2184,00	624,00	
FILLETTE DU HOULEY	3	F	PUR SANG	2	0	2	1248,00	936,00	2184,00	624,00	
PURPLE DAHLIA	3	F	PUR SANG	2	0	2	1248,00	936,00	2184,00	624,00	
DEVIL'STORY	3	H	PUR SANG	3	0	2	1240,00	930,00	2170,00	413,00	345
HENDRIXX	3	H	PUR SANG	2	0	2	1234,00	924,00	2158,00	617,00	
GALA QUEEN	3	F	PUR SANG	4	0	2	1234,00	924,00	2158,00	308,00	280
MEKHTALIA	4	F	PUR SANG	4	0	2	1218,00	548,00	1766,00	304,00	245
KEEN APPROACH	5	F	PUR SANG	4	0	2	1209,00	543,00	1752,00	302,00	260
LA VALE	5	F	PUR SANG	2	0	1	1206,00	542,00	1748,00	603,00	515
HAKAMAORI	4	F	PUR SANG	2	0	2	1204,00	0,00	1204,00	602,00	
GLAVIA	4	F	PUR SANG	5	0	2	1203,00	540,00	1743,00	240,00	315
DIDISSANG	10	H	PUR SANG	2	0	2	1200,00	540,00	1740,00	600,00	400
SEA THE WOOD	6	H	PUR SANG	2	0	1	1200,00	540,00	1740,00	600,00	
BALAKOVNA	6	F	PUR SANG	2	0	1	1200,00	540,00	1740,00	600,00	320
LAZARD D'ESTRUVAL	5	H	PUR SANG	1	0	1	1200,00	0,00	1200,00	1200,00	
MEA CULPA JACTA	4	F	PUR SANG	2	0	2	1200,00	0,00	1200,00	600,00	
PRINCESUKKA	4	H	PUR SANG	1	0	1	1200,00	0,00	1200,00	1200,00	
DEMASKETOI	4	H	PUR SANG	1	0	1	1200,00	0,00	1200,00	1200,00	
MISS THERIA	4	F	PUR SANG	2	0	1	1200,00	540,00	1740,00	600,00	
FLY DE LA MOTTE	4	F	PUR SANG	1	0	1	1200,00	0,00	1200,00	1200,00	
FIREMAN	4	H	PUR SANG	1	0	1	1200,00	540,00	1740,00	1200,00	285
ECTOCET	3	H	PUR SANG	1	0	1	1200,00	0,00	1200,00	1200,00	
CHAMPAGNE DEFRANCE	3	F	PUR SANG	2	0	1	1200,00	900,00	2100,00	600,00	
SLALOM	3	H	PUR SANG	1	0	1	1200,00	900,00	2100,00	1200,00	
PRESSURE TEST (IRE)	3	F	PUR SANG	4	0	1	1200,00	900,00	2100,00	300,00	265
I AM PARADOU	4	H	PUR SANG	2	0	2	1195,00	537,00	1732,00	597,00	370
PETITE ABEILLE IRE	3	F	PUR SANG	2	0	2	1192,00	0,00	1192,00	596,00	270
LAVIS (IRE)	4	H	PUR SANG	5	0	2	1188,00	534,00	1722,00	237,00	220
GRANDALA	3	F	PUR SANG	3	0	2	1187,00	890,00	2077,00	395,00	275
STORIA DI ROMA	4	H	PUR SANG	3	0	2	1176,00	529,00	1705,00	392,00	325
ZAKIYYAH GOLD	3	M	PUR SANG	2	0	2	1172,00	879,00	2051,00	586,00	
ELKABIER	5	H	PUR SANG	4	0	3	1163,00	522,00	1685,00	290,00	250
PALMEIRA EMERY	6	F	PUR SANG	5	0	2	1157,00	520,00	1677,00	231,00	160
BADEN ROCKS	9	H	PUR SANG	2	0	1	1152,00	518,00	1670,00	576,00	340
ICALERO	8	H	PUR SANG	3	0	1	1152,00	518,00	1670,00	384,00	240
PRAIRIE GLORY	8	H	PUR SANG	1	0	1	1152,00	518,00	1670,00	1152,00	260
HURRICANE	7	H	PUR SANG	2	0	1	1152,00	518,00	1670,00	576,00	265
DYLAN'S SPIRIT	5	F	PUR SANG	2	0	1	1152,00	518,00	1670,00	576,00	255
VERT ET MER	5	H	PUR SANG	2	0	1	1152,00	518,00	1670,00	576,00	250
JEANS AND JEWELLS	4	F	PUR SANG	1	0	1	1152,00	518,00	1670,00	1152,00	320
SARAMO	4	H	PUR SANG	2	0	1	1152,00	518,00	1670,00	576,00	275
RAINIER (GB)	8	H	PUR SANG	4	0	2	1152,00	518,00	1670,00	288,00	170
RED TORCH	11	M	PUR SANG	1	0	1	1150,00	517,00	1667,00	1150,00	225
ROMIN	4	H	PUR SANG	2	0	1	1148,00	516,00	1664,00	574,00	250
BELLE NOIRE	2	F	PUR SANG	1	0	1	1142,00	856,00	1998,00	1142,00	
MIGHTY BOY	4	H	PUR SANG	3	0	2	1133,00	509,00	1642,00	377,00	370
MARKUS	4	H	PUR SANG	3	0	2	1128,00	507,00	1635,00	376,00	335
RISKAYA	8	F	PUR SANG	1	0	1	1125,00	506,00	1631,00	1125,00	185
PAGANY	5	F	PUR SANG	2	0	1	1125,00	506,00	1631,00	562,00	470
ALYAQUT	5	F	PUR SANG	1	0	1	1125,00	506,00	1631,00	1125,00	320
VITUS BERING	5	H	PUR SANG	1	0	1	1125,00	506,00	1631,00	1125,00	195
BOUSSANT	4	H	PUR SANG	1	0	1	1125,00	506,00	1631,00	1125,00	265
MOON NIGHT	4	H	PUR SANG	2	0	1	1125,00	506,00	1631,00	562,00	220
BAILEYS TOPAZE	5	F	PUR SANG	6	0	3	1114,00	499,00	1613,00	185,00	265
BORCANO IRE	4	H	PUR SANG	5	0	3	1113,00	0,00	1113,00	222,00	235
SHANCEL (IRE)	4	M	PUR SANG	3	0	2	1111,00	499,00	1610,00	370,00	245
SHAMSABAD	11	H	PUR SANG	7	0	2	1103,00	496,00	1599,00	157,00	150
LEONIE BANBOU	5	F	PUR SANG	2	0	1	1100,00	0,00	1100,00	550,00	
THE BLACK FRIDAY	2	M	PUR SANG	2	0	2	1100,00	824,00	1924,00	550,00	
MISTER JULES	5	H	PUR SANG	3	0	2	1096,00	492,00	1588,00	365,00	245
HOWABOUTHATNOW	4	H	PUR SANG	4	0	2	1096,00	492,00	1588,00	274,00	250
MATAKI (IRE)	3	M	PUR SANG	1	0	1	1096,00	822,00	1918,00	1096,00	410
ZELRYA (IRE)	2	F	PUR SANG	1	0	1	1096,00	822,00	1918,00	1096,00	
SENSATIONNELLE	3	F	PUR SANG	1	0	1	1080,00	810,00	1890,00	1080,00	580
ZERO STRESS IRE	3	F	PUR SANG	3	0	2	1080,00	0,00	1080,00	360,00	345
GO JOHNNY GO GO GO	6	F	PUR SANG	3	0	2	1077,00	484,00	1561,00	359,00	210
BEAUTIFUL MESS	4	F	PUR SANG	4	0	3	1075,00	483,00	1558,00	268,00	265
SENORITO	4	H	PUR SANG	3	0	2	1072,00	482,00	1554,00	357,00	360
LA COMEDIENNE	4	F	PUR SANG	1	0	1	1071,00	481,00	1552,00	1071,00	
CHOEUR DES ANGES	4	H	PUR SANG	1	0	1	1071,00	481,00	1552,00	1071,00	
VIVID	4	H	PUR SANG	1	0	1	1071,00	481,00	1552,00	1071,00	355
GARIYANN (GB)	4	H	PUR SANG	3	0	1	1071,00	481,00	1552,00	357,00	250
TREMONIA GER	4	F	PUR SANG	1	0	1	1071,00	0,00	1071,00	1071,00	
HATEDIA FAL	3	F	PUR SANG	2	0	2	1056,00	216,00	1272,00	528,00	
FREGATE	4	F	PUR SANG	2	0	2	1044,00	469,00	1513,00	522,00	265
LE GAST	6	H	PUR SANG	2	0	1	1036,00	466,00	1502,00	518,00	310
TOOGOODTOBEROOD	4	H	PUR SANG	5	0	3	1036,00	465,00	1501,00	207,00	275
ESCAPE GAME (IRE)	4	M	PUR SANG	1	0	1	1036,00	466,00	1502,00	1036,00	340
VALENTO	10	H	PUR SANG	2	0	1	1035,00	465,00	1500,00	517,00	185
MACCA	4	H	PUR SANG	4	0	1	1035,00	465,00	1500,00	258,00	190
TOLEO	3	H	PUR SANG	3	0	1	1035,00	776,00	1811,00	345,00	275
AVATINE IMPACT	3	F	PUR SANG	3	0	1	1035,00	776,00	1811,00	345,00	265
ANDUGAL	3	H	PUR SANG	3	0	1	1035,00	776,00	1811,00	345,00	295
ZOAR	3	M	PUR SANG	1	0	1	1024,00	768,00	1792,00	1024,00	
LIBERTY AMOUR	3	F	PUR SANG	2	0	1	1024,00	768,00	1792,00	512,00	395
THE TINKER	3	M	PUR SANG	2	0	1	1024,00	768,00	1792,00	512,00	370
REAL NEWS	3	M	PUR SANG	1	0	1	1024,00	768,00	1792,00	1024,00	415
