Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
PESTACLE	5	H	PUR SANG	4	1	2	9442,00	4248,00	13690,00	2360,00	345
ASHIPCALLEDDIGNITY GB	3	F	PUR SANG	2	1	1	9431,00	0,00	9431,00	4715,00	290
DARIYANGEL	7	H	PUR SANG	8	1	3	9414,00	4235,00	13649,00	1176,00	230
OLAF THE BIG ONE	7	H	PUR SANG	7	1	1	9398,00	4228,00	13626,00	1342,00	210
CANENA	3	F	PUR SANG	3	1	1	9388,00	7041,00	16429,00	3129,00	355
ESTEPONA	4	M	PUR SANG	2	0	2	9388,00	4222,00	13610,00	4694,00	455
ALAM	3	M	PUR SANG	2	0	2	9388,00	7038,00	16426,00	4694,00	430
PALLADIO	3	M	PUR SANG	3	0	2	9388,00	7038,00	16426,00	3129,00	370
VILLA MONCEAU USA	3	F	PUR SANG	2	0	2	9388,00	0,00	9388,00	4694,00	380
ORION ROCK	6	H	PUR SANG	3	0	3	9379,00	4219,00	13598,00	3126,00	340
SANKA CHOP	6	H	PUR SANG	5	1	2	9368,00	4215,00	13583,00	1873,00	245
SEONA	4	F	PUR SANG	3	0	3	9348,00	4205,00	13553,00	3116,00	380
MY DARLING	7	F	PUR SANG	6	0	6	9336,00	4199,00	13535,00	1556,00	210
GARRIS	4	H	PUR SANG	4	1	2	9314,00	4190,00	13504,00	2328,00	295
ARKEN	3	F	PUR SANG	4	0	4	9283,00	6962,00	16245,00	2320,00	295
BORN TO DARE	4	F	PUR SANG	7	0	6	9271,00	4168,00	13439,00	1324,00	260
RIVER DAVEN	7	F	PUR SANG	7	0	7	9238,00	4155,00	13393,00	1319,00	150
ELUFAN	4	H	PUR SANG	4	1	1	9228,00	4152,00	13380,00	2307,00	280
SIGRUNE	6	F	PUR SANG	5	2	3	9212,00	4143,00	13355,00	1842,00	210
FLEUR DE SEL	6	F	PUR SANG	5	1	2	9212,00	3470,00	12682,00	1842,00	265
PINK ROCHE	3	F	PUR SANG	3	0	3	9186,00	6889,00	16075,00	3062,00	365
ANIMA SANA (IRE)	4	F	PUR SANG	4	1	2	9182,00	4131,00	13313,00	2295,00	300
MEARAS STYLE	8	F	PUR SANG	7	1	4	9139,00	4111,00	13250,00	1305,00	195
GRIGNETTE	5	F	PUR SANG	5	1	3	9135,00	4110,00	13245,00	1827,00	260
MAPLE GIRL	7	F	PUR SANG	5	1	2	9132,00	4108,00	13240,00	1826,00	185
ECLAIR DE VATI	8	H	PUR SANG	3	1	2	9126,00	4105,00	13231,00	3042,00	170
EL TORERO	7	H	PUR SANG	4	0	4	9123,00	4102,00	13225,00	2280,00	295
CAVANI KAIZEN	8	H	PUR SANG	2	1	0	9100,00	4095,00	13195,00	4550,00	280
HARICOT	4	M	PUR SANG	1	1	0	9100,00	4095,00	13195,00	9100,00	410
CHARENGO (IRE)	4	M	PUR SANG	1	1	0	9100,00	4095,00	13195,00	9100,00	420
QUICK AND WILD GER	4	H	PUR SANG	1	1	0	9100,00	0,00	9100,00	9100,00	
MONDO BOY GB	4	H	PUR SANG	2	1	0	9100,00	0,00	9100,00	4550,00	335
IPSO FACTO (IRE)	4	H	PUR SANG	4	1	2	9085,00	4086,00	13171,00	2271,00	320
LOCHNESS	3	H	PUR SANG	5	0	5	9058,00	6791,00	15849,00	1811,00	345
OASIS BAY	6	H	PUR SANG	5	0	3	9054,00	4072,00	13126,00	1810,00	255
REACH THE SKY	4	M	PUR SANG	3	0	3	9054,00	4073,00	13127,00	3018,00	450
PERFECTO	10	H	PUR SANG	6	1	4	9052,00	4071,00	13123,00	1508,00	190
MONARCH HUNZA	4	H	PUR SANG	3	0	3	9052,00	4072,00	13124,00	3017,00	315
WALWOOD	3	M	PUR SANG	3	0	3	9027,00	6768,00	15795,00	3009,00	400
WAZIERS	6	F	PUR SANG	4	0	3	9024,00	4059,00	13083,00	2256,00	355
LA GUERCHE	5	F	PUR SANG	3	0	3	9024,00	4059,00	13083,00	3008,00	350
BOJANGLES	5	H	PUR SANG	3	1	2	9016,00	4057,00	13073,00	3005,00	215
ALEKSANDROVKA	3	F	PUR SANG	4	1	3	9005,00	6752,00	15757,00	2251,00	300
TREASURE KEEPER	8	M	PUR SANG	4	1	1	8988,00	4044,00	13032,00	2247,00	345
MONA TREZY	6	F	PUR SANG	3	1	1	8986,00	4043,00	13029,00	2995,00	295
SOIF DE VIVRE	4	H	PUR SANG	2	1	1	8966,00	4034,00	13000,00	4483,00	260
LISIPPO IRE	4	M	PUR SANG	3	0	2	8954,00	0,00	8954,00	2984,00	335
MASTER CATH	4	M	PUR SANG	4	0	4	8943,00	4021,00	12964,00	2235,00	405
HY DREAM	8	F	PUR SANG	6	0	5	8937,00	4019,00	12956,00	1489,00	260
HER CHRISTOPHER	5	H	PUR SANG	2	0	2	8932,00	4018,00	12950,00	4466,00	300
KEANU	4	M	PUR SANG	6	0	6	8931,00	4017,00	12948,00	1488,00	320
REGALIENNE	4	F	PUR SANG	6	1	1	8910,00	4009,00	12919,00	1485,00	290
BALAGAN	7	F	PUR SANG	4	1	2	8907,00	4007,00	12914,00	2226,00	250
ISCREAMFORICECREAM	5	F	PUR SANG	6	1	3	8888,00	3998,00	12886,00	1481,00	295
KRUNGTHEPMAHANAKON	5	H	PUR SANG	3	1	1	8878,00	3994,00	12872,00	2959,00	275
HEY MAN	8	H	PUR SANG	4	1	2	8874,00	3992,00	12866,00	2218,00	235
VICKY	4	F	PUR SANG	4	0	3	8863,00	3987,00	12850,00	2215,00	285
PEARL SPIRIT	4	F	PUR SANG	5	0	4	8857,00	3983,00	12840,00	1771,00	275
PRINCESS ZALTANA	3	F	PUR SANG	6	0	5	8851,00	6636,00	15487,00	1475,00	330
WAIT TO WIN GB	3	H	PUR SANG	4	0	3	8820,00	0,00	8820,00	2205,00	340
INDALIMOS	4	F	PUR SANG	1	0	1	8780,00	3951,00	12731,00	8780,00	470
POTEMKINE (IRE)	5	H	PUR SANG	2	1	1	8772,00	3946,00	12718,00	4386,00	450
CELANOKEN	4	H	PUR SANG	5	0	4	8769,00	3944,00	12713,00	1753,00	270
VANVITELLI	3	M	PUR SANG	3	0	3	8769,00	6574,00	15343,00	2923,00	380
TEVERE	3	F	PUR SANG	4	0	3	8769,00	6574,00	15343,00	2192,00	360
SALAZAR	6	H	PUR SANG	2	1	1	8757,00	3940,00	12697,00	4378,00	180
RED MOON	3	F	PUR SANG	6	1	3	8751,00	6561,00	15312,00	1458,00	285
KISS ME CHOP	4	H	PUR SANG	5	1	4	8720,00	3924,00	12644,00	1744,00	650
AURA	4	F	PUR SANG	1	1	0	8700,00	3915,00	12615,00	8700,00	340
DARK ZEL	6	F	PUR SANG	4	0	3	8694,00	3910,00	12604,00	2173,00	320
SCAPIN (GB)	2	M	PUR SANG	1	0	1	8684,00	6512,00	15196,00	8684,00	
EPI IRE	3	M	PUR SANG	3	0	3	8664,00	0,00	8664,00	2888,00	340
SAUCEPOT (GB)	4	F	PUR SANG	2	1	1	8662,00	3897,00	12559,00	4331,00	400
GRASWANG	3	H	PUR SANG	3	0	3	8658,00	6493,00	15151,00	2886,00	355
KING HARTWOOD	10	H	PUR SANG	5	1	0	8650,00	3892,00	12542,00	1730,00	195
TREVOR SENORA	6	H	PUR SANG	1	1	0	8650,00	3892,00	12542,00	8650,00	240
FANTASTIC STAR	4	H	PUR SANG	1	1	0	8650,00	3892,00	12542,00	8650,00	315
ANTHORUS	7	H	PUR SANG	5	0	4	8647,00	3889,00	12536,00	1729,00	400
FIRST CREATION	8	H	PUR SANG	4	1	3	8609,00	2185,00	10794,00	2152,00	240
FILLE D'ARGENTINE	4	F	PUR SANG	5	0	4	8598,00	3867,00	12465,00	1719,00	345
AME DIVINE	4	F	PUR SANG	2	1	1	8557,00	3850,00	12407,00	4278,00	280
MASINDHAL	4	H	PUR SANG	5	1	2	8545,00	3843,00	12388,00	1709,00	295
LA PETITE PIERRE	3	F	PUR SANG	3	0	3	8542,00	6405,00	14947,00	2847,00	330
NOCE D'OR	7	H	PUR SANG	4	0	3	8540,00	3841,00	12381,00	2135,00	295
VICIOUS HARRY	6	M	PUR SANG	2	0	2	8532,00	3839,00	12371,00	4266,00	460
MERCURIUS	5	H	PUR SANG	4	2	2	8520,00	3834,00	12354,00	2130,00	660
MONA MALPIC	5	F	PUR SANG	5	1	4	8520,00	3834,00	12354,00	1704,00	545
WINDFLOWER	4	F	PUR SANG	3	0	3	8485,00	3817,00	12302,00	2828,00	425
SPARKS OF LOVE	3	F	PUR SANG	5	1	3	8465,00	6348,00	14813,00	1693,00	305
BON DERNIER	4	M	PUR SANG	4	0	4	8463,00	3806,00	12269,00	2115,00	320
CRYSTAL BAY	3	H	PUR SANG	2	1	1	8458,00	6343,00	14801,00	4229,00	
EVEROSE IRE	3	F	PUR SANG	5	1	3	8456,00	0,00	8456,00	1691,00	270
TOMOE GOZEN	3	F	PUR SANG	8	0	6	8452,00	6337,00	14789,00	1056,00	260
GRECIAN STAR (IRE)	6	M	PUR SANG	4	1	1	8438,00	3796,00	12234,00	2109,00	335
SABROSO	5	H	PUR SANG	1	0	1	8399,00	3779,00	12178,00	8399,00	390
FEVE	4	F	PUR SANG	3	0	2	8398,00	3778,00	12176,00	2799,00	385
ZYGFRYD	8	H	PUR SANG	7	0	5	8389,00	3773,00	12162,00	1198,00	170
SOUS INFLUENCE IRE	5	H	PUR SANG	5	0	5	8370,00	0,00	8370,00	1674,00	365
PERFECTDAY	3	F	PUR SANG	2	0	2	8342,00	6255,00	14597,00	4171,00	380
SHELZAWA	3	F	PUR SANG	2	0	2	8342,00	6255,00	14597,00	4171,00	
STEALITWITHAKISS IRE	3	F	PUR SANG	2	0	2	8342,00	0,00	8342,00	4171,00	370
MARKOS	3	M	PUR SANG	4	1	2	8336,00	6251,00	14587,00	2084,00	280
OPIANA (GB)	6	F	PUR SANG	5	1	2	8336,00	3751,00	12087,00	1667,00	275
KOVROV	6	H	PUR SANG	2	0	2	8304,00	3736,00	12040,00	4152,00	430
BURNING HEART	4	M	PUR SANG	6	0	4	8303,00	3733,00	12036,00	1383,00	290
MISSOURI GER	6	H	PUR SANG	4	0	4	8301,00	0,00	8301,00	2075,00	245
RENVERSANTE	3	F	PUR SANG	4	0	4	8300,00	6224,00	14524,00	2075,00	330
GARIGLIANO	9	H	PUR SANG	6	0	4	8282,00	3724,00	12006,00	1380,00	230
GOT MAN	4	H	PUR SANG	4	0	4	8279,00	3723,00	12002,00	2069,00	325
LOUP D'ARGENT	4	H	PUR SANG	2	1	1	8260,00	3716,00	11976,00	4130,00	
HARRY BASSETT	5	H	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	295
ALTIAMA	4	F	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	320
PRINCESSE D'AMOUR	4	F	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	355
GRAND CHELEM	4	H	PUR SANG	2	1	0	8250,00	3712,00	11962,00	4125,00	345
KENCHAK	4	H	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	350
FRANKLY GOOD CEN	4	M	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	480
ASTROPARK (IRE)	4	H	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	
RETIRO (GB)	4	M	PUR SANG	1	1	0	8250,00	3712,00	11962,00	8250,00	410
FUTURE FATE (GB)	5	H	PUR SANG	1	0	1	8235,00	3705,00	11940,00	8235,00	425
RHIPPER	4	M	PUR SANG	6	1	1	8212,00	3694,00	11906,00	1368,00	245
SIMPLYTHEBEST	3	H	PUR SANG	4	0	4	8212,00	6157,00	14369,00	2053,00	290
DENIA (IRE)	8	F	PUR SANG	5	0	2	8210,00	3693,00	11903,00	1642,00	315
VILLA ADRIENNE (IRE)	3	F	PUR SANG	4	1	2	8209,00	6154,00	14363,00	2052,00	305
PROLETARIAT	6	H	PUR SANG	7	0	4	8207,00	3692,00	11899,00	1172,00	195
SAN TEODORICO	7	H	PUR SANG	5	1	3	8200,00	3689,00	11889,00	1640,00	260
MON PAULIN	3	H	PUR SANG	3	0	3	8178,00	6133,00	14311,00	2726,00	375
HARIASA	7	F	PUR SANG	5	1	2	8176,00	3679,00	11855,00	1635,00	215
GLENMORE	3	H	PUR SANG	4	1	2	8168,00	2376,00	10544,00	2042,00	315
NEPALAIS	8	H	PUR SANG	4	0	3	8162,00	3672,00	11834,00	2040,00	350
NARCOS	9	M	PUR SANG	5	1	2	8152,00	3668,00	11820,00	1630,00	280
TANQUES	3	M	PUR SANG	2	0	2	8152,00	6112,00	14264,00	4076,00	385
SORANO	3	M	PUR SANG	2	0	2	8152,00	6112,00	14264,00	4076,00	370
VATICAN	3	M	PUR SANG	2	0	2	8152,00	6112,00	14264,00	4076,00	
AURORA BEAU REAL IRE	3	F	PUR SANG	2	0	2	8152,00	0,00	8152,00	4076,00	
YEP GB	3	H	PUR SANG	2	0	2	8152,00	0,00	8152,00	4076,00	395
SIRAT GB	3	M	PUR SANG	2	0	2	8152,00	0,00	8152,00	4076,00	385
SUMMER WAY	7	F	PUR SANG	1	1	0	8150,00	3667,00	11817,00	8150,00	300
GIORGIANA	6	F	PUR SANG	1	1	0	8150,00	3667,00	11817,00	8150,00	305
BELHARRA TOWN	4	F	PUR SANG	2	1	0	8150,00	3667,00	11817,00	4075,00	280
BEST SELLER	4	H	PUR SANG	4	1	0	8150,00	3667,00	11817,00	2037,00	300
WICKBURY (GB)	4	F	PUR SANG	5	1	0	8150,00	3667,00	11817,00	1630,00	315
DON NIKOLAOS GR	7	H	PUR SANG	4	1	0	8150,00	0,00	8150,00	2037,00	245
DAMINO GER	5	M	PUR SANG	1	1	0	8150,00	0,00	8150,00	8150,00	335
BLANQUETTE	3	F	PUR SANG	5	1	2	8148,00	6110,00	14258,00	1629,00	305
BYGOUDINE	4	F	PUR SANG	5	0	5	8119,00	3651,00	11770,00	1623,00	285
LONDONPOLO	4	M	PUR SANG	4	0	3	8112,00	3649,00	11761,00	2028,00	295
LEMPIRA	6	H	PUR SANG	6	1	3	8107,00	3647,00	11754,00	1351,00	250
UNE AVENTURE	3	M	PUR SANG	4	0	4	8107,00	6078,00	14185,00	2026,00	310
MORSAN (IRE)	10	H	PUR SANG	10	0	8	8084,00	3634,00	11718,00	808,00	255
TREIZIEME MOIS	6	H	PUR SANG	3	1	2	8072,00	3632,00	11704,00	2690,00	300
LOUVE PRECIEUSE	7	F	PUR SANG	6	0	6	8071,00	3630,00	11701,00	1345,00	210
NIKOLAJ	6	M	PUR SANG	3	0	3	8064,00	3627,00	11691,00	2688,00	360
ZAHARA	3	F	PUR SANG	3	0	2	8018,00	6013,00	14031,00	2672,00	350
KALEOCREEK	5	H	PUR SANG	3	1	1	8016,00	3607,00	11623,00	2672,00	275
CLAUDIA CHOP	3	F	PUR SANG	5	1	4	8013,00	6009,00	14022,00	1602,00	585
MONSIEUR DUPONT	5	H	PUR SANG	4	1	2	7985,00	3592,00	11577,00	1996,00	230
ZAURA	3	F	PUR SANG	4	0	3	7973,00	5978,00	13951,00	1993,00	345
TOUTELUSIVE	8	F	PUR SANG	4	1	2	7968,00	3585,00	11553,00	1992,00	255
NEAR FLY	3	H	PUR SANG	5	0	3	7968,00	5976,00	13944,00	1593,00	285
CHARLEMAGNE	4	M	PUR SANG	2	1	1	7947,00	3576,00	11523,00	3973,00	330
MUST BE CRACKERS	3	H	PUR SANG	5	1	2	7924,00	5943,00	13867,00	1584,00	245
PALAZZO	5	H	PUR SANG	7	0	3	7924,00	3564,00	11488,00	1132,00	235
ALMIRO	6	H	PUR SANG	3	0	2	7913,00	3560,00	11473,00	2637,00	395
JOHNNY JANE	4	H	PUR SANG	4	0	4	7889,00	3549,00	11438,00	1972,00	205
PLAY THE GAME	3	F	PUR SANG	8	0	7	7877,00	5906,00	13783,00	984,00	270
EXPERTISE (IRE)	6	F	PUR SANG	6	0	4	7872,00	3541,00	11413,00	1312,00	270
INTENTION BORGET	4	F	PUR SANG	4	1	1	7860,00	3537,00	11397,00	1965,00	260
LIWOOD	3	M	PUR SANG	6	0	5	7854,00	5889,00	13743,00	1309,00	375
SWEEP AWAY	6	H	PUR SANG	7	0	5	7838,00	3524,00	11362,00	1119,00	290
LAMIRAL DARHAAN	5	H	PUR SANG	6	0	5	7823,00	3518,00	11341,00	1303,00	270
JUST FOR MEME	3	F	PUR SANG	4	0	4	7812,00	5858,00	13670,00	1953,00	385
CARTIMANDUA	5	F	PUR SANG	3	0	2	7803,00	3510,00	11313,00	2601,00	300
RUBIS GOLD	8	M	PUR SANG	4	0	3	7794,00	3506,00	11300,00	1948,00	185
INCREMENTAL IRE	6	H	PUR SANG	4	0	3	7769,00	0,00	7769,00	1942,00	345
LES PETITS PRINCES	4	H	PUR SANG	3	0	3	7731,00	3477,00	11208,00	2577,00	440
ADICCION	3	H	PUR SANG	7	1	3	7725,00	5793,00	13518,00	1103,00	275
CENTAURI (GB)	3	M	PUR SANG	2	0	2	7721,00	5790,00	13511,00	3860,00	450
VIRIMOON ETOILE	8	F	PUR SANG	5	0	4	7718,00	3472,00	11190,00	1543,00	250
HURLEVENT	4	H	PUR SANG	4	1	2	7712,00	3470,00	11182,00	1928,00	270
JUSEARTH FAL	4	H	PUR SANG	3	0	3	7708,00	3467,00	11175,00	2569,00	420
MAC LA TAMBOUILLE	8	H	PUR SANG	5	0	3	7703,00	3465,00	11168,00	1540,00	295
WOLVERINE	3	H	PUR SANG	4	0	3	7703,00	5777,00	13480,00	1925,00	330
ANTAIOS	9	H	PUR SANG	1	1	0	7700,00	3465,00	11165,00	7700,00	265
MANDOKI	6	H	PUR SANG	4	1	0	7700,00	3465,00	11165,00	1925,00	270
ZVALIKOVA	5	F	PUR SANG	2	1	0	7700,00	3465,00	11165,00	3850,00	345
GOWAY	5	H	PUR SANG	5	1	0	7700,00	3465,00	11165,00	1540,00	360
EVER KATE	5	F	PUR SANG	3	1	0	7700,00	3465,00	11165,00	2566,00	290
ZARAKIVA	5	F	PUR SANG	1	1	0	7700,00	3465,00	11165,00	7700,00	275
JOSEPHINO GB	7	M	PUR SANG	4	1	0	7700,00	0,00	7700,00	1925,00	360
WHAKA	3	F	PUR SANG	6	0	5	7692,00	4269,00	11961,00	1282,00	295
PAPITO	3	M	PUR SANG	5	0	5	7678,00	5757,00	13435,00	1535,00	300
ANOTHERMINE	4	F	PUR SANG	3	0	2	7658,00	3445,00	11103,00	2552,00	335
REMIX	7	H	PUR SANG	3	1	1	7636,00	3435,00	11071,00	2545,00	300
DALYNSKA	4	F	PUR SANG	5	1	3	7611,00	1398,00	9009,00	1522,00	290
SEND WOOD	4	F	PUR SANG	5	0	4	7608,00	3422,00	11030,00	1521,00	360
DELIRE D'AMOUR	3	F	PUR SANG	5	0	4	7566,00	5674,00	13240,00	1513,00	350
LIGHTIANA	3	F	PUR SANG	6	1	5	7556,00	5665,00	13221,00	1259,00	270
CARLSTON	5	H	PUR SANG	7	0	3	7548,00	3395,00	10943,00	1078,00	250
RENCONTRE SPORTIVE	3	H	PUR SANG	1	0	1	7545,00	5658,00	13203,00	7545,00	450
GO MAN	3	M	PUR SANG	1	0	1	7545,00	5658,00	13203,00	7545,00	465
AFJAN	3	M	PUR SANG	1	0	1	7545,00	5658,00	13203,00	7545,00	475
ALARMING GB	3	F	PUR SANG	1	0	1	7545,00	0,00	7545,00	7545,00	
SELF CONTROL	3	F	PUR SANG	4	0	3	7540,00	5655,00	13195,00	1885,00	315
JANNET GB	3	F	PUR SANG	2	0	2	7534,00	0,00	7534,00	3767,00	385
STARNBERG	4	M	PUR SANG	4	0	4	7526,00	3385,00	10911,00	1881,00	390
IRTYCH	5	H	PUR SANG	6	0	4	7510,00	3378,00	10888,00	1251,00	245
DSCHINGIS ANGEL	5	F	PUR SANG	6	0	5	7501,00	3374,00	10875,00	1250,00	170
SAM PRESSAO	4	M	PUR SANG	5	1	2	7495,00	3372,00	10867,00	1499,00	260
NELLIEDONADO (IRE)	3	F	PUR SANG	3	0	3	7490,00	5616,00	13106,00	2496,00	360
MINO PICO GB	7	F	PUR SANG	7	1	1	7487,00	0,00	7487,00	1069,00	175
SI CAPO SI	5	H	PUR SANG	4	0	3	7474,00	3362,00	10836,00	1868,00	220
BEWARE OF THE BEAR IRE	3	M	PUR SANG	6	0	6	7460,00	0,00	7460,00	1243,00	320
CALA ROSSA	4	F	PUR SANG	5	1	3	7453,00	3352,00	10805,00	1490,00	325
PACO (IRE)	8	M	PUR SANG	7	1	1	7431,00	3343,00	10774,00	1061,00	270
MASSKO	4	H	PUR SANG	4	1	1	7417,00	3337,00	10754,00	1854,00	280
ART PIECE	4	H	PUR SANG	4	0	4	7416,00	3336,00	10752,00	1854,00	285
HAVANA SIX	7	F	PUR SANG	5	0	4	7414,00	3335,00	10749,00	1482,00	325
VOYAGE OLYMPIQUE	3	F	PUR SANG	6	0	5	7408,00	5554,00	12962,00	1234,00	280
INDIFFERENTE (IRE)	3	F	PUR SANG	2	0	2	7404,00	5552,00	12956,00	3702,00	405
BECQUANIENTE	6	F	PUR SANG	2	1	1	7392,00	3326,00	10718,00	3696,00	265
MOON RIDER	6	H	PUR SANG	7	0	5	7354,00	3307,00	10661,00	1050,00	260
TRUST ON	4	M	PUR SANG	2	0	1	7320,00	3294,00	10614,00	3660,00	490
C'EST VRAI	4	M	PUR SANG	1	0	1	7320,00	3294,00	10614,00	7320,00	480
VALASARA	3	F	PUR SANG	1	0	1	7320,00	5490,00	12810,00	7320,00	445
BOURGOIN	3	M	PUR SANG	2	0	1	7320,00	5490,00	12810,00	3660,00	455
ZAYIDA (IRE)	3	F	PUR SANG	1	0	1	7320,00	5490,00	12810,00	7320,00	445
ROI DE LA LIBERTE GB	3	M	PUR SANG	1	0	1	7320,00	0,00	7320,00	7320,00	465
ROULETTE	4	H	PUR SANG	1	1	0	7300,00	3285,00	10585,00	7300,00	335
SWEET DIANA GER	6	F	PUR SANG	2	1	0	7300,00	0,00	7300,00	3650,00	310
YO SOY	3	H	PUR SANG	3	0	2	7296,00	5472,00	12768,00	2432,00	360
EYWA	4	F	PUR SANG	6	0	4	7292,00	3280,00	10572,00	1215,00	250
DAKOTA GIRL GER	5	F	PUR SANG	4	1	3	7288,00	0,00	7288,00	1822,00	290
TERRE SACREE	8	F	PUR SANG	5	1	2	7286,00	3278,00	10564,00	1457,00	165
STUNNING ANGEL	4	F	PUR SANG	6	0	3	7285,00	3277,00	10562,00	1214,00	270
MONTE LINAS IRE	6	H	PUR SANG	2	1	1	7284,00	0,00	7284,00	3642,00	265
YOGUI	4	H	PUR SANG	4	0	4	7258,00	3264,00	10522,00	1814,00	315
IRISHKAMAYA	6	F	PUR SANG	3	0	2	7253,00	3262,00	10515,00	2417,00	320
AGAMEMNON	8	H	PUR SANG	5	1	2	7217,00	3246,00	10463,00	1443,00	255
YACHT SHOW	4	H	PUR SANG	4	0	4	7215,00	3244,00	10459,00	1803,00	310
ZELZANA	3	F	PUR SANG	6	0	6	7211,00	5407,00	12618,00	1201,00	260
MANDEGA	6	H	PUR SANG	4	0	4	7205,00	3240,00	10445,00	1801,00	260
KONIG CHOUCHEN	14	H	PUR SANG	3	1	0	7200,00	3240,00	10440,00	2400,00	205
COCOA	9	F	PUR SANG	4	1	0	7200,00	3240,00	10440,00	1800,00	190
MR FILERIN	4	H	PUR SANG	5	0	4	7196,00	2427,00	9623,00	1439,00	310
ROCKONADO	3	H	PUR SANG	2	1	1	7186,00	5388,00	12574,00	3593,00	290
WESTMINSTER PILOT GB	4	H	PUR SANG	5	1	2	7185,00	0,00	7185,00	1437,00	305
RABBAH	7	H	PUR SANG	7	0	5	7184,00	3232,00	10416,00	1026,00	220
REMBRAND TO GO	4	M	PUR SANG	3	0	3	7173,00	3227,00	10400,00	2391,00	365
TEMIRI (GB)	4	M	PUR SANG	4	0	4	7166,00	3223,00	10389,00	1791,00	270
BEVAN	7	H	PUR SANG	1	0	1	7140,00	3213,00	10353,00	7140,00	445
RASHFORD	6	M	PUR SANG	1	0	1	7140,00	3213,00	10353,00	7140,00	485
PARACHUTISTE (IRE)	4	H	PUR SANG	1	0	1	7140,00	3213,00	10353,00	7140,00	500
JUBBAH	5	F	PUR SANG	4	1	1	7136,00	3210,00	10346,00	1784,00	200
PRINCE DE MONTFORT	8	H	PUR SANG	3	0	1	7126,00	3206,00	10332,00	2375,00	400
MON RICIN	7	H	PUR SANG	1	0	1	7126,00	3206,00	10332,00	7126,00	395
HASAPIKO	6	F	PUR SANG	1	0	1	7126,00	3206,00	10332,00	7126,00	395
WOOTTON MELODY	5	M	PUR SANG	1	0	1	7126,00	3206,00	10332,00	7126,00	370
CELESTIAL	5	H	PUR SANG	2	0	1	7126,00	3206,00	10332,00	3563,00	415
PRINCESSE TREZY	4	F	PUR SANG	1	0	1	7126,00	3206,00	10332,00	7126,00	375
TYSON	4	H	PUR SANG	1	0	1	7126,00	3206,00	10332,00	7126,00	360
OTOMAI (IRE)	4	M	PUR SANG	3	0	1	7126,00	3206,00	10332,00	2375,00	385
SAXON VILLAGE IRE	7	H	PUR SANG	4	0	1	7126,00	0,00	7126,00	1781,00	335
ANDINO	9	M	PUR SANG	6	0	3	7123,00	3205,00	10328,00	1187,00	210
LIENESSE	5	H	PUR SANG	2	1	1	7120,00	3203,00	10323,00	3560,00	270
NUMERUS BORGET	8	H	PUR SANG	4	0	3	7110,00	3198,00	10308,00	1777,00	290
SISSI IMPERATRICE	4	F	PUR SANG	6	1	2	7104,00	3196,00	10300,00	1184,00	225
CIAO NENE	3	H	PUR SANG	3	0	3	7104,00	5328,00	12432,00	2368,00	335
MY WAY	3	H	PUR SANG	3	0	2	7104,00	5328,00	12432,00	2368,00	405
THE MAGPIE	3	F	PUR SANG	4	0	3	7104,00	5328,00	12432,00	1776,00	320
RONNIE ROCKET	6	H	PUR SANG	5	1	4	7100,00	3195,00	10295,00	1420,00	640
CARCAGNY	3	F	PUR SANG	3	0	3	7089,00	5315,00	12404,00	2363,00	380
LOGIS	5	H	PUR SANG	6	0	4	7087,00	3187,00	10274,00	1181,00	215
TIMES JUBILEE IRE	3	F	PUR SANG	2	0	2	7087,00	0,00	7087,00	3543,00	
MARCAN	9	H	PUR SANG	5	0	4	7083,00	3185,00	10268,00	1416,00	185
POKROV	4	H	PUR SANG	5	0	3	7072,00	3182,00	10254,00	1414,00	255
ANDY'S SPIRIT	4	H	PUR SANG	6	0	6	7069,00	3178,00	10247,00	1178,00	260
APAX	6	H	PUR SANG	4	0	2	7067,00	3179,00	10246,00	1766,00	420
QUIET SEA	4	H	PUR SANG	3	0	3	7064,00	3176,00	10240,00	2354,00	320
ROYALWOOD	6	F	PUR SANG	4	0	2	7056,00	3174,00	10230,00	1764,00	345
LE CENTRAL	6	H	PUR SANG	7	0	6	7043,00	3167,00	10210,00	1006,00	315
BEAUTIFUL TIME	4	F	PUR SANG	3	1	1	7021,00	3158,00	10179,00	2340,00	280
HOT AND BEAUTY	4	F	PUR SANG	5	0	4	6980,00	3140,00	10120,00	1396,00	270
LOVATREE PARIS	3	F	PUR SANG	4	0	4	6978,00	5233,00	12211,00	1744,00	315
ROOFTOP	5	H	PUR SANG	5	0	4	6964,00	3132,00	10096,00	1392,00	340
VIVRE LIBRE	4	H	PUR SANG	3	1	2	6944,00	3123,00	10067,00	2314,00	575
MAHJOUBA	4	F	PUR SANG	6	0	3	6944,00	3124,00	10068,00	1157,00	260
DEMPY	5	H	PUR SANG	4	0	4	6932,00	3118,00	10050,00	1733,00	345
SAUZET (GB)	3	H	PUR SANG	3	0	3	6931,00	5197,00	12128,00	2310,00	380
