Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
ADRIEN BLAIS	1	1	0	1	2000,00	0,00	2000,00	360,00	2000,00	2000	1
CHARLIE PRICE	1	1	0	1	2000,00	0,00	2000,00	360,00	2000,00	2000	1
JOEL PHELIPPE	1	1	0	1	1960,00	0,00	1960,00	352,00	1960,00	1960	1
ANDREA FELE	2	2	0	1	1800,00	810,00	2610,00	339,00	900,00	900	1
BRYAN LABATE	1	1	0	1	1600,00	1200,00	2800,00	364,00	1600,00	1600	1
AUGUSTIN GLEYROUX	1	1	0	1	1414,00	0,00	1414,00	226,00	1414,00	1414	1
LUDOVIC PHILIPPERON	1	1	0	1	1359,00	0,00	1359,00	244,00	1359,00	1359	1
GERARD GUILLERMO	3	5	0	1	1350,00	607,00	1957,00	254,00	270,00	450	2
MME GWLADYS FRADELIN	5	5	0	1	1233,00	924,00	2157,00	280,00	246,60	247	1
MME MIA BARS HUGONOT	2	2	0	1	1200,00	0,00	1200,00	192,00	600,00	600	1
MME ELSA ISOARDI	1	1	0	1	1200,00	900,00	2100,00	273,00	1200,00	1200	1
MME CHLOE DAMOUR	5	5	0	1	1125,00	506,00	1631,00	212,00	225,00	225	1
ANTOINE SUBIAS	6	6	0	1	1000,00	750,00	1750,00	227,00	166,67	167	1
KENNY CARPENTIER	1	1	0	1	1000,00	0,00	1000,00	180,00	1000,00	1000	1
MME KERRIE RAYBOULD	5	5	0	1	800,00	0,00	800,00	128,00	160,00	160	1
ANTOINE MASSON	1	1	0	1	700,00	0,00	700,00	126,00	700,00	700	1
REMI CAMPOS	1	1	0	1	692,00	311,00	1003,00	130,00	692,00	692	1
EDGAR LABAISSE	2	2	0	1	500,00	0,00	500,00	90,00	250,00	250	1
MME MARGAUX ANTZ	4	4	0	1	407,00	183,00	590,00	50,00	101,75	102	1
LOUIS COLSON	4	4	0	1	400,00	0,00	400,00	64,00	100,00	100	1
CORENTIN GOUSSE	1	1	0	1	400,00	0,00	400,00	64,00	400,00	400	1
MME INES SADAOUI	1	3	0	1	303,00	136,00	439,00	57,00	101,00	303	3
MME MICHAELA MUSIALOVA	1	1	0	1	247,00	111,00	358,00	46,00	247,00	247	1
JEROME MOUTARD	7	7	0	1	244,00	109,00	353,00	45,00	34,86	35	1
MME MORGANE TEVELS	1	1	0	1	244,00	109,00	353,00	30,00	244,00	244	1
BASTIEN MARCHAND	1	1	0	1	165,00	0,00	165,00	29,00	165,00	165	1
CHARLY BOUTTIER	7	9	0	1	144,00	0,00	144,00	25,00	16,00	21	1
MME ALEXIA PIHERY	3	5	0	0	0,00	0,00	0,00	0,00	0,00	0	2
EWAN OUDIN	4	4	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME ROMANE ALAVEZ	3	3	0	0	0,00	0,00	0,00	0,00	0,00	0	1
JEAN-FREDERIC RAMBUR	3	3	0	0	0,00	0,00	0,00	0,00	0,00	0	1
PABLO WERDER	3	3	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MILAN ZATLOUKAL	3	3	0	0	0,00	0,00	0,00	0,00	0,00	0	1
PATRICK JAMES COSGRAVE	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
ANTOINE COUPU	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
JOSE MANUEL DA CUNHA LIMA	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
JULIAN DEROUET	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
GAUVAIN FAIVRE-PICON	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
SAM JAMES	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
DAVID RODRIGUEZ	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
RYAN SAHAJASEIN	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME DENISA SIKOROVA	2	2	0	0	0,00	0,00	0,00	0,00	0,00	0	1
NATHAN BAILLOU	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
SEBASTIEN BARBIER	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
FLORENT BAYLE	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME LILOU BEDOUET	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME JURICO BOGAERTS	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
ENZO BONNET	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME LUCIE CASTILLON	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MATTHIEU CHAILLOLEAU	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
KILIAN DUBOURG	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
ARTHUR DUVACHER	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
DAVID EGAN	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
CARLO FIOCCHI	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
DAVID GALLON	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
KYLIAN GEFFROY	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
GIOELE GUNGUI	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
CHRISTOPHER DENIS HAYES	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
PIERRE-LOUIS JAMIN	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME OCEANE LAUNAY	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME MATHILDE LAURENT	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME OLIVIA LONGUET	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
LEO MAGREX	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
GABIN MEUNIER	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME VIRGINIE MONTEIRO	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME LAURE NEUVILLE	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME ELODIE MARIE PALAU TERUEL	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME LAURA PEARSON	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME AMANDINE SEIGNOUX	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
KIERAN SHOEMARK	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
CORENTIN SMEULDERS	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
MME JULIA ZAMBUDIO PEREZ	1	1	0	0	0,00	0,00	0,00	0,00	0,00	0	1
