Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
WERTHEIMER & FRERE	78	193	34	108	733232,00	406971,00	1140203,00	105194,00	3799,13	9400	2
GUY PARIENTE HOLDING	90	289	26	156	532119,00	336156,00	868275,00	94901,00	1841,24	5912	3
MR JEAN-PIERRE-JOSEPH DUBOIS	40	118	16	68	301652,00	194302,00	495954,00	57773,00	2556,37	7541	3
MR ALAIN CHOPARD	64	257	21	121	325908,00	185178,00	511086,00	57165,00	1268,12	5092	4
AL SHAQAB RACING	50	139	14	81	346446,00	216835,00	563281,00	54677,00	2492,42	6929	3
AGA KHAN STUDS SC	42	85	17	40	573483,00	156437,00	729920,00	51918,00	6746,86	13654	2
MR JEAN-CLAUDE SEROUL	54	179	15	101	319715,00	167109,00	486824,00	49545,00	1786,12	5921	3
HARAS DE LA PERELLE	24	72	9	45	252702,00	129437,00	382139,00	42712,00	3509,75	10529	3
FRANKLIN FINANCE S.A.	37	100	11	55	204748,00	121455,00	326203,00	39949,00	2047,48	5534	3
YEGUADA CENTURION SLU	25	55	11	24	248451,00	148903,00	397354,00	38090,00	4517,29	9938	2
SCUDERIA MICOLO SNC	22	92	8	61	195641,00	98141,00	293782,00	37833,00	2126,53	8893	4
HARAS D'ETREHAM	55	160	14	78	331059,00	208212,00	539271,00	36600,00	2069,12	6019	3
GESTUT ZUR KUSTE AG	40	133	12	64	259555,00	164726,00	424281,00	35047,00	1951,54	6489	3
SUC. JOHN PLOWDEN CARRINGTON	2	4	2	2	181790,00	64660,00	246450,00	32037,00	45447,50	90895	2
MR THIERRY DE LA HERONNIERE	37	128	15	63	257674,00	152858,00	410532,00	29647,00	2013,08	6964	3
M.BOUTIN (S)	23	116	7	65	156051,00	78850,00	234901,00	29601,00	1345,27	6785	5
MR ALAIN JATHIERE	30	95	13	40	179185,00	104135,00	283320,00	29473,00	1886,16	5973	3
HARAS DE BEAUMONT	13	34	6	22	133490,00	96359,00	229849,00	27836,00	3926,18	10268	3
ECURIE NORMANDIE PUR SANG	21	77	9	33	145537,00	65475,00	211012,00	27407,00	1890,09	6930	4
